period,method,pairs,QS,normalised_QS
2015-2019,DtACI-projected-expected,100,0.00026174035675998575,0.027036040304320556
2015-2019,DtACI-projected-seed,100,0.0002611770850569626,0.026978412768929993
2015-2019,Gate-selected-rolling,100,0.0002668614027021287,0.02754815787013902
2015-2019,Loss-gate,100,0.0002555617804326462,0.026373865837714526
2015-2019,POT-Shift,100,0.0002541874391780054,0.026227067943772716
2015-2019,POT-Vol,100,0.00025088918565660794,0.025883385087441937
2015-2019,Past-minimum,100,0.00025406819772007743,0.026210282393304144
2015-2019,Raw,100,0.0002555617804326462,0.026373865837714526
2015-2019,Rolling500,100,0.0002628822313607752,0.027133022755500346
2015-2019,Selected-rolling,100,0.00026800754812040346,0.027657095148971304
2015-2019,Shift-CP,100,0.00025489609609461307,0.026300966289993497
2015-2019,State-L1,100,0.00025563678680535264,0.02632900620169659
2015-2019,State-L1-clipped,100,0.00025282494902902753,0.02607032901691239
2015-2019,Vol-ERM,100,0.00025243308247342884,0.02604758791390343
2020-2021,DtACI-projected-expected,100,0.00048721229068355887,0.04975479571672256
2020-2021,DtACI-projected-seed,100,0.0004861798180875214,0.049653646537928635
2020-2021,Gate-selected-rolling,100,0.0004968007206720615,0.05088599243266395
2020-2021,Loss-gate,100,0.0004978003053559821,0.05092894700789938
2020-2021,POT-Shift,100,0.0004735238874341094,0.048403729918924304
2020-2021,POT-Vol,100,0.0004710212990753213,0.04811890699885092
2020-2021,Past-minimum,100,0.00048592818142111587,0.049693598459906674
2020-2021,Raw,100,0.0004978003053559821,0.05092894700789938
2020-2021,Rolling500,100,0.0004934751207134888,0.050524480231831134
2020-2021,Selected-rolling,100,0.0004964026261921711,0.050853998493625346
2020-2021,Shift-CP,100,0.0004719768151630804,0.04826302349998593
2020-2021,State-L1,100,0.00047244993180939397,0.04815985495142667
2020-2021,State-L1-clipped,100,0.00046874844062823524,0.04784814227137933
2020-2021,Vol-ERM,100,0.00046353195247036586,0.047313631677540276
2022-July2026,DtACI-projected-expected,100,0.0003226106192146332,0.03329454343215095
2022-July2026,DtACI-projected-seed,100,0.0003236497840719302,0.0334117681779906
2022-July2026,Gate-selected-rolling,100,0.0003245005755471029,0.033495437310207904
2022-July2026,Loss-gate,100,0.00031357855141909356,0.03237060751260337
2022-July2026,POT-Shift,100,0.0003139995797314854,0.032413200834873306
2022-July2026,POT-Vol,100,0.00031332147709506563,0.03234061829744407
2022-July2026,Past-minimum,100,0.0003149026487791905,0.032517376182069756
2022-July2026,Raw,100,0.00031357855141909356,0.03237060751260337
2022-July2026,Rolling500,100,0.0003197693259081403,0.03298813901530072
2022-July2026,Selected-rolling,100,0.0003252398288142671,0.0335711389391193
2022-July2026,Shift-CP,100,0.00031469542769823364,0.032484832834920895
2022-July2026,State-L1,100,0.0003148407001218318,0.03251575161802586
2022-July2026,State-L1-clipped,100,0.00031484078289316673,0.03251575996992495
2022-July2026,Vol-ERM,100,0.0003161422453810279,0.032645232133492595
