model,asset,period,method,n,QS,normalised_QS
HS,ME1_BM2,2020-2021,Gate-selected-rolling,523,0.0005887529479111597,0.06762157265327706
HS,ME1_BM2,2020-2021,Loss-gate,523,0.0005972610642238505,0.06859877745101502
HS,ME1_BM2,2020-2021,Past-minimum,523,0.0005317250013847406,0.061071593679948244
HS,ME1_BM2,2020-2021,State-L1-clipped,523,0.0005288044060387841,0.060736146951268395
HS,ME1_BM2,2020-2021,DtACI-projected-seed,523,0.0005234225948063116,0.060118015797014236
HS,ME1_BM2,2022-July2026,Raw,1195,0.00034968450186961727,0.04016322301704965
HS,ME1_BM2,2022-July2026,Shift-CP,1195,0.0003489728347638676,0.040081484065139276
HS,ME1_BM2,2022-July2026,Vol-ERM,1195,0.0003485091367888356,0.040028225756337514
HS,ME1_BM2,2022-July2026,State-L1,1195,0.00035584671333837334,0.040870987508111224
HS,ME1_BM2,2022-July2026,POT-Shift,1195,0.00034803879800129775,0.039974204713035755
HS,ME1_BM2,2022-July2026,POT-Vol,1195,0.0003441148216628091,0.03952351405916426
HS,ME1_BM2,2022-July2026,DtACI-projected-expected,1195,0.00035270414622324604,0.040510046078862626
HS,ME1_BM2,2022-July2026,Rolling500,1195,0.0003525751176765066,0.04049522642780416
HS,ME1_BM2,2022-July2026,Selected-rolling,1195,0.00040582224821497333,0.04661095751511377
HS,ME1_BM2,2022-July2026,Gate-selected-rolling,1195,0.00040582224821497333,0.04661095751511377
HS,ME1_BM2,2022-July2026,Loss-gate,1195,0.00034968450186961727,0.04016322301704965
HS,ME1_BM2,2022-July2026,Past-minimum,1195,0.00034975118967476296,0.04017088248487354
HS,ME1_BM2,2022-July2026,State-L1-clipped,1195,0.00035584671333837334,0.040870987508111224
HS,ME1_BM2,2022-July2026,DtACI-projected-seed,1195,0.00033991699326706403,0.03904136996314574
HS,ME1_BM3,2015-2019,Raw,1304,0.00026326552368834935,0.03248896671991366
HS,ME1_BM3,2015-2019,Shift-CP,1304,0.00026719223719986085,0.032973553014415145
HS,ME1_BM3,2015-2019,Vol-ERM,1304,0.00026301271481246055,0.0324577681830138
HS,ME1_BM3,2015-2019,State-L1,1304,0.0002598064420783054,0.032062089756550914
HS,ME1_BM3,2015-2019,POT-Shift,1304,0.00026492634431023437,0.032693924608649755
HS,ME1_BM3,2015-2019,POT-Vol,1304,0.0002591869014876075,0.03198563373849423
HS,ME1_BM3,2015-2019,DtACI-projected-expected,1304,0.0002682756490974714,0.03310725427765802
HS,ME1_BM3,2015-2019,Rolling500,1304,0.00027722853399909166,0.03421210832592408
HS,ME1_BM3,2015-2019,Selected-rolling,1304,0.00027722853399909166,0.03421210832592408
HS,ME1_BM3,2015-2019,Gate-selected-rolling,1304,0.00027722853399909166,0.03421210832592408
HS,ME1_BM3,2015-2019,Loss-gate,1304,0.00026326552368834935,0.03248896671991366
HS,ME1_BM3,2015-2019,Past-minimum,1304,0.00026354563310218565,0.032523534350709225
HS,ME1_BM3,2015-2019,State-L1-clipped,1304,0.0002593605714357914,0.03200706593017564
HS,ME1_BM3,2015-2019,DtACI-projected-seed,1304,0.00027008802012702817,0.0333309146386444
HS,ME1_BM3,2020-2021,Raw,523,0.0005386275249960827,0.06647073072409905
HS,ME1_BM3,2020-2021,Shift-CP,523,0.0005060280735483415,0.06244771062509482
HS,ME1_BM3,2020-2021,Vol-ERM,523,0.0004901415923197661,0.060487198087407906
HS,ME1_BM3,2020-2021,State-L1,523,0.00048230451611034714,0.05952004331308716
HS,ME1_BM3,2020-2021,POT-Shift,523,0.0005073588751972526,0.06261194166407227
HS,ME1_BM3,2020-2021,POT-Vol,523,0.000503689348532306,0.06215909418132926
HS,ME1_BM3,2020-2021,DtACI-projected-expected,523,0.00048514882682291067,0.05987105287479096
HS,ME1_BM3,2020-2021,Rolling500,523,0.0005467794698818968,0.06747674268642234
HS,ME1_BM3,2020-2021,Selected-rolling,523,0.0005467794698818968,0.06747674268642234
HS,ME1_BM3,2020-2021,Gate-selected-rolling,523,0.0005467794698818968,0.06747674268642234
HS,ME1_BM3,2020-2021,Loss-gate,523,0.0005386275249960827,0.06647073072409905
HS,ME1_BM3,2020-2021,Past-minimum,523,0.0004892789229940307,0.06038073813541174
HS,ME1_BM3,2020-2021,State-L1-clipped,523,0.00048230451611034714,0.05952004331308716
HS,ME1_BM3,2020-2021,DtACI-projected-seed,523,0.000494225830090512,0.06099122407285011
HS,ME1_BM3,2022-July2026,Raw,1195,0.0003319619969349386,0.04096663368448721
HS,ME1_BM3,2022-July2026,Shift-CP,1195,0.000326460328955873,0.04028768603736775
HS,ME1_BM3,2022-July2026,Vol-ERM,1195,0.0003277654598824754,0.040448749114087634
HS,ME1_BM3,2022-July2026,State-L1,1195,0.00033308310693261394,0.041104987179823554
HS,ME1_BM3,2022-July2026,POT-Shift,1195,0.00032501308900637863,0.04010908562704394
HS,ME1_BM3,2022-July2026,POT-Vol,1195,0.0003216361724598671,0.039692348457062605
HS,ME1_BM3,2022-July2026,DtACI-projected-expected,1195,0.0003239650170815028,0.03997974558505775
HS,ME1_BM3,2022-July2026,Rolling500,1195,0.0003353367746107568,0.04138310690156732
HS,ME1_BM3,2022-July2026,Selected-rolling,1195,0.0003353367746107568,0.04138310690156732
HS,ME1_BM3,2022-July2026,Gate-selected-rolling,1195,0.0003353367746107568,0.04138310690156732
HS,ME1_BM3,2022-July2026,Loss-gate,1195,0.0003319619969349386,0.04096663368448721
HS,ME1_BM3,2022-July2026,Past-minimum,1195,0.0003285462643488849,0.040545106320183356
HS,ME1_BM3,2022-July2026,State-L1-clipped,1195,0.00033308310693261394,0.041104987179823554
HS,ME1_BM3,2022-July2026,DtACI-projected-seed,1195,0.00031965943495895343,0.039448404024151534
HS,ME1_BM4,2015-2019,Raw,1304,0.00024455656456283956,0.03199743736993836
HS,ME1_BM4,2015-2019,Shift-CP,1304,0.0002444586247065145,0.031984623056716455
HS,ME1_BM4,2015-2019,Vol-ERM,1304,0.00024507875870111666,0.032065760517445516
HS,ME1_BM4,2015-2019,State-L1,1304,0.00024102604742270748,0.03153550946676877
HS,ME1_BM4,2015-2019,POT-Shift,1304,0.0002432938133877423,0.031832220780020945
HS,ME1_BM4,2015-2019,POT-Vol,1304,0.0002382971061871795,0.03117845862895488
HS,ME1_BM4,2015-2019,DtACI-projected-expected,1304,0.00024431197445425805,0.031965435543716135
HS,ME1_BM4,2015-2019,Rolling500,1304,0.0002556284357885978,0.03344606544805805
HS,ME1_BM4,2015-2019,Selected-rolling,1304,0.0002653976679859804,0.03472425806556931
HS,ME1_BM4,2015-2019,Gate-selected-rolling,1304,0.0002653976679859804,0.03472425806556931
HS,ME1_BM4,2015-2019,Loss-gate,1304,0.00024455656456283956,0.03199743736993836
HS,ME1_BM4,2015-2019,Past-minimum,1304,0.0002465304453255188,0.03225569715614551
HS,ME1_BM4,2015-2019,State-L1-clipped,1304,0.00024091059200206285,0.03152040344171604
HS,ME1_BM4,2015-2019,DtACI-projected-seed,1304,0.000240961316900624,0.03152704021618868
HS,ME1_BM4,2020-2021,Raw,523,0.0005357486016711724,0.07009659445719173
HS,ME1_BM4,2020-2021,Shift-CP,523,0.00050907412245816,0.06660654306756823
HS,ME1_BM4,2020-2021,Vol-ERM,523,0.0004814502921563831,0.06299227991507865
HS,ME1_BM4,2020-2021,State-L1,523,0.0004780809673363137,0.06255144218863337
HS,ME1_BM4,2020-2021,POT-Shift,523,0.0005112465349850916,0.06689077847092541
HS,ME1_BM4,2020-2021,POT-Vol,523,0.0004937611515992621,0.0646030154710748
HS,ME1_BM4,2020-2021,DtACI-projected-expected,523,0.0004826291042782189,0.06314651403717957
HS,ME1_BM4,2020-2021,Rolling500,523,0.0005527096910363737,0.07231575956387815
HS,ME1_BM4,2020-2021,Selected-rolling,523,0.0006291575684049104,0.08231809244967536
HS,ME1_BM4,2020-2021,Gate-selected-rolling,523,0.0006291575684049104,0.08231809244967536
HS,ME1_BM4,2020-2021,Loss-gate,523,0.0005357486016711724,0.07009659445719173
HS,ME1_BM4,2020-2021,Past-minimum,523,0.00048044910153753156,0.06286128554091684
HS,ME1_BM4,2020-2021,State-L1-clipped,523,0.0004780809673363137,0.06255144218863337
HS,ME1_BM4,2020-2021,DtACI-projected-seed,523,0.00044615451103385877,0.058374229494269646
HS,ME1_BM4,2022-July2026,Raw,1195,0.0003068602344930191,0.04014916202338139
HS,ME1_BM4,2022-July2026,Shift-CP,1195,0.00030348178670534256,0.039707130660669755
HS,ME1_BM4,2022-July2026,Vol-ERM,1195,0.00030878562534966756,0.04040107745839901
HS,ME1_BM4,2022-July2026,State-L1,1195,0.00031048659092740646,0.04062362940518241
HS,ME1_BM4,2022-July2026,POT-Shift,1195,0.00030266472892471693,0.03960022796840336
HS,ME1_BM4,2022-July2026,POT-Vol,1195,0.0002987967564342617,0.03909414788123324
HS,ME1_BM4,2022-July2026,DtACI-projected-expected,1195,0.0003085536681936662,0.0403707285099464
HS,ME1_BM4,2022-July2026,Rolling500,1195,0.00031553616233652166,0.0412843082350352
HS,ME1_BM4,2022-July2026,Selected-rolling,1195,0.0003453337782237979,0.04518298643993618
HS,ME1_BM4,2022-July2026,Gate-selected-rolling,1195,0.0003453337782237979,0.04518298643993618
HS,ME1_BM4,2022-July2026,Loss-gate,1195,0.0003068602344930191,0.04014916202338139
HS,ME1_BM4,2022-July2026,Past-minimum,1195,0.0003111011087656341,0.040704032055900646
HS,ME1_BM4,2022-July2026,State-L1-clipped,1195,0.00031048659092740646,0.04062362940518241
HS,ME1_BM4,2022-July2026,DtACI-projected-seed,1195,0.00031690344413124507,0.041463201464386555
HS,SMALL_HiBM,2015-2019,Raw,1304,0.00024654754236891986,0.033766624175614164
HS,SMALL_HiBM,2015-2019,Shift-CP,1304,0.0002471501134796196,0.033849151026373175
HS,SMALL_HiBM,2015-2019,Vol-ERM,1304,0.0002429783275245691,0.033277792143085225
HS,SMALL_HiBM,2015-2019,State-L1,1304,0.0002336615156457936,0.032001781511615354
HS,SMALL_HiBM,2015-2019,POT-Shift,1304,0.0002452240547977222,0.033585362148062264
HS,SMALL_HiBM,2015-2019,POT-Vol,1304,0.00024111923231772783,0.033023174439120596
HS,SMALL_HiBM,2015-2019,DtACI-projected-expected,1304,0.00025698382621696514,0.0351959552940711
HS,SMALL_HiBM,2015-2019,Rolling500,1304,0.00025839952176287713,0.03538984592865861
HS,SMALL_HiBM,2015-2019,Selected-rolling,1304,0.00025839952176287713,0.03538984592865861
HS,SMALL_HiBM,2015-2019,Gate-selected-rolling,1304,0.00025839952176287713,0.03538984592865861
HS,SMALL_HiBM,2015-2019,Loss-gate,1304,0.00024654754236891986,0.033766624175614164
HS,SMALL_HiBM,2015-2019,Past-minimum,1304,0.0002432054643940383,0.03330890032300906
HS,SMALL_HiBM,2015-2019,State-L1-clipped,1304,0.00023367400325320292,0.03200349178762213
HS,SMALL_HiBM,2015-2019,DtACI-projected-seed,1304,0.000255801196304613,0.03503398483025898
HS,SMALL_HiBM,2020-2021,Raw,523,0.0005016001498473915,0.06869808388105743
HS,SMALL_HiBM,2020-2021,Shift-CP,523,0.0004894831102271054,0.0670385600462305
HS,SMALL_HiBM,2020-2021,Vol-ERM,523,0.00046677152509288887,0.06392802991362014
HS,SMALL_HiBM,2020-2021,State-L1,523,0.00045098559508671823,0.06176602269724599
HS,SMALL_HiBM,2020-2021,POT-Shift,523,0.0004920103230260669,0.06738468170688224
HS,SMALL_HiBM,2020-2021,POT-Vol,523,0.0004767885417696646,0.06529993909687785
HS,SMALL_HiBM,2020-2021,DtACI-projected-expected,523,0.0004751283844450543,0.06507256749984679
HS,SMALL_HiBM,2020-2021,Rolling500,523,0.000530934998166216,0.0727157219759779
HS,SMALL_HiBM,2020-2021,Selected-rolling,523,0.000530934998166216,0.0727157219759779
HS,SMALL_HiBM,2020-2021,Gate-selected-rolling,523,0.000530934998166216,0.0727157219759779
HS,SMALL_HiBM,2020-2021,Loss-gate,523,0.0005016001498473915,0.06869808388105743
HS,SMALL_HiBM,2020-2021,Past-minimum,523,0.0004662451282131866,0.06385593572264447
HS,SMALL_HiBM,2020-2021,State-L1-clipped,523,0.00045098559508671823,0.06176602269724599
HS,SMALL_HiBM,2020-2021,DtACI-projected-seed,523,0.00046974777259146575,0.06433565040649723
HS,SMALL_HiBM,2022-July2026,Raw,1195,0.00029511300126789503,0.04041804557207688
HS,SMALL_HiBM,2022-July2026,Shift-CP,1195,0.00029714365560655145,0.04069615964786592
HS,SMALL_HiBM,2022-July2026,Vol-ERM,1195,0.00029532130445924853,0.04044657433172069
HS,SMALL_HiBM,2022-July2026,State-L1,1195,0.0002889963453523397,0.03958032145798674
HS,SMALL_HiBM,2022-July2026,POT-Shift,1195,0.00029329180739568215,0.04016861875385322
HS,SMALL_HiBM,2022-July2026,POT-Vol,1195,0.0002920971410220082,0.040004999802037707
HS,SMALL_HiBM,2022-July2026,DtACI-projected-expected,1195,0.0003075552418407376,0.042122108233943086
HS,SMALL_HiBM,2022-July2026,Rolling500,1195,0.0003093373823986303,0.04236618639375065
HS,SMALL_HiBM,2022-July2026,Selected-rolling,1195,0.0003093373823986303,0.04236618639375065
HS,SMALL_HiBM,2022-July2026,Gate-selected-rolling,1195,0.0003093373823986303,0.04236618639375065
HS,SMALL_HiBM,2022-July2026,Loss-gate,1195,0.00029511300126789503,0.04041804557207688
HS,SMALL_HiBM,2022-July2026,Past-minimum,1195,0.00029566867409366014,0.04049414933402043
HS,SMALL_HiBM,2022-July2026,State-L1-clipped,1195,0.0002889963453523397,0.03958032145798674
HS,SMALL_HiBM,2022-July2026,DtACI-projected-seed,1195,0.00032578951363227874,0.04461943510560851
HS,ME2_BM1,2015-2019,Raw,1304,0.0003261310520476331,0.032398124813830746
HS,ME2_BM1,2015-2019,Shift-CP,1304,0.00031979021298592433,0.031768220687695435
HS,ME2_BM1,2015-2019,Vol-ERM,1304,0.00031655743044787355,0.031447073432608406
HS,ME2_BM1,2015-2019,State-L1,1304,0.0003510598347937275,0.034874570432222446
HS,ME2_BM1,2015-2019,POT-Shift,1304,0.0003206744485439639,0.031856061369514375
HS,ME2_BM1,2015-2019,POT-Vol,1304,0.00031544833369697594,0.03133689485641767
HS,ME2_BM1,2015-2019,DtACI-projected-expected,1304,0.00031618502813487824,0.03141007868297745
HS,ME2_BM1,2015-2019,Rolling500,1304,0.00034008644822110197,0.03378446525647116
HS,ME2_BM1,2015-2019,Selected-rolling,1304,0.00037561123720526496,0.037313526780259496
HS,ME2_BM1,2015-2019,Gate-selected-rolling,1304,0.00037561123720526496,0.037313526780259496
HS,ME2_BM1,2015-2019,Loss-gate,1304,0.0003261310520476331,0.032398124813830746
HS,ME2_BM1,2015-2019,Past-minimum,1304,0.0003156449601334433,0.031356427887051744
HS,ME2_BM1,2015-2019,State-L1-clipped,1304,0.0003510598347937275,0.034874570432222446
HS,ME2_BM1,2015-2019,DtACI-projected-seed,1304,0.0003071416856372888,0.030511705660440702
HS,ME2_BM1,2020-2021,Raw,523,0.0006420241099967667,0.06377919894032613
HS,ME2_BM1,2020-2021,Shift-CP,523,0.0006019590826094578,0.05979910642900649
HS,ME2_BM1,2020-2021,Vol-ERM,523,0.0005644940858523222,0.056077303081957644
HS,ME2_BM1,2020-2021,State-L1,523,0.0005790362017737534,0.05752192874308883
HS,ME2_BM1,2020-2021,POT-Shift,523,0.0005994826299712318,0.05955309360328798
HS,ME2_BM1,2020-2021,POT-Vol,523,0.0005758548575591981,0.05720589141302844
HS,ME2_BM1,2020-2021,DtACI-projected-expected,523,0.0005804660997536477,0.0576639759751227
HS,ME2_BM1,2020-2021,Rolling500,523,0.0006155654476391854,0.06115077383303912
HS,ME2_BM1,2020-2021,Selected-rolling,523,0.0006192561073105479,0.06151740697614967
HS,ME2_BM1,2020-2021,Gate-selected-rolling,523,0.0006192561073105479,0.06151740697614967
HS,ME2_BM1,2020-2021,Loss-gate,523,0.0006420241099967667,0.06377919894032613
HS,ME2_BM1,2020-2021,Past-minimum,523,0.0005648119431478735,0.056108879285050234
HS,ME2_BM1,2020-2021,State-L1-clipped,523,0.0005790362017737534,0.05752192874308883
HS,ME2_BM1,2020-2021,DtACI-projected-seed,523,0.0005782129853936033,0.057440149756189426
HS,ME2_BM1,2022-July2026,Raw,1195,0.00039291090755868153,0.03903209014866348
HS,ME2_BM1,2022-July2026,Shift-CP,1195,0.0003886649690541729,0.038610295153193905
HS,ME2_BM1,2022-July2026,Vol-ERM,1195,0.00038496904301434586,0.03824313884474305
HS,ME2_BM1,2022-July2026,State-L1,1195,0.0003747996966260467,0.037232907676951414
HS,ME2_BM1,2022-July2026,POT-Shift,1195,0.00038831647446857504,0.03857567541670989
HS,ME2_BM1,2022-July2026,POT-Vol,1195,0.00038386598982731934,0.038133560641118454
HS,ME2_BM1,2022-July2026,DtACI-projected-expected,1195,0.0003789769047458639,0.037647874939925864
HS,ME2_BM1,2022-July2026,Rolling500,1195,0.00040239915501231766,0.03997466039254973
HS,ME2_BM1,2022-July2026,Selected-rolling,1195,0.0004203450720273502,0.041757422431617244
HS,ME2_BM1,2022-July2026,Gate-selected-rolling,1195,0.0004203450720273502,0.041757422431617244
HS,ME2_BM1,2022-July2026,Loss-gate,1195,0.00039291090755868153,0.03903209014866348
HS,ME2_BM1,2022-July2026,Past-minimum,1195,0.0003841420307999579,0.038160982776573274
HS,ME2_BM1,2022-July2026,State-L1-clipped,1195,0.0003747996966260467,0.037232907676951414
HS,ME2_BM1,2022-July2026,DtACI-projected-seed,1195,0.0003732562487340028,0.037079580303994664
HS,ME2_BM2,2015-2019,Raw,1304,0.0002767064180608291,0.030130332808154275
HS,ME2_BM2,2015-2019,Shift-CP,1304,0.00027321267986863654,0.02974990254848397
HS,ME2_BM2,2015-2019,Vol-ERM,1304,0.0002702377014975636,0.02942595961631178
HS,ME2_BM2,2015-2019,State-L1,1304,0.00026560361956485076,0.028921358270700064
HS,ME2_BM2,2015-2019,POT-Shift,1304,0.0002729805194516445,0.02972462279285751
HS,ME2_BM2,2015-2019,POT-Vol,1304,0.00026901432565373714,0.02929274723337441
HS,ME2_BM2,2015-2019,DtACI-projected-expected,1304,0.00027616093906503744,0.030070936051843956
HS,ME2_BM2,2015-2019,Rolling500,1304,0.00028979870417827447,0.031555941005834344
HS,ME2_BM2,2015-2019,Selected-rolling,1304,0.00028979870417827447,0.031555941005834344
HS,ME2_BM2,2015-2019,Gate-selected-rolling,1304,0.00028979870417827447,0.031555941005834344
HS,ME2_BM2,2015-2019,Loss-gate,1304,0.0002767064180608291,0.030130332808154275
HS,ME2_BM2,2015-2019,Past-minimum,1304,0.0002767064180608291,0.030130332808154275
HS,ME2_BM2,2015-2019,State-L1-clipped,1304,0.000265656542453695,0.028927121000257336
HS,ME2_BM2,2015-2019,DtACI-projected-seed,1304,0.0002748793100735622,0.029931380531880415
HS,ME2_BM2,2020-2021,Raw,523,0.0007278477876909708,0.0792547430973819
HS,ME2_BM2,2020-2021,Shift-CP,523,0.0007010759273405353,0.07633957738527064
HS,ME2_BM2,2020-2021,Vol-ERM,523,0.0006644775870396732,0.07235441440560804
HS,ME2_BM2,2020-2021,State-L1,523,0.000658295799598794,0.07168128468838546
HS,ME2_BM2,2020-2021,POT-Shift,523,0.0007028638412947685,0.07653426185573185
HS,ME2_BM2,2020-2021,POT-Vol,523,0.0006894311456730235,0.07507158674891579
HS,ME2_BM2,2020-2021,DtACI-projected-expected,523,0.0006167056461132108,0.0671525673032059
HS,ME2_BM2,2020-2021,Rolling500,523,0.0007438601111181905,0.08099831174054896
HS,ME2_BM2,2020-2021,Selected-rolling,523,0.0007438601111181905,0.08099831174054896
HS,ME2_BM2,2020-2021,Gate-selected-rolling,523,0.0007438601111181905,0.08099831174054896
HS,ME2_BM2,2020-2021,Loss-gate,523,0.0007278477876909708,0.0792547430973819
HS,ME2_BM2,2020-2021,Past-minimum,523,0.0007278477876909708,0.0792547430973819
HS,ME2_BM2,2020-2021,State-L1-clipped,523,0.000658295799598794,0.07168128468838546
HS,ME2_BM2,2020-2021,DtACI-projected-seed,523,0.0006089528504774599,0.06630837180410683
HS,ME2_BM2,2022-July2026,Raw,1195,0.00035494111267110417,0.038649243942458736
HS,ME2_BM2,2022-July2026,Shift-CP,1195,0.0003364872774712988,0.036639821103431065
HS,ME2_BM2,2022-July2026,Vol-ERM,1195,0.0003376245277467106,0.03676365534451755
HS,ME2_BM2,2022-July2026,State-L1,1195,0.0003386269940320973,0.036872813068502895
HS,ME2_BM2,2022-July2026,POT-Shift,1195,0.00033685423534392234,0.0366797788424174
HS,ME2_BM2,2022-July2026,POT-Vol,1195,0.00033526397703906525,0.03650661693199962
HS,ME2_BM2,2022-July2026,DtACI-projected-expected,1195,0.000344003412098545,0.037458246781219416
HS,ME2_BM2,2022-July2026,Rolling500,1195,0.00034126090910101216,0.037159617900031486
HS,ME2_BM2,2022-July2026,Selected-rolling,1195,0.00034126090910101216,0.037159617900031486
HS,ME2_BM2,2022-July2026,Gate-selected-rolling,1195,0.00034126090910101216,0.037159617900031486
HS,ME2_BM2,2022-July2026,Loss-gate,1195,0.00035494111267110417,0.038649243942458736
HS,ME2_BM2,2022-July2026,Past-minimum,1195,0.00035494111267110417,0.038649243942458736
HS,ME2_BM2,2022-July2026,State-L1-clipped,1195,0.0003386269940320973,0.036872813068502895
HS,ME2_BM2,2022-July2026,DtACI-projected-seed,1195,0.0003414109029060815,0.037175950601302285
HS,ME2_BM3,2015-2019,Raw,1304,0.0002686444783282009,0.030710295667698933
