n,alpha,epsilon,retention,theta0,theta1,optimal0,optimal1,expected_distinct_runs,best_average_error,binary_regret,scalar_bayes_regret,scalar_bayes_regret_over_alpha,testing_scalar_lower,affinity,affinity_error_lower,cdf_error,direct_scalar_risk,direct_affinity
125,0.01,0.10000000000000001,0,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,125,0.44718606644490289,0.00022359303322245144,3.7260844473706965e-05,0.0037260844473706962,1.6981426387108362e-05,0.99156857461423231,0.43520848466523643,0.44718606644488534,3.7260844473706992e-05,0.99156857461427994
250,0.01,0.10000000000000001,0,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,250,0.4264316592339995,0.00021321582961699977,3.6660939788154806e-05,0.0036660939788154805,1.6193299330597197e-05,0.98320823816250036,0.40875642432287074,0.42643165923398801,3.6660939788154806e-05,0.98320823816253722
500,0.01,0.10000000000000001,0,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,500,0.39680848119332351,0.00019840424059666177,3.5511147227539634e-05,0.0035511147227539632,1.5068389913698084e-05,0.96669843959060786,0.37204089823982445,0.39680848119333678,3.5511147227539628e-05,0.96669843959059398
1000,0.01,0.10000000000000001,0,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,1000,0.35618264827830892,0.00017809132413915447,3.3387657872488999e-05,0.0033387657872488998,1.3525666106255206e-05,0.93450587310691624,0.32202614438583954,0.35618264827817303,3.3387657872488992e-05,0.93450587310732725
125,0.01,0.10000000000000001,0.25,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,94,0.45495505303764561,0.00022747752651882281,3.741238328009975e-05,0.0037412383280099751,1.7276445583426159e-05,0.99365296884914345,0.44375549471885467,0.45495505303764633,3.741238328009975e-05,0.99365296884914478
250,0.01,0.10000000000000001,0.25,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,187.75,0.43566393330955389,0.00021783196665477696,3.6957531432134856e-05,0.0036957531432134853,1.6543885349177791e-05,0.9873629431274592,0.42076235342546797,0.43566393330955028,3.6957531432134849e-05,0.98736294312747097
500,0.01,0.10000000000000001,0.25,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,375.25,0.41148997110990732,0.00020574498555495367,3.6076924606219535e-05,0.0036076924606219534,1.5625904243814761e-05,0.97490209106615888,0.38868298329227602,0.41148997110989938,3.6076924606219535e-05,0.97490209106618519
1000,0.01,0.10000000000000001,0.25,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,750.25,0.37523752789502396,0.00018761876394751199,3.442110677921925e-05,0.0034421106779219252,1.4249255367653461e-05,0.95045018268602288,0.34456154736350969,0.37523752789500564,3.442110677921925e-05,0.95045018268608195
125,0.01,0.10000000000000001,0.5,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,63,0.46353754678202364,0.00023176877339101183,3.7565039160727582e-05,0.003756503916072758,1.7602356868848398e-05,0.99574170931736594,0.45390648547319723,0.46353754678202386,3.7565039160727589e-05,0.99574170931737727
250,0.01,0.10000000000000001,0.5,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,125.5,0.4473138591999089,0.00022365692959995447,3.725844556052084e-05,0.003725844556052084,1.6986279184243103e-05,0.99153513366405033,0.4350806679220014,0.44731385919990685,3.725844556052084e-05,0.99153513366407664
500,0.01,0.10000000000000001,0.5,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,250.5,0.42657776816152776,0.00021328888408076387,3.665864273651281e-05,0.0036658642736512809,1.6198847665358712e-05,0.98317522014070025,0.40866752151988095,0.42657776816151832,3.6658642736512817e-05,0.98317522014076297
1000,0.01,0.10000000000000001,0.5,0.012000000000000002,0.014666666666666668,0.16666666666666674,0.31818181818181823,500.5,0.39705971446061078,0.0001985298572303054,3.5509031827170194e-05,0.0035509031827170193,1.507793023607071e-05,0.96666625321225008,0.37198012371062261,0.39705971446061228,3.5509031827170194e-05,0.96666625321231781
