model,asset,method,first,last,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
EWMA,DJCI,Raw,2023-08-15,2026-08-31,765,15,0.0196078431372549,0.018250952184425236,0.0019581891051504196,0.0005105049098052602,5.571899433895437,9.58832117163601,0.0003504534476539626,0.020122763587042146,Yellow
EWMA,DJCI,Conformal,2023-08-15,2026-08-31,765,5,0.006535947712418301,0.30399551872145897,0.0212041039968966,0.04145024689994755,1.0565843131169812,5.309938568574324,0.0003262971989812952,0.025140798109923108,Green
CAViaR-SAV,DJCI,Raw,2023-08-15,2026-08-31,765,6,0.00784313725490196,0.53322703010378,0.033338318066959347,0.08558208317907672,0.38823802017555353,4.528320632620847,0.0003364874402178753,0.025237229493932943,Green
CAViaR-SAV,DJCI,Conformal,2023-08-15,2026-08-31,765,6,0.00784313725490196,0.53322703010378,0.033338318066959347,0.08558208317907672,0.38823802017555353,4.528320632620847,0.0003364879004736282,0.025237442885236574,Green
CAViaR-AS,DJCI,Raw,2023-08-15,2026-08-31,765,7,0.009150326797385621,0.8106200387955509,0.00086750291654551,0.003794576040091832,0.057420723751515634,11.090944455780473,0.00034563393323043306,0.02532191495190827,Green
CAViaR-AS,DJCI,Conformal,2023-08-15,2026-08-31,765,7,0.009150326797385621,0.8106200387955509,0.00086750291654551,0.003794576040091832,0.057420723751515634,11.090944455780473,0.0003456339439806682,0.02532192760410808,Green
GAS-t,DJCI,Raw,2023-08-15,2026-08-31,765,12,0.01568627450980392,0.14445421611914508,0.011313041181346354,0.01394459442861681,2.1298571660394234,6.4154695178951755,0.0003351646920452523,0.022100146502687622,Green
GAS-t,DJCI,Conformal,2023-08-15,2026-08-31,765,5,0.006535947712418301,0.30399551872145897,0.0212041039968966,0.04145024689994755,1.0565843131169812,5.309938568574324,0.0003340766515383883,0.025098768217699647,Green
EVT-POT,DJCI,Raw,2023-08-15,2026-08-31,765,8,0.01045751633986928,0.8995434008142643,0.06725351676711917,0.18593200226030424,0.01593607458571422,3.348812428124276,0.0003510838292088639,0.02257746138060831,Green
FHS,DJCI,Raw,2023-08-15,2026-08-31,765,10,0.013071895424836602,0.4148394650497671,0.0048618847244455326,0.013602535738297587,0.6648883298575088,7.930109774691715,0.0003511214997581968,0.021937376552721276,Green
Moirai-1.1,ETH,Raw,2024-06-11,2026-08-31,812,18,0.022167487684729065,0.0026712506794178436,0.36599415577955263,0.0073113759087937965,9.019427353080061,0.8172202471498053,0.0013430140801947556,0.08633602422772185,Yellow
Moirai-1.1,ETH,Conformal,2024-06-11,2026-08-31,812,10,0.012315270935960592,0.5222239616687067,0.6172903585126441,0.7192137839815833,0.40949888398328893,0.2496943766052766,0.0012580981283335543,0.1021850824618247,Green
Lag-Llama,ETH,Raw,2024-06-11,2026-08-31,812,28,0.034482758620689655,4.1959606279499326e-08,0.16473670473567198,1.132747097252876e-07,30.056701090309375,1.930198727616471,0.0015738317580450188,0.08136083768371015,Yellow
Lag-Llama,ETH,Conformal,2024-06-11,2026-08-31,812,4,0.0049261083743842365,0.10708017917415602,0.842160187565031,0.2676103616063074,2.5967932636474513,0.03965319830412284,0.0013891117877843676,0.1259007941574529,Green
GJR-GARCH,ETH,Raw,2024-06-11,2026-08-31,812,13,0.01600985221674877,0.11342904283402713,0.5151572514449176,0.23115179000671554,2.505783735527645,0.423577633791524,0.001278353503278881,0.0838491832756443,Yellow
GJR-GARCH,ETH,Conformal,2024-06-11,2026-08-31,812,5,0.006157635467980296,0.23619332643250038,0.8033077646033551,0.4806561270512649,1.4031712169054735,0.06203513734165966,0.001299061016422518,0.11743649365770241,Green
GJR-GARCH-t,ETH,Raw,2024-06-11,2026-08-31,812,8,0.009852216748768473,0.9661577223658654,0.6897050224634722,0.9225603404915868,0.0018001123302303634,0.15940487858897257,0.0012797167488903685,0.10040940629544158,Green
GJR-GARCH-t,ETH,Conformal,2024-06-11,2026-08-31,812,5,0.006157635467980296,0.23619332643250038,0.8033077646033551,0.4806561270512649,1.4031712169054735,0.06203513734165966,0.0013088950536461598,0.11523626480814579,Green
GARCH-N,ETH,Raw,2024-06-11,2026-08-31,812,18,0.022167487684729065,0.0026712506794178436,0.4109755156880367,0.007846386849479055,9.019427353080061,0.6759769011161438,0.0013471073873314243,0.0830607789549473,Yellow
GARCH-N,ETH,Conformal,2024-06-11,2026-08-31,812,6,0.007389162561576354,0.43300951728132164,0.7648879662393187,0.7032169778199039,0.61473775655785,0.0894418219325388,0.0012862574246608079,0.118355291522486,Green
Hist-Sim,ETH,Raw,2024-06-11,2026-08-31,812,13,0.01600985221674877,0.11342904283402713,0.1983650550386769,0.12492054600526585,2.505783735527645,1.6543710159470493,0.0013197238559083148,0.0921316036380168,Yellow
Hist-Sim,ETH,Conformal,2024-06-11,2026-08-31,812,8,0.009852216748768473,0.9661577223658654,0.6897050224634722,0.9225603404915868,0.0018001123302303634,0.15940487858897257,0.0012896480424126771,0.10435857795899361,Green
EWMA,ETH,Raw,2024-06-11,2026-08-31,812,19,0.023399014778325122,0.001075964425448409,0.07492333462186745,0.0009761533450970054,10.692058029829333,3.1717237061996855,0.001441284400954706,0.08130874476165946,Yellow
EWMA,ETH,Conformal,2024-06-11,2026-08-31,812,7,0.008620689655172414,0.685791114329726,0.7269913600270637,0.8669396940497898,0.16367963606707026,0.1218920872465219,0.0012921828118220532,0.11623638561733353,Green
CAViaR-SAV,ETH,Raw,2024-06-11,2026-08-31,812,6,0.007389162561576354,0.43300951728132164,0.7648879662393187,0.7032169778199039,0.61473775655785,0.0894418219325388,0.0012715074919587377,0.1132900592910461,Green
CAViaR-SAV,ETH,Conformal,2024-06-11,2026-08-31,812,6,0.007389162561576354,0.43300951728132164,0.7648879662393187,0.7032169778199039,0.61473775655785,0.0894418219325388,0.0012715187242211083,0.11329436145946352,Green
CAViaR-AS,ETH,Raw,2024-06-11,2026-08-31,812,7,0.008620689655172414,0.685791114329726,0.7269913600270637,0.8669396940497898,0.16367963606707026,0.1218920872465219,0.001288409416118369,0.11065404204748037,Green
CAViaR-AS,ETH,Conformal,2024-06-11,2026-08-31,812,7,0.008620689655172414,0.685791114329726,0.7269913600270637,0.8669396940497898,0.16367963606707026,0.1218920872465219,0.001288607144908955,0.11079739542065532,Green
GAS-t,ETH,Raw,2024-06-11,2026-08-31,812,9,0.011083743842364532,0.7603183421498357,0.6531119237241364,0.8628354532446291,0.0930632964952256,0.20199925229012194,0.0012660958308850585,0.1069350980214231,Green
GAS-t,ETH,Conformal,2024-06-11,2026-08-31,812,9,0.011083743842364532,0.7603183421498357,0.6531119237241364,0.8628354532446291,0.0930632964952256,0.20199925229012194,0.0012642197281452722,0.10866622918586227,Green
EVT-POT,ETH,Raw,2024-06-11,2026-08-31,812,12,0.014778325123152709,0.201344737727836,0.5482485907545545,0.36915868277372604,1.632593270347174,0.36046411517853016,0.0012650515003445096,0.09470731771384899,Green
FHS,ETH,Raw,2024-06-11,2026-08-31,812,14,0.017241379310344827,0.060069105766336194,0.48309445146583607,0.13349748503587613,3.5354755664118933,0.4918697135918251,0.0012960573372039327,0.09218013966361295,Yellow
Moirai-1.1,EURUSD,Raw,2020-06-12,2026-08-31,1617,21,0.012987012987012988,0.24846610604304448,0.4570969076689184,0.3896716161616708,1.3319077750317962,0.5529940337476376,0.00015800823792468227,0.012779024235717607,Green
Moirai-1.1,EURUSD,Conformal,2020-06-12,2026-08-31,1617,21,0.012987012987012988,0.24846610604304448,0.4570969076689184,0.3896716161616708,1.3319077750317962,0.5529940337476376,0.00015773775334433594,0.012869577769137901,Green
Lag-Llama,EURUSD,Raw,2020-06-12,2026-08-31,1617,45,0.027829313543599257,3.334876175632937e-09,0.10833601011711722,6.995077119415134e-09,34.97778994719517,2.5783284607157952,0.00018014371867562103,0.010374339054044607,Yellow
Lag-Llama,EURUSD,Conformal,2020-06-12,2026-08-31,1617,12,0.0074211502782931356,0.27475976865141044,0.6717578415746367,0.5034904083390469,1.192828436815267,0.17955279713888217,0.0001601971625950704,0.013688099450687717,Green
GJR-GARCH,EURUSD,Raw,2020-06-12,2026-08-31,1617,25,0.015460729746444033,0.041031761875634835,0.37540300213263456,0.08372629506960878,4.174702659381044,0.7857017251918137,0.00014046777702009466,0.010407840074589093,Green
GJR-GARCH,EURUSD,Conformal,2020-06-12,2026-08-31,1617,16,0.009894867037724181,0.9660498871732806,0.5716044397050708,0.8513699922157965,0.0018116093208729311,0.32000533354670324,0.00013852626808464062,0.01152251405843085,Green
GJR-GARCH-t,EURUSD,Raw,2020-06-12,2026-08-31,1617,21,0.012987012987012988,0.24846610604304448,0.4570969076689184,0.3896716161616708,1.3319077750317962,0.5529940337476376,0.0001415012198238819,0.01116926318643067,Green
GJR-GARCH-t,EURUSD,Conformal,2020-06-12,2026-08-31,1617,17,0.010513296227581941,0.83700490524124,0.5476839148530459,0.8171742136859522,0.04232320954010138,0.36148273247579255,0.00014055929850465254,0.0117076115628148,Green
GARCH-N,EURUSD,Raw,2020-06-12,2026-08-31,1617,22,0.013605442176870748,0.16716465750700307,0.43580751834935394,0.2842951341722724,1.9081881799822664,0.6072965711947802,0.00013864018182129547,0.01053157857338077,Green
GARCH-N,EURUSD,Conformal,2020-06-12,2026-08-31,1617,14,0.008658008658008658,0.5788296098473178,0.6208339104838463,0.758498913929996,0.30813057708280134,0.2446972470374078,0.00013866197906068525,0.011646290152490472,Green
Hist-Sim,EURUSD,Raw,2020-06-12,2026-08-31,1617,21,0.012987012987012988,0.24846610604304448,0.4570969076689184,0.3896716161616708,1.3319077750317962,0.5529940337476376,0.00014248299721401097,0.01105706988161589,Green
Hist-Sim,EURUSD,Conformal,2020-06-12,2026-08-31,1617,15,0.00927643784786642,0.7672110726242045,0.5959952381444958,0.8316408612947044,0.0876307360517834,0.28107844084698286,0.0001423883514057211,0.012095882760915194,Green
EWMA,EURUSD,Raw,2020-06-12,2026-08-31,1617,30,0.01855287569573284,0.0020079991414260153,0.28671169140589414,0.0048025716977693,9.542209136487283,1.1349983318594923,0.0001470488605360301,0.010249920393349866,Yellow
EWMA,EURUSD,Conformal,2020-06-12,2026-08-31,1617,19,0.011750154607297465,0.4912919466586543,0.5013354297537497,0.6294543540626295,0.4736955298985057,0.4521083491902971,0.00014189118110741826,0.01129811537719996,Green
CAViaR-SAV,EURUSD,Raw,2020-06-12,2026-08-31,1617,7,0.004329004329004329,0.009799622676434907,0.8050671687499139,0.034529706320335786,6.670962957316895,0.060907588032577564,0.00015595121106888298,0.014432489831474677,Green
CAViaR-SAV,EURUSD,Conformal,2020-06-12,2026-08-31,1617,7,0.004329004329004329,0.009799622676434907,0.8050671687499139,0.034529706320335786,6.670962957316895,0.060907588032577564,0.00015595221989739576,0.014432667724136082,Green
CAViaR-AS,EURUSD,Raw,2020-06-12,2026-08-31,1617,6,0.0037105751391465678,0.003536478047983826,0.8325186217138821,0.013895257926530891,8.507694706423695,0.044720600410798284,0.00016026612967562272,0.015297057436496694,Green
CAViaR-AS,EURUSD,Conformal,2020-06-12,2026-08-31,1617,6,0.0037105751391465678,0.003536478047983826,0.8325186217138821,0.013895257926530891,8.507694706423695,0.044720600410798284,0.0001602659310702772,0.015297025858832615,Green
GAS-t,EURUSD,Raw,2020-06-12,2026-08-31,1617,13,0.008039579468150896,0.4120573149279385,0.646096556077655,0.6428415853383005,0.6728569474421136,0.2108569588713749,0.00014725954042603485,0.012649373682407346,Green
GAS-t,EURUSD,Conformal,2020-06-12,2026-08-31,1617,20,0.012368583797155226,0.35594351883334663,0.4902155214166646,0.5147345722815255,0.8521546241530462,0.4760531854618648,0.00014744731215404118,0.011087656549888539,Green
EVT-POT,EURUSD,Raw,2020-06-12,2026-08-31,1617,19,0.011750154607297465,0.4912919466586543,0.5013354297537497,0.6294543540626295,0.4736955298985057,0.4521083491902971,0.0001385881440608515,0.011047228480704607,Green
FHS,EURUSD,Raw,2020-06-12,2026-08-31,1617,21,0.012987012987012988,0.24846610604304448,0.4570969076689184,0.3896716161616708,1.3319077750317962,0.5529940337476376,0.00013939433474820115,0.010802156627918419,Green
Moirai-1.1,FCHI,Raw,2019-04-11,2026-08-31,1891,31,0.01639344262295082,0.01052019099129876,0.5345620109678759,0.0312678446740809,6.544618069038481,0.38571200337048595,0.0004966690323713329,0.029889231083101025,Yellow
Moirai-1.1,FCHI,Conformal,2019-04-11,2026-08-31,1891,25,0.013220518244315178,0.1798237952416107,0.33973484012378946,0.25788135062644535,1.7990796937989213,0.9114316684634787,0.000484194114674532,0.03255797416169675,Green
Lag-Llama,FCHI,Raw,2019-04-11,2026-08-31,1891,55,0.02908514013749339,1.2063636198230642e-11,0.7537689602933605,9.962086760034905e-11,45.96090779659279,0.09839112185375143,0.0005769433514549662,0.024632858860078412,Yellow
Lag-Llama,FCHI,Conformal,2019-04-11,2026-08-31,1891,18,0.009518773135906928,0.8320890470446012,0.5562954191699159,0.8223768957835178,0.044953776319367256,0.3461591803292663,0.0005044311809277501,0.03610661341100565,Green
GJR-GARCH,FCHI,Raw,2019-04-11,2026-08-31,1891,45,0.023796932839767318,3.057978516294485e-07,0.4097626436481414,1.4468577698758989e-06,26.2127435349462,0.6794892815574372,0.0004090958880583279,0.024338973785269592,Yellow
GJR-GARCH,FCHI,Conformal,2019-04-11,2026-08-31,1891,26,0.013749338974087784,0.12102703579098051,0.3943960955531326,0.20915861566248697,2.403979366398218,0.7253454100852537,0.00038048171977853116,0.027980890776198142,Green
GJR-GARCH-t,FCHI,Raw,2019-04-11,2026-08-31,1891,31,0.01639344262295082,0.01052019099129876,0.3092357443042929,0.022611931050283637,6.544618069038481,1.0339371098156676,0.00038805105707757985,0.027169261881006067,Yellow
GJR-GARCH-t,FCHI,Conformal,2019-04-11,2026-08-31,1891,19,0.010047593865679535,0.9834175969200868,0.5344642845551735,0.8243465538839846,0.0004319936350174469,0.385896531140304,0.0003773920197198193,0.030536948375410336,Green
GARCH-N,FCHI,Raw,2019-04-11,2026-08-31,1891,47,0.024854574299312534,4.7248071979506095e-08,0.03307478052110387,3.443405577018386e-08,29.826535386849763,4.5419041510861575,0.00046709491791905114,0.02410390282697908,Yellow
GARCH-N,FCHI,Conformal,2019-04-11,2026-08-31,1891,29,0.015335801163405606,0.03059460243731943,0.009038819704398458,0.003197603418496723,4.675566963712097,6.815140399259292,0.0004249666634398013,0.028548282718902317,Green
Hist-Sim,FCHI,Raw,2019-04-11,2026-08-31,1891,32,0.016922263352723427,0.005906454073776485,7.86847336334509e-06,1.0422869751787458e-06,7.578623067781553,19.969563421238263,0.0005453748591946493,0.03210040176848638,Yellow
Hist-Sim,FCHI,Conformal,2019-04-11,2026-08-31,1891,24,0.01269169751454257,0.25877976101427846,0.00014541336551622948,0.0003885921837341423,1.2752731796100854,14.43068709065858,0.0005274941183889099,0.03575230248689619,Green
EWMA,FCHI,Raw,2019-04-11,2026-08-31,1891,51,0.026969857218402962,8.814628614418301e-10,0.012749509570341787,3.122369368716018e-10,37.570978002421015,6.203539604133482,0.0005099383074910256,0.024647370770199392,Yellow
EWMA,FCHI,Conformal,2019-04-11,2026-08-31,1891,33,0.017451084082496033,0.003223900093724644,0.002158455846899872,0.00011822326897235731,8.676214090307557,9.409657132389668,0.0004634042960619509,0.02869258549466465,Yellow
CAViaR-SAV,FCHI,Raw,2019-04-11,2026-08-31,1891,33,0.017451084082496033,0.003223900093724644,0.002158455846899872,0.00011822326897235731,8.676214090307557,9.409657132389668,0.00045298647221936106,0.027349162339787812,Yellow
CAViaR-SAV,FCHI,Conformal,2019-04-11,2026-08-31,1891,33,0.017451084082496033,0.003223900093724644,0.002158455846899872,0.00011822326897235731,8.676214090307557,9.409657132389668,0.0004518937977705154,0.02749580871187915,Yellow
CAViaR-AS,FCHI,Raw,2019-04-11,2026-08-31,1891,33,0.017451084082496033,0.003223900093724644,0.019828426523783967,0.0008660433315348124,8.676214090307557,5.426937138171013,0.00043970200510972366,0.0266264155656896,Yellow
CAViaR-AS,FCHI,Conformal,2019-04-11,2026-08-31,1891,30,0.015864621893178214,0.018206022059405774,0.011135926764071833,0.0024544417856131517,5.576215661918521,6.443496182399599,0.0004361177999926871,0.02716127248965459,Green
GAS-t,FCHI,Raw,2019-04-11,2026-08-31,1891,38,0.02009518773135907,0.00010440280251666729,0.006680492731459004,1.3590389123825318e-05,15.055369894633472,7.356925499589352,0.0004665257365325553,0.026713324338384525,Yellow
GAS-t,FCHI,Conformal,2019-04-11,2026-08-31,1891,35,0.01850872554204125,0.0008846319847619334,0.0034773274252493137,5.564378226867613e-05,11.05468868622998,8.538391745188108,0.00045931948489664684,0.02747478931497355,Yellow
EVT-POT,FCHI,Raw,2019-04-11,2026-08-31,1891,29,0.015335801163405606,0.03059460243731943,0.009038819704398458,0.003197603418496723,4.675566963712097,6.815140399259292,0.000412353943363859,0.030878224721889183,Green
FHS,FCHI,Raw,2019-04-11,2026-08-31,1891,33,0.017451084082496033,0.003223900093724644,0.019828426523783967,0.0008660433315348124,8.676214090307557,5.426937138171013,0.0004282651902296052,0.030256852504815173,Yellow
Moirai-1.1,FTSE100,Raw,2019-04-05,2026-08-28,1867,30,0.016068559185859668,0.015432938658459223,0.5064670874870518,0.04268707015558426,5.866359080358489,0.44135934216859596,0.00039267507015716793,0.024783812764354634,Yellow
Moirai-1.1,FTSE100,Conformal,2019-04-05,2026-08-28,1867,18,0.0096411355115158,0.8754190337003582,0.5537426436249775,0.8289319010484294,0.02457965087716074,0.3506548953659774,0.0003868511190694959,0.027384604072409814,Green
Lag-Llama,FTSE100,Raw,2019-04-05,2026-08-28,1867,55,0.02945902517407606,7.453186018811197e-12,0.1012242776287994,1.7042387181751712e-11,46.90448743155784,2.686147591469478,0.00045495683696227576,0.02042112222991646,Yellow
Lag-Llama,FTSE100,Conformal,2019-04-05,2026-08-28,1867,18,0.0096411355115158,0.8754190337003582,0.16507776159314624,0.37687861975273124,0.02457965087716074,1.92708456291507,0.0003995347306693643,0.027756657190918545,Green
GJR-GARCH,FTSE100,Raw,2019-04-05,2026-08-28,1867,44,0.023567220139260846,5.3630592436852e-07,0.0034278940214917783,4.826570647439481e-08,25.128633167238462,8.564455911455696,0.0003652244915084387,0.0196695364066568,Yellow
GJR-GARCH,FTSE100,Conformal,2019-04-05,2026-08-28,1867,20,0.010712372790573112,0.7597366912018321,0.5103360893235567,0.7683930361783705,0.09352989571773218,0.43337792605166214,0.00033862755512955434,0.023828024621194877,Green
GJR-GARCH-t,FTSE100,Raw,2019-04-05,2026-08-28,1867,31,0.016604177825388325,0.00881106016562741,0.10651263139071362,0.008800273101163525,6.8607288531660195,2.605216194346781,0.0003418057958332701,0.021649887726664062,Yellow
GJR-GARCH-t,FTSE100,Conformal,2019-04-05,2026-08-28,1867,16,0.00856989823245849,0.5243547253191154,0.5988325971935704,0.7110305509237268,0.40531955524977814,0.27676020705351334,0.0003349690127485452,0.024966298032234942,Green
GARCH-N,FTSE100,Raw,2019-04-05,2026-08-28,1867,47,0.025174076057846814,3.2369142519314725e-08,0.0009580550460123181,9.898331003924726e-10,30.5600460234403,10.906923521508077,0.00038484522035101926,0.019835988011908327,Yellow
GARCH-N,FTSE100,Conformal,2019-04-05,2026-08-28,1867,20,0.010712372790573112,0.7597366912018321,0.5103360893235567,0.7683930361783705,0.09352989571773218,0.43337792605166214,0.000346587618006796,0.02448880633741581,Green
Hist-Sim,FTSE100,Raw,2019-04-05,2026-08-28,1867,32,0.01713979646491698,0.004887194710971835,8.484391151304743e-06,9.440375756793348e-07,7.9207152733998285,19.825484460296252,0.00045533474149116843,0.026250615428953263,Yellow
Hist-Sim,FTSE100,Conformal,2019-04-05,2026-08-28,1867,19,0.010176754151044456,0.9389927596055142,0.000617758998889467,0.002840506806284625,0.005857742843658809,11.721687836781797,0.00044132335060065406,0.029900721626611122,Green
EWMA,FTSE100,Raw,2019-04-05,2026-08-28,1867,41,0.02196036422067488,7.286524516352021e-06,0.0017283399753842972,3.1612279434068954e-07,20.116502610716587,9.817767607593794,0.00042007192009312576,0.020371886845391717,Yellow
EWMA,FTSE100,Conformal,2019-04-05,2026-08-28,1867,27,0.0144617032672737,0.06931283192075421,0.006016367680585124,0.004416947997072218,3.2992189828390934,7.545393656753504,0.00038741966612159523,0.024597994806421664,Green
CAViaR-SAV,FTSE100,Raw,2019-04-05,2026-08-28,1867,29,0.015532940546331012,0.026245725346711057,0.0815150217196993,0.018553532984654623,4.939757057068299,3.0344330442709406,0.00037641063908658523,0.022819679459499375,Green
CAViaR-SAV,FTSE100,Conformal,2019-04-05,2026-08-28,1867,29,0.015532940546331012,0.026245725346711057,0.0815150217196993,0.018553532984654623,4.939757057068299,3.0344330442709406,0.00037640997584348167,0.02281979933122002,Green
CAViaR-AS,FTSE100,Raw,2019-04-05,2026-08-28,1867,26,0.013926084627745045,0.10751361680897036,0.05205854511537724,0.04149675894089032,2.5903935764906,3.7738863287196978,0.00035332754685136726,0.02228585673157434,Green
CAViaR-AS,FTSE100,Conformal,2019-04-05,2026-08-28,1867,26,0.013926084627745045,0.10751361680897036,0.05205854511537724,0.04149675894089032,2.5903935764906,3.7738863287196978,0.00035332754984331304,0.02228585596950573,Green
GAS-t,FTSE100,Raw,2019-04-05,2026-08-28,1867,31,0.016604177825388325,0.00881106016562741,0.0013559680369881547,0.0001910959860792059,6.8607288531660195,10.264740569301466,0.00039088659034782196,0.0220407251205807,Yellow
GAS-t,FTSE100,Conformal,2019-04-05,2026-08-28,1867,28,0.014997321906802356,0.043310986847407196,0.07066974319687586,0.025341577233882365,4.083222364223378,3.2673953621239207,0.00038579861580290527,0.022903213690558553,Green
EVT-POT,FTSE100,Raw,2019-04-05,2026-08-28,1867,30,0.016068559185859668,0.015432938658459223,0.011560840583295446,0.0021947619656773015,5.866359080358489,6.377004284077998,0.00034448380340446673,0.0251029724630103,Yellow
FHS,FTSE100,Raw,2019-04-05,2026-08-28,1867,30,0.016068559185859668,0.015432938658459223,0.011560840583295446,0.0021947619656773015,5.866359080358489,6.377004284077998,0.00035750902475325744,0.024021398284331797,Yellow
Moirai-1.1,GBPUSD,Raw,2020-06-08,2026-08-31,1621,17,0.010487353485502776,0.8448834779041368,0.5481839157582201,0.8191975922807322,0.03827924456006149,0.3605806830632332,0.00017851189421921767,0.014940556009313844,Green
Moirai-1.1,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,12,0.007402837754472548,0.27059774222092503,0.6721425375346326,0.498371116889641,1.2137143896209128,0.17910614008749803,0.00017868951025171162,0.015439643599496936,Green
Lag-Llama,GBPUSD,Raw,2020-06-08,2026-08-31,1621,47,0.028994447871684145,4.0692075660710417e-10,0.09373305279878612,8.017549430310646e-10,39.07937226407988,2.809063960064236,0.00023769621291274583,0.01205561885187077,Yellow
Lag-Llama,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,18,0.011104256631708822,0.6606289192092782,0.5247728897698722,0.7418325690970367,0.19276052532403964,0.40450289346460977,0.0001984448653723776,0.0158878512840366,Green
GJR-GARCH,GBPUSD,Raw,2020-06-08,2026-08-31,1621,33,0.020357803824799507,0.00023675130216462733,0.7028582392410664,0.001080952989117484,13.514308914949794,0.14551554424753022,0.00017715737402317005,0.01173209661333158,Yellow
GJR-GARCH,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,19,0.011721159777914868,0.4977839421052801,0.50187053663203,0.6342460756832633,0.4596578045167625,0.4509787311954767,0.00016758228637611647,0.013453145753887393,Green
GJR-GARCH-t,GBPUSD,Raw,2020-06-08,2026-08-31,1621,26,0.016039481801357187,0.02465164701159771,0.4349720447762834,0.0590806703918182,5.048192102539971,0.6095108458523555,0.00017192714616529416,0.012476990617043479,Yellow
GJR-GARCH-t,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,18,0.011104256631708822,0.6606289192092782,0.19329910248084242,0.3896422433590276,0.19276052532403964,1.6922920458333408,0.000169048276510066,0.013413014709920526,Green
GARCH-N,GBPUSD,Raw,2020-06-08,2026-08-31,1621,33,0.020357803824799507,0.00023675130216462733,0.7028582392410664,0.001080952989117484,13.514308914949794,0.14551554424753022,0.00017603333873788643,0.011813264842925055,Yellow
GARCH-N,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,15,0.009253547193090685,0.7596891835304604,0.5964536258569261,0.8294661416036914,0.09356806263684536,0.28037791340781837,0.00016749282099080693,0.013775143972488552,Green
Hist-Sim,GBPUSD,Raw,2020-06-08,2026-08-31,1621,27,0.016656384947563233,0.013953858117747643,0.47077570893051846,0.037550703607265555,6.043971649802458,0.5201546763394731,0.00017143793445237911,0.012924137659992608,Yellow
Hist-Sim,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,11,0.006785934608266502,0.1673226316001636,0.061366651378451965,0.06697647987975751,1.906768765313224,3.5000587702732275,0.00017121004780232594,0.014342262738005087,Green
EWMA,GBPUSD,Raw,2020-06-08,2026-08-31,1621,30,0.01850709438618137,0.002085202007598317,0.5836967776647489,0.007546745759987905,9.472981448632257,0.3002962189805771,0.0001769720497760955,0.011589119049637437,Yellow
EWMA,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,15,0.009253547193090685,0.7596891835304604,0.5964536258569261,0.8294661416036914,0.09356806263684536,0.28037791340781837,0.00016758729013244166,0.013569575353432313,Green
CAViaR-SAV,GBPUSD,Raw,2020-06-08,2026-08-31,1621,16,0.00987045033929673,0.9581030103021213,0.5720844252259261,0.8513060598497685,0.002759846783170705,0.31920728875547866,0.00016615777329105898,0.013491404837176273,Green
CAViaR-SAV,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,16,0.00987045033929673,0.9581030103021213,0.5720844252259261,0.8513060598497685,0.002759846783170705,0.31920728875547866,0.00016615777812591066,0.013491442157626208,Green
CAViaR-AS,GBPUSD,Raw,2020-06-08,2026-08-31,1621,20,0.012338062924120914,0.36137324215163324,0.2453154299524634,0.3357290112809229,0.833115333013704,1.3497865839287613,0.00016430552655219774,0.012962594010973074,Green
CAViaR-AS,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,20,0.012338062924120914,0.36137324215163324,0.2453154299524634,0.3357290112809229,0.833115333013704,1.3497865839287613,0.00016430413148832746,0.012963190686047931,Green
GAS-t,GBPUSD,Raw,2020-06-08,2026-08-31,1621,24,0.014805675508945095,0.06952075847369224,0.3666532273170938,0.12813926197068304,3.2942994319013312,0.8149758127834161,0.00016765347863685089,0.012697379277819415,Green
GAS-t,GBPUSD,Conformal,2020-06-08,2026-08-31,1621,13,0.008019740900678593,0.40658540564855283,0.6465072309564173,0.6379166705946973,0.6887631278289792,0.21033210121254342,0.0001669559800080073,0.013731353452533197,Green
EVT-POT,GBPUSD,Raw,2020-06-08,2026-08-31,1621,22,0.013571869216533004,0.1704323377660299,0.30324936905868966,0.2300420297112617,1.8791363666634613,1.059850131093384,0.0001701658074522987,0.013512649504406069,Green
FHS,GBPUSD,Raw,2020-06-08,2026-08-31,1621,23,0.01418877236273905,0.11081216829866819,0.33429990530553383,0.1759800485410541,2.5426001475208295,0.9321691543431143,0.0001679388115105065,0.013059230896944447,Green
Moirai-1.1,GDAXI,Raw,2019-04-10,2026-08-31,1878,29,0.0154419595314164,0.028172561885374037,0.34005856767842735,0.05704906986835293,4.81747649297083,0.9102105202380812,0.0004869714297295662,0.029867933924300982,Green
Moirai-1.1,GDAXI,Conformal,2019-04-10,2026-08-31,1878,23,0.012247071352502662,0.3444318531660159,0.4499917370755451,0.4808166593489295,0.8938658193901823,0.5706726748761923,0.0004778257722916592,0.03248684379493573,Green
Lag-Llama,GDAXI,Raw,2019-04-10,2026-08-31,1878,60,0.03194888178913738,2.8045961514969698e-14,0.45316109400435256,2.0518949178334423e-13,57.866951804438614,0.5627331806776965,0.0005922492922634274,0.025474469223219894,Yellow
