model,asset,asset_class,method,applied,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Moirai-1.1,ASX200,Equity,Raw,True,1868,40,0.021413276231263382,1.680583741231791e-05,0.062368585613398184,1.6751272999566342e-05,18.52082065718411,3.4732519480297697,0.0004174644944731861,0.02515249191897042,Yellow
Moirai-1.1,ASX200,Equity,Conformal,True,1868,26,0.013918629550321198,0.10805403467309115,0.05200243556188387,0.04162425821970111,2.582453885274525,3.7756904175015507,0.0004009666017294005,0.027135768678172974,Green
Moirai-1.1,ASX200,Equity,Scale,True,1868,29,0.015524625267665952,0.026416375125231237,0.08142906238565555,0.018641762205462084,4.92855649548429,3.0361453750628584,0.0004000190945958253,0.027444623621929842,Green
Moirai-1.1,ASX200,Equity,QR-Residual,True,1868,26,0.013918629550321198,0.10805403467309115,0.004736204208782293,0.005092522818307899,2.582453885274525,7.977509972937412,0.0004121216839907559,0.025468229966130882,Green
Moirai-1.1,ASX200,Equity,Isotonic,True,1868,34,0.018201284796573874,0.0013945815131484235,0.0028844122024065722,7.148213485628334e-05,10.21294696741315,8.879179035856737,0.00040395624535940317,0.024312970129860494,Yellow
Moirai-1.1,ASX200,Equity,Hist-Quantile,True,1868,18,0.009635974304068522,0.8735977623260788,0.010699120548728114,0.03800777036604208,0.0253097106481186,6.514619603037318,0.0004709727370149979,0.028536584635073352,Green
Moirai-1.1,ASX200,Equity,aci,True,1868,21,0.011241970021413276,0.5968258421889636,0.2341098811540199,0.428372233431041,0.27980989979881077,1.415715614392866,0.00039317095059804676,0.03158917179159892,Green
Moirai-1.1,ASX200,Equity,rolling,True,1868,16,0.008565310492505354,0.5228788321262499,0.1257590691263792,0.2525489846167731,0.40821119323599664,2.344088907963453,0.00039244809966625305,0.03248630992531187,Green
Moirai-1.1,ASX200,Equity,gamlss,True,1868,16,0.008565310492505354,0.5228788321262499,0.006336213833198389,0.019640520766798487,0.40821119323599664,7.452109728336495,0.00047424011049995675,0.029506418543095957,Green
Moirai-1.1,ASX200,Equity,gbm,True,1868,26,0.013918629550321198,0.10805403467309115,0.05200243556188387,0.04162425821970111,2.582453885274525,3.7756904175015507,0.000357335208286026,0.022759216210685773,Green
Moirai-1.1,ASX200,Equity,Gate-static,True,1868,26,0.013918629550321198,0.10805403467309115,0.05200243556188387,0.04162425821970111,2.582453885274525,3.7756904175015507,0.0004009666017294005,0.027135768678172974,Green
Moirai-1.1,ASX200,Equity,Gate-rolling,True,1868,16,0.008565310492505354,0.5228788321262499,0.1257590691263792,0.2525489846167731,0.40821119323599664,2.344088907963453,0.00039244809966625305,0.03248630992531187,Green
Lag-Llama,ASX200,Equity,Raw,True,1868,77,0.04122055674518201,2.8272007188222758e-24,0.4624664599063223,2.7759286064282366e-23,103.33702502143355,0.5399186079557694,0.0004768263912883422,0.01957418406962535,Red
Lag-Llama,ASX200,Equity,Conformal,True,1868,27,0.014453961456102784,0.06969483266736515,0.40612830763013097,0.1366749919014859,3.290192925464062,0.6901060614457037,0.00036822803370916844,0.02680526672170838,Green
Lag-Llama,ASX200,Equity,Scale,True,1868,23,0.012312633832976445,0.33228417232225527,0.44876564893481063,0.4691318187413096,0.9399753840774103,0.5737675891475362,0.00037811774824608036,0.029172843937862264,Green
Lag-Llama,ASX200,Equity,QR-Residual,True,1868,27,0.014453961456102784,0.06969483266736515,0.06080216199756802,0.03328060996687817,3.290192925464062,3.5153677442667686,0.0003801311369634672,0.025850666587549302,Green
Lag-Llama,ASX200,Equity,Isotonic,True,1868,29,0.015524625267665952,0.026416375125231237,0.08142906238565555,0.018641762205462084,4.92855649548429,3.0361453750628584,0.00039422351646581686,0.025305861707812037,Green
Lag-Llama,ASX200,Equity,Hist-Quantile,True,1868,18,0.009635974304068522,0.8735977623260788,0.010699120548728114,0.03800777036604208,0.0253097106481186,6.514619603037318,0.0004709727370149979,0.028536584635073352,Green
Lag-Llama,ASX200,Equity,aci,True,1868,22,0.011777301927194861,0.4527008540074843,0.4688548034821449,0.5802610445554186,0.5638807193058692,0.5246736804464831,0.0003847844585597428,0.030371789661925108,Green
Lag-Llama,ASX200,Equity,rolling,True,1868,13,0.006959314775160599,0.162336879021973,0.6693955192997445,0.3439304281863091,1.952321755365725,0.18231001604866037,0.0003905176057683403,0.03350913686885491,Green
