model,asset,variant,n_cal,n_original_test,gap,memory_proxy,rho,qV,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
GJR-GARCH-t,TLT,Full proxy,4066,1744,260,250,0.39290669568590875,0.00048796122125341,1484,17,0.011455525606469003,0.5817967845138803,0.5300587307969322,0.7055279352816373,0.3033388644851165,0.3942789596004843,0.00027391285281725737,0.023195777040182552,Green
GARCH-N,TLT,Contiguous,4066,1744,0,250,0.3411757436425182,0.0009837969467220709,1744,21,0.012041284403669725,0.40647127396482774,0.47418466715909136,0.5484533645215637,0.6890982346848231,0.5122078184016914,0.0002741786034955758,0.023636083278537827,Green
GARCH-N,TLT,Logarithmic,4066,1744,9,250,0.3411757436425182,0.0009837969467220709,1735,21,0.012103746397694525,0.393916269636268,0.4730257454035809,0.5374825646609931,0.7268188524385426,0.5148990622543579,0.0002742781482243402,0.02363960713844974,Green
GARCH-N,TLT,Full proxy,4066,1744,259,250,0.3411757436425182,0.0009837969467220709,1485,19,0.012794612794612794,0.29950156936788996,0.4826602501374555,0.45628878480035795,1.0764121584641373,0.4928465813694345,0.0002753082143777553,0.023357738421806214,Green
Hist-Sim,TLT,Contiguous,4066,1744,0,250,0.25364169032460765,0.0014818936826849968,1744,17,0.00974770642201835,0.9153148533248209,0.009592903680237045,0.03473041199322193,0.011307590518365163,6.7089715085795945,0.00037002855315203606,0.02713907581541401,Green
Hist-Sim,TLT,Logarithmic,4066,1744,7,250,0.25364169032460765,0.0014818936826849968,1737,17,0.00978698906160046,0.9286520462770095,0.00967418546503444,0.035050252180565004,0.008017573748216544,6.693927367545427,0.0003706770463345879,0.027170713708552518,Green
Hist-Sim,TLT,Full proxy,4066,1744,257,250,0.25364169032460765,0.0014818936826849968,1487,12,0.008069939475453935,0.438939601817419,0.6584688556331042,0.6721855240464466,0.5990529370184472,0.19538886120412258,0.00029129005746404214,0.025992560991475195,Green
EWMA,TLT,Contiguous,4066,1744,0,600,0.36147295817753283,0.0005352500668327174,1744,27,0.01548165137614679,0.033211637795218865,0.35664134877885156,0.06772765177291017,4.534836062835385,0.8496854107038416,0.0002892065518824976,0.02304088766114889,Green
EWMA,TLT,Logarithmic,4066,1744,9,600,0.36147295817753283,0.0005352500668327174,1735,27,0.015561959654178675,0.03131679328906073,0.3553765544141496,0.06425864681195713,4.635512295749763,0.8541656713125008,0.0002892987118951625,0.023032790101840055,Green
EWMA,TLT,Full proxy,4066,1744,609,600,0.36147295817753283,0.0005352500668327174,1135,18,0.015859030837004406,0.06757441304828328,0.4460496892303284,0.14074234310340022,3.34097848895804,0.5806703392988197,0.00028132303707032754,0.02278170976616671,Green
Moirai-1.1,UNG,Contiguous,3052,1309,0,512,0.03520735006683686,0.0016206832874487848,1309,15,0.01145912910618793,0.6040940860076642,0.1616075091211937,0.32824587144078565,0.2688651069217869,1.9591195798034278,0.0013779304050772186,0.10547904737912119,Green
Moirai-1.1,UNG,Logarithmic,3052,1309,3,512,0.03520735006683686,0.0016206832874487848,1306,15,0.011485451761102604,0.5981503312603978,0.16202432915038156,0.32741965789740574,0.27779465986569596,1.9552304869338855,0.0013798219119119071,0.10556825745446054,Green
Moirai-1.1,UNG,Full proxy,3052,1309,515,512,0.03520735006683686,0.0016206832874487848,794,3,0.003778337531486146,0.04362092860526564,0.880017869287375,0.1291242976937372,4.071174716153546,0.022784864889267453,0.0012756471982180407,0.10432354432126985,Green
Lag-Llama,UNG,Contiguous,3052,1309,0,512,0.08639526720058499,0.014635340049233156,1309,16,0.012223071046600458,0.4347035081168439,0.5290089241719498,0.6045569242296925,0.6102239323520768,0.396294959449051,0.0013218551438345344,0.1015277935971731,Green
Lag-Llama,UNG,Logarithmic,3052,1309,4,512,0.08639526720058499,0.014635340049233156,1305,16,0.012260536398467433,0.4279575501884225,0.5283698356508022,0.5987310206893268,0.6283599056117923,0.3975257523518678,0.001323712054980412,0.10158636576796347,Green
Lag-Llama,UNG,Full proxy,3052,1309,516,512,0.08639526720058499,0.014635340049233156,793,7,0.008827238335435058,0.7348544841097131,0.7238407073217183,0.8871230071880484,0.1147008381557475,0.12484241886545533,0.001232276129543279,0.09807405438633969,Green
GJR-GARCH,UNG,Contiguous,3236,1387,0,250,0.34538022354522596,0.005067202014159722,1387,12,0.008651766402307137,0.6054679094873985,0.6470735271674553,0.7880304360388429,0.26682747925926753,0.2096096516515047,0.0011846410251754433,0.09146186665759613,Green
GJR-GARCH,UNG,Logarithmic,3236,1387,9,250,0.34538022354522596,0.005067202014159722,1378,12,0.008708272859216255,0.6221604562915806,0.6459912052195583,0.7969867543187393,0.24284271070906138,0.21099172879982575,0.001187156967521055,0.09147835334660252,Green
GJR-GARCH,UNG,Full proxy,3236,1387,259,250,0.34538022354522596,0.005067202014159722,1128,11,0.00975177304964539,0.9329486742566748,0.6414510830637339,0.8940763644376769,0.007078787761512828,0.21684938948351373,0.0012698037792013646,0.09433088777345211,Green
GJR-GARCH-t,UNG,Contiguous,3236,1387,0,250,0.3485049102609836,0.004109165753130535,1387,10,0.007209805335255948,0.2717218199644434,0.7030191578928562,0.5082956100386418,1.2080340655582287,0.14535011668669995,0.001195256882553983,0.09380287162598297,Green
GJR-GARCH-t,UNG,Logarithmic,3236,1387,9,250,0.3485049102609836,0.004109165753130535,1378,10,0.00725689404934688,0.2819221512727496,0.7020897204149311,0.5209746865755761,1.1578005652786958,0.14630708399414516,0.0011976923704082086,0.09381966901467133,Green
GJR-GARCH-t,UNG,Full proxy,3236,1387,259,250,0.3485049102609836,0.004109165753130535,1128,10,0.008865248226950355,0.6961164224646261,0.6721879803038397,0.8472169509246144,0.15254353205400095,0.17905342138914193,0.0012742614735711244,0.09618973880652065,Green
GARCH-N,UNG,Contiguous,3236,1387,0,250,0.33909012568465824,0.004255913097746096,1387,11,0.007930785868781542,0.4216652856639086,0.6748319202687816,0.6630959423401382,0.6456693023261151,0.1760018773812817,0.0011699425776387127,0.09260031055345583,Green
GARCH-N,UNG,Logarithmic,3236,1387,9,250,0.33909012568465824,0.004255913097746096,1378,11,0.007982583454281567,0.43533225291261424,0.6738240326022455,0.6751243087258172,0.6085553832009323,0.1771615047788515,0.0011724154689624156,0.09262952740721311,Green
GARCH-N,UNG,Full proxy,3236,1387,259,250,0.33909012568465824,0.004255913097746096,1128,11,0.00975177304964539,0.9329486742566748,0.6414510830637339,0.8940763644376769,0.007078787761512828,0.21684938948351373,0.0012478475727638653,0.0951823397578451,Green
Hist-Sim,UNG,Contiguous,3236,1387,0,250,0.12821694189322033,0.009683713730465879,1387,11,0.007930785868781542,0.4216652856639086,0.6748319202687816,0.6630959423401382,0.6456693023261151,0.1760018773812817,0.00132011054120258,0.1021413608053262,Green
Hist-Sim,UNG,Logarithmic,3236,1387,5,250,0.12821694189322033,0.009683713730465879,1382,11,0.007959479015918957,0.4292195197934543,0.6742731365983881,0.6697911592088639,0.6249344019409886,0.17664423377868843,0.0013217471337783266,0.10215889648440711,Green
Hist-Sim,UNG,Full proxy,3236,1387,255,250,0.12821694189322033,0.009683713730465879,1132,8,0.007067137809187279,0.2951999785020557,0.7356561436176542,0.5461468859404224,1.0957532614100707,0.11398137368637151,0.001363685575059419,0.10301893617684689,Green
EWMA,UNG,Contiguous,3236,1387,0,600,0.3173914528476128,0.005601529382760546,1387,11,0.007930785868781542,0.4216652856639086,0.6748319202687816,0.6630959423401382,0.6456693023261151,0.1760018773812817,0.0011590898236955296,0.09266150133647416,Green
EWMA,UNG,Logarithmic,3236,1387,8,600,0.3173914528476128,0.005601529382760546,1379,11,0.007976794778825236,0.4337982848928049,0.6739364824825156,0.6737930366276949,0.6126326618646161,0.1770319032206089,0.0011616160654991288,0.09273338707134952,Green
EWMA,UNG,Full proxy,3236,1387,608,600,0.3173914528476128,0.005601529382760546,779,6,0.007702182284980745,0.50177761560747,0.7600664744654887,0.7616866985173707,0.45117474163566795,0.09326518765428204,0.001166066356548792,0.08772760300095964,Green
Moirai-1.1,USDJPY,Contiguous,4486,1923,0,512,0.017786473254691362,0.0011652407662152038,1923,20,0.010400416016640665,0.8608216266295228,0.5166290167964686,0.7979743416853198,0.030740034807883232,0.4206176358437119,0.00020381136850523295,0.016119142282827837,Green
Moirai-1.1,USDJPY,Logarithmic,4486,1923,3,512,0.017786473254691362,0.0011652407662152038,1920,20,0.010416666666666666,0.8553833797295343,0.5162979721128266,0.7967221061689216,0.03321652839351774,0.421282143231565,0.00020389318934631382,0.01612143547869973,Green
Moirai-1.1,USDJPY,Full proxy,4486,1923,515,512,0.017786473254691362,0.0011652407662152038,1408,14,0.009943181818181818,0.9828885932192593,0.595777380466428,0.8685449954546705,0.0004600000704283458,0.2814117727396024,0.00022186358415046074,0.01713479307040412,Green
Lag-Llama,USDJPY,Contiguous,4486,1923,0,512,0.10215252236636925,0.004731854104055334,1923,20,0.010400416016640665,0.8608216266295228,0.5166290167964686,0.7979743416853198,0.030740034807883232,0.4206176358437119,0.00023052964909516492,0.016915732090866824,Green
Lag-Llama,USDJPY,Logarithmic,4486,1923,5,512,0.10215252236636925,0.004731854104055334,1918,20,0.010427528675703858,0.8517585067924298,0.516076900776554,0.7958661005072463,0.03492232959420072,0.4217263158672324,0.0002307706392010372,0.016926105215367932,Green
Lag-Llama,USDJPY,Full proxy,4486,1923,517,512,0.10215252236636925,0.004731854104055334,1406,16,0.011379800853485065,0.6109045326283247,0.5437581793448759,0.730709528524514,0.2588598566399707,0.36861866336212756,0.00025255761548345347,0.017887687615345066,Green
GJR-GARCH,USDJPY,Contiguous,4669,2002,0,250,0.4625090107844641,0.0022564776594355997,2002,20,0.00999000999000999,0.9964149884049104,0.5251110582835135,0.8171506984749137,2.0188494270115265e-05,0.4038433068535596,0.00020409704890047553,0.014413131102123078,Green
GJR-GARCH,USDJPY,Logarithmic,4669,2002,13,250,0.4625090107844641,0.0022564776594355997,1989,18,0.00904977375565611,0.6651050261412195,0.5662847557903594,0.7724716204051998,0.18738142925800094,0.3289385871912316,0.00019949487012475384,0.014429086214235099,Green
GJR-GARCH,USDJPY,Full proxy,4669,2002,263,250,0.4625090107844641,0.0022564776594355997,1739,16,0.009200690051753882,0.7341772898025823,0.5855592626699899,0.81357125483441,0.1153105655075004,0.2973329659020294,0.00020809994982073953,0.014899735715001748,Green
GJR-GARCH-t,USDJPY,Contiguous,4669,2002,0,250,0.5202635923146539,0.0006166938007902169,2002,23,0.011488511488511488,0.5131910432027673,0.2658633824473879,0.43484716197664164,0.4275551511427267,1.2379661716768453,0.0002131659160428242,0.01420849071183425,Green
GJR-GARCH-t,USDJPY,Logarithmic,4669,2002,15,250,0.5202635923146539,0.0006166938007902169,1987,21,0.010568696527428284,0.8006989990153474,0.21866956853797925,0.4545696739109849,0.06372725129489254,1.51308090706425,0.0002071822846601934,0.014235373122837595,Green
GJR-GARCH-t,USDJPY,Full proxy,4669,2002,265,250,0.5202635923146539,0.0006166938007902169,1737,18,0.010362694300518135,0.8799542237999313,0.17895444068054636,0.4006979193170403,0.022809228808274407,1.8062856791393926,0.00021654952538982913,0.01484367882844741,Green
GARCH-N,USDJPY,Contiguous,4669,2002,0,250,0.49766338141321526,0.002401991595679458,2002,24,0.011988011988011988,0.38601555681722677,0.29213166075553315,0.3943116057573147,0.7514562750099278,1.1097713344029216,0.00020769221546682688,0.014654366200608487,Green
GARCH-N,USDJPY,Logarithmic,4669,2002,14,250,0.49766338141321526,0.002401991595679458,1988,22,0.011066398390342052,0.6384861469491001,0.24262596821428783,0.45248552204254244,0.22072751469237417,1.3652715089878598,0.00020334947425836193,0.014678452982938201,Green
GARCH-N,USDJPY,Full proxy,4669,2002,264,250,0.49766338141321526,0.002401991595679458,1738,19,0.01093210586881473,0.7004131766768266,0.2022783554212267,0.41191223714095626,0.1480423975731613,1.625847540370927,0.00021299104377678796,0.015163800648059935,Green
Hist-Sim,USDJPY,Contiguous,4669,2002,0,250,0.405632036108789,0.0018299735549695637,2002,27,0.013486513486513486,0.13656126441552743,0.3901017423530152,0.22821771640998767,2.216285562885057,0.7386248553476094,0.00021897222640104725,0.01580376702159692,Green
Hist-Sim,USDJPY,Logarithmic,4669,2002,11,250,0.405632036108789,0.0018299735549695637,1991,26,0.013058764439979909,0.19016933188543733,0.40670533477683635,0.30048476827370135,1.7163052813402242,0.6884111471250662,0.00021555529070516012,0.015822305190315026,Green
Hist-Sim,USDJPY,Full proxy,4669,2002,261,250,0.405632036108789,0.0018299735549695637,1741,24,0.013785180930499713,0.13329843910081932,0.41258113655141204,0.2316547049486615,2.253664154150256,0.6713505593170055,0.00022580917293598679,0.016269674526410413,Green
EWMA,USDJPY,Contiguous,4669,2002,0,600,0.522244130039989,0.002561736910505647,2002,22,0.01098901098901099,0.6615480480287623,0.240759449351242,0.45662392701438836,0.19164857772396449,1.3761417096507955,0.00020479193952529715,0.01465722653959052,Green
EWMA,USDJPY,Logarithmic,4669,2002,15,600,0.522244130039989,0.002561736910505647,1987,20,0.010065425264217413,0.9766419233618359,0.1958195855042081,0.4329775643586332,0.0008572709963367564,1.6732814624762682,0.00020109912027967665,0.014665573652221814,Green
EWMA,USDJPY,Full proxy,4669,2002,615,600,0.522244130039989,0.002561736910505647,1387,15,0.010814708002883922,0.7634294702359101,0.15143276196831684,0.34157979930206517,0.09058917769291819,2.057758731004867,0.00022671217910176964,0.01582532833150749,Green
Moirai-1.1,USO,Contiguous,3231,1386,0,512,0.1279417837890315,0.009135935861219253,1386,16,0.011544011544011544,0.5728394511092016,0.5408297221958241,0.7075270832236823,0.3179546080531672,0.37400413199202376,0.0009673971592923661,0.0705974587005645,Green
Moirai-1.1,USO,Logarithmic,3231,1386,5,512,0.1279417837890315,0.009135935861219253,1381,16,0.011585807385952208,0.5634452095447411,0.540088815458441,0.701471784240384,0.3337740269203673,0.3753751776526144,0.0009687737637703961,0.07061298724075465,Green
Moirai-1.1,USO,Full proxy,3231,1386,517,512,0.1279417837890315,0.009135935861219253,869,8,0.009205983889528193,0.8115442988919186,0.6996469877877338,0.902266700469488,0.05685089571756041,0.14883935593812225,0.0009002242452830375,0.06623256211979557,Green
Lag-Llama,USO,Contiguous,3231,1386,0,512,0.07526313857589521,0.01637182415665444,1386,18,0.012987012987012988,0.2853070589923035,0.4911324051312935,0.4458200741492968,1.1416352357415391,0.47404442335488284,0.0009583134991852175,0.06709370589892512,Green
Lag-Llama,USO,Logarithmic,3231,1386,4,512,0.07526313857589521,0.01637182415665444,1382,18,0.013024602026049204,0.2802326224807992,0.4904970709986928,0.4401241039538232,1.165961391152143,0.47543568364625344,0.0009595799935250872,0.06711922411557786,Green
Lag-Llama,USO,Full proxy,3231,1386,516,512,0.07526313857589521,0.01637182415665444,870,9,0.010344827586206896,0.9190356112640712,0.6642721014049343,0.9054221467650079,0.010332435504244786,0.18837553155030662,0.0008736364767319585,0.06340866429475495,Green
GJR-GARCH,USO,Contiguous,3415,1464,0,250,0.496435514875557,0.00858152296206308,1464,15,0.010245901639344262,0.9249647765698652,0.14250249539582316,0.3396641028780848,0.008870203253814712,2.1507259615674172,0.0007881866710086129,0.05809156254339698,Green
GJR-GARCH,USO,Logarithmic,3415,1464,13,250,0.496435514875557,0.00858152296206308,1451,15,0.010337698139214336,0.8976950013432233,0.14394029856997534,0.34098177403088165,0.016531188714822398,2.1353213147188512,0.0007875811526735514,0.05792815633160726,Green
GJR-GARCH,USO,Full proxy,3415,1464,263,250,0.496435514875557,0.00858152296206308,1201,13,0.010824313072439634,0.7769219769651835,0.12771137913624994,0.3011365968301827,0.080277297563909,2.3201053166498014,0.0007977024967475626,0.05940756003022848,Green
GJR-GARCH-t,USO,Contiguous,3415,1464,0,250,0.6128342497132245,0.007822732243627312,1464,11,0.007513661202185792,0.3172706197170749,0.06887797487547932,0.11591919608282784,1.000164860579341,3.3095589716147344,0.00078122786608132,0.06012109992223023,Green
GJR-GARCH-t,USO,Logarithmic,3415,1464,19,250,0.6128342497132245,0.007822732243627312,1445,11,0.007612456747404845,0.34098289097940293,0.06990574176766942,0.1229494125748199,0.9067324272993815,3.2852321488766165,0.0007805661315383091,0.05995889022954612,Green
GJR-GARCH-t,USO,Full proxy,3415,1464,269,250,0.6128342497132245,0.007822732243627312,1195,9,0.007531380753138075,0.36983189045341824,0.0537852058058936,0.10416374247605771,0.8042292613274906,3.7193530808678474,0.0007890787174749699,0.06119626549370388,Green
GARCH-N,USO,Contiguous,3415,1464,0,250,0.4833343985079555,0.008459509453113998,1464,13,0.008879781420765027,0.6605607994541621,0.1020903626396157,0.23866082359472063,0.192843088224127,2.672580678044511,0.0007951940631155252,0.05875567175868032,Green
GARCH-N,USO,Logarithmic,3415,1464,13,250,0.4833343985079555,0.008459509453113998,1451,13,0.00895933838731909,0.6850646948805648,0.10312611498750096,0.2440211693787165,0.16448027058006964,2.6565203248269427,0.0007943189801604643,0.058564980904366654,Green
GARCH-N,USO,Full proxy,3415,1464,263,250,0.4833343985079555,0.008459509453113998,1201,11,0.009159034138218152,0.7663730644778703,0.08622145329082324,0.2196077996600317,0.08828171978401578,2.94354238501586,0.0008010096188766297,0.06006159184366537,Green
Hist-Sim,USO,Contiguous,3415,1464,0,250,0.5903231486566687,0.007315079840799002,1464,14,0.009562841530054645,0.8655256835329366,0.12139509068222255,0.29702079454968283,0.028677556206162524,2.3992286984170335,0.0009552969546580647,0.0747631966155346,Green
Hist-Sim,USO,Logarithmic,3415,1464,17,250,0.5903231486566687,0.007315079840799002,1447,14,0.009675190048375951,0.900639910421319,0.12300663975137724,0.3020686028398823,0.015588277055231692,2.3786139743110084,0.0009439292436193122,0.07348091422513404,Green
Hist-Sim,USO,Full proxy,3415,1464,267,250,0.5903231486566687,0.007315079840799002,1197,13,0.01086048454469507,0.7679132363886778,0.12819351858599645,0.3009936159998112,0.08708729626988987,2.314245151252379,0.0009102193520187747,0.06688718651380983,Green
EWMA,USO,Contiguous,3415,1464,0,600,0.518763692377613,0.009589571858997024,1464,12,0.00819672131147541,0.47410813324543377,0.655945634236746,0.7008680494331068,0.5123852162430875,0.1984860669019497,0.0007923236010681493,0.0600857292692234,Green
EWMA,USO,Logarithmic,3415,1464,14,600,0.518763692377613,0.009589571858997024,1450,12,0.008275862068965517,0.49643771996442565,0.6543821555790523,0.7178593528722805,0.4625433670313557,0.20041986594236505,0.0007923330352717896,0.059987811056396736,Green
EWMA,USO,Full proxy,3415,1464,614,600,0.518763692377613,0.009589571858997024,850,7,0.00823529411764706,0.5937745927775281,0.7329823135051162,0.8183710422162653,0.284488007324021,0.11639088943985598,0.0006787741052703193,0.058536646137844116,Green
