model,asset,w,k,effective_rank,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Moirai-1.1,AUDUSD,250,249,0.996,1430,13,0.00909090909090909,0.7256656104722246,0.6251437842889755,0.8345051897118649,0.12312871559642469,0.23870391830732274,0.0002441012033795602,0.019730776472036346,Green
Moirai-1.1,AUDUSD,500,496,0.992,1430,14,0.009790209790209791,0.9362285372925967,0.5986503283750177,0.8678650592483468,0.006401754083720568,0.277036322121603,0.000231561766855135,0.017944622628660256,Green
Lag-Llama,AUDUSD,125,125,1.0,1430,15,0.01048951048951049,0.853566305874746,0.5726599793986771,0.8384845823267943,0.03406609067903932,0.3182520795111259,0.00025951615784067423,0.021749810052922675,Green
Lag-Llama,AUDUSD,250,249,0.996,1430,15,0.01048951048951049,0.853566305874746,0.5726599793986771,0.8384845823267943,0.03406609067903932,0.3182520795111259,0.00023206019462999284,0.018861857136313987,Green
Lag-Llama,AUDUSD,500,496,0.992,1430,17,0.011888111888111888,0.4859046735961744,0.5222953705028603,0.6392432540438655,0.48558210367048993,0.4093583319088907,0.00022421151328194962,0.017779407215665195,Green
GJR-GARCH,AUDUSD,125,125,1.0,1509,16,0.010603048376408217,0.815641782917071,0.1598797243607124,0.36245242017628393,0.054360812501546896,1.9753633234747952,0.00024782500669584605,0.020478789559476098,Green
GJR-GARCH,AUDUSD,250,249,0.996,1509,11,0.00728959575878065,0.26620982409739,0.6876345088116973,0.4971240368969677,1.2361733242101973,0.16165810139372638,0.00022460579859227657,0.01762943376006951,Green
GJR-GARCH,AUDUSD,500,496,0.992,1509,16,0.010603048376408217,0.815641782917071,0.1598797243607124,0.36245242017628393,0.054360812501546896,1.9753633234747952,0.00020652650040047917,0.015979492587879437,Green
GJR-GARCH-t,AUDUSD,125,125,1.0,1509,15,0.009940357852882704,0.9814044412618648,0.13772665468578799,0.3322525290278685,0.000543271578044513,2.2031766676134055,0.0002493284093045957,0.020354997548107007,Green
GJR-GARCH-t,AUDUSD,250,249,0.996,1509,14,0.00927766732935719,0.7752792916881299,0.11731445625137372,0.2816317555952601,0.08149669360748346,2.452813091606629,0.00022775218590520286,0.01764477712894079,Green
GJR-GARCH-t,AUDUSD,500,496,0.992,1509,16,0.010603048376408217,0.815641782917071,0.1598797243607124,0.36245242017628393,0.054360812501546896,1.9753633234747952,0.00020742067677588687,0.01583596225767522,Green
GARCH-N,AUDUSD,125,125,1.0,1509,14,0.00927766732935719,0.7752792916881299,0.11731445625137372,0.2816317555952601,0.08149669360748346,2.452813091606629,0.00024504709129881456,0.02036004804515502,Green
GARCH-N,AUDUSD,250,249,0.996,1509,14,0.00927766732935719,0.7752792916881299,0.11731445625137372,0.2816317555952601,0.08149669360748346,2.452813091606629,0.00022341032725180888,0.01749209616047693,Green
GARCH-N,AUDUSD,500,496,0.992,1509,15,0.009940357852882704,0.9814044412618648,0.13772665468578799,0.3322525290278685,0.000543271578044513,2.2031766676134055,0.00020432257552037257,0.015748342661296145,Green
Hist-Sim,AUDUSD,125,125,1.0,1509,14,0.00927766732935719,0.7752792916881299,0.6084851776424789,0.8420282625727653,0.08149669360748346,0.26238670499697037,0.0002530257074781954,0.020164331783242572,Green
Hist-Sim,AUDUSD,250,249,0.996,1509,18,0.011928429423459244,0.464974509226856,0.20932558837760862,0.34819624184376047,0.5338935620562966,1.5760845275495114,0.00023661645561594142,0.01826899260036634,Green
Hist-Sim,AUDUSD,500,496,0.992,1509,16,0.010603048376408217,0.815641782917071,0.1598797243607124,0.36245242017628393,0.054360812501546896,1.9753633234747952,0.00023117433354891408,0.016995972471513313,Green
EWMA,AUDUSD,125,125,1.0,1509,12,0.007952286282306162,0.40705970358790533,0.6608312384265982,0.6440726721705772,0.6873719950089896,0.19251543350887346,0.0002479835436176396,0.020764449381489712,Green
EWMA,AUDUSD,250,249,0.996,1509,12,0.007952286282306162,0.40705970358790533,0.6608312384265982,0.6440726721705772,0.6873719950089896,0.19251543350887346,0.0002197272552156161,0.017689597326902926,Green
EWMA,AUDUSD,500,496,0.992,1509,12,0.007952286282306162,0.40705970358790533,0.6608312384265982,0.6440726721705772,0.6873719950089896,0.19251543350887346,0.00020735963844691784,0.016178447195128152,Green
Moirai-1.1,BOVESPA,125,125,1.0,1829,14,0.007654455986878075,0.29298884122381047,0.642028367091741,0.5163514046700102,1.1058362885098543,0.2160991684600333,0.0005558660975250437,0.04604299697258765,Green
Moirai-1.1,BOVESPA,250,249,0.996,1829,15,0.008201202843083653,0.42485508664572935,0.6183381434565746,0.6424101645232422,0.636846364622504,0.24821022286238303,0.000590308758648967,0.04669766034759292,Green
Moirai-1.1,BOVESPA,500,496,0.992,1829,21,0.011481683980317113,0.5338208954401686,0.2396184496865023,0.4127244562874195,0.38711291123061287,1.3828372582526072,0.0006569340951230198,0.045835032994223014,Green
Lag-Llama,BOVESPA,125,125,1.0,1829,16,0.008747949699289229,0.5823871900016334,0.5950253372998969,0.7464118040913654,0.30239125139103873,0.28256437835898396,0.0005106108999626354,0.04368517958821377,Green
Lag-Llama,BOVESPA,250,249,0.996,1829,13,0.007107709130672498,0.18983379764725072,0.6660751714763906,0.38574943649652504,1.718907009439393,0.186227487639826,0.0005158361317220726,0.04383668343548079,Green
Lag-Llama,BOVESPA,500,496,0.992,1829,20,0.010934937124111536,0.6921871531783839,0.5059245702905641,0.7411091427730625,0.1567278460427315,0.4424869006384995,0.0005157868913779639,0.040529300428465684,Green
GJR-GARCH,BOVESPA,125,125,1.0,1907,16,0.008390141583639224,0.4674054206631888,0.6027268709007119,0.6706533200665473,0.5281031675221737,0.2709027067294869,0.00047802849710155466,0.04042502563223907,Green
GJR-GARCH,BOVESPA,250,249,0.996,1907,17,0.008914525432616675,0.6274283797778917,0.14134854836128394,0.30137790651592544,0.23556423068415278,2.1632163660026436,0.000449478504357816,0.03866398365522973,Green
GJR-GARCH,BOVESPA,500,496,0.992,1907,20,0.01048767697954903,0.8318343004375024,0.20496938026420553,0.43786274641455547,0.04509235370792175,1.6066072104218563,0.0004445755364763671,0.03465240269929308,Green
GJR-GARCH-t,BOVESPA,125,125,1.0,1907,15,0.007865757734661772,0.33053995701327415,0.6256748231347813,0.5530114686176786,0.9467812535006805,0.23797182402739736,0.0004812157690551858,0.0406513182009709,Green
GJR-GARCH-t,BOVESPA,250,249,0.996,1907,16,0.008390141583639224,0.4674054206631888,0.12286364533562494,0.23357148973655775,0.5281031675221737,2.3804309981519793,0.0004748979619559672,0.04042706742687652,Green
GJR-GARCH-t,BOVESPA,500,496,0.992,1907,19,0.009963293130571578,0.9871385574405782,0.18241835251678634,0.41105204971149933,0.00025985845958950704,1.7778110032813288,0.0004546305869316818,0.03517064300596461,Green
GARCH-N,BOVESPA,125,125,1.0,1907,17,0.008914525432616675,0.6274283797778917,0.5801537641258421,0.7627879663009001,0.23556423068415278,0.305986131463726,0.0005056705657478809,0.04201922745357427,Green
GARCH-N,BOVESPA,250,249,0.996,1907,12,0.006292606187729418,0.08076654978279642,0.06269396901668728,0.038502707487322936,3.0494085710343803,3.464644860595598,0.0004911188817833212,0.04103050379961952,Green
GARCH-N,BOVESPA,500,496,0.992,1907,20,0.01048767697954903,0.8318343004375024,0.20496938026420553,0.43786274641455547,0.04509235370792175,1.6066072104218563,0.0004672247115330526,0.035149738023787624,Green
Hist-Sim,BOVESPA,125,125,1.0,1907,27,0.01415836392239119,0.08586375609785574,0.058338316864163436,0.03811555732770428,2.950259754978566,3.58400574778517,0.0005841227099535746,0.04479232308793277,Green
Hist-Sim,BOVESPA,250,249,0.996,1907,34,0.01782905086523335,0.001968177185488803,0.14684020213258264,0.002903390312529898,9.578980023862808,2.104772279212341,0.000717804411972724,0.05367748963717704,Yellow
Hist-Sim,BOVESPA,500,496,0.992,1907,26,0.013633980073413739,0.1306777047747745,0.04988119270984794,0.04665656536109073,2.284435199847982,3.845448050190214,0.0007158706572989354,0.04979552663727869,Green
EWMA,BOVESPA,125,125,1.0,1907,18,0.009438909281594127,0.8036755997553245,0.5579732707923284,0.8166766686362985,0.06179849506678403,0.34322553868665295,0.000503118032815163,0.042149190148021584,Green
EWMA,BOVESPA,250,249,0.996,1907,16,0.008390141583639224,0.4674054206631888,0.6027268709007119,0.6706533200665473,0.5281031675221737,0.2709027067294869,0.0005020711145755989,0.04186652058333215,Green
EWMA,BOVESPA,500,496,0.992,1907,20,0.01048767697954903,0.8318343004375024,0.5148556154585525,0.7908561157200744,0.04509235370792175,0.42418610530236833,0.0004789998609798516,0.03524860239931526,Green
Moirai-1.1,BTC,125,125,1.0,1157,13,0.011235955056179775,0.6786360818549477,0.5865784939624891,0.791605337124515,0.1716652344664853,0.2957194116889639,0.0009315031441938422,0.08108260280798904,Green
Moirai-1.1,BTC,250,249,0.996,1157,12,0.010371650821089023,0.8995058623429903,0.6158435243238475,0.8747208610781662,0.01594805027546531,0.2517528685877153,0.0009060913806782742,0.07580945765382573,Green
Moirai-1.1,BTC,500,496,0.992,1157,15,0.01296456352636128,0.3324524652903477,0.5299944235069063,0.5133169759981533,0.9393212291810737,0.39440224619679043,0.0008673381135093406,0.06927927711359907,Green
Lag-Llama,BTC,125,125,1.0,1157,7,0.006050129645635264,0.14508942817273388,0.7702498571904557,0.33147170833657924,2.1231335492735974,0.08529208549167322,0.0010752584179797926,0.08919420540023208,Green
Lag-Llama,BTC,250,249,0.996,1157,8,0.006914433880726016,0.26402452822969313,0.7384437760962923,0.5068626688018336,1.247531204306437,0.11149916028608686,0.0009973308888734996,0.07884995100580108,Green
Lag-Llama,BTC,500,496,0.992,1157,11,0.00950734658599827,0.8651543269363137,0.6457059030452815,0.8868341169660398,0.028837696937422885,0.21135696303062446,0.0009646150558702636,0.07251144822159193,Green
GJR-GARCH,BTC,125,125,1.0,1235,9,0.0072874493927125505,0.3140887921833467,0.7161144915973603,0.5639301386599727,1.0134037178677175,0.13224608769321833,0.0009243559373452858,0.07811202554933644,Green
GJR-GARCH,BTC,250,249,0.996,1235,10,0.008097165991902834,0.4870239527378336,0.6860448521394933,0.7237946763177217,0.48309453551691917,0.16340051061044392,0.0008514963058671456,0.07131710252306823,Green
GJR-GARCH,BTC,500,496,0.992,1235,11,0.008906882591093117,0.6940342813217439,0.6564401598353871,0.8383540998825176,0.15475268026240707,0.1978767481207484,0.0008102196008853564,0.0683075660366061,Green
GJR-GARCH-t,BTC,125,125,1.0,1235,10,0.008097165991902834,0.4870239527378336,0.6860448521394933,0.7237946763177217,0.48309453551691917,0.16340051061044392,0.0009528897286141414,0.08077082654928269,Green
GJR-GARCH-t,BTC,250,249,0.996,1235,11,0.008906882591093117,0.6940342813217439,0.6564401598353871,0.8383540998825176,0.15475268026240707,0.1978767481207484,0.0009139511432982134,0.07647765248546129,Green
GJR-GARCH-t,BTC,500,496,0.992,1235,13,0.010526315789473684,0.8537679283841276,0.5987881604533358,0.8560732007075015,0.03397127620152052,0.27682750710121695,0.0008553807381009986,0.07128508150746946,Green
GARCH-N,BTC,125,125,1.0,1235,8,0.006477732793522267,0.18362657027456283,0.7466058006318333,0.3921089137728586,1.7680259644246448,0.10440530862558717,0.0009296544446285768,0.0793502298645602,Green
GARCH-N,BTC,250,249,0.996,1235,9,0.0072874493927125505,0.3140887921833467,0.7161144915973603,0.5639301386599727,1.0134037178677175,0.13224608769321833,0.0008576441318496592,0.07246724312728624,Green
GARCH-N,BTC,500,496,0.992,1235,14,0.011336032388663968,0.6440664304249677,0.5708163334809992,0.7653738612942249,0.21346318615351745,0.32131852776669234,0.000826934896854166,0.06824726357792493,Green
Hist-Sim,BTC,125,125,1.0,1235,13,0.010526315789473684,0.8537679283841276,0.5987881604533358,0.8560732007075015,0.03397127620152052,0.27682750710121695,0.00101872559178602,0.080364939285663,Green
Hist-Sim,BTC,250,249,0.996,1235,11,0.008906882591093117,0.6940342813217439,0.6564401598353871,0.8383540998825176,0.15475268026240707,0.1978767481207484,0.0008872391190253036,0.06998463699949199,Green
Hist-Sim,BTC,500,496,0.992,1235,9,0.0072874493927125505,0.3140887921833467,0.7161144915973603,0.5639301386599727,1.0134037178677175,0.13224608769321833,0.0008505651603108858,0.06583590363260373,Green
EWMA,BTC,125,125,1.0,1235,13,0.010526315789473684,0.8537679283841276,0.5987881604533358,0.8560732007075015,0.03397127620152052,0.27682750710121695,0.0009598739399574919,0.08048875225248893,Green
EWMA,BTC,250,249,0.996,1235,12,0.009716599190283401,0.9198920536825095,0.6273416139762418,0.8843533021888844,0.010114263782394217,0.2356830023754526,0.0008678254265812836,0.07328815894339757,Green
EWMA,BTC,500,496,0.992,1235,16,0.012955465587044534,0.31809761830559036,0.5167508143823494,0.49235127073775875,0.9967523661367963,0.420373338517976,0.0008527464366913072,0.07040223763093517,Green
Moirai-1.1,CBU0,125,125,1.0,1010,9,0.00891089108910891,0.723023192731904,0.6873198020679092,0.8660537427982913,0.12561444030266866,0.16200218707078307,0.0001778595583211557,0.01515780416438996,Green
Moirai-1.1,CBU0,250,249,0.996,1010,5,0.0049504950495049506,0.07386406954046992,0.8234099063002225,0.19742486681729232,3.194993373727436,0.04980100266800491,0.00015939314718658396,0.014408344844994276,Green
Moirai-1.1,CBU0,500,496,0.992,1010,9,0.00891089108910891,0.723023192731904,0.6873198020679092,0.8660537427982913,0.12561444030266866,0.16200218707078307,0.00015592321558546558,0.013214659426825452,Green
Lag-Llama,CBU0,125,125,1.0,1010,10,0.009900990099009901,0.9747302503771117,0.6545566015677375,0.9042915462726526,0.0010033836031890508,0.20020354368755022,0.00016647998936065566,0.015027444340368536,Green
Lag-Llama,CBU0,250,249,0.996,1010,6,0.005940594059405941,0.16071588770653003,0.7887552274444178,0.3607279577630196,1.9674772944705463,0.07178507420329083,0.00016242022220146971,0.01488120796328847,Green
Lag-Llama,CBU0,500,496,0.992,1010,5,0.0049504950495049506,0.07386406954046992,0.8234099063002225,0.19742486681729232,3.194993373727436,0.04980100266800491,0.0001621540485868804,0.014451927101820907,Green
GJR-GARCH,CBU0,125,125,1.0,1089,10,0.009182736455463728,0.7834383198789742,0.6666620985269827,0.877626193049653,0.07553763056566898,0.18553141791143446,0.00014136367446943176,0.012985632989633756,Green
GJR-GARCH,CBU0,250,249,0.996,1089,9,0.008264462809917356,0.5529014634977385,0.6984008806387119,0.7779112586565939,0.352144890865858,0.15014075859988907,0.00013668999966608714,0.012396511441628644,Green
GJR-GARCH,CBU0,500,496,0.992,1089,10,0.009182736455463728,0.7834383198789742,0.6666620985269827,0.877626193049653,0.07553763056566898,0.18553141791143446,0.0001353405489201726,0.011758150386682046,Green
GJR-GARCH-t,CBU0,125,125,1.0,1089,9,0.008264462809917356,0.5529014634977385,0.6984008806387119,0.7779112586565939,0.352144890865858,0.15014075859988907,0.00014534398830805481,0.013103151752828529,Green
GJR-GARCH-t,CBU0,250,249,0.996,1089,8,0.0073461891643709825,0.3556244749899624,0.7306456794429039,0.6151416735787067,0.8532857459373773,0.11851960238784898,0.0001380282248220646,0.012450017814235416,Green
GJR-GARCH-t,CBU0,500,496,0.992,1089,10,0.009182736455463728,0.7834383198789742,0.6666620985269827,0.877626193049653,0.07553763056566898,0.18553141791143446,0.00013689300963369943,0.011724476741191201,Green
GARCH-N,CBU0,125,125,1.0,1089,10,0.009182736455463728,0.7834383198789742,0.6666620985269827,0.877626193049653,0.07553763056566898,0.18553141791143446,0.00014104406530418545,0.012955054887291522,Green
GARCH-N,CBU0,250,249,0.996,1089,10,0.009182736455463728,0.7834383198789742,0.6666620985269827,0.877626193049653,0.07553763056566898,0.18553141791143446,0.00013805695530189047,0.012445218246790664,Green
GARCH-N,CBU0,500,496,0.992,1089,11,0.010101010101010102,0.9733191946558339,0.6354802429553482,0.8932307100366743,0.0011186125034918226,0.22470214263412913,0.0001357400888132322,0.01182773711989999,Green
Hist-Sim,CBU0,125,125,1.0,1089,8,0.0073461891643709825,0.3556244749899624,0.7306456794429039,0.6151416735787067,0.8532857459373773,0.11851960238784898,0.00015270829558934815,0.013253466724261575,Green
Hist-Sim,CBU0,250,249,0.996,1089,11,0.010101010101010102,0.9733191946558339,0.6354802429553482,0.8932307100366743,0.0011186125034918226,0.22470214263412913,0.00015641191101020178,0.013152149195455657,Green
Hist-Sim,CBU0,500,496,0.992,1089,7,0.006427915518824609,0.20492362130663708,0.7633430238327938,0.4279304233111685,1.6069318851047676,0.09065743283946404,0.00014605903746091358,0.012411899237434588,Green
EWMA,CBU0,125,125,1.0,1089,8,0.0073461891643709825,0.3556244749899624,0.7306456794429039,0.6151416735787067,0.8532857459373773,0.11851960238784898,0.00014778801453480933,0.013532267832805705,Green
EWMA,CBU0,250,249,0.996,1089,8,0.0073461891643709825,0.3556244749899624,0.7306456794429039,0.6151416735787067,0.8532857459373773,0.11851960238784898,0.00014315810800615404,0.013163458275285525,Green
EWMA,CBU0,500,496,0.992,1089,10,0.009182736455463728,0.7834383198789742,0.6666620985269827,0.877626193049653,0.07553763056566898,0.18553141791143446,0.00013941445445564044,0.01243195628023815,Green
Moirai-1.1,DJCI,125,125,1.0,765,5,0.006535947712418301,0.30399551872145897,0.7974378330677645,0.5705066397841838,1.0565843131169812,0.0658766293086046,0.00041806609208661766,0.03416260965991754,Green
Moirai-1.1,DJCI,250,249,0.996,765,6,0.00784313725490196,0.53322703010378,0.033338318066959347,0.08558208317907672,0.38823802017555353,4.528320632620847,0.0004008338640885696,0.030630357676574977,Green
Moirai-1.1,DJCI,500,496,0.992,765,11,0.01437908496732026,0.2532997929754572,0.007582768553100839,0.014739351267384246,1.3050117617804,7.129457048019987,0.0004144610028908221,0.02722070027444753,Green
Lag-Llama,DJCI,125,125,1.0,765,9,0.011764705882352941,0.6331982714358182,0.6432052506883783,0.8015871343099026,0.22774857918593572,0.2145746183999364,0.0003886226737869409,0.03152946715325619,Green
Lag-Llama,DJCI,250,249,0.996,765,8,0.01045751633986928,0.8995434008142643,0.6807210142612117,0.9115346220652312,0.01593607458571422,0.1693153293534948,0.0003891706611513494,0.02872084550354687,Green
Lag-Llama,DJCI,500,496,0.992,765,9,0.011764705882352941,0.6331982714358182,0.6432052506883783,0.8015871343099026,0.22774857918593572,0.2145746183999364,0.0003970550773434651,0.02793402443504146,Green
GJR-GARCH,DJCI,125,125,1.0,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003610337446490831,0.029338514903524984,Green
GJR-GARCH,DJCI,250,249,0.996,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003638130586753452,0.02915922015621038,Green
GJR-GARCH,DJCI,500,496,0.992,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003576337817857453,0.024839864079508826,Green
GJR-GARCH-t,DJCI,125,125,1.0,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003595639350445288,0.029345376933223918,Green
GJR-GARCH-t,DJCI,250,249,0.996,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003644967498279706,0.02952296899238524,Green
GJR-GARCH-t,DJCI,500,496,0.992,843,8,0.009489916963226572,0.8806651759849103,0.060222946688938475,0.16916410900063142,0.022537827834755886,3.531234124278626,0.0003493012080442102,0.024595714172700085,Green
GARCH-N,DJCI,125,125,1.0,843,9,0.010676156583629894,0.8452627562553103,0.07994201027704252,0.2118058795286011,0.03808988673940794,3.0660802860328857,0.0003591671763798212,0.029329585990683974,Green
GARCH-N,DJCI,250,249,0.996,843,7,0.00830367734282325,0.6100953381107694,0.04356496757436924,0.11455620485732693,0.26003612415489874,4.073343284464613,0.00037701699895798224,0.029477006508653522,Green
GARCH-N,DJCI,500,496,0.992,843,9,0.010676156583629894,0.8452627562553103,0.0024017106697765867,0.009793405092144271,0.03808988673940794,9.214002252498886,0.0003482711412073515,0.02417827072478948,Green
Hist-Sim,DJCI,125,125,1.0,843,12,0.014234875444839857,0.2452903361798944,0.009219477387191045,0.01716523141531399,1.3499301057723692,6.7798086349290685,0.0003829674292554487,0.029729026925808814,Green
Hist-Sim,DJCI,250,249,0.996,843,12,0.014234875444839857,0.2452903361798944,0.15794208690465475,0.18789446789013442,1.3499301057723692,1.9938195237735528,0.00037503076259509763,0.028520592102711854,Green
Hist-Sim,DJCI,500,496,0.992,843,13,0.01542111506524318,0.14284525837645226,0.1902160881680663,0.14493202158060323,2.1470377678429546,1.7159431585089635,0.00037345097908591314,0.025061035080138603,Green
EWMA,DJCI,125,125,1.0,843,10,0.011862396204033215,0.5975402400522337,0.003956812699735791,0.013689513676984207,0.2787217704078402,8.303528558138197,0.000341889317146807,0.029067775951303436,Green
EWMA,DJCI,250,249,0.996,843,7,0.00830367734282325,0.6100953381107694,0.04356496757436924,0.11455620485732693,0.26003612415489874,4.073343284464613,0.00036612855883218145,0.029465759444619898,Green
EWMA,DJCI,500,496,0.992,843,11,0.013048635824436536,0.39545943852385723,0.006174708253885929,0.016402146402452283,0.7220892888913939,7.498596860143564,0.00032625456143342834,0.023939286181400964,Green
Moirai-1.1,ETH,125,125,1.0,812,8,0.009852216748768473,0.9661577223658654,0.6897050224634722,0.9225603404915868,0.0018001123302303634,0.15940487858897257,0.001338823970288145,0.11981723183671397,Green
Moirai-1.1,ETH,250,249,0.996,812,5,0.006157635467980296,0.23619332643250038,0.8033077646033551,0.4806561270512649,1.4031712169054735,0.06203513734165966,0.0013515464017370116,0.1181574518230716,Green
Moirai-1.1,ETH,500,496,0.992,812,9,0.011083743842364532,0.7603183421498357,0.6531119237241364,0.8628354532446291,0.0930632964952256,0.20199925229012194,0.0012747576290637426,0.10384915984528588,Green
Lag-Llama,ETH,125,125,1.0,812,6,0.007389162561576354,0.43300951728132164,0.7648879662393187,0.7032169778199039,0.61473775655785,0.0894418219325388,0.0015809999782836987,0.13608178904118784,Green
Lag-Llama,ETH,250,249,0.996,812,6,0.007389162561576354,0.43300951728132164,0.7648879662393187,0.7032169778199039,0.61473775655785,0.0894418219325388,0.0014208535966320202,0.12255161282561544,Green
Lag-Llama,ETH,500,496,0.992,812,9,0.011083743842364532,0.7603183421498357,0.6531119237241364,0.8628354532446291,0.0930632964952256,0.20199925229012194,0.0013772413488383792,0.10763429091664264,Green
GJR-GARCH,ETH,125,125,1.0,891,8,0.008978675645342313,0.7551973582663257,0.7032366453199731,0.8858824695501987,0.09721527358171644,0.14512670652649717,0.001356689482922136,0.11949177028010936,Green
GJR-GARCH,ETH,250,249,0.996,891,7,0.007856341189674524,0.504032571507542,0.7390238707599034,0.7567586089163715,0.44643546996955985,0.11098643998120394,0.001315163449787426,0.11192414054010373,Green
GJR-GARCH,ETH,500,496,0.992,891,7,0.007856341189674524,0.504032571507542,0.7390238707599034,0.7567586089163715,0.44643546996955985,0.11098643998120394,0.0012651316404399223,0.10095396487714736,Green
GJR-GARCH-t,ETH,125,125,1.0,891,8,0.008978675645342313,0.7551973582663257,0.7032366453199731,0.8858824695501987,0.09721527358171644,0.14512670652649717,0.0013365775831677238,0.11725821452517884,Green
