qV,pi_corr,R,basel,n_cal,n_test,asset,model,closure
0.003862675777412653,0.010964912280701754,0.15044590078269987,Green,4254,1824,SP500,TimesFM-2.5,Student-$t$
0.00670331320250207,0.014802631578947368,0.3178927721941566,Green,4254,1824,SP500,TimesFM-2.5,Gaussian
0.011313041502670707,0.01699561403508772,0.7284315915452563,Green,4254,1824,SP500,TimesFM-2.5,Linear
0.0038626757775915063,0.010964912280701754,0.1504459007896933,Green,4254,1824,SP500,TimesFM-2.5,Inner-7 Student-$t$
0.004562603475143784,0.013157894736842105,0.18678671170715583,Green,4254,1824,SP500,Moirai-2.0,Student-$t$
0.006995584885293383,0.012609649122807017,0.31903718510428425,Green,4254,1824,SP500,Moirai-2.0,Gaussian
0.011964749131628725,0.015350877192982455,0.7563482341017721,Green,4254,1824,SP500,Moirai-2.0,Linear
0.004562603474412449,0.013157894736842105,0.18678671167651645,Green,4254,1824,SP500,Moirai-2.0,Inner-7 Student-$t$
0.010841131111321609,0.0036133694670280035,0.15339187184116954,Yellow,2581,1107,BTC,TimesFM-2.5,Student-$t$
0.04113377222314568,0.0009033423667570009,0.8700115792344982,Red,2581,1107,BTC,TimesFM-2.5,Gaussian
0.05445358918951039,0.0009033423667570009,1.5006481766120732,Red,2581,1107,BTC,TimesFM-2.5,Linear
0.010841131063897017,0.0036133694670280035,0.1533918711700961,Yellow,2581,1107,BTC,TimesFM-2.5,Inner-7 Student-$t$
0.03086718347424173,0.0018066847335140017,0.523445392471214,Yellow,2581,1107,BTC,Moirai-2.0,Student-$t$
0.04060243415409273,0.0018066847335140017,0.871111887657302,Yellow,2581,1107,BTC,Moirai-2.0,Gaussian
0.058885264418443564,0.0009033423667570009,1.702972568573519,Red,2581,1107,BTC,Moirai-2.0,Linear
0.030867183471658205,0.0018066847335140017,0.5234453924356128,Yellow,2581,1107,BTC,Moirai-2.0,Inner-7 Student-$t$
-0.0016061000799773156,0.012422360248447204,0.014977555563500243,Green,4131,1771,NATGAS,TimesFM-2.5,Student-$t$
0.004385283308429459,0.014116318464144552,0.04647141787550218,Green,4131,1771,NATGAS,TimesFM-2.5,Gaussian
0.02368997518492697,0.015245623941276116,0.3406029249420378,Green,4131,1771,NATGAS,TimesFM-2.5,Linear
-0.0016061000794569472,0.012422360248447204,0.01497755555862483,Green,4131,1771,NATGAS,TimesFM-2.5,Inner-7 Student-$t$
-0.0005185650753429527,0.015245623941276116,0.005198793709933143,Green,4131,1771,NATGAS,Moirai-2.0,Student-$t$
0.0038649743865655783,0.015245623941276116,0.04133898161297466,Green,4131,1771,NATGAS,Moirai-2.0,Gaussian
0.026752073801846125,0.015810276679841896,0.39460168435281623,Green,4131,1771,NATGAS,Moirai-2.0,Linear
-0.0005185650753440699,0.015245623941276116,0.005198793709943296,Green,4131,1771,NATGAS,Moirai-2.0,Inner-7 Student-$t$
