model,symbol,n_test,viol,pi_hat,kupiec_p,TL,QS,width,converged
Chronos-Small,NIKKEI,1772,25,0.014108352144469526,0.10165741991357535,Green,0.000488474107261388,0.03279711012480794,1
Chronos-Small,SP500,1824,2,0.0010964912280701754,1.0778928142274324e-06,Green,0.0006227786154677684,0.061490136386355074,1
Chronos-Small,STOXX,1498,0,0.0,4.08051099576312e-08,Green,0.0004857884891538249,0.04814479407170983,1
Chronos-Small,TLT,1631,23,0.014101778050275904,0.11687672659687309,Green,0.0003018170520062471,0.02532179069831093,1
Chronos-Small,USDJPY,1888,12,0.006355932203389831,0.08810957645884177,Green,0.00022256973434106158,0.018851844244501606,1
Chronos-Small,WTI,1772,24,0.013544018058690745,0.1548529750234291,Green,0.0013741687771547436,0.09405156555310736,1
Chronos-Mini,ASX200,1833,20,0.010911074740861976,0.6992379726087683,Green,0.00048287211576081556,0.028419429478675793,1
Chronos-Mini,AUDUSD,1395,1,0.0007168458781362007,5.232900054830125e-06,Green,0.00026339539823884314,0.024164857364246232,1
Chronos-Mini,BOVESPA,1794,19,0.010590858416945374,0.803260749518993,Green,0.0004901171895708785,0.03605205753159582,1
Chronos-Mini,BTC,1107,1,0.0009033423667570009,8.590099648342342e-05,Green,0.0011122323926076505,0.10720126625010085,1
Chronos-Mini,CBU0,976,28,0.028688524590163935,1.7193624769484828e-06,Yellow,0.00017664516101646512,0.00962708895225714,1
Chronos-Mini,DJCI,693,12,0.017316017316017316,0.07952006629122066,Yellow,0.00043494382521838925,0.022916309142304355,1
Chronos-Mini,ETH,762,8,0.010498687664041995,0.8908428750466807,Green,0.0012492812762582297,0.10524253388461806,1
Chronos-Mini,EURUSD,1582,1,0.0006321112515802782,8.428946129956927e-07,Green,0.0001950605117675912,0.018882000287550115,1
Chronos-Mini,FCHI,1856,1,0.0005387931034482759,5.7518323326455345e-08,Green,0.0005765433670080199,0.05689268387444307,1
Chronos-Mini,FTSE100,1833,3,0.0016366612111292963,8.034746877161325e-06,Green,0.0004999390706258337,0.04898069318013136,1
Chronos-Mini,GBPUSD,1585,10,0.006309148264984227,0.11311915690915664,Green,0.0002053266257659441,0.01608015442510962,1
Chronos-Mini,GDAXI,1843,1,0.0005425935973955507,6.534593421925194e-08,Green,0.0005945539488553227,0.058879861662804726,1
Chronos-Mini,GOLD,1770,20,0.011299435028248588,0.5903964450592079,Green,0.00043652695115528053,0.029191985185400747,1
Chronos-Mini,HSI,1784,2,0.0011210762331838565,1.5633457042252275e-06,Green,0.000704133715951342,0.06550138769084109,1
Chronos-Mini,IBGL,1226,10,0.008156606851549755,0.5027775030159605,Green,0.00023643954650913866,0.021703074910816064,1
Chronos-Mini,ICLN,1185,1,0.0008438818565400844,4.033874151820882e-05,Green,0.0007940791499962711,0.07828911724680257,1
Chronos-Mini,NATGAS,1771,27,0.015245623941276116,0.03944703006413963,Green,0.0013842135108148618,0.10346385551830237,1
Chronos-Mini,NIFTY,1208,4,0.0033112582781456954,0.006623197319937546,Green,0.0003481063002066906,0.029882865213371038,1
Chronos-Mini,NIKKEI,1772,19,0.01072234762979684,0.7625997381188102,Green,0.00048158558633906457,0.03526065567731232,1
Chronos-Mini,SP500,1824,2,0.0010964912280701754,1.0778928142274324e-06,Green,0.0006233855945941722,0.061571447289240806,1
Chronos-Mini,STOXX,1498,0,0.0,4.08051099576312e-08,Green,0.00048260668463734595,0.04782661362006195,1
Chronos-Mini,TLT,1631,22,0.0134886572654813,0.17878532279105386,Green,0.00030103836405920065,0.02543744033992005,1
Chronos-Mini,USDJPY,1888,12,0.006355932203389831,0.08810957645884177,Green,0.000221615798538524,0.018641014422805344,1
Chronos-Mini,WTI,1772,24,0.013544018058690745,0.1548529750234291,Green,0.0013717832215100051,0.09328979345566178,1
TimesFM-2.5,ASX200,1833,44,0.024004364429896344,3.272037381041315e-07,Yellow,0.00039115504966769944,0.02600284017809266,1
TimesFM-2.5,AUDUSD,1395,9,0.0064516129032258064,0.1543087129769588,Green,0.00022076103386282626,0.017692884215249362,1
TimesFM-2.5,BOVESPA,1794,9,0.005016722408026756,0.018925610100367307,Green,0.00048601438315057426,0.03943868401317609,1
TimesFM-2.5,BTC,1107,2,0.0018066847335140017,0.0007462012875126822,Green,0.0010643422262191068,0.10094265705538988,1
TimesFM-2.5,CBU0,976,28,0.028688524590163935,1.7193624769484828e-06,Yellow,0.00017651283805568817,0.009714858180287153,1
TimesFM-2.5,DJCI,693,13,0.01875901875901876,0.038786558523273174,Yellow,0.00043520221052856684,0.02264807572136298,1
TimesFM-2.5,ETH,762,0,0.0,9.090871049055593e-05,Green,0.001514190525731998,0.15174472657825788,1
TimesFM-2.5,EURUSD,1582,7,0.004424778761061947,0.012248976641545006,Green,0.00016145312379411533,0.014462588660885437,1
TimesFM-2.5,FCHI,1856,27,0.014547413793103448,0.0652143330682664,Green,0.0004446595846425144,0.030933277657272825,1
TimesFM-2.5,FTSE100,1833,3,0.0016366612111292963,8.034746877161325e-06,Green,0.0004999144405047281,0.04902542741844968,1
TimesFM-2.5,GBPUSD,1585,10,0.006309148264984227,0.11311915690915664,Green,0.0002042485966589851,0.016005918987630107,1
TimesFM-2.5,GDAXI,1843,26,0.01410743353228432,0.09511965252644872,Green,0.0004548834372491858,0.0320917721179337,1
TimesFM-2.5,GOLD,1770,14,0.007909604519774011,0.35893888054695877,Green,0.0004607164323501681,0.032134904533697314,1
TimesFM-2.5,HSI,1784,22,0.01233183856502242,0.3395375912110068,Green,0.0005284347990212542,0.035854129664046455,1
TimesFM-2.5,IBGL,1226,10,0.008156606851549755,0.5027775030159605,Green,0.00023589185829247342,0.02150527425193457,1
TimesFM-2.5,ICLN,1185,11,0.009282700421940928,0.8016638096754556,Green,0.0005385651685946404,0.04314315484182572,1
TimesFM-2.5,NATGAS,1771,26,0.014680971202710334,0.0641949489761654,Green,0.0013810626494180005,0.10325513731652561,1
TimesFM-2.5,NIFTY,1208,7,0.005794701986754967,0.11081403091403286,Green,0.00030770118186906653,0.024232035950771648,1
TimesFM-2.5,NIKKEI,1772,20,0.011286681715575621,0.5937683130143729,Green,0.0004850817917930071,0.03495762711091025,1
TimesFM-2.5,SP500,1824,2,0.0010964912280701754,1.0778928142274324e-06,Green,0.0006307075442098977,0.062337248566528475,1
TimesFM-2.5,STOXX,1498,15,0.010013351134846462,0.9958571521769223,Green,0.0003465874477355119,0.027051271446137014,1
TimesFM-2.5,TLT,1631,32,0.019619865113427344,0.0005594634474977989,Yellow,0.0003588351136204639,0.022379243829754383,1
TimesFM-2.5,USDJPY,1888,12,0.006355932203389831,0.08810957645884177,Green,0.00022040186201877248,0.018310232950965247,1
TimesFM-2.5,WTI,1772,25,0.014108352144469526,0.10165741991357535,Green,0.001359188348696539,0.0930377783720018,1
Moirai-2.0,ASX200,1833,33,0.01800327332242226,0.001961909828656072,Yellow,0.0003750077579665984,0.027584220273778166,1
Moirai-2.0,AUDUSD,1395,10,0.007168458781362007,0.26290437305096925,Green,0.0002207825204790407,0.017705956959493913,1
Moirai-2.0,BOVESPA,1794,9,0.005016722408026756,0.018925610100367307,Green,0.000489080932621869,0.03998083792996201,1
Moirai-2.0,BTC,1107,2,0.0018066847335140017,0.0007462012875126822,Green,0.0010674944987113287,0.10129770821467808,1
Moirai-2.0,CBU0,976,46,0.0471311475409836,0.0,Red,0.00022221362658616828,0.007920843098884762,1
Moirai-2.0,DJCI,693,12,0.017316017316017316,0.07952006629122066,Yellow,0.00043608762047309157,0.023042380475919656,1
Moirai-2.0,ETH,762,0,0.0,9.090871049055593e-05,Green,0.0014922934960477103,0.14955502360982914,1
Moirai-2.0,EURUSD,1582,1,0.0006321112515802782,8.428946129956927e-07,Green,0.00019450144979803207,0.01882106095371987,1
Moirai-2.0,FCHI,1856,33,0.017780172413793104,0.0023981716123206986,Yellow,0.0004591957254501526,0.028314263596665213,1
Moirai-2.0,FTSE100,1833,3,0.0016366612111292963,8.034746877161325e-06,Green,0.0005035749692298576,0.04942412147317761,1
Moirai-2.0,GBPUSD,1585,11,0.00694006309148265,0.1950650720454501,Green,0.0002033839323565565,0.015528918634080555,1
Moirai-2.0,GDAXI,1843,26,0.01410743353228432,0.09511965252644872,Green,0.0004539204112791568,0.03225041865788975,1
Moirai-2.0,GOLD,1770,13,0.007344632768361582,0.238642057631698,Green,0.0004618536987384587,0.03248190715458609,1
Moirai-2.0,HSI,1784,22,0.01233183856502242,0.3395375912110068,Green,0.000528399946376541,0.03584824406047866,1
Moirai-2.0,IBGL,1226,12,0.009787928221859706,0.9402998837623797,Green,0.00024559037467231256,0.02155500024441938,1
Moirai-2.0,ICLN,1185,11,0.009282700421940928,0.8016638096754556,Green,0.000538256118272797,0.04309596099003591,1
Moirai-2.0,NATGAS,1771,27,0.015245623941276116,0.03944703006413963,Green,0.0013796446268129012,0.10329752045166356,1
Moirai-2.0,NIFTY,1208,7,0.005794701986754967,0.11081403091403286,Green,0.0003069082742263909,0.02412209193818265,1
Moirai-2.0,NIKKEI,1772,19,0.01072234762979684,0.7625997381188102,Green,0.0004841288787646714,0.0354291019439055,1
Moirai-2.0,SP500,1824,2,0.0010964912280701754,1.0778928142274324e-06,Green,0.0006333409124688914,0.06263296757145645,1
Moirai-2.0,STOXX,1498,0,0.0,4.08051099576312e-08,Green,0.0004877588211511524,0.04834182727144258,1
Moirai-2.0,TLT,1631,32,0.019619865113427344,0.0005594634474977989,Yellow,0.0003607253272531992,0.022361414927454654,1
Moirai-2.0,USDJPY,1888,12,0.006355932203389831,0.08810957645884177,Green,0.0002214239044057132,0.018491051097331148,1
Moirai-2.0,WTI,1772,24,0.013544018058690745,0.1548529750234291,Green,0.001382593587595395,0.09519218910314693,1
Moirai-1.1,ASX200,1833,36,0.019639934533551555,0.0002474776485975605,Yellow,0.0003809264314852942,0.027430477240644183,1
Moirai-1.1,AUDUSD,1395,1,0.0007168458781362007,5.232900054830125e-06,Green,0.000264610301928948,0.024254066910260358,1
Moirai-1.1,BOVESPA,1794,13,0.007246376811594203,0.21768660497343595,Green,0.0004966202349721568,0.038724639087700866,1
Moirai-1.1,BTC,1107,1,0.0009033423667570009,8.590099648342342e-05,Green,0.0010994637250850646,0.10512902705263856,1
Moirai-1.1,CBU0,976,28,0.028688524590163935,1.7193624769484828e-06,Yellow,0.00017655164864995254,0.00968660091444098,1
Moirai-1.1,DJCI,693,13,0.01875901875901876,0.038786558523273174,Yellow,0.0004357175491801008,0.022673378279120908,1
Moirai-1.1,ETH,762,0,0.0,9.090871049055593e-05,Green,0.001516774491736162,0.15200312317867426,1
Moirai-1.1,EURUSD,1582,1,0.0006321112515802782,8.428946129956927e-07,Green,0.00019361127991108235,0.01872278073627272,1
Moirai-1.1,FCHI,1856,26,0.014008620689655173,0.10169665602297195,Green,0.0004452092332133753,0.030929595688289638,1
Moirai-1.1,FTSE100,1833,26,0.014184397163120567,0.09027554520864756,Green,0.00038245161405684017,0.026077199251248902,1
Moirai-1.1,GBPUSD,1585,10,0.006309148264984227,0.11311915690915664,Green,0.00020375334044835087,0.01594564310653228,1
Moirai-1.1,GDAXI,1843,28,0.015192620727075421,0.037427140148318716,Green,0.00045646700291043026,0.032074492324480154,1
Moirai-1.1,GOLD,1770,18,0.010169491525423728,0.9430255792099995,Green,0.0004354796776609313,0.029485523742443454,1
Moirai-1.1,HSI,1784,21,0.011771300448430493,0.4645172052755361,Green,0.0005292474387378901,0.03593800971220215,1
Moirai-1.1,IBGL,1226,13,0.010603588907014683,0.8333996385166496,Green,0.0002484703777831941,0.021366828379773287,1
Moirai-1.1,ICLN,1185,11,0.009282700421940928,0.8016638096754556,Green,0.0005383084234241441,0.04311315909626273,1
Moirai-1.1,NATGAS,1771,27,0.015245623941276116,0.03944703006413963,Green,0.0013857029813871473,0.102652708834049,1
Moirai-1.1,NIFTY,1208,7,0.005794701986754967,0.11081403091403286,Green,0.00030871878807981563,0.024122345943188912,1
Moirai-1.1,NIKKEI,1772,20,0.011286681715575621,0.5937683130143729,Green,0.0004878101836596603,0.03491394567915143,1
Moirai-1.1,SP500,1824,20,0.010964912280701754,0.6833965025842679,Green,0.00047533791427898975,0.03729954898989776,1
Moirai-1.1,STOXX,1498,15,0.010013351134846462,0.9958571521769223,Green,0.00034618887915504833,0.026893037283808034,1
Moirai-1.1,TLT,1631,31,0.01900674432863274,0.001148757209895268,Yellow,0.0003568432843325909,0.022373890410373246,1
Moirai-1.1,USDJPY,1888,12,0.006355932203389831,0.08810957645884177,Green,0.00022376480255817052,0.01872828626749432,1
Moirai-1.1,WTI,1772,26,0.014672686230248307,0.06456426678905769,Green,0.001380122741475465,0.09397329232577288,1
Lag-Llama,ASX200,1833,30,0.016366612111292964,0.012109886655179314,Yellow,0.0003766920482226181,0.027463518968794228,1
Lag-Llama,AUDUSD,1395,9,0.0064516129032258064,0.1543087129769588,Green,0.00021811420652732654,0.01730114602346454,1
Lag-Llama,BOVESPA,1794,10,0.005574136008918618,0.03979770262546589,Green,0.0004833772325220295,0.03892934483245924,1
Lag-Llama,BTC,1107,2,0.0018066847335140017,0.0007462012875126822,Green,0.0010843682528184247,0.10335870519825399,1
Lag-Llama,CBU0,976,29,0.02971311475409836,5.53471821596041e-07,Yellow,0.00017681381592518595,0.009645476519607617,1
Lag-Llama,DJCI,693,10,0.01443001443001443,0.27167627399769556,Green,0.0003079202445146054,0.022949479417401348,1
Lag-Llama,ETH,762,0,0.0,9.090871049055593e-05,Green,0.0014802450341046094,0.148350177415519,1
Lag-Llama,EURUSD,1582,2,0.0012642225031605564,1.0117645425467003e-05,Green,0.00019128430709612366,0.018470247864293472,1
Lag-Llama,FCHI,1856,27,0.014547413793103448,0.0652143330682664,Green,0.0004458077253905979,0.030659588332079053,1
Lag-Llama,FTSE100,1833,27,0.014729950900163666,0.057241087656079714,Green,0.000382576668107722,0.025859651541301577,1
Lag-Llama,GBPUSD,1585,11,0.00694006309148265,0.1950650720454501,Green,0.0002017453757201427,0.015343220203447123,1
Lag-Llama,GDAXI,1843,2,0.0010851871947911015,9.031917571622472e-07,Green,0.0005887266292951696,0.05827415742591436,1
Lag-Llama,GOLD,1770,14,0.007909604519774011,0.35893888054695877,Green,0.00046005867326029865,0.032013338470475015,1
Lag-Llama,HSI,1784,23,0.01289237668161435,0.23985598040656175,Green,0.0005373114129543556,0.035691768656412506,1
Lag-Llama,IBGL,1226,13,0.010603588907014683,0.8333996385166496,Green,0.000248101990901501,0.021323978833102185,1
Lag-Llama,ICLN,1185,11,0.009282700421940928,0.8016638096754556,Green,0.0005379875858049867,0.04304999395196457,1
Lag-Llama,NATGAS,1771,31,0.017504234895539244,0.00411541839354268,Yellow,0.001408267065455462,0.10123469324293435,1
Lag-Llama,NIFTY,1208,4,0.0033112582781456954,0.006623197319937546,Green,0.00035683819066621524,0.03096301221528808,1
Lag-Llama,NIKKEI,1772,21,0.011851015801354402,0.44673078787807863,Green,0.0004891181948661402,0.035167325456184347,1
Lag-Llama,SP500,1824,2,0.0010964912280701754,1.0778928142274324e-06,Green,0.0006242277989411911,0.061633740942641305,1
Lag-Llama,STOXX,1498,15,0.010013351134846462,0.9958571521769223,Green,0.0003461632979517691,0.02673531652101998,1
Lag-Llama,TLT,1631,23,0.014101778050275904,0.11687672659687309,Green,0.00035079598288596396,0.023549835895634495,1
Lag-Llama,USDJPY,1888,12,0.006355932203389831,0.08810957645884177,Green,0.00022136439794783467,0.018483340976064088,1
Lag-Llama,WTI,1772,25,0.014108352144469526,0.10165741991357535,Green,0.0013794745393085003,0.093239846419775,1
GJR-GARCH,ASX200,1912,16,0.008368200836820083,0.46058943667742747,Green,0.0004883892746463982,0.02975782877697698,1
GJR-GARCH,AUDUSD,1473,8,0.005431093007467753,0.05363905535374636,Green,0.00021900928304770343,0.017755296138515245,1
GJR-GARCH,BOVESPA,1873,9,0.004805125467164976,0.011946898072929923,Green,0.00048812839019459923,0.040198713533245035,1
GJR-GARCH,BTC,1185,1,0.0008438818565400844,4.033874151820882e-05,Green,0.0010950450794426484,0.10541009207759722,1
GJR-GARCH,CBU0,1055,41,0.03886255924170616,7.899236820207989e-13,Red,0.0001966406454300077,0.008839378854775662,1
GJR-GARCH,DJCI,772,10,0.012953367875647668,0.4302223849444151,Green,0.0004178063755325177,0.02499581532652133,1
GJR-GARCH,ETH,841,0,0.0,3.930486972447689e-05,Green,0.0014958683513753403,0.14950049980763153,1
GJR-GARCH,EURUSD,1660,7,0.004216867469879518,0.007425377665408961,Green,0.0001606697099725106,0.014562026507361594,1
GJR-GARCH,FCHI,1935,1,0.0005167958656330749,2.6478512160643675e-08,Green,0.0005923206174375156,0.058653028005154956,1
GJR-GARCH,FTSE100,1911,3,0.0015698587127158557,4.0370032476921835e-06,Green,0.000514425478176658,0.05081279197680971,1
GJR-GARCH,GBPUSD,1664,17,0.010216346153846154,0.9295721963821353,Green,0.00019077129384990692,0.014090796761939861,1
GJR-GARCH,GDAXI,1922,28,0.014568158168574402,0.05951854246697674,Green,0.0004510711040623167,0.032251287457417,1
GJR-GARCH,GOLD,1848,15,0.008116883116883116,0.40029188688295214,Green,0.00045687156652833745,0.03203645485649558,1
GJR-GARCH,HSI,1862,31,0.01664876476906552,0.008486185645777966,Yellow,0.0005306102828337015,0.033233484974719944,1
GJR-GARCH,IBGL,1305,10,0.007662835249042145,0.3761843979564674,Green,0.00024470319463767347,0.022450432015949658,1
GJR-GARCH,ICLN,1263,11,0.00870942201108472,0.6373904008233857,Green,0.0005440188253742049,0.045374351351931685,1
GJR-GARCH,NATGAS,1850,26,0.014054054054054054,0.09862143806141133,Green,0.0014106009200376714,0.10423527929673385,1
GJR-GARCH,NIFTY,1287,9,0.006993006993006993,0.2517433962001323,Green,0.00032047634196068203,0.025438789054456228,1
GJR-GARCH,NIKKEI,1851,19,0.010264721772015126,0.9092606263751073,Green,0.00048725677862063085,0.0355414695110272,1
GJR-GARCH,SP500,1902,21,0.011041009463722398,0.653592581200349,Green,0.0004791096835674641,0.03708297854953622,1
GJR-GARCH,STOXX,1577,21,0.013316423589093214,0.20777142523648595,Green,0.00042553139843144803,0.02849361922582651,1
GJR-GARCH,TLT,1709,23,0.013458162668227034,0.17231335183525553,Green,0.0002969834627628895,0.024865260797601745,1
GJR-GARCH,USDJPY,1966,12,0.006103763987792472,0.061302166389549884,Green,0.00021973699756018444,0.0184035238244049,1
GJR-GARCH,WTI,1850,29,0.015675675675675675,0.02347826221877125,Green,0.001352208271567904,0.09008496040132799,1
GJR-GARCH-t,ASX200,1912,38,0.0198744769874477,0.00013084061379509127,Yellow,0.0003801550828880221,0.027148534929128904,1
GJR-GARCH-t,AUDUSD,1473,1,0.0006788866259334691,2.4451274409642565e-06,Green,0.00026553376490847226,0.024496702737715044,1
GJR-GARCH-t,BOVESPA,1873,9,0.004805125467164976,0.011946898072929923,Green,0.0004882160819768566,0.04026672289504593,1
GJR-GARCH-t,BTC,1185,1,0.0008438818565400844,4.033874151820882e-05,Green,0.0010883114062162867,0.1046738065028648,1
GJR-GARCH-t,CBU0,1055,39,0.03696682464454976,1.2687850770021214e-11,Red,0.00018963708577183572,0.008951952868113169,1
GJR-GARCH-t,DJCI,772,10,0.012953367875647668,0.4302223849444151,Green,0.00041787350102912864,0.02494731712657239,1
GJR-GARCH-t,ETH,841,0,0.0,3.930486972447689e-05,Green,0.0015126737198146336,0.15118103665156082,1
GJR-GARCH-t,EURUSD,1660,2,0.0012048192771084338,4.92997255041594e-06,Green,0.00019042915266832437,0.018424994373499103,1
GJR-GARCH-t,FCHI,1935,23,0.011886304909560724,0.41803185904765616,Green,0.00044466576181430127,0.031120019943336658,1
GJR-GARCH-t,FTSE100,1911,3,0.0015698587127158557,4.0370032476921835e-06,Green,0.0005134744259000393,0.05071448208319817,1
GJR-GARCH-t,GBPUSD,1664,11,0.006610576923076923,0.13862323026716838,Green,0.000200057077373768,0.015386881920671032,1
GJR-GARCH-t,GDAXI,1922,1,0.0005202913631633715,3.00853559842551e-08,Green,0.0006106400063734546,0.060665731855927815,1
GJR-GARCH-t,GOLD,1848,18,0.00974025974025974,0.9102630048221472,Green,0.00042660419007414314,0.02905656515995688,1
GJR-GARCH-t,HSI,1862,1,0.0005370569280343716,5.422860815951225e-08,Green,0.0007130775033385795,0.06672201168930093,1
GJR-GARCH-t,IBGL,1305,10,0.007662835249042145,0.3761843979564674,Green,0.000245637739665171,0.022509513139266968,1
GJR-GARCH-t,ICLN,1263,12,0.009501187648456057,0.8574177948902022,Green,0.0005495786960904623,0.045272139364958094,1
GJR-GARCH-t,NATGAS,1850,27,0.014594594594594595,0.06305764753772947,Green,0.001411631089023508,0.10415947874744372,1
GJR-GARCH-t,NIFTY,1287,9,0.006993006993006993,0.2517433962001323,Green,0.0003211464756589626,0.025452480435578687,1
GJR-GARCH-t,NIKKEI,1851,22,0.011885467314964884,0.42852071983628093,Green,0.0004923111403599903,0.03516456777553732,1
GJR-GARCH-t,SP500,1902,2,0.0010515247108307045,5.211262835702613e-07,Green,0.0006529476061397212,0.0647880265675511,1
GJR-GARCH-t,STOXX,1577,14,0.008877615726062143,0.6479079090015643,Green,0.0005109374734867553,0.03767144890568234,1
GJR-GARCH-t,TLT,1709,26,0.015213575190169689,0.04426662131286041,Green,0.00035041661727782915,0.02338225880884232,1
GJR-GARCH-t,USDJPY,1966,12,0.006103763987792472,0.061302166389549884,Green,0.00021970725540862275,0.018370434121184023,1
GJR-GARCH-t,WTI,1850,28,0.015135135135135135,0.03907385822956,Green,0.001375693281396643,0.09131716369451531,1
GARCH-N,ASX200,1912,33,0.017259414225941423,0.0038293293670698114,Yellow,0.0003759779222584278,0.0271498394584618,1
GARCH-N,AUDUSD,1473,8,0.005431093007467753,0.05363905535374636,Green,0.00021947617668103446,0.017798970789690775,1
GARCH-N,BOVESPA,1873,9,0.004805125467164976,0.011946898072929923,Green,0.00048692428387086596,0.040215720205573256,1
GARCH-N,BTC,1185,2,0.0016877637130801688,0.00037241524664766157,Green,0.0010724359446299691,0.10224689102096186,1
GARCH-N,CBU0,1055,40,0.037914691943127965,3.205657961302677e-12,Red,0.0001951481413812046,0.008864349766866017,1
GARCH-N,DJCI,772,10,0.012953367875647668,0.4302223849444151,Green,0.00041225004288902655,0.024743235194465217,1
GARCH-N,ETH,841,0,0.0,3.930486972447689e-05,Green,0.0015057276571806574,0.15048643038816326,1
GARCH-N,EURUSD,1660,2,0.0012048192771084338,4.92997255041594e-06,Green,0.00019148065263118055,0.018542917514486643,1
GARCH-N,FCHI,1935,27,0.013953488372093023,0.09907377190052935,Green,0.0004410758312784253,0.030804348484340483,1
GARCH-N,FTSE100,1911,13,0.006802721088435374,0.13597839405767875,Green,0.0004864280037394383,0.037590119840801454,1
GARCH-N,GBPUSD,1664,11,0.006610576923076923,0.13862323026716838,Green,0.00019888898414697156,0.015295639896702613,1
GARCH-N,GDAXI,1922,27,0.01404786680541103,0.09276823427206593,Green,0.0004483561822335926,0.03209997139481735,1
GARCH-N,GOLD,1848,18,0.00974025974025974,0.9102630048221472,Green,0.00042736123287695445,0.029212157261189416,1
GARCH-N,HSI,1862,21,0.011278195488721804,0.586975071178917,Green,0.000523447893068912,0.03620990037843009,1
GARCH-N,IBGL,1305,9,0.006896551724137931,0.23265780356178123,Green,0.00023318255894402127,0.021960673356275183,1
GARCH-N,ICLN,1263,11,0.00870942201108472,0.6373904008233857,Green,0.0005496236542968905,0.04534608993181299,1
GARCH-N,NATGAS,1850,27,0.014594594594594595,0.06305764753772947,Green,0.0014128780704782597,0.10442994964492072,1
GARCH-N,NIFTY,1287,9,0.006993006993006993,0.2517433962001323,Green,0.00032063779308261317,0.02544959340847614,1
GARCH-N,NIKKEI,1851,20,0.010804970286331712,0.731150662005321,Green,0.0004846435316580586,0.03533285191270588,1
GARCH-N,SP500,1902,24,0.012618296529968454,0.2701085678209997,Green,0.00046874005799714337,0.03531026756336595,1
GARCH-N,STOXX,1577,23,0.014584654407102092,0.08677344817538901,Green,0.0004229979758129127,0.028286623645191702,1
GARCH-N,TLT,1709,26,0.015213575190169689,0.04426662131286041,Green,0.0003530169417047179,0.023347829463339034,1
GARCH-N,USDJPY,1966,15,0.0076297049847405905,0.27033017447521746,Green,0.00019765803476614612,0.015480854389036914,1
GARCH-N,WTI,1850,28,0.015135135135135135,0.03907385822956,Green,0.0013505432871433669,0.09026390281330517,1
Hist-Sim,ASX200,1912,37,0.019351464435146442,0.0002707004628530463,Yellow,0.0003792001110731051,0.026899470820536293,1
Hist-Sim,AUDUSD,1473,8,0.005431093007467753,0.05363905535374636,Green,0.0002180094151387425,0.017800582630881186,1
Hist-Sim,BOVESPA,1873,9,0.004805125467164976,0.011946898072929923,Green,0.0004889494170393508,0.03954820148202213,1
Hist-Sim,BTC,1185,1,0.0008438818565400844,4.033874151820882e-05,Green,0.00107187673977251,0.10281373840160132,1
Hist-Sim,CBU0,1055,39,0.03696682464454976,1.2687850770021214e-11,Red,0.00018994604885418673,0.008953045585476674,1
Hist-Sim,DJCI,772,10,0.012953367875647668,0.4302223849444151,Green,0.00040749519253809366,0.0246795201976725,1
Hist-Sim,ETH,841,0,0.0,3.930486972447689e-05,Green,0.0014667952277553735,0.14659318744563482,1
Hist-Sim,EURUSD,1660,2,0.0012048192771084338,4.92997255041594e-06,Green,0.0001888932276922682,0.01824728635318987,1
Hist-Sim,FCHI,1935,1,0.0005167958656330749,2.6478512160643675e-08,Green,0.0005766331446492831,0.05701618907120759,1
