model,asset,alpha,n_test,qV,pihat_raw,p_kup_raw,miscal_raw,QS_raw,QS_static,QS_roll,pihat_static,pihat_roll,pihat_cal,p_kup_cal,TL_cal,TL_raw,TL_static,TL_roll,dQS_static,dQS_roll,rel_static,rel_roll,U,C,S
Chronos-Small,SP500,0.01,1824,0.031166722407904,0.3930921052631579,0.0,0.3830921052631579,0.0033582767580053,0.0005611056431236,0.0005893312482333,0.0131578947368421,0.0137061403508771,0.3603667136812412,0.0,Red,Red,Green,Green,0.0027971711148816,0.0027689455097719,0.8329185818928884,0.8245137936209307,True,True,True
Chronos-Small,STOXX,0.01,1498,0.0344355987433157,0.4005340453938584,0.0,0.3905340453938584,0.0027942782677583,0.0003863922336346,0.0004583714474872,0.0046728971962616,0.0066755674232309,0.3859799713876967,0.0,Red,Red,Green,Green,0.0024078860341237,0.0023359068202711,0.8617202022815776,0.8359607012744082,True,True,True
Chronos-Small,GDAXI,0.01,1843,0.0395830674936187,0.385241454150841,0.0,0.375241454150841,0.0032760550903,0.0005131792483363,0.0005390402550828,0.0054259359739555,0.0103092783505154,0.3752035357059781,0.0,Red,Red,Green,Green,0.0027628758419636,0.0027370148352171,0.8433545119995708,0.8354605645433474,True,True,True
Chronos-Small,FCHI,0.01,1856,0.0360398217600515,0.40625,0.0,0.39625,0.0033374524706728,0.0005203950811941,0.0005546146349873,0.0102370689655172,0.0091594827586206,0.3762124711316397,0.0,Red,Red,Green,Green,0.0028170573894786,0.0027828378356854,0.8440741596271255,0.8338209637857226,True,True,True
Chronos-Small,FTSE100,0.01,1833,0.0303292177099924,0.3731587561374795,0.0,0.3631587561374795,0.0025919575871696,0.0004610687338511,0.0004981154154487,0.011456628477905,0.0081833060556464,0.3803508771929824,0.0,Red,Red,Green,Green,0.0021308888533184,0.0020938421717208,0.8221156333215253,0.8078226982129306,True,True,True
Chronos-Small,ICLN,0.01,1185,0.0421235272705617,0.3721518987341772,0.0,0.3621518987341772,0.0041501482311612,0.0005196155790968,0.0005640920448392,0.0059071729957805,0.0059071729957805,0.3816075307748008,0.0,Red,Red,Green,Green,0.0036305326520643,0.0035860561863219,0.8747958988078294,0.8640790609347819,True,True,True
Chronos-Small,NIKKEI,0.01,1772,0.038378394714549,0.3905191873589165,0.0,0.3805191873589165,0.003658194613931,0.0005469759374265,0.0005549731961406,0.0079006772009029,0.0073363431151241,0.3761490082244799,0.0,Red,Red,Green,Green,0.0031112186765044,0.0031032214177903,0.8504792677394484,0.8482931460159983,True,True,True
Chronos-Small,HSI,0.01,1784,0.0389065457803636,0.3806053811659193,0.0,0.3706053811659193,0.0039298696013626,0.0005546896526858,0.0006017648239745,0.0067264573991031,0.0100896860986547,0.3711538461538461,0.0,Red,Red,Green,Green,0.0033751799486767,0.003328104777388,0.8588529114315874,0.8468740988846182,True,True,True
Chronos-Small,BOVESPA,0.01,1794,0.0418381945086304,0.3812709030100334,0.0,0.3712709030100334,0.0037519491318614,0.0007097330798421,0.0006588710942508,0.007803790412486,0.0094760312151616,0.3858098423315814,0.0,Red,Red,Green,Green,0.0030422160520193,0.0030930780376106,0.8108361667765992,0.8243923168745242,True,True,True
Chronos-Small,NIFTY,0.01,1208,0.0242198267630135,0.4263245033112582,0.0,0.4163245033112582,0.0026063345317976,0.0003219936675442,0.0003341909012741,0.0066225165562913,0.0074503311258278,0.3750887154009936,0.0,Red,Red,Green,Green,0.0022843408642534,0.0022721436305235,0.8764572760649737,0.8717774340949106,True,True,True
