model,asset,alpha,n_test,qV,pihat_raw,p_kup_raw,miscal_raw,QS_raw,QS_static,QS_roll,pihat_static,pihat_roll,pihat_cal,p_kup_cal,TL_cal,TL_raw,TL_static,TL_roll,dQS_static,dQS_roll,rel_static,rel_roll,z_raw,z_roll,zone_up,degraded,dist_raw,dist_roll,closer,raw_fails
TimesFM-2.5,BOVESPA,0.01,1794,0.0014064222951313,0.0189520624303233,0.0006959830612354,0.0089520624303233,0.000562475092196,0.0005525164887424,0.0005595848374602,0.0161649944258639,0.011705685618729,0.011705685618729,0.2801653477628599,Green,Yellow,Yellow,Green,9.95860345351081e-06,2.8902547357260782e-06,0.0177049679028996,0.0051384581749957,1,0,True,False,0.0089520624303233,0.001705685618729,True,False
TimesFM-2.5,DJCI,0.01,693,-0.000146061111173,0.0245310245310245,0.0011818192129882,0.0145310245310245,0.0003461865761218,0.0003483089937113,0.0003248423769726,0.0245310245310245,0.0101010101010101,0.0086580086580086,0.5788296098473178,Green,Yellow,Yellow,Green,-2.1224175894846565e-06,2.1344199149146085e-05,-0.0061308489002121,0.0616551900661663,1,0,True,False,0.0145310245310245,0.00010101010101,True,False
TimesFM-2.5,WTI,0.01,1772,0.0020717892392516,0.0180586907449209,0.002189778871612,0.0080586907449209,0.0011737534709422,0.0011609271819437,0.001277424984183,0.0135440180586907,0.0095936794582392,0.0118586640851887,0.2433909443559392,Green,Yellow,Green,Green,1.2826288998577092e-05,-0.0001036715132407,0.0109275834458492,-0.0883247767161496,1,0,True,True,0.0080586907449209,0.0004063205417607,True,False
TimesFM-2.5,GBPUSD,0.01,1585,0.0007174227982401,0.0164037854889589,0.0189947049437548,0.0064037854889589,0.0001991283202622,0.0001951492716585,0.0002081081856678,0.0138801261829653,0.0094637223974763,0.0127095727420227,0.1119933855092075,Green,Yellow,Green,Green,3.979048603768075e-06,-8.979865405592399e-06,0.0199823339971276,-0.0450958728209238,1,0,True,True,0.0064037854889589,0.0005362776025237,True,False
Moirai-2.0,BOVESPA,0.01,1794,0.0030704200601404,0.0178372352285395,0.0026578877573845,0.0078372352285395,0.0005721113796944,0.0005560168752053,0.0005616065890763,0.0122630992196209,0.0105908584169453,0.0126612517916865,0.0965359705030983,Green,Yellow,Green,Green,1.6094504489035642e-05,1.050479061807366e-05,0.0281317677995367,0.0183614432275142,1,0,True,False,0.0078372352285395,0.0005908584169452,True,False
Moirai-2.0,DJCI,0.01,693,0.0004024142156487,0.0303030303030303,1.5183374822091976e-05,0.0203030303030303,0.0003939873421951,0.0003863995712755,0.0003541812017967,0.0274170274170274,0.0144300144300144,0.0117501546072974,0.4912919466586543,Green,Yellow,Yellow,Green,7.587770919536576e-06,3.9806140398404414e-05,0.0192589205461799,0.1010340590553538,1,0,True,False,0.0203030303030303,0.0044300144300144,True,False
Moirai-2.0,WTI,0.01,1772,0.0022702965364315,0.0186230248306997,0.0011228456881323,0.0086230248306997,0.0012307866904732,0.001214418647784,0.0013335762350146,0.0163656884875846,0.0095936794582392,0.0118586640851887,0.2433909443559392,Green,Yellow,Yellow,Green,1.6368042689209918e-05,-0.0001027895445413,0.0132988460274264,-0.083515320190741,1,0,True,True,0.0086230248306996,0.0004063205417607,True,False
Moirai-1.1,DJCI,0.01,693,0.0013349086311602,0.0245310245310245,0.0011818192129882,0.0145310245310245,0.000362791777953,0.0003477010307863,0.0003578297140103,0.0202020202020202,0.0072150072150072,0.0111317254174397,0.6532719966394398,Green,Yellow,Yellow,Green,1.5090747166649127e-05,4.96206394262318e-06,0.0415961664065143,0.0136774432172101,1,0,True,False,0.0145310245310245,0.0027849927849928,True,False
Moirai-1.1,WTI,0.01,1772,0.001093754438919,0.0186230248306997,0.0011228456881323,0.0086230248306997,0.0012943361240014,0.0012852006237485,0.0013554109259174,0.0180586907449209,0.0084650112866817,0.0106485963213939,0.6783940365194846,Green,Yellow,Yellow,Green,9.135500252817862e-06,-6.107480191603178e-05,0.0070580586320774,-0.0471861989969192,1,0,True,True,0.0086230248306996,0.0015349887133182,True,False
GJR-GARCH-t,DJCI,0.01,772,0.0020179088658582,0.0207253886010362,0.0088601172834286,0.0107253886010362,0.0003055770554107,0.0002915320952109,0.0003222188078099,0.0155440414507772,0.0103626943005181,0.0133333333333333,0.1762499368846063,Green,Yellow,Green,Green,1.4044960199800912e-05,-1.6641752399262162e-05,0.0459620902522398,-0.054460084959241,1,0,True,True,0.0107253886010362,0.0003626943005181,True,False
Hist-Sim,DJCI,0.01,772,0.0015082053758471,0.0207253886010362,0.0088601172834286,0.0107253886010362,0.0004158440870746,0.0004003982080949,0.00043401514954,0.0194300518134715,0.0129533678756476,0.0116666666666666,0.48870242653385,Green,Yellow,Yellow,Green,1.544587897968526e-05,-1.8171062465414717e-05,0.0371434377926149,-0.0436968157783407,1,0,True,True,0.0107253886010362,0.0029533678756475,True,False
Hist-Sim,NATGAS,0.01,1850,0.004023437531733,0.02,0.0001416260779167,0.01,0.0017675545051768,0.0017328947856528,0.0018233458491136,0.0183783783783783,0.0086486486486486,0.0125173852573018,0.1097896752783782,Green,Yellow,Yellow,Green,3.46597195239821e-05,-5.5791343936790853e-05,0.0196088547326096,-0.0315641434385128,1,0,True,True,0.01,0.0013513513513514,True,False
Hist-Sim,ETH,0.01,841,0.0068921316489597,0.0237812128418549,0.0006473892468038,0.0137812128418549,0.0013314389529404,0.0012661456650337,0.0013337327451442,0.0154577883472057,0.0142687277051129,0.0122511485451761,0.3333871384938612,Green,Yellow,Green,Green,6.529328790666998e-05,-2.293792203842673e-06,0.0490396407304077,-0.0017227918702369,1,0,True,True,0.0137812128418549,0.0042687277051129,True,False
Chronos-Small-A,BOVESPA,0.01,1794,0.0021501358812262,0.0167224080267558,0.0090549897445749,0.0067224080267558,0.0005910997033302,0.0005810390329297,0.0005812505108497,0.0128205128205128,0.0105908584169453,0.0124223602484472,0.1290593072749752,Green,Yellow,Green,Green,1.006067040045975e-05,9.849192480504224e-06,0.0170202596005018,0.0166624892975156,1,0,True,False,0.0067224080267558,0.0005908584169452,True,False
Chronos-Small-A,DJCI,0.01,693,0.0006506499207054,0.0331890331890331,1.300439129714448e-06,0.0231890331890331,0.0003982071989602,0.0003838547330615,0.0003721460973058,0.0317460317460317,0.0115440115440115,0.0098948670377241,0.9660498871732806,Green,Yellow,Yellow,Green,1.4352465898684137e-05,2.60611016543938e-05,0.0360427082588128,0.0654460836530327,1,0,True,False,0.0231890331890331,0.0015440115440115,True,False
Chronos-Small-A,ETH,0.01,762,0.0154484604122742,0.0262467191601049,0.0001787230230931,0.0162467191601049,0.0014110886024538,0.0012695037441881,0.0013767158776033,0.0131233595800524,0.0131233595800524,0.0129504504504504,0.2319727842678867,Green,Yellow,Green,Green,0.0001415848582656,3.437272485043116e-05,0.1003373268124059,0.0243590124607758,1,0,True,False,0.0162467191601049,0.0031233595800523,True,False
Chronos-Small-A,EURUSD,0.01,1582,0.000545397199854,0.0164348925410872,0.018575597065795,0.0064348925410872,0.0001600017868046,0.0001576314626236,0.0001714468390817,0.0126422250316055,0.0082174462705436,0.0111141230685822,0.5040425623235683,Green,Yellow,Green,Green,2.370324181064147e-06,-1.1445052277042295e-05,0.0148143606918431,-0.071530777909453,1,0,True,True,0.0064348925410871,0.0017825537294564,True,False
