dgp,dgp_name,innov,channel,level,T,q_hat_V,R,raw_pi,corr_pi,R_gt1_share
3,Student-$t$(3),t3,bias,1.0,1000,-0.01277490510578664,0.2796848691342831,0.0036333333333333335,0.009946666666666666,0.0
3,Student-$t$(3),t3,scale,0.5,1000,0.01787443250722134,1.0607161783738752,0.05376,0.009926666666666665,0.518
3,Student-$t$(3),t3,scale,0.8,1000,0.007650732840797049,0.28579176702051384,0.017433333333333335,0.009899999999999999,0.002
3,Student-$t$(3),t3,scale,1.25,1000,-0.006113537963796654,0.16867990439911196,0.005546666666666666,0.009933333333333334,0.0
3,Student-$t$(3),t3,scale,2.0,1000,-0.027378752888708655,0.42241571265143013,0.0014666666666666667,0.00974,0.0
3,Student-$t$(3),t3,noise,0.0,1000,0.03177691165240146,3.587698151188866,0.21270666666666668,0.011026666666666667,0.972
3,Student-$t$(3),t3,bias,-1.0,5000,0.01432329855635399,0.7824566106209273,0.052216,0.010038666666666668,0.018
3,Student-$t$(3),t3,bias,-0.5,5000,0.007252230744488515,0.2847857261287757,0.020432000000000002,0.010038666666666668,0.0
3,Student-$t$(3),t3,bias,0.5,5000,-0.006889904879242429,0.17492462087860844,0.005602666666666667,0.010038666666666668,0.0
3,Student-$t$(3),t3,bias,1.0,5000,-0.013960972691107904,0.3000337908848009,0.0035040000000000006,0.010038666666666668,0.0
3,Student-$t$(3),t3,scale,0.5,5000,0.01596417889713014,0.9816278824219488,0.05408666666666667,0.010039999999999999,0.422
3,Student-$t$(3),t3,scale,0.8,5000,0.006280990123145891,0.24084038772851743,0.017866666666666666,0.010029333333333333,0.0
3,Student-$t$(3),t3,scale,1.25,5000,-0.007199424851218277,0.17810557160267076,0.005391999999999999,0.010069333333333335,0.0
3,Student-$t$(3),t3,scale,2.0,5000,-0.02823027736576958,0.4354205061311848,0.00138,0.009972000000000002,0.0
3,Student-$t$(3),t3,noise,0.0,5000,0.027005126395770667,2.744824287595483,0.187012,0.010202666666666667,0.972
4,Skewed-$t$(3),skewt3,bias,-1.0,1000,0.015740190533817353,0.5807676060450506,0.02995333333333334,0.010620000000000001,0.034
4,Skewed-$t$(3),skewt3,bias,-0.5,1000,0.008669122721951876,0.25336954921038035,0.016813333333333333,0.010620000000000001,0.002
4,Skewed-$t$(3),skewt3,bias,0.5,1000,-0.0054730129017790665,0.16275316180317445,0.007046666666666667,0.010620000000000001,0.0
4,Skewed-$t$(3),skewt3,bias,1.0,1000,-0.01254408071364454,0.24397238279789726,0.005006666666666666,0.010620000000000001,0.0
4,Skewed-$t$(3),skewt3,scale,0.5,1000,0.02143958857719247,1.0331962309537057,0.04366,0.010893333333333333,0.478
4,Skewed-$t$(3),skewt3,scale,0.8,1000,0.009330836754037038,0.2818052672510603,0.01732,0.01069333333333333,0.008
4,Skewed-$t$(3),skewt3,scale,1.25,1000,-0.007627960222322,0.17753007392627182,0.006253333333333334,0.010559999999999998,0.0
4,Skewed-$t$(3),skewt3,scale,2.0,1000,-0.03420899040586973,0.42504195729672173,0.0019333333333333333,0.010506666666666666,0.0
4,Skewed-$t$(3),skewt3,noise,0.0,1000,0.035743869506147885,3.309107115149799,0.15107333333333337,0.01148,0.958
4,Skewed-$t$(3),skewt3,bias,-1.0,5000,0.014580654576842954,0.5501716928335022,0.029564,0.0098,0.0
4,Skewed-$t$(3),skewt3,bias,-0.5,5000,0.007509586764977479,0.22243755810269167,0.016232,0.0098,0.0
4,Skewed-$t$(3),skewt3,bias,0.5,5000,-0.006632548858753463,0.14135235095033033,0.0064733333333333335,0.0098,0.0
4,Skewed-$t$(3),skewt3,bias,1.0,5000,-0.013703616670618937,0.2514243989822217,0.004582666666666666,0.0098,0.0
4,Skewed-$t$(3),skewt3,scale,0.5,5000,0.020032400259204643,0.9841362872950143,0.043190666666666655,0.009806666666666667,0.428
4,Skewed-$t$(3),skewt3,scale,0.8,5000,0.008055147879857668,0.24637097284017284,0.016590666666666663,0.009770666666666667,0.0
4,Skewed-$t$(3),skewt3,scale,1.25,5000,-0.00885890072060778,0.17587098410957172,0.005772,0.009844000000000002,0.0
4,Skewed-$t$(3),skewt3,scale,2.0,5000,-0.03529116882861896,0.43586065643250893,0.0017346666666666665,0.00976,0.0
4,Skewed-$t$(3),skewt3,noise,0.0,5000,0.03186469941233612,2.390029983750743,0.127712,0.010122666666666667,0.938
5,Mix.\ Normals,mixnormal,bias,-1.0,1000,0.01707740315091663,0.7691241490325336,0.028273333333333334,0.009906666666666666,0.264
5,Mix.\ Normals,mixnormal,bias,-0.5,1000,0.010006335339051159,0.35824446850230346,0.01368,0.009906666666666666,0.012
5,Mix.\ Normals,mixnormal,bias,0.5,1000,-0.004135800284679785,0.19425438981974283,0.007926666666666665,0.009906666666666666,0.0
5,Mix.\ Normals,mixnormal,bias,1.0,1000,-0.011206868096545258,0.2507964847933873,0.006186666666666667,0.009906666666666666,0.0
5,Mix.\ Normals,mixnormal,scale,0.5,1000,0.019882109661682756,1.0862790652152612,0.03417333333333333,0.010266666666666665,0.55
5,Mix.\ Normals,mixnormal,scale,0.8,1000,0.009476534611579435,0.35395412309015817,0.013413333333333333,0.010053333333333333,0.01
5,Mix.\ Normals,mixnormal,scale,1.25,1000,-0.005125058408400957,0.18690316936728163,0.007606666666666665,0.009879999999999998,0.0
5,Mix.\ Normals,mixnormal,scale,2.0,1000,-0.02871676735634096,0.4034106085244151,0.0024733333333333335,0.010073333333333333,0.0
5,Mix.\ Normals,mixnormal,noise,0.0,1000,0.03182191715388618,2.9451281550885935,0.1884666666666667,0.011633333333333332,0.982
5,Mix.\ Normals,mixnormal,bias,-1.0,5000,0.014708166895730014,0.6768954127799021,0.028546666666666668,0.009926666666666665,0.05
5,Mix.\ Normals,mixnormal,bias,-0.5,5000,0.007637099083864541,0.2649792179673949,0.013385333333333336,0.009926666666666665,0.0
5,Mix.\ Normals,mixnormal,bias,0.5,5000,-0.006505036539866403,0.1610299994427126,0.0076679999999999995,0.009926666666666665,0.0
5,Mix.\ Normals,mixnormal,bias,1.0,5000,-0.013576104351731877,0.2735757170561582,0.005717333333333333,0.009926666666666665,0.0
5,Mix.\ Normals,mixnormal,scale,0.5,5000,0.01738459399883587,0.9677539759791286,0.034324,0.009965333333333333,0.432
5,Mix.\ Normals,mixnormal,scale,0.8,5000,0.007138138239944658,0.25154742144659825,0.012962666666666667,0.009975999999999999,0.0
5,Mix.\ Normals,mixnormal,scale,1.25,5000,-0.007522498706619247,0.17382930544550018,0.00732,0.009975999999999999,0.0
5,Mix.\ Normals,mixnormal,scale,2.0,5000,-0.030943654505231892,0.4337359210029445,0.0023226666666666665,0.009970666666666668,0.0
5,Mix.\ Normals,mixnormal,noise,0.0,5000,0.02897723385943294,2.406667745669294,0.16932666666666668,0.010146666666666667,0.984
