module,innovation,phi,n_cal,alpha,truth,omega,remainder_bound,lags,finite_count_variance,mean_count,empirical_centered_second_moment,second_moment_MCSE,empirical_count_variance,zero_count_fraction
ar,normal,0.0,125,0.01,none,0.0099,0.0,0,1.2375,1.304,1.2545,0.08454921134035819,1.2540921843687374,0.272
ar,normal,0.0,125,0.05,none,0.0475,0.0,0,5.9375,6.234,5.8195,0.3877933332829193,5.830905811623246,0.004
ar,normal,0.0,250,0.01,none,0.0099,0.0,0,2.475,2.608,2.598,0.1773490834337454,2.591519038076152,0.082
ar,normal,0.0,250,0.05,none,0.0475,0.0,0,11.875,12.674,12.19,0.7936678255003595,12.184092184368737,0.0
ar,normal,0.0,500,0.01,none,0.0099,0.0,0,4.95,5.134,5.262,0.35852446441374997,5.254553106212425,0.01
ar,normal,0.0,500,0.05,none,0.0475,0.0,0,23.75,25.204,24.056,1.373581880473359,24.06250901803607,0.0
ar,normal,0.0,1000,0.01,none,0.0099,0.0,0,9.9,10.038,10.298,0.6974002625841956,10.317190380761524,0.0
ar,normal,0.0,1000,0.05,none,0.0475,0.0,0,47.5,50.086,48.69,2.809502163161584,48.780164328657314,0.0
ar,normal,0.5,125,0.01,none,0.013408913651882081,8.357178488674013e-14,42,1.670654826731633,1.232,1.5185,0.12757224366886952,1.5212184368737474,0.344
ar,normal,0.5,125,0.05,none,0.08010590373486157,8.357178488674013e-14,42,9.955942068596801,6.25,9.2835,0.6402367720214897,9.302104208416834,0.006
ar,normal,0.5,250,0.01,none,0.013408913651882081,8.357178488674013e-14,42,3.3467690332169338,2.506,3.258,0.1881027306408631,3.264492985971944,0.134
ar,normal,0.5,250,0.05,none,0.08010590373486157,8.357178488674013e-14,42,19.969180035455103,12.568,20.982,1.2874857634872567,21.01941482965932,0.0
ar,normal,0.5,500,0.01,none,0.013408913651882081,8.357178488674013e-14,42,6.698997446187534,5.044,6.608,0.4500330337463304,6.619302605210422,0.014
ar,normal,0.5,500,0.05,none,0.08010590373486157,8.357178488674013e-14,42,39.99565596917171,24.736,40.028,2.355925976428976,40.038380761523044,0.0
ar,normal,0.5,1000,0.01,none,0.013408913651882081,8.357178488674013e-14,42,13.403454272128737,9.934,12.946,0.8437855866465515,12.967579158316633,0.0
ar,normal,0.5,1000,0.05,none,0.08010590373486157,8.357178488674013e-14,42,80.0486078366049,49.89,77.038,5.031407679613822,77.18026052104207,0.0
ar,normal,0.8,125,0.01,none,0.02932334338146591,8.97794774130096e-14,138,3.604935404388476,1.236,3.3285,0.3608919144950407,3.334973947895792,0.534
ar,normal,0.8,125,0.05,none,0.19979569411399062,8.97794774130096e-14,138,24.37742967762394,6.214,23.6055,1.9367201842662478,23.651507014028056,0.068
ar,normal,0.8,250,0.01,none,0.02932334338146591,8.97794774130096e-14,138,7.270353327071723,2.572,7.19,0.5769736538130564,7.199214428857715,0.282
ar,normal,0.8,250,0.05,none,0.19979569411399062,8.97794774130096e-14,138,49.351891441872894,12.62,49.27,3.409422167910286,49.35430861723447,0.008
ar,normal,0.8,500,0.01,none,0.02932334338146591,8.97794774130096e-14,138,14.601189172438257,5.074,14.598,1.0405721372137016,14.62176753507014,0.086
ar,normal,0.8,500,0.05,none,0.19979569411399062,8.97794774130096e-14,138,99.30081497037146,24.826,96.73,6.158965165010077,96.8935110220441,0.0
ar,normal,0.8,1000,0.01,none,0.02932334338146591,8.97794774130096e-14,138,29.262860863171333,10.028,29.38,1.9190823207741285,29.438092184368738,0.01
ar,normal,0.8,1000,0.05,none,0.19979569411399062,8.97794774130096e-14,138,199.19866202736858,49.998,203.45,14.304226395914288,203.85771142284568,0.0
ar,t5,0.0,125,0.01,none,0.0099,0.0,0,1.2375,1.304,1.2545,0.08454921134035819,1.2540921843687374,0.272
ar,t5,0.0,125,0.05,none,0.0475,0.0,0,5.9375,6.234,5.8195,0.3877933332829193,5.830905811623246,0.004
ar,t5,0.0,250,0.01,none,0.0099,0.0,0,2.475,2.608,2.598,0.1773490834337454,2.591519038076152,0.082
ar,t5,0.0,250,0.05,none,0.0475,0.0,0,11.875,12.674,12.19,0.7936678255003595,12.184092184368737,0.0
ar,t5,0.0,500,0.01,none,0.0099,0.0,0,4.95,5.134,5.262,0.35852446441374997,5.254553106212425,0.01
ar,t5,0.0,500,0.05,none,0.0475,0.0,0,23.75,25.204,24.056,1.373581880473359,24.06250901803607,0.0
ar,t5,0.0,1000,0.01,none,0.0099,0.0,0,9.9,10.038,10.298,0.6974002625841956,10.317190380761524,0.0
ar,t5,0.0,1000,0.05,none,0.0475,0.0,0,47.5,50.086,48.69,2.809502163161584,48.780164328657314,0.0
ar,t5,0.5,125,0.01,none,0.013408913651882081,8.357178488674013e-14,42,1.670654826731633,1.232,1.5185,0.12757224366886952,1.5212184368737474,0.344
ar,t5,0.5,125,0.05,none,0.08010590373486157,8.357178488674013e-14,42,9.955942068596801,6.25,9.2835,0.6402367720214897,9.302104208416834,0.006
ar,t5,0.5,250,0.01,none,0.013408913651882081,8.357178488674013e-14,42,3.3467690332169338,2.506,3.258,0.1881027306408631,3.264492985971944,0.134
ar,t5,0.5,250,0.05,none,0.08010590373486157,8.357178488674013e-14,42,19.969180035455103,12.568,20.982,1.2874857634872567,21.01941482965932,0.0
ar,t5,0.5,500,0.01,none,0.013408913651882081,8.357178488674013e-14,42,6.698997446187534,5.044,6.608,0.4500330337463304,6.619302605210422,0.014
ar,t5,0.5,500,0.05,none,0.08010590373486157,8.357178488674013e-14,42,39.99565596917171,24.736,40.028,2.355925976428976,40.038380761523044,0.0
ar,t5,0.5,1000,0.01,none,0.013408913651882081,8.357178488674013e-14,42,13.403454272128737,9.934,12.946,0.8437855866465515,12.967579158316633,0.0
ar,t5,0.5,1000,0.05,none,0.08010590373486157,8.357178488674013e-14,42,80.0486078366049,49.89,77.038,5.031407679613822,77.18026052104207,0.0
ar,t5,0.8,125,0.01,none,0.02932334338146591,8.97794774130096e-14,138,3.604935404388476,1.236,3.3285,0.3608919144950407,3.334973947895792,0.534
ar,t5,0.8,125,0.05,none,0.19979569411399062,8.97794774130096e-14,138,24.37742967762394,6.214,23.6055,1.9367201842662478,23.651507014028056,0.068
ar,t5,0.8,250,0.01,none,0.02932334338146591,8.97794774130096e-14,138,7.270353327071723,2.572,7.19,0.5769736538130564,7.199214428857715,0.282
ar,t5,0.8,250,0.05,none,0.19979569411399062,8.97794774130096e-14,138,49.351891441872894,12.62,49.27,3.409422167910286,49.35430861723447,0.008
ar,t5,0.8,500,0.01,none,0.02932334338146591,8.97794774130096e-14,138,14.601189172438257,5.074,14.598,1.0405721372137016,14.62176753507014,0.086
ar,t5,0.8,500,0.05,none,0.19979569411399062,8.97794774130096e-14,138,99.30081497037146,24.826,96.73,6.158965165010077,96.8935110220441,0.0
ar,t5,0.8,1000,0.01,none,0.02932334338146591,8.97794774130096e-14,138,29.262860863171333,10.028,29.38,1.9190823207741285,29.438092184368738,0.01
ar,t5,0.8,1000,0.05,none,0.19979569411399062,8.97794774130096e-14,138,199.19866202736858,49.998,203.45,14.304226395914288,203.85771142284568,0.0
garch,normal,0.0,125,0.01,none,0.0099,0.0,0,1.2375,1.244,1.1645,0.08336120308849146,1.1667975951903806,0.274
garch,normal,0.0,125,0.05,none,0.0475,0.0,0,5.9375,6.292,5.8525,0.36642644101285415,5.862460921843688,0.004
garch,normal,0.0,250,0.01,none,0.0099,0.0,0,2.475,2.488,2.398,0.13952464388954736,2.40266132264529,0.088
garch,normal,0.0,250,0.05,none,0.0475,0.0,0,11.875,12.714,12.026,0.7609479163930511,12.0042124248497,0.0
garch,normal,0.0,500,0.01,none,0.0099,0.0,0,4.95,4.914,4.558,0.25886539859389923,4.559723446893787,0.002
garch,normal,0.0,500,0.05,none,0.0475,0.0,0,23.75,25.072,23.604,1.6094007299050281,23.646108216432864,0.0
garch,normal,0.0,1000,0.01,none,0.0099,0.0,0,9.9,9.85,9.882,0.6232310855308357,9.879258517034069,0.002
garch,normal,0.0,1000,0.05,none,0.0475,0.0,0,47.5,50.168,48.944,3.051668903106688,49.01380360721443,0.0
garch,t5,0.0,125,0.01,none,0.0099,0.0,0,1.2375,1.22,1.2685,0.0994832741906265,1.2701402805611222,0.298
garch,t5,0.0,125,0.05,none,0.0475,0.0,0,5.9375,6.238,5.9495,0.36801131321374697,5.961278557114229,0.004
garch,t5,0.0,250,0.01,none,0.0099,0.0,0,2.475,2.544,2.602,0.17400214220227853,2.6052745490981963,0.088
garch,t5,0.0,250,0.05,none,0.0475,0.0,0,11.875,12.532,11.586,0.6740407033254586,11.60819238476954,0.0
garch,t5,0.0,500,0.01,none,0.0099,0.0,0,4.95,5.028,5.332,0.3865415640801427,5.341899799599199,0.006
garch,t5,0.0,500,0.05,none,0.0475,0.0,0,23.75,25.004,25.492,1.5102282777453888,25.543070140280562,0.0
garch,t5,0.0,1000,0.01,none,0.0099,0.0,0,9.9,9.822,10.01,0.6694506167422009,9.998312625250504,0.0
garch,t5,0.0,1000,0.05,none,0.0475,0.0,0,47.5,49.548,45.932,2.7760294362383338,45.81933466933867,0.0
