module,innovation,phi,n_cal,alpha,truth,method,replications,mean_expected_QS,mean_excess_QS,expected_QS_MCSE,median_expected_QS,p90_expected_QS,p99_expected_QS,top_five_share_of_total_regret,mean_expected_violation,mean_prediction_MSE,max_absolute_prediction,difference_vs_Raw,MCSE_vs_Raw,difference_vs_Shift-CP,MCSE_vs_Shift-CP,difference_vs_Vol-ERM,MCSE_vs_Vol-ERM
ar,normal,0.0,125,0.01,constant,POT80-Shift,500,0.00039448400272961716,1.7565793025399287e-05,1.3077032227545681e-06,0.0003832473196997,0.0004203165278943,0.000508204271583527,0.1055239018016077,0.01416655263099343,1.591660259509783e-05,0.0472651595584959,3.2159202714171997e-06,1.3077032227545681e-06,-1.3380869086798002e-05,1.711509853884691e-06,,
ar,normal,0.0,125,0.01,constant,POT90-Shift,500,0.00040786487181641525,3.094666211219337e-05,1.6721955692667658e-06,0.00039378502059725,0.00046358865081515,0.0005358752131385569,0.0596817279638982,0.007964246829730027,5.353548522312659e-05,0.0574705733360269,1.65967893582152e-05,1.6721955692667645e-06,0.0,0.0,,
ar,normal,0.0,125,0.01,constant,Raw,500,0.0003912680824582001,1.4349872753942718e-05,1.941422201108567e-20,0.0003912680824582,0.0003912680824582,0.0003912680824582,0.01,0.0189308942655463,1.2499999999999982e-05,0.0293639932367309,0.0,0.0,-1.65967893582152e-05,1.6721955692667645e-06,,
ar,normal,0.0,125,0.01,constant,Shift-CP,500,0.00040786487181641525,3.094666211219337e-05,1.6721955692667658e-06,0.00039378502059725,0.00046358865081515,0.0005358752131385569,0.0596817279638982,0.007964246829730027,5.353548522312659e-05,0.0574705733360269,1.65967893582152e-05,1.6721955692667645e-06,0.0,0.0,,
ar,normal,0.0,125,0.01,constant,Shift-ERM,500,0.00039920645585127354,2.228824614705343e-05,1.5125147977589474e-06,0.00038613870068255,0.00043826825254211,0.0005250893683845929,0.10303225031360269,0.015584715595617133,1.9910917092671086e-05,0.0456726339233609,7.938373393073603e-06,1.512514797758948e-06,-8.6584159651416e-06,1.9464513405449573e-06,,
ar,normal,0.0,125,0.01,none,POT80-Shift,500,0.00039448400272961716,1.7565793025399287e-05,1.3077032227545681e-06,0.0003832473196997,0.0004203165278943,0.000508204271583527,0.1055239018016077,0.01416655263099343,1.591660259509783e-05,0.0472651595584959,1.756579302541722e-05,1.3077032227545681e-06,-1.3380869086798002e-05,1.711509853884691e-06,,
ar,normal,0.0,125,0.01,none,POT90-Shift,500,0.00040786487181641525,3.094666211219337e-05,1.6721955692667658e-06,0.00039378502059725,0.00046358865081515,0.0005358752131385569,0.0596817279638982,0.007964246829730027,5.353548522312659e-05,0.0574705733360269,3.0946662112215225e-05,1.6721955692667645e-06,0.0,0.0,,
ar,normal,0.0,125,0.01,none,Raw,500,0.0003769182097042,0.0,8.251044354711411e-20,0.0003769182097042,0.0003769182097042,0.0003769182097042,0.0,0.01,0.0,0.0328995271426637,0.0,0.0,-3.0946662112215225e-05,1.6721955692667645e-06,,
ar,normal,0.0,125,0.01,none,Shift-CP,500,0.00040786487181641525,3.094666211219337e-05,1.6721955692667658e-06,0.00039378502059725,0.00046358865081515,0.0005358752131385569,0.0596817279638982,0.007964246829730027,5.353548522312659e-05,0.0574705733360269,3.0946662112215225e-05,1.6721955692667645e-06,0.0,0.0,,
ar,normal,0.0,125,0.01,none,Shift-ERM,500,0.00039920645585127354,2.228824614705343e-05,1.5125147977589474e-06,0.00038613870068255,0.00043826825254211,0.0005250893683845929,0.10303225031360269,0.015584715595617133,1.9910917092671086e-05,0.0456726339233609,2.228824614707362e-05,1.512514797758948e-06,-8.6584159651416e-06,1.9464513405449573e-06,,
