symbol,n_test,pi_stored_0.01,viol_stored_0.01,kup_stored_0.01,qs_stored,pi_fixed_0.01,viol_fixed_0.01,kup_fixed_0.01,qs_fixed,pi_stored_0.025,viol_stored_0.025,kup_stored_0.025,pi_fixed_0.025,viol_fixed_0.025,kup_fixed_0.025,pi_stored_0.05,viol_stored_0.05,kup_stored_0.05,pi_fixed_0.05,viol_fixed_0.05,kup_fixed_0.05,pi_stored_0.1,viol_stored_0.1,kup_stored_0.1,pi_fixed_0.1,viol_fixed_0.1,kup_fixed_0.1
GBPUSD,1585,0.017665615141955835,28,0.005644967091565952,1.9715667720545635,0.017665615141955835,28,0.005644967091565952,1.969542237343667,0.03470031545741325,55,0.019351148022219534,0.03406940063091483,54,0.028250682942999858,0.0555205047318612,88,0.32138046598642034,0.0555205047318612,88,0.32138046598642034,0.0971608832807571,154,0.7051521931766169,0.09652996845425868,153,0.6434356385647594
GDAXI,1843,0.026587086272381984,49,2.96997635006488e-09,5.076837633521604,0.026587086272381984,49,2.96997635006488e-09,5.067237470129275,0.0385241454150841,71,0.000561498160277315,0.0385241454150841,71,0.000561498160277315,0.060227889310906134,111,0.050624476843519915,0.05968529571351058,110,0.06377477555620407,0.10309278350515463,190,0.6595185533984332,0.10255018990775909,189,0.7161791783659635
GOLD,1770,0.024293785310734464,43,3.2356214979685136e-07,4.848621040949783,0.024293785310734464,43,3.2356214979685136e-07,4.841980593399518,0.03954802259887006,70,0.0002959705509025341,0.03898305084745763,69,0.0004873854790618037,0.06610169491525424,117,0.0029927110326124977,0.06497175141242938,115,0.0056344496326627734,0.10677966101694915,189,0.3464558026513359,0.10621468926553672,188,0.38774201323616775
HSI,1784,0.01569506726457399,28,0.02562425976527255,5.298708966543406,0.01569506726457399,28,0.02562425976527255,5.295321427696085,0.02522421524663677,45,0.9517014368491462,0.02522421524663677,45,0.9517014368491462,0.0515695067264574,92,0.7621335206312785,0.0515695067264574,92,0.7621335206312785,0.09753363228699552,174,0.7274452541506982,0.09641255605381166,172,0.6115878517540003
IBGL,1226,0.00897226753670473,11,0.7128153915589828,2.415678469131157,0.00897226753670473,11,0.7128153915589828,2.4168273987455553,0.026916802610114192,33,0.6710585889816167,0.02528548123980424,31,0.9490443022718086,0.0464926590538336,57,0.5687382294298371,0.044861337683523655,55,0.40114751000539906,0.09216965742251224,113,0.35502293795442086,0.09135399673735727,112,0.3065226078716514
ICLN,1185,0.009282700421940928,11,0.8016638096758442,5.083693758565488,0.009282700421940928,11,0.8016638096758442,5.0846036412162405,0.02109704641350211,25,0.3767283882497452,0.020253164556962026,24,0.27935350663597114,0.04050632911392405,48,0.12150333471680358,0.04050632911392405,48,0.12150333471680358,0.08354430379746836,99,0.05263874718063551,0.08270042194092828,98,0.04133493151256428
NATGAS,1771,0.01355166572557877,24,0.1541229397785094,14.93340452892676,0.01355166572557877,24,0.1541229397785094,14.926377234812119,0.030491247882552232,54,0.1522289868456245,0.029926595143986448,53,0.19752712051397087,0.04799548277809147,85,0.696871435173322,0.04686617730095991,83,0.5410233154763617,0.09994353472614342,177,0.9936796472169777,0.09824957651044608,174,0.8055377414974981
NIFTY,1208,0.0074503311258278145,9,0.3509424554048576,2.8834551290162396,0.0074503311258278145,9,0.3509424554048576,2.8850600647047124,0.02566225165562914,31,0.8832881761450051,0.02566225165562914,31,0.8832881761450051,0.05132450331125828,62,0.833395644823312,0.05132450331125828,62,0.833395644823312,0.09685430463576158,117,0.7142424607141147,0.09602649006622517,116,0.6432884922577279
NIKKEI,1772,0.01805869074492099,32,0.0021897788716121547,5.032389514390723,0.01805869074492099,32,0.0021897788716121547,5.0274888818225065,0.034988713318284424,62,0.011004937611395777,0.034988713318284424,62,0.011004937611395777,0.05869074492099323,104,0.10192292029876222,0.05869074492099323,104,0.10192292029876222,0.10609480812641084,188,0.3966156672099599,0.10553047404063205,187,0.4414128224096483
SP500,1824,0.023026315789473683,42,1.747458165144112e-06,4.81696751273643,0.023026315789473683,42,1.747458165144112e-06,4.810320429112448,0.04331140350877193,79,5.489040651236784e-06,0.04276315789473684,78,9.877976003324742e-06,0.06195175438596491,113,0.023724527912909087,0.06140350877192982,112,0.03069156665522486,0.10032894736842106,183,0.962667447088769,0.09923245614035088,181,0.9128907788664335
STOXX,1498,0.018024032042723633,27,0.005025566852817487,3.5813276603395936,0.018024032042723633,27,0.005025566852817487,3.577140591110411,0.037383177570093455,56,0.0041907951378404576,0.037383177570093455,56,0.0041907951378404576,0.0527369826435247,79,0.6298460457656654,0.0527369826435247,79,0.6298460457656654,0.09946595460614152,149,0.9450265350561031,0.09879839786381843,148,0.8765847165193242
TLT,1631,0.0134886572654813,22,0.1787853227910325,3.12683762565748,0.012875536480686695,21,0.2637656224269797,3.1259245238607685,0.030042918454935622,49,0.2058709397735172,0.028816676885346414,47,0.3349215347382341,0.050889025137952175,83,0.8695114267653944,0.05027590435315757,82,0.959260820230752,0.09932556713672594,162,0.9275860939553162,0.09871244635193133,161,0.862131566984488
USDJPY,1888,0.018538135593220338,35,0.0008602246216412684,2.096381149330392,0.018538135593220338,35,0.0008602246216412684,2.0942287230218324,0.03177966101694915,60,0.06998840705153267,0.03177966101694915,60,0.06998840705153267,0.05190677966101695,98,0.705507239258755,0.0513771186440678,97,0.7845670397958553,0.09216101694915255,174,0.25054415313783984,0.09057203389830508,171,0.1659261212801542
WTI,1772,0.016930022573363433,30,0.0076383305602464695,12.385004831176282,0.016930022573363433,30,0.0076383305602464695,12.376986532888344,0.03329571106094808,59,0.033137589943532046,0.0327313769751693,58,0.0464254355251895,0.05699774266365688,101,0.18571675091782544,0.055869074492099324,99,0.26546986584623106,0.10496613995485328,186,0.4890536060166698,0.1044018058690745,185,0.5394163902743656
