asset,ckpt,date,scale,A_0.01,B_0.01,S_0.01,A_0.025,B_0.025,S_0.025,A_0.05,B_0.05,S_0.05,A_0.1,B_0.1,S_0.1,MC_0.01,MC_0.025,MC_0.05,MC_0.1,n_distinct_full
SP500,amazon/chronos-t5-mini,2013-12-19,0.005834411829710007,-0.01621145206568908,-0.016168677785412613,-0.016168677826205347,-0.013174478280279622,-0.013131704000003156,-0.013131704040795888,-0.01065079606419106,-0.010608021783914593,-0.010608021824707325,-0.0077849192367165365,-0.00774214495644007,-0.007742144997232803,-0.01608312875032425,-0.01308892946690321,-0.010479697957634926,-0.007699370849877596,684
SP500,amazon/chronos-t5-mini,2013-12-20,0.005833386443555355,-0.016935638600304337,-0.016892871837521674,-0.016892871878307236,-0.01411303216692028,-0.014070265404137618,-0.01407026544492318,-0.011803626397501432,-0.011760859634718769,-0.011760859675504332,-0.009066554103505431,-0.009023787340722768,-0.009023786686114477,-0.01714947260916233,-0.01466899923980236,-0.012188526801764965,-0.00889548659324646,679
SP500,amazon/chronos-t5-mini,2013-12-23,0.005838837008923292,-0.016865849458612026,-0.016823042735672707,-0.016823042776496377,-0.013912185608457861,-0.01386937888551854,-0.013869378926342213,-0.011472201943691474,-0.011429395220752153,-0.011429395261575825,-0.008646958139884253,-0.008604151416944933,-0.008604151457768605,-0.017165496945381165,-0.01442586537450552,-0.011900268495082855,-0.00860415119677782,689
SP500,amazon/chronos-t5-mini,2013-12-24,0.005807461217045784,-0.015583070790604392,-0.01554049409546476,-0.01554049413606906,-0.012645278858453235,-0.012602702163313603,-0.012602702203917904,-0.010260983435261384,-0.010218406740121751,-0.010218406780726053,-0.00757865212262554,-0.007536075427485908,-0.007536074775786883,-0.015285034663975239,-0.011878897435963154,-0.009707486256957054,-0.007408344652503729,658
SP500,amazon/chronos-t5-mini,2013-12-26,0.005780447274446487,-0.015086797265491114,-0.015044418619784028,-0.015044418660199455,-0.012120292138742883,-0.012077913493035797,-0.012077913533451223,-0.009747088864243914,-0.009704710218536828,-0.009704710258952254,-0.00711961257982896,-0.007077233934121874,-0.0070772339745373,-0.01483252551406622,-0.011484612710773945,-0.009196165949106216,-0.006950098089873791,636
