model,symbol,which,n_test,qV,n_viol,n00,n01,n10,n11,A_n11_n10_zero,B_n11_zero_n10_pos,C_n01_n11_zero,code_nan
Moirai-2.0,USDJPY,raw,1888,0.0019161959271668007,35,1819,33,33,2,False,False,False,False
Moirai-2.0,USDJPY,cor,1888,0.0019161959271668007,24,1840,23,23,1,False,False,False,False
Moirai-2.0,WTI,raw,1772,0.0022702965364315986,33,1707,31,31,2,False,False,False,False
Moirai-2.0,WTI,cor,1772,0.0022702965364315986,29,1715,27,27,2,False,False,False,False
Moirai-1.1,ASX200,raw,1833,0.0019394000908385736,40,1754,38,38,2,False,False,False,False
Moirai-1.1,ASX200,cor,1833,0.0019394000908385736,29,1776,27,27,2,False,False,False,False
Moirai-1.1,AUDUSD,raw,1395,0.0006695114135569936,9,1376,9,9,0,False,True,False,True
Moirai-1.1,AUDUSD,cor,1395,0.0006695114135569936,8,1378,8,8,0,False,True,False,True
Moirai-1.1,BOVESPA,raw,1794,0.0029007167219524572,22,1750,21,21,1,False,False,False,False
Moirai-1.1,BOVESPA,cor,1794,0.0029007167219524572,18,1758,17,17,1,False,False,False,False
Moirai-1.1,BTC,raw,1107,0.022927631213099223,22,1062,22,22,0,False,True,False,True
Moirai-1.1,BTC,cor,1107,0.022927631213099223,6,1094,6,6,0,False,True,False,True
Moirai-1.1,CBU0,raw,976,0.0017071349745451945,9,957,9,9,0,False,True,False,True
Moirai-1.1,CBU0,cor,976,0.0017071349745451945,3,969,3,3,0,False,True,False,True
Moirai-1.1,DJCI,raw,693,0.0013349086311602379,17,658,17,17,0,False,True,False,True
Moirai-1.1,DJCI,cor,693,0.0013349086311602379,14,664,14,14,0,False,True,False,True
Moirai-1.1,ETH,raw,762,0.016029722725735635,20,721,20,20,0,False,True,False,True
Moirai-1.1,ETH,cor,762,0.016029722725735635,10,741,10,10,0,False,True,False,True
Moirai-1.1,EURUSD,raw,1582,-0.00016161325282183954,21,1539,21,21,0,False,True,False,True
Moirai-1.1,EURUSD,cor,1582,-0.00016161325282183954,23,1535,23,23,0,False,True,False,True
Moirai-1.1,FCHI,raw,1856,0.0032134817070712737,32,1792,31,31,1,False,False,False,False
Moirai-1.1,FCHI,cor,1856,0.0032134817070712737,27,1802,26,26,1,False,False,False,False
Moirai-1.1,FTSE100,raw,1833,0.0034951155195795877,26,1781,25,25,1,False,False,False,False
Moirai-1.1,FTSE100,cor,1833,0.0034951155195795877,17,1798,17,17,0,False,True,False,True
Moirai-1.1,GBPUSD,raw,1585,0.0005476772828920534,21,1542,21,21,0,False,True,False,True
Moirai-1.1,GBPUSD,cor,1585,0.0005476772828920534,20,1544,20,20,0,False,True,False,True
Moirai-1.1,GDAXI,raw,1843,0.003247047533000473,34,1774,34,34,0,False,True,False,True
Moirai-1.1,GDAXI,cor,1843,0.003247047533000473,23,1796,23,23,0,False,True,False,True
Moirai-1.1,GOLD,raw,1770,0.004428363482144128,52,1665,52,52,0,False,True,False,True
Moirai-1.1,GOLD,cor,1770,0.004428363482144128,31,1707,31,31,0,False,True,False,True
Moirai-1.1,HSI,raw,1784,0.004184682313436862,22,1739,22,22,0,False,True,False,True
Moirai-1.1,HSI,cor,1784,0.004184682313436862,8,1767,8,8,0,False,True,False,True
Moirai-1.1,IBGL,raw,1226,0.0021507646889076214,14,1197,14,14,0,False,True,False,True
Moirai-1.1,IBGL,cor,1226,0.0021507646889076214,9,1207,9,9,0,False,True,False,True
Moirai-1.1,ICLN,raw,1185,0.004277296057696868,8,1168,8,8,0,False,True,False,True
Moirai-1.1,ICLN,cor,1185,0.004277296057696868,6,1172,6,6,0,False,True,False,True
Moirai-1.1,NATGAS,raw,1771,0.0012214511354535773,27,1716,27,27,0,False,True,False,True
Moirai-1.1,NATGAS,cor,1771,0.0012214511354535773,27,1716,27,27,0,False,True,False,True
Moirai-1.1,NIFTY,raw,1208,0.0016620239980940192,8,1191,8,8,0,False,True,False,True
Moirai-1.1,NIFTY,cor,1208,0.0016620239980940192,5,1197,5,5,0,False,True,False,True
Moirai-1.1,NIKKEI,raw,1772,0.006097342994932836,29,1714,28,28,1,False,False,False,False
Moirai-1.1,NIKKEI,cor,1772,0.006097342994932836,12,1748,11,11,1,False,False,False,False
Moirai-1.1,SP500,raw,1824,0.003502250784425242,41,1743,39,39,2,False,False,False,False
Moirai-1.1,SP500,cor,1824,0.003502250784425242,27,1770,26,26,1,False,False,False,False
Moirai-1.1,STOXX,raw,1498,0.005542742937445628,19,1460,18,18,1,False,False,False,False
Moirai-1.1,STOXX,cor,1498,0.005542742937445628,8,1481,8,8,0,False,True,False,True
Moirai-1.1,TLT,raw,1631,0.0003764811378797108,13,1604,13,13,0,False,True,False,True
Moirai-1.1,TLT,cor,1631,0.0003764811378797108,12,1606,12,12,0,False,True,False,True
Moirai-1.1,USDJPY,raw,1888,0.0011393032347210598,25,1837,25,25,0,False,True,False,True
Moirai-1.1,USDJPY,cor,1888,0.0011393032347210598,19,1849,19,19,0,False,True,False,True
Moirai-1.1,WTI,raw,1772,0.001093754438919091,33,1706,32,32,1,False,False,False,False
Moirai-1.1,WTI,cor,1772,0.001093754438919091,32,1708,31,31,1,False,False,False,False
Lag-Llama,ASX200,raw,1833,0.007124247836627448,73,1687,72,72,1,False,False,False,False
Lag-Llama,ASX200,cor,1833,0.007124247836627448,27,1778,27,27,0,False,True,False,True
Lag-Llama,AUDUSD,raw,1395,0.005069993100678873,33,1328,33,33,0,False,True,False,True
Lag-Llama,AUDUSD,cor,1395,0.005069993100678873,8,1378,8,8,0,False,True,False,True
Lag-Llama,BOVESPA,raw,1794,0.009859050827052546,45,1703,45,45,0,False,True,False,True
Lag-Llama,BOVESPA,cor,1794,0.009859050827052546,18,1757,18,18,0,False,True,False,True
Lag-Llama,BTC,raw,1107,0.03684647219935443,22,1062,22,22,0,False,True,False,True
Lag-Llama,BTC,cor,1107,0.03684647219935443,3,1100,3,3,0,False,True,False,True
Lag-Llama,CBU0,raw,976,0.0024857182085719232,26,923,26,26,0,False,True,False,True
Lag-Llama,CBU0,cor,976,0.0024857182085719232,12,951,12,12,0,False,True,False,True
Lag-Llama,DJCI,raw,693,0.005236942707085015,28,636,28,28,0,False,True,False,True
Lag-Llama,DJCI,cor,693,0.005236942707085015,11,670,11,11,0,False,True,False,True
Lag-Llama,ETH,raw,762,0.039665284081128405,32,697,32,32,0,False,True,False,True
Lag-Llama,ETH,cor,762,0.039665284081128405,4,753,4,4,0,False,True,False,True
Lag-Llama,EURUSD,raw,1582,0.0032323802098128893,46,1489,46,46,0,False,True,False,True
Lag-Llama,EURUSD,cor,1582,0.0032323802098128893,16,1549,16,16,0,False,True,False,True
Lag-Llama,FCHI,raw,1856,0.011366232311129178,53,1750,52,52,1,False,False,False,False
Lag-Llama,FCHI,cor,1856,0.011366232311129178,18,1819,18,18,0,False,True,False,True
Lag-Llama,FTSE100,raw,1833,0.007876998044277224,50,1735,47,47,3,False,False,False,False
Lag-Llama,FTSE100,cor,1833,0.007876998044277224,17,1799,16,16,1,False,False,False,False
Lag-Llama,GBPUSD,raw,1585,0.003590903920353822,50,1484,50,50,0,False,True,False,True
Lag-Llama,GBPUSD,cor,1585,0.003590903920353822,18,1548,18,18,0,False,True,False,True
Lag-Llama,GDAXI,raw,1843,0.011476128009957579,55,1733,54,54,1,False,False,False,False
Lag-Llama,GDAXI,cor,1843,0.011476128009957579,18,1806,18,18,0,False,True,False,True
Lag-Llama,GOLD,raw,1770,0.009904797092721202,74,1623,73,72,1,False,False,False,False
Lag-Llama,GOLD,cor,1770,0.009904797092721202,21,1727,21,21,0,False,True,False,True
Lag-Llama,HSI,raw,1784,0.010445109658784396,46,1691,46,46,0,False,True,False,True
Lag-Llama,HSI,cor,1784,0.010445109658784396,14,1755,14,14,0,False,True,False,True
Lag-Llama,IBGL,raw,1226,0.005871659340550199,32,1161,32,32,0,False,True,False,True
Lag-Llama,IBGL,cor,1226,0.005871659340550199,12,1201,12,12,0,False,True,False,True
Lag-Llama,ICLN,raw,1185,0.010926482324309653,21,1142,21,21,0,False,True,False,True
Lag-Llama,ICLN,cor,1185,0.010926482324309653,6,1172,6,6,0,False,True,False,True
Lag-Llama,NATGAS,raw,1771,0.017042094857963038,51,1668,51,51,0,False,True,False,True
Lag-Llama,NATGAS,cor,1771,0.017042094857963038,20,1730,20,20,0,False,True,False,True
Lag-Llama,NIFTY,raw,1208,0.006109485689649412,36,1136,35,35,1,False,False,False,False
Lag-Llama,NIFTY,cor,1208,0.006109485689649412,14,1179,14,14,0,False,True,False,True
Lag-Llama,NIKKEI,raw,1772,0.011381577724163951,59,1656,56,57,2,False,False,False,False
Lag-Llama,NIKKEI,cor,1772,0.011381577724163951,13,1745,13,13,0,False,True,False,True
Lag-Llama,SP500,raw,1824,0.008219084752491997,54,1716,53,53,1,False,False,False,False
Lag-Llama,SP500,cor,1824,0.008219084752491997,19,1785,19,19,0,False,True,False,True
Lag-Llama,STOXX,raw,1498,0.012709359384210278,37,1425,35,35,2,False,False,False,False
Lag-Llama,STOXX,cor,1498,0.012709359384210278,4,1489,4,4,0,False,True,False,True
Lag-Llama,TLT,raw,1631,0.00457032730886478,44,1542,44,44,0,False,True,False,True
Lag-Llama,TLT,cor,1631,0.00457032730886478,18,1594,18,18,0,False,True,False,True
Lag-Llama,USDJPY,raw,1888,0.00480167730304349,56,1775,56,56,0,False,True,False,True
Lag-Llama,USDJPY,cor,1888,0.00480167730304349,19,1849,19,19,0,False,True,False,True
Lag-Llama,WTI,raw,1772,0.01690681812634271,48,1676,47,47,1,False,False,False,False
Lag-Llama,WTI,cor,1772,0.01690681812634271,21,1730,20,20,1,False,False,False,False
GJR-GARCH,ASX200,raw,1912,0.0023498679691079313,57,1801,53,53,4,False,False,False,False
GJR-GARCH,ASX200,cor,1912,0.0023498679691079313,39,1836,36,36,3,False,False,False,False
GJR-GARCH,AUDUSD,raw,1473,0.0031405232637390645,20,1433,19,19,1,False,False,False,False
GJR-GARCH,AUDUSD,cor,1473,0.0031405232637390645,6,1460,6,6,0,False,True,False,True
GJR-GARCH,BOVESPA,raw,1873,0.00463888376866866,36,1801,35,35,1,False,False,False,False
GJR-GARCH,BOVESPA,cor,1873,0.00463888376866866,20,1832,20,20,0,False,True,False,True
GJR-GARCH,BTC,raw,1185,0.02782738913654375,29,1126,29,29,0,False,True,False,True
GJR-GARCH,BTC,cor,1185,0.02782738913654375,4,1176,4,4,0,False,True,False,True
GJR-GARCH,CBU0,raw,1055,0.001076773895041262,15,1024,15,15,0,False,True,False,True
GJR-GARCH,CBU0,cor,1055,0.001076773895041262,8,1038,8,8,0,False,True,False,True
GJR-GARCH,DJCI,raw,772,0.003419159238360104,20,732,19,19,1,False,False,False,False
GJR-GARCH,DJCI,cor,772,0.003419159238360104,10,751,10,10,0,False,True,False,True
GJR-GARCH,ETH,raw,841,0.032819885376668675,15,810,15,15,0,False,True,False,True
GJR-GARCH,ETH,cor,841,0.032819885376668675,6,828,6,6,0,False,True,False,True
GJR-GARCH,EURUSD,raw,1660,0.0011164623700521854,25,1609,25,25,0,False,True,False,True
GJR-GARCH,EURUSD,cor,1660,0.0011164623700521854,16,1627,16,16,0,False,True,False,True
GJR-GARCH,FCHI,raw,1935,0.003517031199887166,46,1844,44,44,2,False,False,False,False
GJR-GARCH,FCHI,cor,1935,0.003517031199887166,29,1876,29,29,0,False,True,False,True
GJR-GARCH,FTSE100,raw,1911,0.0041584880305319885,43,1829,38,38,5,False,False,False,False
GJR-GARCH,FTSE100,cor,1911,0.0041584880305319885,21,1868,21,21,0,False,True,False,True
GJR-GARCH,GBPUSD,raw,1664,0.0017210491405558106,35,1594,34,34,1,False,False,False,False
GJR-GARCH,GBPUSD,cor,1664,0.0017210491405558106,22,1619,22,22,0,False,True,False,True
GJR-GARCH,GDAXI,raw,1922,0.003801421969476689,54,1816,51,51,3,False,False,False,False
GJR-GARCH,GDAXI,cor,1922,0.003801421969476689,31,1860,30,30,1,False,False,False,False
GJR-GARCH,GOLD,raw,1848,0.005932211168241223,46,1756,45,45,1,False,False,False,False
GJR-GARCH,GOLD,cor,1848,0.005932211168241223,21,1805,21,21,0,False,True,False,True
GJR-GARCH,HSI,raw,1862,0.004796309565254151,30,1802,29,29,1,False,False,False,False
GJR-GARCH,HSI,cor,1862,0.004796309565254151,17,1827,17,17,0,False,True,False,True
GJR-GARCH,IBGL,raw,1305,0.004268015567643443,17,1271,16,16,1,False,False,False,False
GJR-GARCH,IBGL,cor,1305,0.004268015567643443,3,1298,3,3,0,False,True,False,True
GJR-GARCH,ICLN,raw,1263,0.005918422828751491,14,1234,14,14,0,False,True,False,True
GJR-GARCH,ICLN,cor,1263,0.005918422828751491,9,1244,9,9,0,False,True,False,True
GJR-GARCH,NATGAS,raw,1850,0.005262514799031073,27,1795,27,27,0,False,True,False,True
GJR-GARCH,NATGAS,cor,1850,0.005262514799031073,20,1809,20,20,0,False,True,False,True
GJR-GARCH,NIFTY,raw,1287,0.003519682835008038,22,1242,22,22,0,False,True,False,True
GJR-GARCH,NIFTY,cor,1287,0.003519682835008038,13,1260,13,13,0,False,True,False,True
GJR-GARCH,NIKKEI,raw,1851,0.004965823717461829,45,1762,43,43,2,False,False,False,False
GJR-GARCH,NIKKEI,cor,1851,0.004965823717461829,19,1813,18,18,1,False,False,False,False
GJR-GARCH,SP500,raw,1902,0.0036279778138180174,43,1816,42,42,1,False,False,False,False
GJR-GARCH,SP500,cor,1902,0.0036279778138180174,29,1844,28,28,1,False,False,False,False
GJR-GARCH,STOXX,raw,1577,0.0034093647142248475,42,1495,39,39,3,False,False,False,False
GJR-GARCH,STOXX,cor,1577,0.0034093647142248475,23,1532,21,21,2,False,False,False,False
GJR-GARCH,TLT,raw,1709,0.0009471048465511805,24,1660,24,24,0,False,True,False,True
GJR-GARCH,TLT,cor,1709,0.0009471048465511805,18,1672,18,18,0,False,True,False,True
GJR-GARCH,USDJPY,raw,1966,0.0024667896750301364,33,1899,33,33,0,False,True,False,True
GJR-GARCH,USDJPY,cor,1966,0.0024667896750301364,18,1929,18,18,0,False,True,False,True
GJR-GARCH,WTI,raw,1850,0.007291047283296909,42,1768,39,39,3,False,False,False,False
GJR-GARCH,WTI,cor,1850,0.007291047283296909,26,1799,24,24,2,False,False,False,False
GJR-GARCH-t,ASX200,raw,1912,0.0019765829117778418,51,1813,47,47,4,False,False,False,False
GJR-GARCH-t,ASX200,cor,1912,0.0019765829117778418,39,1836,36,36,3,False,False,False,False
GJR-GARCH-t,AUDUSD,raw,1473,0.002166773901964245,15,1443,14,14,1,False,False,False,False
GJR-GARCH-t,AUDUSD,cor,1473,0.002166773901964245,8,1456,8,8,0,False,True,False,True
GJR-GARCH-t,BOVESPA,raw,1873,0.0032545857245878454,29,1815,28,28,1,False,False,False,False
GJR-GARCH-t,BOVESPA,cor,1873,0.0032545857245878454,23,1826,23,23,0,False,True,False,True
GJR-GARCH-t,BTC,raw,1185,0.017441646517076012,13,1158,13,13,0,False,True,False,True
GJR-GARCH-t,BTC,cor,1185,0.017441646517076012,5,1174,5,5,0,False,True,False,True
GJR-GARCH-t,CBU0,raw,1055,0.0010989690774723705,10,1034,10,10,0,False,True,False,True
GJR-GARCH-t,CBU0,cor,1055,0.0010989690774723705,4,1046,4,4,0,False,True,False,True
GJR-GARCH-t,DJCI,raw,772,0.002017908865858283,16,740,15,15,1,False,False,False,False
GJR-GARCH-t,DJCI,cor,772,0.002017908865858283,12,747,12,12,0,False,True,False,True
GJR-GARCH-t,ETH,raw,841,0.014826646222214773,6,828,6,6,0,False,True,False,True
GJR-GARCH-t,ETH,cor,841,0.014826646222214773,4,832,4,4,0,False,True,False,True
GJR-GARCH-t,EURUSD,raw,1660,0.0005438647763226405,21,1617,21,21,0,False,True,False,True
GJR-GARCH-t,EURUSD,cor,1660,0.0005438647763226405,17,1625,17,17,0,False,True,False,True
GJR-GARCH-t,FCHI,raw,1935,0.0033037195261292895,32,1870,32,32,0,False,True,False,True
GJR-GARCH-t,FCHI,cor,1935,0.0033037195261292895,20,1894,20,20,0,False,True,False,True
GJR-GARCH-t,FTSE100,raw,1911,0.003317071172390513,30,1852,28,28,2,False,False,False,False
GJR-GARCH-t,FTSE100,cor,1911,0.003317071172390513,18,1874,18,18,0,False,True,False,True
GJR-GARCH-t,GBPUSD,raw,1664,0.0011848089742299926,28,1609,26,26,2,False,False,False,False
GJR-GARCH-t,GBPUSD,cor,1664,0.0011848089742299926,19,1626,18,18,1,False,False,False,False
GJR-GARCH-t,GDAXI,raw,1922,0.001893490268604173,38,1846,37,37,1,False,False,False,False
GJR-GARCH-t,GDAXI,cor,1922,0.001893490268604173,30,1862,29,29,1,False,False,False,False
GJR-GARCH-t,GOLD,raw,1848,0.0038991280252561496,26,1797,24,24,2,False,False,False,False
GJR-GARCH-t,GOLD,cor,1848,0.0038991280252561496,19,1809,19,19,0,False,True,False,True
GJR-GARCH-t,HSI,raw,1862,0.002447171820502702,23,1815,23,23,0,False,True,False,True
GJR-GARCH-t,HSI,cor,1862,0.002447171820502702,17,1827,17,17,0,False,True,False,True
GJR-GARCH-t,IBGL,raw,1305,0.0025695289378755842,16,1273,15,15,1,False,False,False,False
GJR-GARCH-t,IBGL,cor,1305,0.0025695289378755842,7,1291,6,6,1,False,False,False,False
GJR-GARCH-t,ICLN,raw,1263,0.004175633464991169,9,1244,9,9,0,False,True,False,True
GJR-GARCH-t,ICLN,cor,1263,0.004175633464991169,9,1244,9,9,0,False,True,False,True
GJR-GARCH-t,NATGAS,raw,1850,-0.0007945926122202851,18,1813,18,18,0,False,True,False,True
GJR-GARCH-t,NATGAS,cor,1850,-0.0007945926122202851,18,1813,18,18,0,False,True,False,True
GJR-GARCH-t,NIFTY,raw,1287,0.0026868092780667936,17,1252,17,17,0,False,True,False,True
GJR-GARCH-t,NIFTY,cor,1287,0.0026868092780667936,12,1262,12,12,0,False,True,False,True
GJR-GARCH-t,NIKKEI,raw,1851,0.0028460945981779416,33,1785,32,32,1,False,False,False,False
GJR-GARCH-t,NIKKEI,cor,1851,0.0028460945981779416,19,1813,18,18,1,False,False,False,False
GJR-GARCH-t,SP500,raw,1902,0.0024391911893791307,35,1831,35,35,0,False,True,False,True
GJR-GARCH-t,SP500,cor,1902,0.0024391911893791307,26,1849,26,26,0,False,True,False,True
GJR-GARCH-t,STOXX,raw,1577,0.002233632995342469,29,1520,27,27,2,False,False,False,False
GJR-GARCH-t,STOXX,cor,1577,0.002233632995342469,22,1534,20,20,2,False,False,False,False
GJR-GARCH-t,TLT,raw,1709,0.0003706869539275206,21,1666,21,21,0,False,True,False,True
GJR-GARCH-t,TLT,cor,1709,0.0003706869539275206,18,1672,18,18,0,False,True,False,True
GJR-GARCH-t,USDJPY,raw,1966,0.0006439491879882651,23,1919,23,23,0,False,True,False,True
GJR-GARCH-t,USDJPY,cor,1966,0.0006439491879882651,19,1927,19,19,0,False,True,False,True
GJR-GARCH-t,WTI,raw,1850,0.006037247767596891,34,1784,31,31,3,False,False,False,False
GJR-GARCH-t,WTI,cor,1850,0.006037247767596891,24,1803,22,22,2,False,False,False,False
GARCH-N,ASX200,raw,1912,0.0027927869391912753,53,1810,48,48,5,False,False,False,False
GARCH-N,ASX200,cor,1912,0.0027927869391912753,35,1844,32,32,3,False,False,False,False
GARCH-N,AUDUSD,raw,1473,0.003133816041032066,21,1431,20,20,1,False,False,False,False
GARCH-N,AUDUSD,cor,1473,0.003133816041032066,5,1462,5,5,0,False,True,False,True
GARCH-N,BOVESPA,raw,1873,0.0036149733502165646,32,1809,31,31,1,False,False,False,False
GARCH-N,BOVESPA,cor,1873,0.0036149733502165646,23,1826,23,23,0,False,True,False,True
GARCH-N,BTC,raw,1185,0.026398994484491095,29,1126,29,29,0,False,True,False,True
GARCH-N,BTC,cor,1185,0.026398994484491095,4,1176,4,4,0,False,True,False,True
GARCH-N,CBU0,raw,1055,0.0008492526288492244,14,1026,14,14,0,False,True,False,True
GARCH-N,CBU0,cor,1055,0.0008492526288492244,9,1036,9,9,0,False,True,False,True
GARCH-N,DJCI,raw,772,0.003635312486153683,18,736,17,17,1,False,False,False,False
GARCH-N,DJCI,cor,772,0.003635312486153683,9,754,8,8,1,False,False,False,False
GARCH-N,ETH,raw,841,0.032570986401738736,18,805,17,17,1,False,False,False,False
GARCH-N,ETH,cor,841,0.032570986401738736,6,828,6,6,0,False,True,False,True
GARCH-N,EURUSD,raw,1660,0.0011837784228271968,23,1613,23,23,0,False,True,False,True
GARCH-N,EURUSD,cor,1660,0.0011837784228271968,14,1631,14,14,0,False,True,False,True
GARCH-N,FCHI,raw,1935,0.003620000666631741,44,1850,40,40,4,False,False,False,False
GARCH-N,FCHI,cor,1935,0.003620000666631741,33,1872,29,29,4,False,False,False,False
GARCH-N,FTSE100,raw,1911,0.004196751455123993,44,1827,39,39,5,False,False,False,False
GARCH-N,FTSE100,cor,1911,0.004196751455123993,27,1857,26,26,1,False,False,False,False
GARCH-N,GBPUSD,raw,1664,0.0019806948548665958,34,1596,33,33,1,False,False,False,False
GARCH-N,GBPUSD,cor,1664,0.0019806948548665958,14,1635,14,14,0,False,True,False,True
GARCH-N,GDAXI,raw,1922,0.0036135898281409277,48,1829,44,44,4,False,False,False,False
GARCH-N,GDAXI,cor,1922,0.0036135898281409277,32,1860,29,29,3,False,False,False,False
GARCH-N,GOLD,raw,1848,0.0058154549334591965,42,1764,41,41,1,False,False,False,False
GARCH-N,GOLD,cor,1848,0.0058154549334591965,16,1816,15,15,1,False,False,False,False
GARCH-N,HSI,raw,1862,0.0044859965641476165,35,1795,31,31,4,False,False,False,False
GARCH-N,HSI,cor,1862,0.0044859965641476165,19,1824,18,18,1,False,False,False,False
GARCH-N,IBGL,raw,1305,0.0031866086808751484,16,1273,15,15,1,False,False,False,False
GARCH-N,IBGL,cor,1305,0.0031866086808751484,6,1293,5,5,1,False,False,False,False
GARCH-N,ICLN,raw,1263,0.005742539727872711,13,1236,13,13,0,False,True,False,True
GARCH-N,ICLN,cor,1263,0.005742539727872711,10,1242,10,10,0,False,True,False,True
GARCH-N,NATGAS,raw,1850,0.004675567775722506,22,1805,22,22,0,False,True,False,True
GARCH-N,NATGAS,cor,1850,0.004675567775722506,18,1813,18,18,0,False,True,False,True
GARCH-N,NIFTY,raw,1287,0.00349813729733673,24,1238,24,24,0,False,True,False,True
GARCH-N,NIFTY,cor,1287,0.00349813729733673,12,1262,12,12,0,False,True,False,True
GARCH-N,NIKKEI,raw,1851,0.004187573587972344,48,1758,44,44,4,False,False,False,False
GARCH-N,NIKKEI,cor,1851,0.004187573587972344,24,1804,22,22,2,False,False,False,False
GARCH-N,SP500,raw,1902,0.004796365698355258,40,1822,39,39,1,False,False,False,False
GARCH-N,SP500,cor,1902,0.004796365698355258,22,1858,21,21,1,False,False,False,False
GARCH-N,STOXX,raw,1577,0.00490904978849957,38,1503,35,35,3,False,False,False,False
GARCH-N,STOXX,cor,1577,0.00490904978849957,16,1545,15,15,1,False,False,False,False
GARCH-N,TLT,raw,1709,0.0005017830808760303,23,1662,23,23,0,False,True,False,True
GARCH-N,TLT,cor,1709,0.0005017830808760303,19,1670,19,19,0,False,True,False,True
GARCH-N,USDJPY,raw,1966,0.0022445027532049106,28,1909,28,28,0,False,True,False,True
GARCH-N,USDJPY,cor,1966,0.0022445027532049106,21,1923,21,21,0,False,True,False,True
GARCH-N,WTI,raw,1850,0.005302661330921259,41,1770,38,38,3,False,False,False,False
GARCH-N,WTI,cor,1850,0.005302661330921259,25,1801,23,23,2,False,False,False,False
Hist-Sim,ASX200,raw,1912,0.0026537138837206507,34,1847,30,30,4,False,False,False,False
Hist-Sim,ASX200,cor,1912,0.0026537138837206507,20,1875,16,16,4,False,False,False,False
Hist-Sim,AUDUSD,raw,1473,0.003552092288656933,15,1442,15,15,0,False,True,False,True
Hist-Sim,AUDUSD,cor,1473,0.003552092288656933,9,1454,9,9,0,False,True,False,True
Hist-Sim,BOVESPA,raw,1873,0.004412965087114463,22,1832,18,18,4,False,False,False,False
Hist-Sim,BOVESPA,cor,1873,0.004412965087114463,17,1841,14,14,3,False,False,False,False
Hist-Sim,BTC,raw,1185,0.014866964861652537,15,1154,15,15,0,False,True,False,True
Hist-Sim,BTC,cor,1185,0.014866964861652537,5,1174,5,5,0,False,True,False,True
Hist-Sim,CBU0,raw,1055,0.0014170611570848562,18,1018,18,18,0,False,True,False,True
Hist-Sim,CBU0,cor,1055,0.0014170611570848562,8,1038,8,8,0,False,True,False,True
Hist-Sim,DJCI,raw,772,0.0015082053758471367,16,740,15,15,1,False,False,False,False
Hist-Sim,DJCI,cor,772,0.0015082053758471367,15,742,14,14,1,False,False,False,False
Hist-Sim,ETH,raw,841,0.006892131648959701,20,802,18,18,2,False,False,False,False
Hist-Sim,ETH,cor,841,0.006892131648959701,13,815,12,12,1,False,False,False,False
Hist-Sim,EURUSD,raw,1660,0.0011022546580559053,25,1609,25,25,0,False,True,False,True
Hist-Sim,EURUSD,cor,1660,0.0011022546580559053,18,1623,18,18,0,False,True,False,True
Hist-Sim,FCHI,raw,1935,0.0035556210507943636,34,1872,28,28,6,False,False,False,False
Hist-Sim,FCHI,cor,1935,0.0035556210507943636,25,1888,21,21,4,False,False,False,False
Hist-Sim,FTSE100,raw,1911,0.0036501061976578555,32,1852,26,26,6,False,False,False,False
Hist-Sim,FTSE100,cor,1911,0.0036501061976578555,20,1873,17,17,3,False,False,False,False
Hist-Sim,GBPUSD,raw,1664,0.0014181250780124811,31,1603,29,29,2,False,False,False,False
Hist-Sim,GBPUSD,cor,1664,0.0014181250780124811,15,1634,14,14,1,False,False,False,False
Hist-Sim,GDAXI,raw,1922,0.0027969278978324102,30,1867,24,24,6,False,False,False,False
Hist-Sim,GDAXI,cor,1922,0.0027969278978324102,23,1879,19,19,4,False,False,False,False
Hist-Sim,GOLD,raw,1848,0.002793970262474313,31,1786,30,30,1,False,False,False,False
Hist-Sim,GOLD,cor,1848,0.002793970262474313,22,1804,21,21,1,False,False,False,False
Hist-Sim,HSI,raw,1862,0.00345447585696345,25,1813,23,23,2,False,False,False,False
Hist-Sim,HSI,cor,1862,0.00345447585696345,19,1825,17,17,2,False,False,False,False
Hist-Sim,IBGL,raw,1305,0.001706408970854726,18,1268,18,18,0,False,True,False,True
Hist-Sim,IBGL,cor,1305,0.001706408970854726,11,1282,11,11,0,False,True,False,True
Hist-Sim,ICLN,raw,1263,0.0008834086325304746,11,1240,11,11,0,False,True,False,True
Hist-Sim,ICLN,cor,1263,0.0008834086325304746,11,1240,11,11,0,False,True,False,True
Hist-Sim,NATGAS,raw,1850,0.00402343753173303,37,1777,35,35,2,False,False,False,False
Hist-Sim,NATGAS,cor,1850,0.00402343753173303,34,1783,32,32,2,False,False,False,False
Hist-Sim,NIFTY,raw,1287,0.0030245018021237344,17,1252,17,17,0,False,True,False,True
Hist-Sim,NIFTY,cor,1287,0.0030245018021237344,7,1272,7,7,0,False,True,False,True
Hist-Sim,NIKKEI,raw,1851,0.005297441133603083,30,1794,26,26,4,False,False,False,False
Hist-Sim,NIKKEI,cor,1851,0.005297441133603083,14,1824,12,12,2,False,False,False,False
Hist-Sim,SP500,raw,1902,0.003282584740003286,33,1839,29,29,4,False,False,False,False
Hist-Sim,SP500,cor,1902,0.003282584740003286,26,1851,24,24,2,False,False,False,False
Hist-Sim,STOXX,raw,1577,0.0047453718086177855,23,1535,18,18,5,False,False,False,False
Hist-Sim,STOXX,cor,1577,0.0047453718086177855,17,1547,12,12,5,False,False,False,False
Hist-Sim,TLT,raw,1709,0.001177761413393718,25,1661,22,22,3,False,False,False,False
Hist-Sim,TLT,cor,1709,0.001177761413393718,20,1671,17,17,3,False,False,False,False
