symbol,n_test,pi_stored_0.01,viol_stored_0.01,kup_stored_0.01,qs_stored,pi_fixed_0.01,viol_fixed_0.01,kup_fixed_0.01,qs_fixed,pi_stored_0.025,viol_stored_0.025,kup_stored_0.025,pi_fixed_0.025,viol_fixed_0.025,kup_fixed_0.025,pi_stored_0.05,viol_stored_0.05,kup_stored_0.05,pi_fixed_0.05,viol_fixed_0.05,kup_fixed_0.05,pi_stored_0.1,viol_stored_0.1,kup_stored_0.1,pi_fixed_0.1,viol_fixed_0.1,kup_fixed_0.1
ASX200,1833,0.024549918166939442,45,1.2874338432824188e-07,4.290430037694027,0.024549918166939442,45,1.2874338432824188e-07,4.284458862005263,0.041462084015275506,76,3.622265887039131e-05,0.040370976541189305,74,0.00010618864581028743,0.06546644844517185,120,0.0036552123337983237,0.06492089470812876,119,0.004985466587829774,0.10911074740861974,200,0.19937960733990567,0.10911074740861974,200,0.19937960733990567
AUDUSD,1395,0.012903225806451613,18,0.2969126723644638,2.153934484376077,0.012903225806451613,18,0.2969126723644638,2.1530130186473753,0.030107526881720432,42,0.236232381993875,0.02795698924731183,39,0.48740371648492964,0.05161290322580645,72,0.7833026123695462,0.05017921146953405,70,0.9755131741820855,0.0939068100358423,131,0.4438960164170008,0.0931899641577061,130,0.3916336153594231
BOVESPA,1794,0.016722408026755852,30,0.009054989744574849,5.915399409195845,0.016722408026755852,30,0.009054989744574849,5.911033720402337,0.027313266443701228,49,0.53625149874445,0.027313266443701228,49,0.53625149874445,0.051839464882943144,93,0.7222611090644422,0.05128205128205128,92,0.8040128050367371,0.09420289855072464,169,0.40898681975039275,0.09364548494983277,168,0.36501421870828665
BTC,1107,0.012646793134598013,14,0.3952398236621798,8.525853375153478,0.011743450767841012,13,0.5704819790394857,8.524125011929886,0.03523035230352303,39,0.0398148703317524,0.03523035230352303,39,0.0398148703317524,0.052393857271906055,58,0.7167994543971091,0.052393857271906055,58,0.7167994543971091,0.0966576332429991,107,0.7094841552661297,0.0957542908762421,106,0.6355787617987274
CBU0,976,0.010245901639344262,10,0.9387038277234013,1.419203881860517,0.010245901639344262,10,0.9387038277234013,1.4193537634345483,0.02151639344262295,21,0.47531884445616923,0.02151639344262295,21,0.47531884445616923,0.036885245901639344,36,0.04907816701735729,0.035860655737704916,35,0.033157594760205696,0.07581967213114754,74,0.008813553326377042,0.07172131147540983,70,0.002027186328137716
DJCI,693,0.03318903318903319,23,1.3004391296897332e-06,3.9919285993391327,0.03318903318903319,23,1.3004391296897332e-06,3.982094019243391,0.044733044733044736,31,0.002696064426712633,0.044733044733044736,31,0.002696064426712633,0.08513708513708514,59,0.00010659112817511936,0.07647907647907648,53,0.0029058397422462713,0.12842712842712842,89,0.016367331447245812,0.12698412698412698,88,0.02244009766158564
ETH,762,0.026246719160104987,20,0.00017872302309322334,14.137271544230401,0.026246719160104987,20,0.00017872302309322334,14.11102127297237,0.045931758530183726,35,0.0008991230906114389,0.045931758530183726,35,0.0008991230906114389,0.07742782152230972,59,0.001251016524897433,0.07611548556430446,58,0.002056213306785159,0.12992125984251968,99,0.008175101516114324,0.12992125984251968,99,0.008175101516114324
EURUSD,1582,0.01643489254108723,26,0.018575597065794425,1.6014734989246626,0.01643489254108723,26,0.018575597065794425,1.6000315979598916,0.03286978508217446,52,0.055624124438427174,0.032237673830594185,51,0.07735002155759212,0.061946902654867256,98,0.03525905825371676,0.06131479140328698,97,0.04577980959878423,0.10619469026548672,168,0.41566920544095776,0.10556257901390645,167,0.4644384656848032
FCHI,1856,0.02209051724137931,41,6.331203306417871e-06,5.090252528808894,0.021551724137931036,40,1.4510567159414133e-05,5.084163851253562,0.03879310344827586,72,0.000421886887369065,0.03879310344827586,72,0.000421886887369065,0.06519396551724138,121,0.004037950126957869,0.06519396551724138,121,0.004037950126957869,0.10452586206896551,194,0.5185000979283996,0.10344827586206896,192,0.6222281611523715
FTSE100,1833,0.020731042007637753,38,5.4592480076371494e-05,4.472713146152965,0.020731042007637753,38,5.4592480076371494e-05,4.467530108991322,0.033278777959629025,61,0.0305763042228396,0.033278777959629025,61,0.0305763042228396,0.05619203491543917,103,0.23257322093318694,0.05619203491543917,103,0.23257322093318694,0.10092744135297327,185,0.8948453026833307,0.09983633387888707,183,0.9813609107737079
GBPUSD,1585,0.016403785488958992,26,0.0189947049437552,1.9718107381086643,0.015772870662460567,25,0.033135285717509885,1.9702641961702128,0.03406940063091483,54,0.028250682942999858,0.03406940063091483,54,0.028250682942999858,0.05993690851735016,95,0.07797931888825131,0.05993690851735016,95,0.07797931888825131,0.09968454258675079,158,0.9665920046984001,0.09842271293375394,156,0.8338165139276189
GDAXI,1843,0.026587086272381984,49,2.96997635006488e-09,5.08044800266204,0.026587086272381984,49,2.96997635006488e-09,5.07101175285989,0.040694519804666304,75,7.419418952430643e-05,0.040151926207270754,74,0.00012552389679084452,0.06456863809007053,119,0.005928659240154423,0.06456863809007053,119,0.005928659240154423,0.11394465545306566,210,0.05039733526615167,0.112316874660879,207,0.0832741623173015
GOLD,1770,0.023728813559322035,42,8.144505692410313e-07,4.773166636437541,0.023728813559322035,42,8.144505692410313e-07,4.766796801164665,0.03954802259887006,70,0.0002959705509025341,0.03954802259887006,70,0.0002959705509025341,0.06779661016949153,120,0.00108815110469173,0.06779661016949153,120,0.00108815110469173,0.11073446327683616,196,0.13821018905276247,0.1096045197740113,194,0.18400990856489513
HSI,1784,0.015134529147982063,27,0.042760343861221364,5.2663696319715845,0.015134529147982063,27,0.042760343861221364,5.263369842058796,0.027466367713004484,49,0.5111996578814004,0.027466367713004484,49,0.5111996578814004,0.052690582959641255,94,0.6050873044054164,0.052690582959641255,94,0.6050873044054164,0.10426008968609865,186,0.5511305558493044,0.10426008968609865,186,0.5511305558493044
IBGL,1226,0.00897226753670473,11,0.7128153915589828,2.416992947146117,0.008156606851549755,10,0.5027775030160784,2.418182610668319,0.020391517128874388,25,0.2859014428037736,0.01957585644371941,24,0.20630854706012058,0.0432300163132137,53,0.2659944097858752,0.0432300163132137,53,0.2659944097858752,0.08238172920065252,101,0.034470941455200646,0.08238172920065252,101,0.034470941455200646
