date,scale,p_special,VaR_0.01_keep,VaR_0.025_keep,VaR_0.05_keep,VaR_0.1_keep,VaR_0.01_renorm,VaR_0.025_renorm,VaR_0.05_renorm,VaR_0.1_renorm
2013-09-24,0.007002291269600391,3.1255068821775344e-05,-0.01930250374897091,-0.015503607009831777,-0.012423419832890081,-0.0090865506694493,-0.01930250374897091,-0.015503607009831777,-0.012423419832890081,-0.0090865506694493
2013-09-25,0.006954502779990435,3.0090271917301723e-05,-0.01855893757723892,-0.014989911311394821,-0.012083703593348205,-0.00892256566461025,-0.01855893757723892,-0.014989911311394821,-0.012134689635486473,-0.00892256566461025
2013-09-26,0.006946302484720945,2.938155291628353e-05,-0.01762038582544645,-0.01436112345854701,-0.011611121146999526,-0.008657415144536773,-0.01762038582544645,-0.01436112345854701,-0.011611121146999526,-0.008657415144536773
2013-09-27,0.006935366429388523,3.130955135298019e-05,-0.016474038383880174,-0.013169060731054727,-0.010474233689107937,-0.007677715154268072,-0.016474038383880174,-0.013169060731054727,-0.010474233689107937,-0.007677715154268072
2013-09-30,0.006917187944054604,2.8409816086824537e-05,-0.017090119967253514,-0.01374309343631186,-0.011106042355053747,-0.008316853854133388,-0.017090119967253514,-0.01374309343631186,-0.011106042355053747,-0.008316853854133388
2013-10-01,0.006895715370774269,2.7741364958165272e-05,-0.017441508626188096,-0.0141554271002029,-0.01162767296548095,-0.008847141937626812,-0.017441508626188096,-0.0141554271002029,-0.01162767296548095,-0.008847141937626812
2013-10-02,0.006900161504745483,3.325538963962078e-05,-0.017655104930440757,-0.014215141707282442,-0.01138223105955305,-0.008397557473607264,-0.017655104930440757,-0.014215141707282442,-0.01138223105955305,-0.008397557473607264
2013-10-03,0.006882224231958389,2.9479022418143795e-05,-0.0171046482973658,-0.013724083550904709,-0.011049905602579901,-0.00827481537172492,-0.0171046482973658,-0.013724083550904709,-0.011049905602579901,-0.00827481537172492
2013-10-04,0.006896594539284706,2.6400421546093206e-05,-0.019112263319472245,-0.01567407834889467,-0.012943755134989798,-0.009859501453817643,-0.019112263319472245,-0.01567407834889467,-0.012943755134989798,-0.009859501453817643
2013-10-07,0.006852057762444019,3.270964752828027e-05,-0.01843625551134509,-0.014970038646382244,-0.012156876517207982,-0.009092540306482433,-0.01843625551134509,-0.014970038646382244,-0.012156876517207982,-0.009092540306482433
2013-10-08,0.006805457174777985,3.2759856998579844e-05,-0.020007246189923222,-0.01641492293536828,-0.013471213015854744,-0.01027803642901759,-0.020007246189923222,-0.01641492293536828,-0.013471213015854744,-0.01027803642901759
2013-10-09,0.0068178498186171055,3.40394504015233e-05,-0.020843426126449183,-0.01734452967777189,-0.01449542930559311,-0.011246452986855726,-0.020843426126449183,-0.01734452967777189,-0.01449542930559311,-0.011246452986855726
2013-10-10,0.006773915141820908,3.527857284986867e-05,-0.020113164659603555,-0.01658715324478699,-0.013756411049500983,-0.010478710070231045,-0.020113164659603555,-0.01658715324478699,-0.013756411049500983,-0.010478710070231045
