model,symbol,pi_hat,kupiec_p,kupiec_rej,qs,width,traffic_light,gamma
Chronos-Small,SP500,0.01425438596491228,0.08607270366772923,False,5.879287083146593,0.04173108179678878,Green,0.001
Chronos-Small,STOXX,0.012016021361815754,0.44719083176527896,False,4.0434503186412565,0.0300917857281215,Green,0.001
Chronos-Small,GDAXI,0.012479652740097666,0.3029597681205556,False,5.398968548559378,0.03802457698006475,Green,0.001
Chronos-Small,FTSE100,0.010911074740861976,0.6992379726087683,False,4.75423386539741,0.031730630802994424,Green,0.001
Chronos-Small,ICLN,0.010126582278481013,0.9651411414098513,False,5.536152405765443,0.043515293898353916,Green,0.001
Chronos-Small,NIKKEI,0.012979683972911963,0.22809199530322133,False,5.583871809841584,0.039169745146024865,Green,0.001
Chronos-Small,HSI,0.011771300448430493,0.4645172052755361,False,5.924979251499022,0.04143925410407303,Green,0.001
Chronos-Small,BOVESPA,0.012263099219620958,0.3521456148267904,False,6.660680288181675,0.04752590335092395,Green,0.001
Chronos-Small,NIFTY,0.012417218543046357,0.41581755547378607,False,3.256680470913952,0.022391887561751065,Green,0.001
Chronos-Small,ASX200,0.012002182214948172,0.40359923697929645,False,4.289890792667191,0.030309707904699196,Green,0.001
Chronos-Small,CBU0,0.010245901639344262,0.938703827723006,False,1.4818917357575274,0.012332917297271135,Green,0.001
Chronos-Small,TLT,0.010423053341508276,0.8645888499674934,False,3.553036082584208,0.02637820015301546,Green,0.001
Chronos-Small,IBGL,0.012234910277324634,0.44731818608566865,False,2.3251526309781583,0.01969187846627335,Green,0.005
Chronos-Small,DJCI,0.015873015873015872,0.1523089390947161,False,4.0968631055794935,0.028108531849479205,Green,0.001
Chronos-Small,GOLD,0.014124293785310734,0.10059953092198659,False,4.585068798997397,0.03105389381250591,Green,0.001
Chronos-Small,WTI,0.011286681715575621,0.5937683130143729,False,14.800796512292964,0.09130179444022905,Green,0.001
Chronos-Small,NATGAS,0.011857707509881422,0.44526263966764146,False,16.678518823231443,0.12034215753589873,Green,0.001
Chronos-Small,BTC,0.013550135501355014,0.2600570085382622,False,8.830739989351859,0.06317683059615214,Green,0.001
Chronos-Small,ETH,0.01706036745406824,0.07514229653849303,False,13.986759650904185,0.10349894652000516,Yellow,0.001
Chronos-Small,EURUSD,0.011378002528445006,0.5898872140862619,False,1.632543677082542,0.011858015472467271,Green,0.001
Chronos-Small,GBPUSD,0.011356466876971609,0.5952442973867016,False,1.9647079558780003,0.013736473592555573,Green,0.001
Chronos-Small,USDJPY,0.013241525423728813,0.17746885569963744,False,2.375786225941421,0.01804605272866133,Green,0.001
Chronos-Small,AUDUSD,0.01003584229390681,0.9892715799151623,False,2.256112815908485,0.015619664537769229,Green,0.001
Chronos-Mini,SP500,0.013706140350877192,0.13204636054365415,False,4.883246846673907,0.036370262896882256,Green,0.001
Chronos-Mini,STOXX,0.010680907877169559,0.7933427550123541,False,4.10472637762083,0.029110474584697968,Green,0.001
Chronos-Mini,GDAXI,0.011937059142702116,0.417356215361922,False,5.273101492607768,0.036492821365126674,Green,0.001
Chronos-Mini,FTSE100,0.011456628477905073,0.5401659942376766,False,4.902306229331116,0.03347231369762061,Green,0.001
Chronos-Mini,ICLN,0.010970464135021098,0.7409580122678089,False,5.5949723068490425,0.04362898223696734,Green,0.001
Chronos-Mini,NIKKEI,0.012415349887133182,0.32473380983980304,False,5.494689181384275,0.03839107291564892,Green,0.001
Chronos-Mini,HSI,0.011210762331838564,0.6141271416648839,False,5.652254972823051,0.03938808880409475,Green,0.001
Chronos-Mini,BOVESPA,0.011148272017837236,0.631251885167142,False,6.343226525449652,0.044161901948651584,Green,0.001
Chronos-Mini,NIFTY,0.011589403973509934,0.5881415432867518,False,3.3121793276055578,0.0233087010725614,Green,0.005
Chronos-Mini,ASX200,0.01309328968903437,0.20386830864997318,False,4.475814066370913,0.033460751017913085,Green,0.001
Chronos-Mini,CBU0,0.010245901639344262,0.938703827723006,False,1.4977060216427536,0.012471847491556299,Green,0.001
Chronos-Mini,TLT,0.010423053341508276,0.8645888499674934,False,3.922387880611542,0.029176721932320907,Green,0.001
Chronos-Mini,IBGL,0.012234910277324634,0.44731818608566865,False,2.451130494533387,0.02089037467848639,Green,0.001
Chronos-Mini,DJCI,0.015873015873015872,0.1523089390947161,False,4.074685683887612,0.0279976157369804,Green,0.001
Chronos-Mini,GOLD,0.013559322033898305,0.1533952407231467,False,4.557245781044328,0.030634600821466268,Green,0.001
Chronos-Mini,WTI,0.010158013544018058,0.9468380769283902,False,14.752150884589044,0.08975869883021258,Green,0.001
Chronos-Mini,NATGAS,0.01129305477131564,0.5920815997022498,False,16.627220794647112,0.113339727221951,Green,0.001
Chronos-Mini,BTC,0.013550135501355014,0.2600570085382622,False,8.99076025027032,0.06320864580692472,Green,0.001
Chronos-Mini,ETH,0.01706036745406824,0.07514229653849303,False,14.024750396701322,0.1009354352424834,Yellow,0.001
Chronos-Mini,EURUSD,0.011378002528445006,0.5898872140862619,False,1.630568499359104,0.011823780627363082,Green,0.001
Chronos-Mini,GBPUSD,0.012618296529968454,0.3140666870110007,False,1.9551440989511266,0.013836824250638573,Green,0.001
Chronos-Mini,USDJPY,0.013241525423728813,0.17746885569963744,False,2.3625485670647093,0.018000098829591707,Green,0.001
Chronos-Mini,AUDUSD,0.010752688172043012,0.7801371761149006,False,2.233877972658618,0.01582899855321396,Green,0.001
TimesFM-2.5,SP500,0.01644736842105263,0.011337864099790318,True,7.222761672100402,0.053369988181250994,Yellow,0.001
TimesFM-2.5,STOXX,0.011348464619492658,0.6076146473569867,False,5.172557239415519,0.039309436396004656,Green,0.001
TimesFM-2.5,GDAXI,0.012479652740097666,0.3029597681205556,False,6.701289916808597,0.04718265037410755,Green,0.001
TimesFM-2.5,FTSE100,0.010911074740861976,0.6992379726087683,False,5.7033119808476,0.03948879319589105,Green,0.001
TimesFM-2.5,ICLN,0.010126582278481013,0.9651411414098513,False,6.110788856802305,0.04822025163085943,Green,0.005
TimesFM-2.5,NIKKEI,0.011286681715575621,0.5937683130143729,False,6.420879627757856,0.042206995610494756,Green,0.001
TimesFM-2.5,HSI,0.011210762331838564,0.6141271416648839,False,6.426005950045743,0.04387592757704583,Green,0.001
TimesFM-2.5,BOVESPA,0.011148272017837236,0.631251885167142,False,8.049035095021996,0.05475056187523499,Green,0.001
TimesFM-2.5,NIFTY,0.012417218543046357,0.41581755547378607,False,3.6773501575807255,0.026433668932325054,Green,0.005
TimesFM-2.5,ASX200,0.012547735951991271,0.29165508728059797,False,5.268889365847915,0.03697479548029533,Green,0.001
TimesFM-2.5,CBU0,0.012295081967213115,0.48664354644020347,False,1.6816192697801178,0.014035014226061132,Green,0.001
TimesFM-2.5,TLT,0.011649294911097487,0.5141631712685395,False,4.918303205760106,0.03438321380997424,Green,0.001
TimesFM-2.5,IBGL,0.011419249592169658,0.625272163187699,False,2.4371814528656026,0.02071330201404931,Green,0.005
TimesFM-2.5,DJCI,0.020202020202020204,0.017729933850181512,True,4.837404435768844,0.03184683237825595,Yellow,0.001
TimesFM-2.5,GOLD,0.014689265536723164,0.06382723343489938,False,4.7898916954545685,0.03186212025495061,Green,0.001
TimesFM-2.5,WTI,0.010158013544018058,0.9468380769283902,False,17.142323972836074,0.10772367255697406,Green,0.001
TimesFM-2.5,NATGAS,0.012987012987012988,0.22712813646854635,False,18.644873348742877,0.13235835373845414,Green,0.001
TimesFM-2.5,BTC,0.011743450767841012,0.570481979039452,False,9.66985240108542,0.06881067120171061,Green,0.001
TimesFM-2.5,ETH,0.01837270341207349,0.03753485938033174,True,14.893820269587705,0.09986010432015324,Yellow,0.001
TimesFM-2.5,EURUSD,0.01327433628318584,0.21261282507459767,False,1.8536777677738017,0.014118772574181109,Green,0.001
TimesFM-2.5,GBPUSD,0.011987381703470032,0.44065814911940526,False,2.840565271710161,0.019872904710255313,Green,0.001
TimesFM-2.5,USDJPY,0.014300847457627119,0.07767230805300085,False,2.6390153178156086,0.019398530644951957,Green,0.001
TimesFM-2.5,AUDUSD,0.012186379928315413,0.42746860716224266,False,2.450961058871282,0.01750766669045966,Green,0.001
Moirai-2.0,SP500,0.015350877192982455,0.033232742379692204,True,7.4259805673038635,0.0506729308185771,Green,0.001
Moirai-2.0,STOXX,0.010680907877169559,0.7933427550123541,False,5.273283988142283,0.03810965027082661,Green,0.001
Moirai-2.0,GDAXI,0.013564839934888768,0.14458324912751985,False,7.02625085350663,0.05154643605812775,Green,0.001
Moirai-2.0,FTSE100,0.011456628477905073,0.5401659942376766,False,5.958546915465963,0.04024866524322033,Green,0.001
Moirai-2.0,ICLN,0.008438818565400843,0.5788728872785773,False,5.670938583436002,0.04716092958089731,Green,0.001
Moirai-2.0,NIKKEI,0.012415349887133182,0.32473380983980304,False,6.714083463565637,0.0445412662199327,Green,0.001
Moirai-2.0,HSI,0.011771300448430493,0.4645172052755361,False,7.190554653636704,0.04920583771524847,Green,0.001
Moirai-2.0,BOVESPA,0.011705685618729096,0.47957150758405787,False,8.007605543503056,0.05494642552371423,Green,0.001
Moirai-2.0,NIFTY,0.011589403973509934,0.5881415432867518,False,3.447469159858829,0.02346634101887665,Green,0.005
