model,asset,cell,top_k,top_p,temperature,date,realised,pred_mean,pred_std,n_distinct,VaR_0.01,VaR_0.025,VaR_0.05,VaR_0.1,realised_sd
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2003-11-13,-0.0001133665703496,-0.0018716343393170973,0.0013000379914017827,50,-0.0041122883558273315,-0.004034698009490967,-0.003957107197493315,-0.0036467460449784994,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2003-12-29,0.0123245875940467,-4.148140178961526e-05,0.0014990099959288623,50,-0.0025925871450453997,-0.002363829407840967,-0.0022875769063830376,-0.0021350719034671783,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-02-12,-0.0048920811078103,-0.0015110136384537327,0.0011981675746047995,50,-0.0035533690825104713,-0.003326558507978916,-0.0032509551383554935,-0.003024144098162651,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-03-26,-0.0010191750233869,-0.0022155428070863544,0.001203912713848338,50,-0.004090461414307356,-0.004016089718788862,-0.003941717557609081,-0.003792973468080163,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-05-11,0.0076332000399202,-0.0016678606534142526,0.0012689234645856787,50,-0.0036167982034385204,-0.0036167982034385204,-0.00346917356364429,-0.003321549156680703,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-06-24,-0.0029850935899674,-0.001131938384984608,0.0011653038044813178,50,-0.0031322110444307327,-0.003061024472117424,-0.0029898376669734716,-0.0026339045725762844,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-08-09,0.0011741555972061,-0.0011554726728546076,0.001493819197201429,50,-0.0033644933719187975,-0.003232552669942379,-0.003100611502304673,-0.0029686708003282547,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-09-21,0.0063070141613393,0.00021256912309599164,0.0010051178094888631,50,-0.001986064715310931,-0.0013842270709574223,-0.0013240432599559426,-0.0010893265134654935,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-11-03,0.0111181679058901,0.0006067232273664159,0.0010331596458695155,50,-0.0016292245127260685,-0.00103184231556952,-0.0009775346843525767,-0.0008146123145706952,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2004-12-16,-0.0020839216956993,-0.00025713606930118424,0.0010103756017609117,50,-0.0022153579629957676,-0.0021638376638293266,-0.0020607979968190193,-0.0015971183311194181,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-02-01,0.0068672671586302,0.00025242583705171806,0.0009800117126689636,50,-0.001526868436485529,-0.0014776147436350584,-0.001428360934369266,-0.00113283796235919,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-03-16,-0.0081147002261485,0.0009140133804107715,0.0007916603886086592,50,-0.0004174001223873347,-0.00032464455580338836,-0.0002782667870633304,-0.0001391334371874109,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-04-29,0.011851956462206,0.0010185936892965195,0.0008599628691736916,50,-0.0007946037221699953,-0.00048559121205471456,-0.00044144655112177134,-0.00022072331921663135,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-06-14,0.0025700096198286,1.768352209697942e-05,0.000749042076974648,50,-0.0014487708685919642,-0.0012783273123204708,-0.001022661803290248,-0.0008948291069827974,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-07-27,0.0045625028725135,0.0009787512314075684,0.0009548408544180048,50,-0.0007382777985185385,-0.000533200625795871,-0.0004921852378174663,-0.0004101543454453349,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-09-09,0.0079331927913957,-0.0002420923383287066,0.000895238893911512,50,-0.0020960376132279634,-0.002055729040876031,-0.0017735703149810433,-0.0016123366076499224,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-10-21,0.0015185585117699,-0.0005293242045809165,0.0007448603121607533,50,-0.0017304602079093456,-0.0016911316197365522,-0.001651802915148437,-0.0014944883296266198,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2005-12-06,0.0012748372766701,0.0005194742947634243,0.0009141528754204033,50,-0.0019641343969851732,-0.001139198080636561,-0.0007856538286432624,-0.0006678057834506035,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-01-20,-0.0184963224099925,0.0017444146712659858,0.0008066870726443736,50,-0.00027125701308250427,-0.00019375502597540617,0.0003487589710857719,0.000775019871070981,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-03-07,-0.0018636453428632,0.000426719713579849,0.0009386448367691557,50,-0.0011152552906423807,-0.0011152552906423807,-0.0009633497887989505,-0.0008460556855425239,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-04-19,0.0020250765018054,0.0005916111332153378,0.0009164094792707281,50,-0.0010849073296412826,-0.0010849073296412826,-0.0006733906920999289,-0.0005611589876934886,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-06-02,0.0019503332475381,0.00119835459953174,0.0008837017391670067,50,-0.00033493348746560514,-0.00026050384622067213,-0.0002232890110462904,-7.442972128046677e-05,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-07-17,-0.0013841973303625,0.0015408380895387053,0.0008266328159204661,50,-0.00026728128432296216,-7.636613736394793e-05,-3.8183105061762035e-05,0.0005078343878267348,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-08-29,0.0019186056427523,0.00034381613607104884,0.0009818431100948712,50,-0.001665885909460485,-0.0016280249692499638,-0.0014008586294949055,-0.0012494144029915333,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-10-11,-0.0025672362166977,3.682222786734461e-05,0.0007765487705348185,50,-0.0012311385944485664,-0.0011192169040441513,-0.0010819097515195608,-0.0008991042501293121,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2006-11-24,-0.0036622353406025,0.0006421813181696053,0.0007175672529991374,50,-0.0006164360675029457,-0.0006164360675029457,-0.0004351313691586256,-0.0003626094840001315,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-01-11,0.0063198616292233,0.00015181268839991468,0.000736727906032546,50,-0.0013269712217152119,-0.0013269712217152119,-0.0011835148325189948,-0.0010400585597380996,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-02-26,-0.0012548932397342,0.001150487235178856,0.0007358917866891024,50,-0.0002470371837262064,-0.00017645515617914498,-0.00010587312135612592,6.724654166845312e-11,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-04-11,-0.0065945249124668,0.0008433739052488817,0.0006845245034340424,50,-0.00039608546649105847,-0.00036007771268486977,-0.0002520544221624732,-0.00018003888544626534,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-05-23,-0.0012079608910859,0.0006107621422842296,0.0007786399405372828,50,-0.0012506362982094288,-0.0011464166454970837,-0.0003821389109361917,-0.00024317934003192931,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-07-09,0.000920901885555,0.00021283649688484728,0.0009889900899780362,50,-0.0015266003319993615,-0.0015266003319993615,-0.0014200933510437608,-0.0013135862536728382,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-08-20,-0.0002696828152993,0.00012025971386174206,0.001025354488552258,50,-0.0015213119331747293,-0.0014832791639491916,-0.001445246278308332,-0.0013691807398572564,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-10-03,-0.0045622485372649,0.0008463851483128962,0.0008452761234571703,50,-0.00043410444050095975,-0.0003946404031012207,-0.0003571495675714685,-0.0002762483200058341,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-11-14,-0.0070944777433505,-0.00010295864393992815,0.0010746489331206564,50,-0.0016586657147854567,-0.0016182104591280222,-0.0015777553198859096,-0.0014563894364982843,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2007-12-31,-0.0068751683110741,0.0006465019043691662,0.0009231848747335303,50,-0.00142916408367455,-0.001342548057436943,-0.0012559321476146579,-0.00043308010208420455,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-02-13,0.0135123580384071,-0.00030968110034882557,0.0011299782446301174,50,-0.002055198885500431,-0.0020084897987544537,-0.0018683626549318433,-0.0017749444814398885,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-03-31,0.005671135392827,0.0030546458595222914,0.00398633108734993,50,-0.002356206066906452,-0.0021556781139224768,-0.0020128016709350044,-0.0018548857187852263,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-05-12,0.010960492292485,0.0005312310660607954,0.001605114968888132,50,-0.0022270584013313055,-0.0020716821309179068,-0.0020198901183903217,-0.0019163059769198298,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-06-25,0.0058264005356176,-0.00015972828396211146,0.0014873017923335077,50,-0.002460579853504896,-0.002303521614521742,-0.0022511689458042383,-0.0019894049037247896,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-08-08,0.0236118675696423,0.000936559215359583,0.0020236660377900614,50,-0.0025553395971655846,-0.0023922331165522337,-0.0023378641344606876,-0.0021747571881860495,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-09-22,-0.0389868045010176,-3.1257074896080876e-05,0.0015403747628349009,50,-0.003090053563937545,-0.0026146606542170048,-0.0025552366860210896,-0.0023769643157720566,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-11-04,0.04001447845739,-0.003333308629138628,0.002353119516705311,50,-0.0076113054528832436,-0.0076113054528832436,-0.007537409663200378,-0.0067984480410814285,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2008-12-17,-0.0096391700156119,-0.0016804146185829393,0.002495647355813792,50,-0.004581907764077187,-0.004493793938308954,-0.004405680112540722,-0.004229453392326832,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-02-03,0.0157099384429461,-0.00045518153434386476,0.002613975694301103,50,-0.007988938130438328,-0.004041463136672974,-0.0037595005705952644,-0.0031955756712704897,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-03-18,0.0206433917769149,-0.0006998818635038333,0.0027403087084066093,50,-0.004718078766018152,-0.004517309833317995,-0.0044169253669679165,-0.004115771036595106,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-05-01,0.0053818803258078,1.137972815123152e-05,0.0018958191092620133,50,-0.0046795085072517395,-0.0035096313804388046,-0.003296926384791732,-0.0026588118635118008,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-06-15,-0.0240555912535969,-0.0008814158829949549,0.0016532946107310907,50,-0.003623159369453788,-0.0035133666824549437,-0.0034035739954560995,-0.003183988621458411,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-07-29,-0.0045734060269341,-0.000313565651471762,0.0018031542284084197,50,-0.0034531205892562866,-0.0033417297527194023,-0.003230338916182518,-0.0025619929656386375,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-09-10,0.0103682927766581,-0.0013218700126180476,0.0017498190529027459,50,-0.0047335452400147915,-0.004183132667094469,-0.0040730503387749195,-0.003742803120985627,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-10-23,-0.0122533153528997,0.0012217723424803495,0.002386859256718231,50,-0.004308238625526428,-0.004308238625526428,-0.004087303299456835,-0.0013256120728328824,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2009-12-07,-0.002471432926803,0.0003178040956481091,0.0022857233726308107,50,-0.004726937506347895,-0.0037375784013420343,-0.003407791955396533,-0.003187934635207057,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-01-22,-0.0223897796301089,0.0015505491082293949,0.0022242651801127862,50,-0.0024853739887475967,-0.0023773140273988247,-0.002053135074675083,-0.001728955889120698,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-03-09,0.0017112720239721,0.0007437524104210694,0.0016050826025152869,50,-0.0019160646479576826,-0.0018096166895702481,-0.0017031686147674918,-0.0013838245067745447,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-04-21,-0.0010195164357019,0.0023579231163603255,0.0016968793199824237,50,-0.0007218343671411276,-0.0005155960097908974,-0.00030935771064832807,0.00010311936785001308,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-06-04,-0.0350174420898311,-0.0009601606706840725,0.001918180931695871,50,-0.004564611241221428,-0.0044584572315216064,-0.004246150143444538,-0.0035030737053602934,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-07-19,0.0059640695879085,0.0014824534544060342,0.0026292370324250683,50,-0.005040169693529606,-0.004611219745129347,-0.004503981675952673,-0.0017158027039840817,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-08-31,0.0003907180884926,-0.00050609295127491,0.002026450959085034,50,-0.0045441631227731705,-0.00443848455324769,-0.004227128345519304,-0.0034873809199780226,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-10-13,0.0070957855615592,0.00011912833356658184,0.0016860971881570187,50,-0.0029906698036938906,-0.002492225030437112,-0.002292847028002143,-0.001993779791519046,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2010-11-26,-0.0074965914242338,0.002132227453905597,0.0016037538680725011,50,-0.0025747392792254686,-0.0006865973118692636,-0.0006007726187817752,-8.582480222685263e-05,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-01-10,-0.0013772751808198,0.00015863089944287816,0.0011390976888973777,50,-0.0018583751516416669,-0.0017840401269495487,-0.0017097052186727524,-0.0013380300952121615,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-02-24,-0.0009948719612429,0.0020475916044074703,0.0014286187568386928,50,-0.0004808327939826995,-0.0003434520331211388,-0.0002060712722595781,1.3088854999843136e-10,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-04-07,-0.0015211626992252,0.0021889435497214438,0.0010202252023469446,50,6.232411396922544e-05,0.00012464811152312905,0.0005609160871244967,0.0006855640676803887,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-05-23,-0.0119972648409886,0.0012454244739953215,0.0009588740266897841,50,-0.00040137997712008655,-0.00028670000028796494,-0.00017202005255967379,1.0926053117810142e-10,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-07-06,0.0010010578196052,0.0018232680365363194,0.0011388772860232974,50,-0.0003917998110409826,-0.00011194287799298763,-5.597149356617592e-05,0.00016791427333373576,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-08-18,-0.0456185989323634,0.001135082433342177,0.0017776447326647994,50,-0.001937802298925817,-0.0018203597282990813,-0.0017616385594010353,-0.0015854747034609318,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-10-03,-0.0288636029037849,-0.00035404849943734005,0.0015172571218783168,50,-0.002680296776816249,-0.002617964055389166,-0.002493299311026931,-0.0023063018452376127,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-11-14,-0.0095960366875547,-0.0004925220989301638,0.001521352964093535,50,-0.002858213149011135,-0.0027932538650929928,-0.002728294348344207,-0.002533416263759136,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2011-12-29,0.0106501724632806,-0.0004793761871214269,0.001119947471292365,50,-0.00240657408721745,-0.0023397249169647694,-0.002272875513881445,-0.0020054783672094345,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-02-13,0.0067770233264973,0.0005286314663560763,0.0009782971313976796,50,-0.0011138740228489041,-0.0010483519872650504,-0.0009828299516811967,-0.0007862640195526183,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-03-28,-0.004953758683289,0.0007512756114070028,0.0010686614440342662,50,-0.0009732390171848238,-0.0009083564509637654,-0.0008434738265350461,-0.0007137086358852684,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-05-10,0.0025142474063852,-0.001216867955704245,0.0010503247011149372,50,-0.0030735591426491737,-0.0028773746453225613,-0.002811979968100786,-0.0025504003278911114,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-06-25,-0.016083502390603,0.00011995376979029971,0.0013844084937951417,50,-0.002297251485288143,-0.0021156444912776348,-0.0020488998852670193,-0.001800548518076539,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-08-07,0.0050937627425929,0.00044571319144220045,0.0012229728637149753,50,-0.0026920221280306578,-0.0026308398228138685,-0.00110128172673285,-0.0009177348692901433,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-09-20,-0.0005408799928213,0.000667756195198762,0.000931298722521322,50,-0.0010032572317868471,-0.0007730982732027765,-0.0007081815856508911,-0.000590151350479573,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-11-05,0.0021614713450575,0.0006925800078577966,0.0012045429701233565,50,-0.0013478880282491446,-0.0012892840895801783,-0.0010548688005656004,-0.0007618498057126999,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2012-12-19,-0.0076181455628212,0.000723155693947104,0.0010907267581230335,50,-0.0010519478237256408,-0.0009935064008459449,-0.0009350648033432662,-0.000584415509365499,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-02-04,-0.0116058327096515,0.0009727518266630924,0.001045665486353369,50,-0.0010063154622912407,-0.0010063154622912407,-0.0005919503164477646,-0.0004143652622587979,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-03-20,0.0066751638158179,0.00016116568102304683,0.0009045044326199673,50,-0.001702041132375598,-0.001702041132375598,-0.0012912035454064608,-0.000997748225927353,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-05-03,0.0104795639481703,0.0006335633487250065,0.0012227034282763828,50,-0.0021826669108122587,-0.0021826669108122587,-0.0010411912458948768,-0.0006489010411314666,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-06-17,0.0075388755627146,0.0005097960432203107,0.001157109409579886,50,-0.002536885906010866,-0.002182901604101062,-0.0011179996770806578,-0.0007079681963659823,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-07-31,-0.0001364185159984,0.0001706869999531627,0.0009193171167813721,50,-0.0018015991663560271,-0.001685367082245648,-0.0011623220052570105,-0.0009879737626761198,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-09-12,-0.0033861418278017,0.0008441484099671756,0.0009155268267788686,50,-0.00089150300482288,-0.000584721118502784,-0.0005270356079563497,-0.0004195308720227331,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-10-25,0.0043852143927746,-8.687657313089463e-05,0.0009580628089467064,50,-0.0020650597289204597,-0.0020170349162071943,-0.0019209857564419508,-0.00172888720408082,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2013-12-09,0.0018154512479509,0.0001496738315286894,0.0009496309768973127,50,-0.0018354160711169243,-0.0017480154056102037,-0.0017043150728568435,-0.0016169141745194793,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-01-24,-0.0210964214273408,0.0007015591110918008,0.000832525088769009,50,-0.0007430021069012582,-0.0007017242605797946,-0.0004953347961418331,-0.00041277898708358407,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-03-10,-0.0004633536412194,0.0006126520178317553,0.0008261430703088501,50,-0.0007193731726147234,-0.0006347410380840302,-0.0005501089035533369,-0.000465476798126474,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-04-23,-0.002215766862522,0.0007481398835589061,0.0009205674462211071,50,-0.000728638144209981,-0.0005571938818320632,-0.0005143328453414142,-0.0004286106850486249,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-06-05,0.0065040821196629,9.996858846321852e-05,0.0007069636721445348,50,-0.0012397923273965716,-0.0011984659358859062,-0.0011984659358859062,-0.0009091810206882656,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-07-21,-0.0023229464239046,0.0009136066927749198,0.0007317652995707262,50,-0.0003918704460375011,-0.0003918704460375011,-0.0002351223083678633,-0.00011756119783967733,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-09-02,-0.0005442142177026,0.00045644984225243944,0.0006403967510134523,50,-0.0006535541033372283,-0.0006535541033372283,-0.0004613323253579438,-0.00038444361416622996,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-10-15,-0.0081333007260773,0.0022822961742276675,0.0013771677543729778,50,-0.0002755921450443566,3.937037035939284e-05,0.0001574812486069277,0.0002755921450443566,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2014-11-26,0.0028020524716035,-0.00013866023118227306,0.0006912460882207062,50,-0.0017147414619103074,-0.0016757701523602009,-0.0012860560091212392,-0.0011301705380901694,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-01-13,-0.0025818854358163,0.0023802982537630426,0.0013370582490362158,50,-7.963801181176677e-05,-3.981904228567146e-05,3.981904228567146e-05,0.0001990949094761163,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-02-27,-0.0029606830486323,0.00018225038457503538,0.0007491519056142241,50,-0.001014757202938199,-0.0009335766662843525,-0.0008929863106459379,-0.0007712154765613377,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-04-13,-0.0045918068209611,0.0011517733025501432,0.0009505385279470526,50,-0.00036996183916926384,-0.000328855006955564,-0.000246641255216673,-0.0001233206712640822,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-05-27,0.00912091892911,0.0010360750561427229,0.001128618485776911,50,-0.001614515669643879,-0.0014934269711375237,-0.0004036289465148002,-0.00012108874216210097,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-07-09,0.0022596476448199,0.0010493800987072725,0.0010215586528149112,50,-0.0015693425666540861,-0.00043156923493370414,-0.000392335670767352,-0.000274635007372126,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-08-21,-0.0323692425218781,0.00045229073480002757,0.0012228603013901013,50,-0.0016785552725195885,-0.00163858977612108,-0.0015986241633072495,-0.0014787273248657584,0.009905129064283468
Chronos-Small,SP500,top_k=50 (default),50,1.0,1.0,2015-10-05,0.0181245935185021,6.547116932639797e-05,0.0008323602135283236,50,-0.001346785924397409,-0.0013033412396907806,-0.0012598965549841523,-0.0009557835874147713,0.009905129064283468
