date,realised,an_std,an_0.01,an_0.025,an_0.05,an_0.1,k4094_std,k4094_distinct,k4094_0.01,k4094_0.025,k4094_0.05,k4094_0.1,k50_std,k50_distinct,k50_0.01,k50_0.025,k50_0.05,k50_0.1
2021-06-08,0.0001750095494412,0.0072789983823895454,-0.017749866470694542,-0.013006987050175667,-0.00998879037797451,-0.007042457349598408,0.0070716900709090515,354,-0.017397742811590435,-0.012437481503002345,-0.00941749014891684,-0.006826871540397406,0.0010650018454950872,50,-0.0009342036210000515,-0.0008623417816124856,-0.0007904800004325807,-0.0006467563798651099
2021-06-09,-0.0018255325906156,0.006858742330223322,-0.016357602551579475,-0.012052970938384533,-0.009398448280990124,-0.006600436754524708,0.006767713583563954,345,-0.014791434481739998,-0.012130096135661005,-0.009258546633645892,-0.00639955406077206,0.0011124264555814997,50,-0.0009326704894192517,-0.0008609266369603574,-0.0007891827262938023,-0.0005739511689171195
2021-06-10,0.0046414547764629,0.007188652642071247,-0.016985956579446793,-0.012470701709389687,-0.009603873826563358,-0.006665375083684921,0.006973239207626832,352,-0.014776348592713475,-0.01211772363167256,-0.009317191317677498,-0.006378692574799061,0.0011157793654677124,50,-0.0009317192598246038,-0.0008600485161878169,-0.0005841163772856811,-0.0004300243454053998
2021-06-11,0.0019465389328083,0.0071282535791397095,-0.016994591802358627,-0.012477042153477669,-0.009608756750822067,-0.006668764166533947,0.006957031643957535,351,-0.016011488195508718,-0.012335420469753444,-0.009321928024291992,-0.0064034480135887846,0.0011406445209280855,50,-0.0009321929537691176,-0.0005736572784371674,-0.0005019500968046486,-0.0002868286974262446
2021-06-14,0.0018135563851361,0.006712168920785189,-0.01602603867650032,-0.011733350344002247,-0.009014646522700787,-0.006224398966878653,0.006683803104420278,342,-0.014750394523143768,-0.011323755327612161,-0.008803590200841427,-0.00616000834852457,0.0011516555845599654,50,-0.0009300826932303607,-0.0008585379109717906,-0.0007869930705055594,-0.000572358665522188
2021-06-15,-0.0020137199542758,0.005943122785538435,-0.013662444427609444,-0.010300482623279095,-0.008083016611635685,-0.005579427815973759,0.005827975230375709,310,-0.012088759802281857,-0.00979976449161768,-0.008015062008053063,-0.005729643255472183,0.0010575995621366025,50,-0.0012160292826592922,-0.0009299047524109483,-0.0008583736489526927,-0.0007153113838285208
2021-06-16,-0.0054047037470264,0.005813171621412039,-0.013039904646575451,-0.009975883178412914,-0.0077669378370046616,-0.005272967275232077,0.005704825165953508,307,-0.011187953045591711,-0.009265101328492165,-0.007553169038146734,-0.005422605248168111,0.0010588073399652623,50,-0.0009263321408070624,-0.0008550758357159793,-0.0007838195306248963,-0.0004987943102605641
2021-06-17,-0.0004358105436726,0.00633825920522213,-0.014741981402039528,-0.011252333410084248,-0.00897338055074215,-0.006409557536244392,0.006180680698641478,326,-0.012890332378447056,-0.010755593609064817,-0.008474859409034252,-0.006195905152708292,0.0011640440866726885,50,-0.0009258250356651843,-0.0008546077297069132,-0.0005020821234211324,-0.00035608664620667696
2021-06-18,-0.0132113556872841,0.006146505940705538,-0.014369464479386806,-0.010954937897622585,-0.008607450872659683,-0.006046556867659092,0.006059184491266124,319,-0.01287560909986496,-0.01067217302042991,-0.008184192748740314,-0.006046556867659092,0.0010715432864369114,50,-0.0009247676352970302,-0.0008536316454410553,-0.0007824957137927413,-0.0005762014538049693
2021-06-21,0.0139051635123198,0.007523240055888891,-0.019430937245488167,-0.014733348041772842,-0.011530447751283646,-0.008469896391034126,0.007426586807182254,363,-0.020007459856569768,-0.014384588599205017,-0.01117456890642643,-0.008114018477499485,0.0011299292879865875,50,-0.0012099853483960032,-0.0011388097191229463,-0.0010676340898498893,-0.0007900492521002885
2021-06-22,0.0051114063789906,0.00886677484959364,-0.02324645407497883,-0.01732787862420082,-0.013334622606635094,-0.009341366589069366,0.008582200478995272,403,-0.0242483339458704,-0.017969651147723198,-0.012913904758170247,-0.008934910316020249,0.001127398665810909,50,-0.0004991571186110377,-0.00042784897959791124,-0.00035654084058478475,-0.00014261640899349004
