universe,portfolio,n,first,last,lag1_autocorrelation,weekend_observations,weekday_count_min,weekday_count_max
devexus_25,BIG_HiBM,3022,2015-01-01,2026-07-31,0.15251990765774387,0,604,605
devexus_25,BIG_LoBM,3022,2015-01-01,2026-07-31,0.1172715386937496,0,604,605
devexus_25,ME1_BM2,3022,2015-01-01,2026-07-31,0.2001205959139075,0,604,605
devexus_25,ME1_BM3,3022,2015-01-01,2026-07-31,0.18954339569284956,0,604,605
devexus_25,ME1_BM4,3022,2015-01-01,2026-07-31,0.18044268129313776,0,604,605
devexus_25,ME2_BM1,3022,2015-01-01,2026-07-31,0.2102210502967653,0,604,605
devexus_25,ME2_BM2,3022,2015-01-01,2026-07-31,0.1902497410845271,0,604,605
devexus_25,ME2_BM3,3022,2015-01-01,2026-07-31,0.16981656091215294,0,604,605
devexus_25,ME2_BM4,3022,2015-01-01,2026-07-31,0.15291358442467842,0,604,605
devexus_25,ME2_BM5,3022,2015-01-01,2026-07-31,0.16717044904631595,0,604,605
devexus_25,ME3_BM1,3022,2015-01-01,2026-07-31,0.19486582884716525,0,604,605
devexus_25,ME3_BM2,3022,2015-01-01,2026-07-31,0.15728790729332323,0,604,605
devexus_25,ME3_BM3,3022,2015-01-01,2026-07-31,0.17822708534851514,0,604,605
devexus_25,ME3_BM4,3022,2015-01-01,2026-07-31,0.16295860687481403,0,604,605
devexus_25,ME3_BM5,3022,2015-01-01,2026-07-31,0.18914136940095544,0,604,605
devexus_25,ME4_BM1,3022,2015-01-01,2026-07-31,0.17363784370521002,0,604,605
devexus_25,ME4_BM2,3022,2015-01-01,2026-07-31,0.1734058686504084,0,604,605
devexus_25,ME4_BM3,3022,2015-01-01,2026-07-31,0.1578246698640752,0,604,605
devexus_25,ME4_BM4,3022,2015-01-01,2026-07-31,0.17458468144527334,0,604,605
devexus_25,ME4_BM5,3022,2015-01-01,2026-07-31,0.18079906684444577,0,604,605
devexus_25,ME5_BM2,3022,2015-01-01,2026-07-31,0.1262908110361153,0,604,605
devexus_25,ME5_BM3,3022,2015-01-01,2026-07-31,0.1310313149239178,0,604,605
devexus_25,ME5_BM4,3022,2015-01-01,2026-07-31,0.15656968294055987,0,604,605
devexus_25,SMALL_HiBM,3022,2015-01-01,2026-07-31,0.158071986730015,0,604,605
devexus_25,SMALL_LoBM,3022,2015-01-01,2026-07-31,0.17749551174100325,0,604,605
french_12,BusEq,2911,2015-01-02,2026-07-31,-0.1084338787239567,0,544,600
french_12,Chems,2911,2015-01-02,2026-07-31,-0.10191151739454729,0,544,600
french_12,Durbl,2911,2015-01-02,2026-07-31,-0.02181130337989913,0,544,600
french_12,Enrgy,2911,2015-01-02,2026-07-31,-0.035798225839772206,0,544,600
french_12,Hlth,2911,2015-01-02,2026-07-31,-0.08199486325096786,0,544,600
french_12,Manuf,2911,2015-01-02,2026-07-31,-0.05229004492561127,0,544,600
french_12,Money,2911,2015-01-02,2026-07-31,-0.09690771596643924,0,544,600
french_12,NoDur,2911,2015-01-02,2026-07-31,-0.08774687516554586,0,544,600
french_12,Other,2911,2015-01-02,2026-07-31,-0.06996727424417709,0,544,600
french_12,Shops,2911,2015-01-02,2026-07-31,-0.07707148150172365,0,544,600
french_12,Telcm,2911,2015-01-02,2026-07-31,-0.08170270939387797,0,544,600
french_12,Utils,2911,2015-01-02,2026-07-31,-0.09264484971421026,0,544,600
