model,asset,interface,alpha001_origin,pihat_0.1,p_kup_0.1,n_0.1,pihat_0.01,p_kup_0.01,n_0.01
Moirai-2.0,STOXX,grid-9,extrapolated,0.8946525135189265,0.0,4993,0.9915882235129181,0.0,4993
Moirai-2.0,GDAXI,grid-9,extrapolated,0.8910778248127645,0.0,6142,0.9902311950504722,0.0,6142
Moirai-2.0,FCHI,grid-9,extrapolated,0.9002586485612674,0.0,6186,0.9894924021985128,0.0,6186
Moirai-2.0,FTSE100,grid-9,extrapolated,0.8971840209561232,0.0,6108,0.9908316961362148,0.0,6108
Moirai-2.0,ICLN,grid-9,extrapolated,0.9039777045857613,0.0,3947,0.9860653661008361,0.0,3947
Moirai-2.0,NIKKEI,grid-9,extrapolated,0.8919742634608873,0.0,5906,0.9901794784964443,0.0,5906
Moirai-2.0,HSI,grid-9,extrapolated,0.8992261103633916,0.0,5944,0.9875504710632571,0.0,5944
Moirai-2.0,BOVESPA,grid-9,extrapolated,0.8971571906354515,0.0,5980,0.991304347826087,0.0,5980
Moirai-2.0,NIFTY,grid-9,extrapolated,0.8817685047193244,0.0,4026,0.9913065076999503,0.0,4026
Moirai-2.0,ASX200,grid-9,extrapolated,0.8891798985103945,0.0,6109,0.9936159764282206,0.0,6109
Moirai-2.0,CBU0,grid-9,extrapolated,0.9040885336612358,0.0,3253,0.984014755610206,0.0,3253
Moirai-2.0,TLT,grid-9,extrapolated,0.9037541405962458,0.0,5434,0.9891424365108575,0.0,5434
Moirai-2.0,IBGL,grid-9,extrapolated,0.8999021047479198,0.0,4086,0.9884973078805678,0.0,4086
Moirai-2.0,DJCI,grid-9,extrapolated,0.9233766233766234,0.0,2310,0.9878787878787879,0.0,2310
Moirai-2.0,GOLD,grid-9,extrapolated,0.8811259962692894,0.0,5897,0.9852467356282856,0.0,5897
Moirai-2.0,WTI,grid-9,extrapolated,0.9066734417344173,0.0,5904,0.9903455284552846,0.0,5904
Moirai-2.0,NATGAS,grid-9,extrapolated,0.9069806845137242,0.0,5902,0.981531684174856,0.0,5902
Moirai-2.0,BTC,grid-9,extrapolated,0.8682212581344902,0.0,3688,0.9747830802603037,0.0,3688
Moirai-2.0,ETH,grid-9,extrapolated,0.8817966903073287,0.0,2538,0.9814814814814815,0.0,2538
Moirai-2.0,EURUSD,grid-9,extrapolated,0.9095048377916903,0.0,5271,0.9891861126920888,0.0,5271
Moirai-2.0,GBPUSD,grid-9,extrapolated,0.9091425326519024,0.0,5283,0.9899678213136476,0.0,5283
Moirai-2.0,USDJPY,grid-9,extrapolated,0.9043077412176125,0.0,6291,0.9858528055952949,0.0,6291
Moirai-2.0,AUDUSD,grid-9,extrapolated,0.9162900796212611,0.0,4647,0.9905315257155154,0.0,4647
Moirai-1.1,SP500,sample,native,0.12997696610727213,7.271960811294775e-14,6078,0.01809805857189865,1.2092088774728893e-08,6078
Moirai-1.1,STOXX,sample,native,0.13158421790506708,9.905409825705647e-13,4993,0.017424394151812538,1.8369174312748981e-06,4993
Moirai-1.1,GDAXI,sample,native,0.13041354607619668,2.3869795029440866e-14,6142,0.017583848909150115,6.848156841599007e-08,6142
Moirai-1.1,FCHI,sample,native,0.12350468800517297,2.416351674305872e-09,6186,0.016650501131587454,1.59728691995209e-06,6186
Moirai-1.1,FTSE100,sample,native,0.12721021611001965,8.363643111408692e-12,6108,0.015880812049770793,2.0916851105501344e-05,6108
Moirai-1.1,ICLN,sample,native,0.12287813529262731,3.4340196721771576e-06,3947,0.012161135039270332,0.18688486762945655,3947
Moirai-1.1,NIKKEI,sample,native,0.1295292922451744,3.594902153736257e-13,5906,0.018963765662038605,7.263811774294027e-10,5906
Moirai-1.1,HSI,sample,native,0.13021534320323014,8.881784197001252e-14,5944,0.015646029609690443,5.317749896971424e-05,5944
Moirai-1.1,BOVESPA,sample,native,0.12575250836120402,1.4581635898736067e-10,5980,0.014214046822742474,0.0020691369033669638,5980
Moirai-1.1,NIFTY,sample,native,0.12096373571783407,1.65188522280868e-05,4026,0.010432190760059613,0.7843310905593779,4026
Moirai-1.1,ASX200,sample,native,0.13291864462268785,2.220446049250313e-16,6109,0.016205598297593715,7.71624974460483e-06,6109
Moirai-1.1,CBU0,sample,native,0.13003381494005534,4.151372878791193e-08,3253,0.016292652935751613,0.0009451329515322016,3253
Moirai-1.1,TLT,sample,native,0.12348178137651822,2.3064285925578076e-08,5434,0.010121457489878543,0.9284422955424403,5434
Moirai-1.1,IBGL,sample,native,0.11649534997552619,0.0005937690175765731,4086,0.014194811551639746,0.011242782912181393,4086
Moirai-1.1,DJCI,sample,native,0.11125541125541126,0.0759770124114374,2310,0.015151515151515152,0.020744733680068128,2310
Moirai-1.1,GOLD,sample,native,0.12972697982024758,2.644551244657123e-13,5897,0.021705952179074107,5.218048215738236e-15,5897
Moirai-1.1,WTI,sample,native,0.13160569105691056,8.43769498715119e-15,5904,0.0130420054200542,0.024823742521392078,5904
Moirai-1.1,NATGAS,sample,native,0.12707556760420197,2.327293913140238e-11,5902,0.01253812267028126,0.059388880678352685,5902
Moirai-1.1,BTC,sample,native,0.13449023861171366,2.5579316442758682e-11,3688,0.020607375271149676,1.4746782905916689e-08,3688
Moirai-1.1,ETH,sample,native,0.13317572892040977,9.784396270973161e-08,2538,0.019306540583136328,2.945137461340952e-05,2538
Moirai-1.1,EURUSD,sample,native,0.11591728324796054,0.00016522639013727414,5271,0.010624169986719787,0.6520841047797081,5271
Moirai-1.1,GBPUSD,sample,native,0.11395040696573916,0.0009197756596988071,5283,0.012114328979746356,0.13493685453486393,5283
Moirai-1.1,USDJPY,sample,native,0.1235097758702909,1.7581713862568904e-09,6291,0.013511365442695916,0.00788555408453484,6291
Moirai-1.1,AUDUSD,sample,native,0.12201420271142673,1.2159448833370945e-06,4647,0.010114052076608565,0.9378333044568254,4647
Lag-Llama,SP500,sample,native,0.17407041790062522,0.0,6078,0.03224744981901941,0.0,6078
Lag-Llama,STOXX,sample,native,0.1742439415181254,0.0,4993,0.032845984378129384,0.0,4993
Lag-Llama,GDAXI,sample,native,0.1655812438944969,0.0,6142,0.032888309996743734,0.0,6142
Lag-Llama,FCHI,sample,native,0.17151632719043,0.0,6186,0.030229550598124797,0.0,6186
Lag-Llama,FTSE100,sample,native,0.17779960707269155,0.0,6108,0.02963326784544859,0.0,6108
Lag-Llama,ICLN,sample,native,0.17101596148973905,0.0,3947,0.026349125918419054,0.0,3947
Lag-Llama,NIKKEI,sample,native,0.17355231967490686,0.0,5906,0.03149339654588554,0.0,5906
Lag-Llama,HSI,sample,native,0.17765814266487215,0.0,5944,0.03213324360699865,0.0,5944
Lag-Llama,BOVESPA,sample,native,0.1765886287625418,0.0,5980,0.02976588628762542,0.0,5980
Lag-Llama,NIFTY,sample,native,0.17386984600099353,0.0,4026,0.029557873820168903,0.0,4026
Lag-Llama,ASX200,sample,native,0.184972990669504,0.0,6109,0.03633982648551318,0.0,6109
Lag-Llama,CBU0,sample,native,0.17768213956347986,0.0,3253,0.027666769136181987,1.1102230246251565e-16,3253
Lag-Llama,TLT,sample,native,0.19819654030180345,0.0,5434,0.029076186970923814,0.0,5434
Lag-Llama,IBGL,sample,native,0.17719040626529614,0.0,4086,0.028144884973078807,0.0,4086
Lag-Llama,DJCI,sample,native,0.18874458874458874,0.0,2310,0.02727272727272727,6.040834499287939e-12,2310
Lag-Llama,GOLD,sample,native,0.17246057317279972,0.0,5897,0.037476683059182635,0.0,5897
Lag-Llama,WTI,sample,native,0.1802168021680217,0.0,5904,0.029471544715447155,0.0,5904
Lag-Llama,NATGAS,sample,native,0.1804473059979668,0.0,5902,0.0235513385293121,0.0,5902
Lag-Llama,BTC,sample,native,0.14316702819956617,1.1102230246251565e-16,3688,0.025216919739696312,6.772360450213455e-15,3688
Lag-Llama,ETH,sample,native,0.1461780929866036,2.688960165642129e-13,2538,0.027580772261623327,2.468025783741723e-13,2538
Lag-Llama,EURUSD,sample,native,0.1891481692278505,0.0,5271,0.024473534433693798,0.0,5271
Lag-Llama,GBPUSD,sample,native,0.18985424947946242,0.0,5283,0.029528676888131742,0.0,5283
Lag-Llama,USDJPY,sample,native,0.1888412017167382,0.0,6291,0.030360832935940232,0.0,6291
Lag-Llama,AUDUSD,sample,native,0.19367333763718528,0.0,4647,0.030342156229825695,0.0,4647
GJR-GARCH,SP500,parametric,native,0.06987381703470032,0.0,6340,0.004100946372239748,8.57649383734227e-08,6340
GJR-GARCH,STOXX,parametric,native,0.0725023786869648,3.5674796450280155e-12,5255,0.004567078972407232,9.357698345535681e-06,5255
GJR-GARCH,GDAXI,parametric,native,0.07495315427857589,3.390843161810153e-12,6404,0.0035915053091817614,2.9140593271748116e-09,6404
GJR-GARCH,FCHI,parametric,native,0.07227047146401985,7.771561172376096e-15,6448,0.004032258064516129,4.405856846023681e-08,6448
GJR-GARCH,FTSE100,parametric,native,0.07315541601255887,8.348877145181177e-14,6370,0.004395604395604396,4.2643647901741133e-07,6370
GJR-GARCH,ICLN,parametric,native,0.0679496317415063,2.55351295663786e-13,4209,0.004514136374435733,6.0606415446917694e-05,4209
GJR-GARCH,NIKKEI,parametric,native,0.07182230869001296,1.0769163338864018e-14,6168,0.004377431906614786,5.896013982598092e-07,6168
GJR-GARCH,HSI,parametric,native,0.07299387689332903,1.220135104063047e-13,6206,0.003222687721559781,4.000737519049835e-10,6206
GJR-GARCH,BOVESPA,parametric,native,0.07193207305350849,9.658940314238862e-15,6242,0.003043896187119513,9.385814347950827e-11,6242
GJR-GARCH,NIFTY,parametric,native,0.06529850746268656,8.881784197001252e-16,4288,0.0025652985074626866,5.323052887362678e-09,4288
GJR-GARCH,ASX200,parametric,native,0.07408570083189452,6.277200981230635e-13,6371,0.003767069533825145,1.0174224907011364e-08,6371
GJR-GARCH,CBU0,parametric,native,0.06600284495021337,1.0876854972252659e-12,3515,0.007965860597439544,0.2088824649275982,3515
GJR-GARCH,TLT,parametric,native,0.07198033707865169,1.5376588891058418e-13,5696,0.0014044943820224719,3.3306690738754696e-16,5696
GJR-GARCH,IBGL,parametric,native,0.05956761729530819,0.0,4348,0.004139834406623735,1.081900358945731e-05,4348
GJR-GARCH,DJCI,parametric,native,0.07037325038880249,1.4238968970570198e-07,2572,0.0038880248833592537,0.0003769391545959122,2572
GJR-GARCH,GOLD,parametric,native,0.06218541971099204,0.0,6159,0.005033284624127293,1.4751144087665757e-05,6159
GJR-GARCH,WTI,parametric,native,0.07022380797924099,2.220446049250313e-16,6166,0.004865390853065196,6.7682702016291785e-06,6166
GJR-GARCH,NATGAS,parametric,native,0.06343283582089553,0.0,6164,0.0022712524334847503,1.8596235662471372e-13,6164
GJR-GARCH,BTC,parametric,native,0.04962025316455696,0.0,3950,0.005822784810126582,0.0042065644166873195,3950
GJR-GARCH,ETH,parametric,native,0.055357142857142855,0.0,2800,0.005357142857142857,0.0067577953019432035,2800
GJR-GARCH,EURUSD,parametric,native,0.06397975781673595,0.0,5533,0.00289174046629315,3.750768584609432e-10,5533
GJR-GARCH,GBPUSD,parametric,native,0.06943192064923355,1.4432899320127035e-15,5545,0.003787195671776375,1.0201051769964664e-07,5545
GJR-GARCH,USDJPY,parametric,native,0.05936212421791546,0.0,6553,0.0051884632992522505,1.6164729961576363e-05,6553
GJR-GARCH,AUDUSD,parametric,native,0.07903850071297616,4.1232548342318154e-07,4909,0.0034630270930943166,1.0196074373691744e-07,4909
GARCH-N,SP500,parametric,native,0.09574132492113564,0.25529725766109646,6340,0.022397476340694007,0.0,6340
GARCH-N,STOXX,parametric,native,0.09686013320647002,0.44588754347544246,5255,0.022835394862036156,1.1102230246251565e-15,5255
GARCH-N,GDAXI,parametric,native,0.10087445346658339,0.8157929299120978,6404,0.020768269831355404,3.863576125695545e-14,6404
GARCH-N,FCHI,parametric,native,0.09739454094292804,0.4838571370385646,6448,0.019385856079404466,1.945099636913028e-11,6448
GARCH-N,FTSE100,parametric,native,0.09874411302982732,0.7378194189493578,6370,0.021664050235478807,5.551115123125783e-16,6370
GARCH-N,ICLN,parametric,native,0.09170824423853646,0.06937065636943152,4209,0.019719648372535044,2.2084987394421773e-08,4209
GARCH-N,NIKKEI,parametric,native,0.09711413748378729,0.44799779729342404,6168,0.019455252918287938,3.9338754476148097e-11,6168
GARCH-N,HSI,parametric,native,0.09635836287463745,0.33629389169294965,6206,0.01853045439896874,1.5675470921294732e-09,6206
GARCH-N,BOVESPA,parametric,native,0.0943607818007049,0.1341766470650918,6242,0.015219480935597565,0.00011887870621118957,6242
GARCH-N,NIFTY,parametric,native,0.09398320895522388,0.18505720599359365,4288,0.020522388059701493,1.327031928788358e-09,4288
GARCH-N,ASX200,parametric,native,0.09464762203735677,0.15110905504147887,6371,0.021660649819494584,5.551115123125783e-16,6371
GARCH-N,CBU0,parametric,native,0.08193456614509247,0.00023873949055441823,3515,0.016216216216216217,0.0006781770999636505,3515
GARCH-N,TLT,parametric,native,0.0997191011235955,0.9436397292617434,5696,0.011587078651685394,0.2403018113412383,5696
GARCH-N,IBGL,parametric,native,0.08486660533578656,0.0006587348616967637,4348,0.018629254829806808,3.2824127427222294e-07,4348
GARCH-N,DJCI,parametric,native,0.08981337480559876,0.08024812653257829,2572,0.01827371695178849,0.0001567834861081474,2572
GARCH-N,GOLD,parametric,native,0.08800129891216106,0.001385119831804782,6159,0.021269686637441144,1.099120794378905e-14,6159
GARCH-N,WTI,parametric,native,0.0981187155368148,0.6214453811353868,6166,0.018488485241647746,2.0873109907171283e-09,6166
GARCH-N,NATGAS,parametric,native,0.08890330953926022,0.003134479201849061,6164,0.01346528228423102,0.009402307432300194,6164
GARCH-N,BTC,parametric,native,0.07316455696202531,4.200947478771866e-09,3950,0.022531645569620253,1.0542344774933099e-11,3950
GARCH-N,ETH,parametric,native,0.08071428571428571,0.0004515325869451914,2800,0.02142857142857143,1.3261759812532858e-07,2800
GARCH-N,EURUSD,parametric,native,0.09217422736309416,0.049568269844692314,5533,0.01337429965660582,0.01644476524494498,5533
GARCH-N,GBPUSD,parametric,native,0.09504057709648332,0.21488233149372638,5545,0.017493237150586115,3.9763790637969976e-07,5545
GARCH-N,USDJPY,parametric,native,0.08484663512894858,2.8230749942625977e-05,6553,0.01541278803601404,4.514021935275725e-05,6553
GARCH-N,AUDUSD,parametric,native,0.10368710531676513,0.39173003628743164,4909,0.01711142798940721,5.4436323142503795e-06,4909
Hist-Sim,SP500,empirical,native,0.10362776025236593,0.3381826912469571,6340,0.016561514195583597,1.6027562372844528e-06,6340
Hist-Sim,STOXX,empirical,native,0.10713606089438629,0.08788616568742702,5255,0.01636536631779258,2.163490242168553e-05,5255
Hist-Sim,GDAXI,empirical,native,0.10446595877576514,0.23658677920465698,6404,0.015771392879450345,1.857942770622234e-05,6404
Hist-Sim,FCHI,empirical,native,0.10189205955334987,0.6135379936834231,6448,0.016284119106699753,3.3326098078934052e-06,6448
Hist-Sim,FTSE100,empirical,native,0.10392464678178964,0.2992016974482379,6370,0.01695447409733124,3.8894813148004914e-07,6370
Hist-Sim,ICLN,empirical,native,0.0966975528629128,0.47293052453429885,4209,0.010453789498693276,0.768977219360073,4209
Hist-Sim,NIKKEI,empirical,native,0.10376134889753567,0.32744202610505846,6168,0.01621271076523995,6.819999605500726e-06,6168
Hist-Sim,HSI,empirical,native,0.09990331936835321,0.9797427852039439,6206,0.01643570737995488,3.1190098065403404e-06,6206
Hist-Sim,BOVESPA,empirical,native,0.10012816404998398,0.9730795654759223,6242,0.014258250560717719,0.0014826091674872144,6242
Hist-Sim,NIFTY,empirical,native,0.09888059701492537,0.8066530540075906,4288,0.01515858208955224,0.0016057972199141624,4288
Hist-Sim,ASX200,empirical,native,0.10375137341076754,0.3208861805453732,6371,0.015382200596452676,6.3027323627729e-05,6371
Hist-Sim,CBU0,empirical,native,0.1058321479374111,0.25309587205881057,3515,0.01763869132290185,3.98416782488864e-05,3515
Hist-Sim,TLT,empirical,native,0.10305477528089887,0.44423237662356563,5696,0.01386938202247191,0.005559438533196737,5696
Hist-Sim,IBGL,empirical,native,0.10119595216191353,0.7930096736420467,4348,0.014489420423183073,0.005301251549126307,4348
Hist-Sim,DJCI,empirical,native,0.1057542768273717,0.33471214869873456,2572,0.014385692068429238,0.03593742922389642,2572
Hist-Sim,GOLD,empirical,native,0.10310115278454295,0.41933451005303257,6159,0.014612761811982464,0.0006636429127343524,6159
Hist-Sim,WTI,empirical,native,0.10233538760947129,0.542401698579275,6166,0.016055789815115146,1.1177709875243025e-05,6166
Hist-Sim,NATGAS,empirical,native,0.10236859182349124,0.5367622982288998,6164,0.014763140817650877,0.0004482959595322189,6164
Hist-Sim,BTC,empirical,native,0.10379746835443038,0.4288543423039609,3950,0.013417721518987341,0.04019271916120659,3950
Hist-Sim,ETH,empirical,native,0.10785714285714286,0.17060455086825876,2800,0.015714285714285715,0.005033895220638573,2800
Hist-Sim,EURUSD,empirical,native,0.10175311765769023,0.6646079763656074,5533,0.013916500994035786,0.005704594979206723,5533
Hist-Sim,GBPUSD,empirical,native,0.10207394048692515,0.6077993448308181,5545,0.01568981064021641,8.445424766212462e-05,5545
Hist-Sim,USDJPY,empirical,native,0.10392186784678772,0.2927022708535153,6553,0.016023195482984892,6.600684140822821e-06,6553
Hist-Sim,AUDUSD,empirical,native,0.10633530250560196,0.1426277848731985,4909,0.015278060704827868,0.0005633631642560921,4909
EWMA,SP500,parametric,native,0.09921135646687697,0.8340093747872881,6340,0.022082018927444796,1.1102230246251565e-16,6340
EWMA,STOXX,parametric,native,0.09781160799238821,0.5957449646340351,5255,0.024738344433872503,0.0,5255
EWMA,GDAXI,parametric,native,0.10368519675202999,0.32820134419251634,6404,0.021549031855090568,7.771561172376096e-16,6404
EWMA,FCHI,parametric,native,0.09956575682382134,0.907409612360337,6448,0.020626550868486353,6.283862319378386e-14,6448
EWMA,FTSE100,parametric,native,0.09921507064364207,0.8343959367402387,6370,0.022762951334379906,0.0,6370
EWMA,ICLN,parametric,native,0.09337134711332858,0.1476219011917822,4209,0.019957234497505347,1.079776934531651e-08,4209
EWMA,NIKKEI,parametric,native,0.10181582360570687,0.6354333683374722,6168,0.020428015564202335,5.413447468072263e-13,6168
EWMA,HSI,parametric,native,0.10022558814050918,0.9527782411342627,6206,0.01853045439896874,1.5675470921294732e-09,6206
EWMA,BOVESPA,parametric,native,0.09756488305030439,0.5198107910956677,6242,0.01762255687279718,4.648490981029596e-08,6242
EWMA,NIFTY,parametric,native,0.09538246268656717,0.31013720249963816,4288,0.018190298507462687,1.324935076763012e-06,4288
EWMA,ASX200,parametric,native,0.09857165280175796,0.7033235897899667,6371,0.022916339664102968,0.0,6371
EWMA,CBU0,parametric,native,0.08506401137980085,0.002514056188881786,3515,0.01678520625889047,0.00022890681739551333,3515
EWMA,TLT,parametric,native,0.10129915730337079,0.744267636274226,5696,0.013167134831460673,0.021964425497911222,5696
EWMA,IBGL,parametric,native,0.09268629254829806,0.10404964310035303,4348,0.019319227230910764,4.3804202598529685e-08,4348
EWMA,DJCI,parametric,native,0.09836702954898911,0.7819907764255765,2572,0.020606531881804044,2.2441958180685617e-06,2572
EWMA,GOLD,parametric,native,0.09124857931482383,0.020329258291692298,6159,0.021919142717973697,4.440892098500626e-16,6159
EWMA,WTI,parametric,native,0.09941615309763217,0.8784359167212026,6166,0.019623743107362958,1.9263146633363704e-11,6166
EWMA,NATGAS,parametric,native,0.09020116807268008,0.0092334116612518,6164,0.013303049967553536,0.013104438372168237,6164
EWMA,BTC,parametric,native,0.07164556962025316,4.778586415454811e-10,3950,0.022278481012658228,2.4337865056622832e-11,3950
EWMA,ETH,parametric,native,0.07892857142857143,0.00012070739212410864,2800,0.023928571428571428,3.340436816046122e-10,2800
EWMA,EURUSD,parametric,native,0.09868064341225374,0.7430827254035401,5533,0.016446773902042293,1.0349308856127948e-05,5533
EWMA,GBPUSD,parametric,native,0.09756537421100091,0.5441723756372598,5545,0.018034265103697024,6.52718485927295e-08,5545
