n_cal_legacy,n_test_legacy,qV_legacy,pihat_raw_legacy,pihat_cp_legacy,viol_raw_legacy,viol_cp_legacy,p_kup_raw_legacy,p_kup_cp_legacy,p_cc_raw_legacy,p_cc_cp_legacy,TL_raw_legacy,TL_cp_legacy,QS_raw_legacy,QS_cp_legacy,VaR_width_legacy,raw_width_legacy,model_legacy,symbol,alpha,n_cal_new,n_test_new,qV_new,pihat_raw_new,pihat_cp_new,viol_raw_new,viol_cp_new,p_kup_raw_new,p_kup_cp_new,p_cc_raw_new,p_cc_cp_new,TL_raw_new,TL_cp_new,QS_raw_new,QS_cp_new,VaR_width_new,raw_width_new,model_new,d_n_cal,d_n_test,d_qV,d_pihat_raw,d_pihat_cp,d_p_kup_raw,d_p_kup_cp,d_QS_raw,d_QS_cp
4276,1833,0.0019394000908385,0.0218221494817239,0.0158210583742498,40,29,1.089879794613502e-05,0.020952319537169,0.2883797316388933,0.0845179961384928,Yellow,Green,0.0004253803557161,0.0004092607905992,-0.027018224750962,-0.0250788246601234,Moirai-1.1,ASX200,0.01,4276,1833,0.0019394000908385736,0.02182214948172395,0.015821058374249863,40,29,1.089879794613502e-05,0.02095231953716903,0.2883797316388933,0.08451799613849287,Yellow,Green,0.00042538035571612,0.00040926079059923863,-0.02701822475096204,-0.025078824660123466,Moirai-1.1,0,0,7.37257477290143e-17,5.204170427930421e-17,6.245004513516506e-17,0.0,2.7755575615628914e-17,2.0003530082357557e-17,3.865180744910823e-17
4276,1833,0.0023516052717047,0.0420076377523186,0.0305510092744135,77,56,2.0749368122574552e-05,0.1410476202544704,0.8896703001643751,0.3558165577387649,Red,Yellow,0.0008030057252677,0.000778180601197,-0.0200938657673727,-0.0177422604956679,Moirai-1.1,ASX200,0.025,4276,1833,0.0023516052717047937,0.042007637752318604,0.03055100927441353,77,56,2.0749368122574552e-05,0.14104762025447048,0.8896703001643751,0.35581655773876497,Red,Yellow,0.0008030057252677334,0.0007781806011970872,-0.020093865767372734,-0.017742260495667937,Moirai-1.1,0,0,9.367506770274758e-17,6.938893903907228e-18,3.122502256758253e-17,0.0,8.326672684688674e-17,3.3393426912553537e-17,8.716985466783456e-17
4276,1833,0.0018625935094909,0.0731042007637752,0.055646481178396,134,102,2.050665397612672e-05,0.2755736980424919,0.5232462278102009,0.5696085828469251,Red,Red,0.0012596184824015,0.0012343354687113,-0.0150998659689797,-0.0132372724594887,Moirai-1.1,ASX200,0.05,4276,1833,0.0018625935094909573,0.07310420076377523,0.05564648117839607,134,102,2.050665397612672e-05,0.2755736980424919,0.5232462278102009,0.5696085828469251,Red,Red,0.0012596184824015405,0.0012343354687113252,-0.01509986596897973,-0.013237272459488773,Moirai-1.1,0,0,5.724587470723463e-17,2.7755575615628914e-17,7.632783294297951e-17,0.0,0.0,4.0549161250957866e-17,2.5153490401663703e-17
4276,1833,0.0015596481434477,0.1331151118385161,0.0981996726677577,244,180,6.118254521791933e-06,0.7967012194983168,0.0748933116146357,0.1154193268552332,Red,Red,0.001898400845836,0.0018737470295268,-0.0108686856723573,-0.0093090375289096,Moirai-1.1,ASX200,0.1,4276,1833,0.0015596481434477366,0.1331151118385161,0.09819967266775777,244,180,6.118254521791933e-06,0.7967012194983168,0.07489331161463575,0.11541932685523326,Red,Red,0.0018984008458360275,0.0018737470295268207,-0.010868685672357346,-0.009309037528909611,Moirai-1.1,0,0,3.664603343001005e-17,0.0,6.938893903907228e-17,0.0,0.0,2.7538735181131813e-17,2.0599841277224584e-17
3252,1395,0.0006695114135569,0.0064516129032258,0.0057347670250896,9,8,0.1543087129769588,0.0817889002671476,,,Green,Green,0.0002237835023235,0.0002262940573547,-0.0191445476423536,-0.0184750362287966,Moirai-1.1,AUDUSD,0.01,3252,1395,0.0006695114135569936,0.0064516129032258064,0.005734767025089606,9,8,0.1543087129769588,0.08178890026714769,,,Green,Green,0.00022378350232358602,0.00022629405735476272,-0.01914454764235364,-0.01847503622879665,Moirai-1.1,0,0,9.356664748549903e-17,6.071532165918825e-18,6.071532165918825e-18,0.0,9.71445146547012e-17,8.600433733241264e-17,6.272109567828643e-17
3252,1395,0.0012935978760572,0.0236559139784946,0.0150537634408602,33,21,0.7456218709819227,0.0102745989444077,,,Yellow,Green,0.0004309320026433,0.0004391722210117,-0.0148960847660886,-0.0136024868900313,Moirai-1.1,AUDUSD,0.025,3252,1395,0.0012935978760572758,0.023655913978494623,0.015053763440860216,33,21,0.7456218709819227,0.010274598944407742,,,Yellow,Green,0.00043093200264332905,0.00043917222101171,-0.014896084766088627,-0.01360248689003135,Moirai-1.1,0,0,7.589415207398531e-17,2.42861286636753e-17,1.5612511283791264e-17,0.0,4.163336342344337e-17,2.905661822261152e-17,1.0028870095490916e-17
3252,1395,0.0010730947684541,0.0566308243727598,0.0415770609318996,79,58,0.2653704275197311,0.1375781369152359,0.1682297905505241,0.2862220140942414,Red,Red,0.0007232836157109,0.0007237909542136,-0.0115699940557606,-0.0104968992873064,Moirai-1.1,AUDUSD,0.05,3252,1395,0.0010730947684541303,0.056630824372759854,0.04157706093189964,79,58,0.26537042751973117,0.1375781369152359,0.16822979055052412,0.2862220140942414,Red,Red,0.0007232836157109923,0.0007237909542136577,-0.011569994055760625,-0.010496899287306493,Moirai-1.1,0,0,3.0357660829594124e-17,5.551115123125783e-17,4.163336342344337e-17,5.551115123125783e-17,0.0,9.226560487851643e-17,5.767955557622884e-17
3252,1395,0.0010682281724708,0.1139784946236559,0.0853046594982078,159,119,0.0879532686684467,0.0611861962274133,0.0002850348641506,0.0181912078312345,Red,Red,0.0011938055875018,0.0011958989620476,-0.0087566095073477,-0.0076883813348769,Moirai-1.1,AUDUSD,0.1,3252,1395,0.0010682281724708389,0.11397849462365592,0.08530465949820788,159,119,0.08795326866844677,0.06118619622741339,0.00028503486415065726,0.018191207831234513,Red,Red,0.001193805587501864,0.0011958989620476906,-0.00875660950734774,-0.007688381334876902,Moirai-1.1,0,0,3.881443777498106e-17,1.3877787807814457e-17,8.326672684688674e-17,6.938893903907228e-17,9.020562075079397e-17,6.396792817664476e-17,9.063930161978817e-17
4186,1794,0.0029007167219524,0.0122630992196209,0.0100334448160535,22,18,0.3521456148267904,0.9886470566302932,0.2715466382222012,0.1726117904476671,Green,Green,0.0006306065655741,0.0006265971898029,-0.0380488862073654,-0.0351481694854129,Moirai-1.1,BOVESPA,0.01,4186,1794,0.0029007167219524572,0.012263099219620958,0.010033444816053512,22,18,0.3521456148267904,0.9886470566302933,0.27154663822220126,0.17261179044766717,Green,Green,0.0006306065655741717,0.0006265971898029463,-0.0380488862073654,-0.03514816948541294,Moirai-1.1,0,0,5.724587470723463e-17,5.724587470723463e-17,1.214306433183765e-17,0.0,1.1102230246251565e-16,7.177418381854039e-17,4.629543276513104e-17
4186,1794,0.0038129310732934,0.0356744704570791,0.0211817168338907,64,38,0.0064429646395641,0.2876161971442026,0.2839038285797246,0.8306902132004567,Yellow,Yellow,0.0011132794069819,0.00110343636952,-0.0293873686244647,-0.0255744375511713,Moirai-1.1,BOVESPA,0.025,4186,1794,0.003812931073293429,0.03567447045707915,0.021181716833890748,64,38,0.006442964639564175,0.2876161971442026,0.2839038285797246,0.8306902132004567,Yellow,Yellow,0.001113279406981984,0.001103436369520012,-0.029387368624464748,-0.02557443755117132,Moirai-1.1,0,0,2.905661822261152e-17,5.551115123125783e-17,4.85722573273506e-17,7.45931094670027e-17,0.0,8.391724815037804e-17,1.1926223897340549e-17
4186,1794,0.00319974316911,0.0668896321070234,0.0462653288740245,120,83,0.0017575520950182,0.4625578948032141,0.2219038459721739,0.6405078291230205,Red,Red,0.0017461812568957,0.0017277059195372,-0.0226553575173231,-0.0194556143482131,Moirai-1.1,BOVESPA,0.05,4186,1794,0.0031997431691100173,0.06688963210702341,0.04626532887402453,120,83,0.0017575520950182666,0.4625578948032141,0.22190384597217394,0.6405078291230205,Red,Red,0.001746181256895789,0.001727705919537286,-0.02265535751732318,-0.019455614348213163,Moirai-1.1,0,0,1.734723475976807e-17,1.3877787807814457e-17,2.7755575615628914e-17,6.657001339060997e-17,0.0,8.890457814381136e-17,8.586881206085195e-17
4186,1794,0.0023897520916428,0.1170568561872909,0.0869565217391304,210,156,0.0187010565554271,0.0602032010685502,0.0006709449872319,0.0338582310383736,Red,Red,0.0026580031646274,0.0026530085770761,-0.0163769267357758,-0.0139871746441329,Moirai-1.1,BOVESPA,0.1,4186,1794,0.002389752091642874,0.11705685618729098,0.08695652173913043,210,156,0.018701056555427198,0.06020320106855026,0.0006709449872319695,0.0338582310383736,Red,Red,0.002658003164627416,0.002653008577076129,-0.016376926735775867,-0.013987174644132992,Moirai-1.1,0,0,7.41594285980085e-17,6.938893903907228e-17,2.7755575615628914e-17,9.71445146547012e-17,6.245004513516506e-17,1.5612511283791264e-17,2.905661822261152e-17
2581,1107,0.0229276312130992,0.019873532068654,0.005420054200542,22,6,0.0036130258947458,0.0934644816973772,,,Yellow,Green,0.0009194967008788,0.0008883846455378,-0.082514434398337,-0.0595868031852378,Moirai-1.1,BTC,0.01,2581,1107,0.022927631213099223,0.01987353206865402,0.005420054200542005,22,6,0.0036130258947458804,0.0934644816973772,,,Yellow,Green,0.0009194967008788209,0.000888384645537835,-0.08251443439833701,-0.0595868031852378,Moirai-1.1,0,0,2.42861286636753e-17,2.0816681711721685e-17,5.204170427930421e-18,8.023096076392733e-17,0.0,2.0925101928970236e-17,3.5019730171281793e-17
