model,asset,period,method,n,QS,normalised_QS
HS,NoDur,2020-2021,State-L1-clipped,505,0.000756597982652478,0.07937726316741521
HS,NoDur,2020-2021,DtACI-projected-seed,505,0.0007786509535648673,0.08169091522025201
HS,NoDur,2022-July2026,Raw,1148,0.0003315437047368857,0.03478337572370659
HS,NoDur,2022-July2026,Shift-CP,1148,0.0003187296365322913,0.03343900832193875
HS,NoDur,2022-July2026,Vol-ERM,1148,0.000317130572490594,0.03327124508416964
HS,NoDur,2022-July2026,State-L1,1148,0.0003171720427936972,0.033275595874468496
HS,NoDur,2022-July2026,POT-Shift,1148,0.000317647135501863,0.033325439463520616
HS,NoDur,2022-July2026,POT-Vol,1148,0.00031770654983156516,0.03333167282257367
HS,NoDur,2022-July2026,DtACI-projected-expected,1148,0.00033938686097598534,0.035606227873895474
HS,NoDur,2022-July2026,Rolling500,1148,0.00032830211619478154,0.03444328966388786
HS,NoDur,2022-July2026,Selected-rolling,1148,0.00032830211619478154,0.03444328966388786
HS,NoDur,2022-July2026,Gate-selected-rolling,1148,0.00032830211619478154,0.03444328966388786
HS,NoDur,2022-July2026,Loss-gate,1148,0.0003315437047368857,0.03478337572370659
HS,NoDur,2022-July2026,Past-minimum,1148,0.000317130572490594,0.03327124508416964
HS,NoDur,2022-July2026,State-L1-clipped,1148,0.0003171720427936972,0.033275595874468496
HS,NoDur,2022-July2026,DtACI-projected-seed,1148,0.000351456827892829,0.03687252908318691
HS,Durbl,2015-2019,Raw,1258,0.00041070823586815793,0.02332715715984891
HS,Durbl,2015-2019,Shift-CP,1258,0.0004139084576537823,0.023508921414909033
HS,Durbl,2015-2019,Vol-ERM,1258,0.0004114749684630843,0.023370705572516165
HS,Durbl,2015-2019,State-L1,1258,0.00041047536949634226,0.023313930956967672
HS,Durbl,2015-2019,POT-Shift,1258,0.0004121288471571725,0.023407844177804244
HS,Durbl,2015-2019,POT-Vol,1258,0.00040800413758200477,0.02317357142626011
HS,Durbl,2015-2019,DtACI-projected-expected,1258,0.0004201029424195448,0.02386075200177269
HS,Durbl,2015-2019,Rolling500,1258,0.00041723487169997587,0.023697853061410503
HS,Durbl,2015-2019,Selected-rolling,1258,0.00041723487169997587,0.023697853061410503
HS,Durbl,2015-2019,Gate-selected-rolling,1258,0.00041723487169997587,0.023697853061410503
HS,Durbl,2015-2019,Loss-gate,1258,0.00041070823586815793,0.02332715715984891
HS,Durbl,2015-2019,Past-minimum,1258,0.00041070823586815793,0.02332715715984891
HS,Durbl,2015-2019,State-L1-clipped,1258,0.00041047536949634226,0.023313930956967672
HS,Durbl,2015-2019,DtACI-projected-seed,1258,0.0004170685973547778,0.023688409112048527
HS,Durbl,2020-2021,Raw,505,0.0016076206971111873,0.0913086648376266
HS,Durbl,2020-2021,Shift-CP,505,0.001563677058356252,0.08881278070896972
HS,Durbl,2020-2021,Vol-ERM,505,0.0014591370144822818,0.08287517873273756
HS,Durbl,2020-2021,State-L1,505,0.001488173172086653,0.08452435679298162
HS,Durbl,2020-2021,POT-Shift,505,0.001568100532071327,0.0890640224848399
HS,Durbl,2020-2021,POT-Vol,505,0.001503382024267417,0.08538817995029342
HS,Durbl,2020-2021,DtACI-projected-expected,505,0.0014959140993197812,0.08496402128071324
HS,Durbl,2020-2021,Rolling500,505,0.0016146603463367565,0.09170849856262593
HS,Durbl,2020-2021,Selected-rolling,505,0.0016146603463367565,0.09170849856262593
HS,Durbl,2020-2021,Gate-selected-rolling,505,0.0016146603463367565,0.09170849856262593
HS,Durbl,2020-2021,Loss-gate,505,0.0016076206971111873,0.0913086648376266
HS,Durbl,2020-2021,Past-minimum,505,0.0016076206971111873,0.0913086648376266
HS,Durbl,2020-2021,State-L1-clipped,505,0.0014865379859632702,0.08443148248378954
HS,Durbl,2020-2021,DtACI-projected-seed,505,0.0015999215937988255,0.09087137583956759
HS,Durbl,2022-July2026,Raw,1148,0.0010374808812017562,0.05892620953893132
HS,Durbl,2022-July2026,Shift-CP,1148,0.0010258761864848436,0.05826709313022023
HS,Durbl,2022-July2026,Vol-ERM,1148,0.001040147528640755,0.05907766816202892
HS,Durbl,2022-July2026,State-L1,1148,0.0010309192144830304,0.058553523974312155
HS,Durbl,2022-July2026,POT-Shift,1148,0.0010256397268128695,0.05825366283725703
HS,Durbl,2022-July2026,POT-Vol,1148,0.001029967739294281,0.05849948266390421
HS,Durbl,2022-July2026,DtACI-projected-expected,1148,0.001062102404374812,0.060324647871580456
HS,Durbl,2022-July2026,Rolling500,1148,0.0010304163239548117,0.05852496110324832
HS,Durbl,2022-July2026,Selected-rolling,1148,0.0010304163239548117,0.05852496110324832
HS,Durbl,2022-July2026,Gate-selected-rolling,1148,0.0010304163239548117,0.05852496110324832
HS,Durbl,2022-July2026,Loss-gate,1148,0.0010374808812017562,0.05892620953893132
HS,Durbl,2022-July2026,Past-minimum,1148,0.0010374808812017562,0.05892620953893132
HS,Durbl,2022-July2026,State-L1-clipped,1148,0.0010309192144830304,0.058553523974312155
HS,Durbl,2022-July2026,DtACI-projected-seed,1148,0.0010745200540497222,0.06102993800268843
HS,Manuf,2015-2019,Raw,1258,0.00037497011947115755,0.0254570691082421
HS,Manuf,2015-2019,Shift-CP,1258,0.00037877121636349474,0.02571512910089385
HS,Manuf,2015-2019,Vol-ERM,1258,0.0003774045554522378,0.025622345224369316
HS,Manuf,2015-2019,State-L1,1258,0.000378212335420792,0.025677186155462012
HS,Manuf,2015-2019,POT-Shift,1258,0.00037917602866740764,0.02574261218357551
HS,Manuf,2015-2019,POT-Vol,1258,0.0003769253869479469,0.02558981403029596
HS,Manuf,2015-2019,DtACI-projected-expected,1258,0.00038869142064560915,0.02638862096828274
HS,Manuf,2015-2019,Rolling500,1258,0.00039203497239564885,0.02661561779695749
HS,Manuf,2015-2019,Selected-rolling,1258,0.00039203497239564885,0.02661561779695749
HS,Manuf,2015-2019,Gate-selected-rolling,1258,0.00039203497239564885,0.02661561779695749
HS,Manuf,2015-2019,Loss-gate,1258,0.00037497011947115755,0.0254570691082421
HS,Manuf,2015-2019,Past-minimum,1258,0.00037778641995819237,0.025648270359768854
HS,Manuf,2015-2019,State-L1-clipped,1258,0.0003782349932174615,0.02567872441428773
HS,Manuf,2015-2019,DtACI-projected-seed,1258,0.0004050334072106807,0.027498093589567143
HS,Manuf,2020-2021,Raw,505,0.0011532594172456547,0.0782958512159844
HS,Manuf,2020-2021,Shift-CP,505,0.0011149139545279737,0.07569254219560627
HS,Manuf,2020-2021,Vol-ERM,505,0.0010502243942219522,0.07130070796194847
HS,Manuf,2020-2021,State-L1,505,0.000976258692000518,0.06627910785219482
HS,Manuf,2020-2021,POT-Shift,505,0.0011143646735595968,0.07565525100133316
HS,Manuf,2020-2021,POT-Vol,505,0.0010549054657804694,0.07161851025065848
HS,Manuf,2020-2021,DtACI-projected-expected,505,0.0010527936195913145,0.07147513505463188
HS,Manuf,2020-2021,Rolling500,505,0.0012145937153813919,0.08245989358967835
HS,Manuf,2020-2021,Selected-rolling,505,0.0012145937153813919,0.08245989358967835
HS,Manuf,2020-2021,Gate-selected-rolling,505,0.0012145937153813919,0.08245989358967835
HS,Manuf,2020-2021,Loss-gate,505,0.0011532594172456547,0.0782958512159844
HS,Manuf,2020-2021,Past-minimum,505,0.0010464939005396163,0.07104744128669173
HS,Manuf,2020-2021,State-L1-clipped,505,0.0009718420398889635,0.06597925724492648
HS,Manuf,2020-2021,DtACI-projected-seed,505,0.0010083044556851708,0.06845472446371885
HS,Manuf,2022-July2026,Raw,1148,0.00048549482057252746,0.03296069355190073
HS,Manuf,2022-July2026,Shift-CP,1148,0.00045795328749818486,0.031090873333134195
HS,Manuf,2022-July2026,Vol-ERM,1148,0.000438655362047653,0.029780719279971883
HS,Manuf,2022-July2026,State-L1,1148,0.00043681888043992583,0.02965603884071485
HS,Manuf,2022-July2026,POT-Shift,1148,0.00045764103208839455,0.031069674023819455
HS,Manuf,2022-July2026,POT-Vol,1148,0.0004394320036282589,0.029833446197033174
HS,Manuf,2022-July2026,DtACI-projected-expected,1148,0.00047485670653151397,0.03223846212528629
HS,Manuf,2022-July2026,Rolling500,1148,0.0005087327339529811,0.034538337039045464
HS,Manuf,2022-July2026,Selected-rolling,1148,0.0005087327339529811,0.034538337039045464
HS,Manuf,2022-July2026,Gate-selected-rolling,1148,0.0005087327339529811,0.034538337039045464
HS,Manuf,2022-July2026,Loss-gate,1148,0.00048549482057252746,0.03296069355190073
HS,Manuf,2022-July2026,Past-minimum,1148,0.0004381591529975327,0.029747031187441035
HS,Manuf,2022-July2026,State-L1-clipped,1148,0.00043681888043992583,0.02965603884071485
HS,Manuf,2022-July2026,DtACI-projected-seed,1148,0.0004772746542677078,0.03240261883917917
HS,Enrgy,2015-2019,Raw,1258,0.00044189002466737113,0.025716362054175348
HS,Enrgy,2015-2019,Shift-CP,1258,0.0004565968793440354,0.026572246501505727
HS,Enrgy,2015-2019,Vol-ERM,1258,0.0004570433475235649,0.026598229295208962
HS,Enrgy,2015-2019,State-L1,1258,0.00044271622728149284,0.025764443984902012
HS,Enrgy,2015-2019,POT-Shift,1258,0.0004571338464650903,0.02660349599827052
HS,Enrgy,2015-2019,POT-Vol,1258,0.0004485728464842769,0.02610527752135851
HS,Enrgy,2015-2019,DtACI-projected-expected,1258,0.00046590174454597697,0.027113755177965552
HS,Enrgy,2015-2019,Rolling500,1258,0.0004675474167634247,0.0272095272031391
HS,Enrgy,2015-2019,Selected-rolling,1258,0.000511020244991131,0.02973948472156058
HS,Enrgy,2015-2019,Gate-selected-rolling,1258,0.000511020244991131,0.02973948472156058
HS,Enrgy,2015-2019,Loss-gate,1258,0.00044189002466737113,0.025716362054175348
HS,Enrgy,2015-2019,Past-minimum,1258,0.0004570433475235649,0.026598229295208962
HS,Enrgy,2015-2019,State-L1-clipped,1258,0.00044271622728149284,0.025764443984902012
HS,Enrgy,2015-2019,DtACI-projected-seed,1258,0.0004765012551802369,0.027730607421400766
HS,Enrgy,2020-2021,Raw,505,0.0017535660679497654,0.10205104748236384
HS,Enrgy,2020-2021,Shift-CP,505,0.001700270711184889,0.0989494551995245
HS,Enrgy,2020-2021,Vol-ERM,505,0.0015676391569214953,0.09123079019500695
HS,Enrgy,2020-2021,State-L1,505,0.0014265251372798757,0.08301847713644547
HS,Enrgy,2020-2021,POT-Shift,505,0.0016993238204786065,0.09889434966903232
HS,Enrgy,2020-2021,POT-Vol,505,0.0016061943532387902,0.09347455975805989
HS,Enrgy,2020-2021,DtACI-projected-expected,505,0.0015620091568260893,0.09090314505088429
HS,Enrgy,2020-2021,Rolling500,505,0.0017892714064671911,0.10412896588134148
HS,Enrgy,2020-2021,Selected-rolling,505,0.00164037549495747,0.09546377555111682
HS,Enrgy,2020-2021,Gate-selected-rolling,505,0.00164037549495747,0.09546377555111682
HS,Enrgy,2020-2021,Loss-gate,505,0.0017535660679497654,0.10205104748236384
HS,Enrgy,2020-2021,Past-minimum,505,0.0015676391569214953,0.09123079019500695
HS,Enrgy,2020-2021,State-L1-clipped,505,0.0014256229488655947,0.0829659731137077
HS,Enrgy,2020-2021,DtACI-projected-seed,505,0.0015643530694484477,0.09103955208036021
HS,Enrgy,2022-July2026,Raw,1148,0.0007109572223924429,0.04137507595885983
HS,Enrgy,2022-July2026,Shift-CP,1148,0.0006970586345178756,0.04056622964445572
HS,Enrgy,2022-July2026,Vol-ERM,1148,0.0006793994477908534,0.03953853041138017
HS,Enrgy,2022-July2026,State-L1,1148,0.0006584033902013856,0.038316637658567965
HS,Enrgy,2022-July2026,POT-Shift,1148,0.0006970037998026925,0.040563038467216886
HS,Enrgy,2022-July2026,POT-Vol,1148,0.0006818672380917749,0.03968214666273152
HS,Enrgy,2022-July2026,DtACI-projected-expected,1148,0.0007226212660355778,0.04205388007888573
HS,Enrgy,2022-July2026,Rolling500,1148,0.0007624333524502541,0.04437079598831954
HS,Enrgy,2022-July2026,Selected-rolling,1148,0.000711298879283742,0.04139495912395631
HS,Enrgy,2022-July2026,Gate-selected-rolling,1148,0.000711298879283742,0.04139495912395631
HS,Enrgy,2022-July2026,Loss-gate,1148,0.0007109572223924429,0.04137507595885983
HS,Enrgy,2022-July2026,Past-minimum,1148,0.0006793994477908534,0.03953853041138017
HS,Enrgy,2022-July2026,State-L1-clipped,1148,0.0006584033902013856,0.038316637658567965
HS,Enrgy,2022-July2026,DtACI-projected-seed,1148,0.000717614805470084,0.041762522624937536
HS,Chems,2015-2019,Raw,1258,0.0003266241480536475,0.02664146726848744
HS,Chems,2015-2019,Shift-CP,1258,0.00031887488812006205,0.026009390136083534
HS,Chems,2015-2019,Vol-ERM,1258,0.0003135850196486463,0.025577916043994422
HS,Chems,2015-2019,State-L1,1258,0.00031294804322705135,0.02552596034326671
HS,Chems,2015-2019,POT-Shift,1258,0.00031985419331632297,0.026089268269673827
HS,Chems,2015-2019,POT-Vol,1258,0.00031358525369950933,0.02557793513461722
HS,Chems,2015-2019,DtACI-projected-expected,1258,0.00032286463800327246,0.02633481858819401
HS,Chems,2015-2019,Rolling500,1258,0.0003289903723769137,0.02683447102596786
HS,Chems,2015-2019,Selected-rolling,1258,0.000361754177895267,0.029506887800752463
HS,Chems,2015-2019,Gate-selected-rolling,1258,0.000361754177895267,0.029506887800752463
HS,Chems,2015-2019,Loss-gate,1258,0.0003266241480536475,0.02664146726848744
HS,Chems,2015-2019,Past-minimum,1258,0.0003135850196486463,0.025577916043994422
HS,Chems,2015-2019,State-L1-clipped,1258,0.00031294804322705135,0.02552596034326671
HS,Chems,2015-2019,DtACI-projected-seed,1258,0.0003243659151264296,0.02645727195110627
HS,Chems,2020-2021,Raw,505,0.0008526808612931415,0.06954987679868584
HS,Chems,2020-2021,Shift-CP,505,0.0008295732424482394,0.06766507778802595
HS,Chems,2020-2021,Vol-ERM,505,0.0007742594422155396,0.06315334524413248
HS,Chems,2020-2021,State-L1,505,0.000769248379115405,0.06274461222681547
HS,Chems,2020-2021,POT-Shift,505,0.000826431692611973,0.06740883373003466
HS,Chems,2020-2021,POT-Vol,505,0.0007742650398326121,0.06315380182008654
HS,Chems,2020-2021,DtACI-projected-expected,505,0.000756064723904493,0.06166927251028341
HS,Chems,2020-2021,Rolling500,505,0.0009638626539001348,0.07861854519397074
HS,Chems,2020-2021,Selected-rolling,505,0.0007187759208663755,0.058627769205825
HS,Chems,2020-2021,Gate-selected-rolling,505,0.0007187759208663755,0.058627769205825
HS,Chems,2020-2021,Loss-gate,505,0.0008526808612931415,0.06954987679868584
HS,Chems,2020-2021,Past-minimum,505,0.0007742594422155396,0.06315334524413248
HS,Chems,2020-2021,State-L1-clipped,505,0.0007690369214923221,0.06272736444713474
HS,Chems,2020-2021,DtACI-projected-seed,505,0.0007965144317801352,0.06496859858525507
HS,Chems,2022-July2026,Raw,1148,0.0003390369946110618,0.027653935107251747
HS,Chems,2022-July2026,Shift-CP,1148,0.0003273192497662996,0.026698164024181233
HS,Chems,2022-July2026,Vol-ERM,1148,0.0003227214192872895,0.026323136791986255
HS,Chems,2022-July2026,State-L1,1148,0.0003196819826043777,0.02607522170859464
HS,Chems,2022-July2026,POT-Shift,1148,0.0003289494864881608,0.026831136122307354
HS,Chems,2022-July2026,POT-Vol,1148,0.0003227204844511843,0.026323060541024262
HS,Chems,2022-July2026,DtACI-projected-expected,1148,0.00034039338096765454,0.027764570291263474
HS,Chems,2022-July2026,Rolling500,1148,0.00035559950658602525,0.02900487508916774
HS,Chems,2022-July2026,Selected-rolling,1148,0.00037152978939064107,0.03030424658526181
HS,Chems,2022-July2026,Gate-selected-rolling,1148,0.00037152978939064107,0.03030424658526181
HS,Chems,2022-July2026,Loss-gate,1148,0.0003390369946110618,0.027653935107251747
HS,Chems,2022-July2026,Past-minimum,1148,0.0003227214192872895,0.026323136791986255
HS,Chems,2022-July2026,State-L1-clipped,1148,0.0003196819826043777,0.02607522170859464
HS,Chems,2022-July2026,DtACI-projected-seed,1148,0.00032350720017974925,0.026387229897322822
HS,BusEq,2015-2019,Raw,1258,0.00041708886860354453,0.023165744392106738
HS,BusEq,2015-2019,Shift-CP,1258,0.00040801041278554727,0.02266151327306754
HS,BusEq,2015-2019,Vol-ERM,1258,0.0004057570332784281,0.02253635717898354
HS,BusEq,2015-2019,State-L1,1258,0.000416926227634538,0.02315671106755817
HS,BusEq,2015-2019,POT-Shift,1258,0.0004078306866647445,0.022651531013437736
HS,BusEq,2015-2019,POT-Vol,1258,0.00040464650538488123,0.022474676786005548
HS,BusEq,2015-2019,DtACI-projected-expected,1258,0.00042702522175346947,0.023717624421970736
HS,BusEq,2015-2019,Rolling500,1258,0.00042209767735327733,0.023443941179265664
HS,BusEq,2015-2019,Selected-rolling,1258,0.0004348159389977845,0.024150332599768044
HS,BusEq,2015-2019,Gate-selected-rolling,1258,0.0004348159389977845,0.024150332599768044
HS,BusEq,2015-2019,Loss-gate,1258,0.00041708886860354453,0.023165744392106738
HS,BusEq,2015-2019,Past-minimum,1258,0.0004057570332784281,0.02253635717898354
HS,BusEq,2015-2019,State-L1-clipped,1258,0.0004169990888309186,0.023160757888220414
HS,BusEq,2015-2019,DtACI-projected-seed,1258,0.0004185022115738505,0.02324424359084611
HS,BusEq,2020-2021,Raw,505,0.0009577782395885869,0.05319644697523969
HS,BusEq,2020-2021,Shift-CP,505,0.00094583990459165,0.052533373856236694
HS,BusEq,2020-2021,Vol-ERM,505,0.0008903999214553602,0.04945415363456549
HS,BusEq,2020-2021,State-L1,505,0.0008721904646549978,0.04844277295886284
HS,BusEq,2020-2021,POT-Shift,505,0.0009449543789591125,0.052484190427955074
HS,BusEq,2020-2021,POT-Vol,505,0.0008999985081713153,0.04998727360761048
HS,BusEq,2020-2021,DtACI-projected-expected,505,0.0009290555928326276,0.05160114788408655
HS,BusEq,2020-2021,Rolling500,505,0.000987895880819372,0.05486922616203867
HS,BusEq,2020-2021,Selected-rolling,505,0.0009414194645011652,0.05228785595119251
HS,BusEq,2020-2021,Gate-selected-rolling,505,0.0009414194645011652,0.05228785595119251
HS,BusEq,2020-2021,Loss-gate,505,0.0009577782395885869,0.05319644697523969
HS,BusEq,2020-2021,Past-minimum,505,0.0008903999214553602,0.04945415363456549
HS,BusEq,2020-2021,State-L1-clipped,505,0.0008720796288578663,0.048436616971640166
HS,BusEq,2020-2021,DtACI-projected-seed,505,0.0009126092939134622,0.050687695654509764
HS,BusEq,2022-July2026,Raw,1148,0.0005642033562678405,0.031336704765653034
HS,BusEq,2022-July2026,Shift-CP,1148,0.0005395388069150179,0.02996679852057149
HS,BusEq,2022-July2026,Vol-ERM,1148,0.0005271047823278477,0.029276194054631288
HS,BusEq,2022-July2026,State-L1,1148,0.0005181921810478757,0.028781174746607394
HS,BusEq,2022-July2026,POT-Shift,1148,0.0005378075088292223,0.029870639615500814
HS,BusEq,2022-July2026,POT-Vol,1148,0.0005290863927278856,0.029386255682901815
HS,BusEq,2022-July2026,DtACI-projected-expected,1148,0.0005380285123765871,0.02988291448561457
HS,BusEq,2022-July2026,Rolling500,1148,0.0005584584459675947,0.03101762378893779
HS,BusEq,2022-July2026,Selected-rolling,1148,0.0005388291945323488,0.029927385579321286
HS,BusEq,2022-July2026,Gate-selected-rolling,1148,0.0005388291945323488,0.029927385579321286
HS,BusEq,2022-July2026,Loss-gate,1148,0.0005642033562678405,0.031336704765653034
HS,BusEq,2022-July2026,Past-minimum,1148,0.0005271047823278477,0.029276194054631288
HS,BusEq,2022-July2026,State-L1-clipped,1148,0.0005181921810478757,0.028781174746607394
HS,BusEq,2022-July2026,DtACI-projected-seed,1148,0.0005436995989067868,0.030197895178875417
HS,Telcm,2015-2019,Raw,1258,0.000349536121773497,0.024153807717159293
HS,Telcm,2015-2019,Shift-CP,1258,0.0003567445316471719,0.024651926610141806
HS,Telcm,2015-2019,Vol-ERM,1258,0.00035715568267467304,0.024680338159742424
HS,Telcm,2015-2019,State-L1,1258,0.00035804804937711093,0.02474200289881007
HS,Telcm,2015-2019,POT-Shift,1258,0.0003553446682489554,0.024555192598277018
HS,Telcm,2015-2019,POT-Vol,1258,0.00035195492858133755,0.024320953230604667
HS,Telcm,2015-2019,DtACI-projected-expected,1258,0.0003618500519966666,0.02500473065280281
HS,Telcm,2015-2019,Rolling500,1258,0.00036780224040913924,0.025416041545885074
HS,Telcm,2015-2019,Selected-rolling,1258,0.00037553092852710764,0.025950112948177142
HS,Telcm,2015-2019,Gate-selected-rolling,1258,0.00037553092852710764,0.025950112948177142
HS,Telcm,2015-2019,Loss-gate,1258,0.000349536121773497,0.024153807717159293
HS,Telcm,2015-2019,Past-minimum,1258,0.00035795427928411765,0.024735523154215185
HS,Telcm,2015-2019,State-L1-clipped,1258,0.00035804804937711093,0.02474200289881007
HS,Telcm,2015-2019,DtACI-projected-seed,1258,0.00036548892262272954,0.025256185583880004
HS,Telcm,2020-2021,Raw,505,0.0008991621282087838,0.06213431974100892
HS,Telcm,2020-2021,Shift-CP,505,0.0008586815176576714,0.059337009756095904
HS,Telcm,2020-2021,Vol-ERM,505,0.0007736951480369518,0.053464242100544436
HS,Telcm,2020-2021,State-L1,505,0.0007727847669513086,0.0534013325231869
HS,Telcm,2020-2021,POT-Shift,505,0.0008626688022206625,0.059612540949150944
HS,Telcm,2020-2021,POT-Vol,505,0.0008111903672231799,0.05605525418233371
HS,Telcm,2020-2021,DtACI-projected-expected,505,0.0008337015711211613,0.05761083386798906
HS,Telcm,2020-2021,Rolling500,505,0.0009565917922176075,0.06610285110392505
HS,Telcm,2020-2021,Selected-rolling,505,0.0007757778418288364,0.05360816137597629
HS,Telcm,2020-2021,Gate-selected-rolling,505,0.0007757778418288364,0.05360816137597629
HS,Telcm,2020-2021,Loss-gate,505,0.0008991621282087838,0.06213431974100892
HS,Telcm,2020-2021,Past-minimum,505,0.0007698524952234079,0.05319870531793321
HS,Telcm,2020-2021,State-L1-clipped,505,0.0007727847669513086,0.0534013325231869
HS,Telcm,2020-2021,DtACI-projected-seed,505,0.0008215243771692352,0.05676935974578096
HS,Telcm,2022-July2026,Raw,1148,0.0004497825535126654,0.031081083285342932
HS,Telcm,2022-July2026,Shift-CP,1148,0.00044227247977490954,0.030562118675668087
HS,Telcm,2022-July2026,Vol-ERM,1148,0.00044652038501677503,0.030855659400134954
HS,Telcm,2022-July2026,State-L1,1148,0.00045000653448909825,0.03109656092298911
HS,Telcm,2022-July2026,POT-Shift,1148,0.0004431762297396387,0.03062457002622293
HS,Telcm,2022-July2026,POT-Vol,1148,0.0004475788722101554,0.030928803474659396
HS,Telcm,2022-July2026,DtACI-projected-expected,1148,0.0004629215899255384,0.031989023092808495
HS,Telcm,2022-July2026,Rolling500,1148,0.00046988824566949425,0.03247043617943705
HS,Telcm,2022-July2026,Selected-rolling,1148,0.0004565953146895321,0.03155186187799322
HS,Telcm,2022-July2026,Gate-selected-rolling,1148,0.0004565953146895321,0.03155186187799322
HS,Telcm,2022-July2026,Loss-gate,1148,0.0004497825535126654,0.031081083285342932
HS,Telcm,2022-July2026,Past-minimum,1148,0.0004463578500711492,0.030844427834698894
HS,Telcm,2022-July2026,State-L1-clipped,1148,0.00045000653448909825,0.03109656092298911
HS,Telcm,2022-July2026,DtACI-projected-seed,1148,0.000471244751667238,0.03256417408804126
HS,Utils,2015-2019,Raw,1258,0.000324058546731044,0.026731750796656975
HS,Utils,2015-2019,Shift-CP,1258,0.00032480063383205274,0.026792965930939616
HS,Utils,2015-2019,Vol-ERM,1258,0.00032495629081571656,0.026805806152989102
HS,Utils,2015-2019,State-L1,1258,0.00032298493083392574,0.026643187686988663
HS,Utils,2015-2019,POT-Shift,1258,0.00032545205627992294,0.026846702092863058
HS,Utils,2015-2019,POT-Vol,1258,0.0003218742435066114,0.026551566536593844
HS,Utils,2015-2019,DtACI-projected-expected,1258,0.00032926793683547563,0.027161475978970447
HS,Utils,2015-2019,Rolling500,1258,0.00032975083541207325,0.027201310522881987
HS,Utils,2015-2019,Selected-rolling,1258,0.00032975083541207325,0.027201310522881987
HS,Utils,2015-2019,Gate-selected-rolling,1258,0.00032975083541207325,0.027201310522881987
HS,Utils,2015-2019,Loss-gate,1258,0.000324058546731044,0.026731750796656975
HS,Utils,2015-2019,Past-minimum,1258,0.00032798696715234703,0.027055808152298723
HS,Utils,2015-2019,State-L1-clipped,1258,0.00032298493083392574,0.026643187686988663
HS,Utils,2015-2019,DtACI-projected-seed,1258,0.0003276226906237175,0.027025758800159658
HS,Utils,2020-2021,Raw,505,0.0010937476924823063,0.09022379148704214
HS,Utils,2020-2021,Shift-CP,505,0.0010463475039335511,0.08631372634362375
HS,Utils,2020-2021,Vol-ERM,505,0.0009588843949648329,0.07909885095632803
HS,Utils,2020-2021,State-L1,505,0.0009607526325550444,0.07925296280492534
HS,Utils,2020-2021,POT-Shift,505,0.0010449479694592063,0.08619827804831752
HS,Utils,2020-2021,POT-Vol,505,0.0009799213362389773,0.0808341987116553
HS,Utils,2020-2021,DtACI-projected-expected,505,0.0009298397791313387,0.07670294614135643
HS,Utils,2020-2021,Rolling500,505,0.001132041665325001,0.09338268036490428
HS,Utils,2020-2021,Selected-rolling,505,0.001132041665325001,0.09338268036490428
HS,Utils,2020-2021,Gate-selected-rolling,505,0.001132041665325001,0.09338268036490428
HS,Utils,2020-2021,Loss-gate,505,0.0010937476924823063,0.09022379148704214
HS,Utils,2020-2021,Past-minimum,505,0.0009419115982230726,0.07769875650611249
HS,Utils,2020-2021,State-L1-clipped,505,0.0009604033471646477,0.07922415007923986
