units,family,method,reference,block_calendar_days,draws,family_size,difference,lower,upper,simultaneous_lower,simultaneous_upper
return,correction,State-L1,Shift-CP,20,999,4,-0.06951585822646898,-0.22269452501370834,0.02219711577535003,-0.22962930236840212,0.09059758591546417
return,correction,POT-Shift,Shift-CP,20,999,4,-0.004989538936787615,-0.012296450953680286,0.002098132915608685,-0.013657905236215285,0.003678827362640055
return,correction,POT-Vol,Shift-CP,20,999,4,-0.04835625596899442,-0.14984159631850916,0.016121437337932018,-0.15491959618100418,0.05820708424301534
return,correction,DtACI-projected-expected,Shift-CP,20,999,4,0.06293401302687358,-0.1617292469942876,0.2199534170219037,-0.17693493636033114,0.3028029624140783
return,indication,Gate-selected-rolling,Selected-rolling,20,999,3,0.002861018892418932,-0.02212807993495574,0.030229786467779348,-0.02631071677633416,0.03203275456117203
return,indication,Loss-gate,Selected-rolling,20,999,3,-0.011897043269930687,-0.22232825541154944,0.25218660422217964,-0.26874108378614237,0.244946997246281
return,indication,Past-minimum,Selected-rolling,20,999,3,-0.09824453958815274,-0.21949734508030172,0.04336059551098008,-0.2412796218313046,0.04479054265499913
normalised,correction,State-L1,Shift-CP,20,999,4,-0.0004886162043325828,-0.0015772006186749398,0.00015608956571483125,-0.0016107302646666563,0.0006334978560014906
normalised,correction,POT-Shift,Shift-CP,20,999,4,-2.8894507541114833e-05,-8.046291304025303e-05,2.0754761643564263e-05,-8.925026573258789e-05,3.146125065035822e-05
normalised,correction,POT-Vol,Shift-CP,20,999,4,-0.0003518375365427068,-0.0010759083149665932,9.871648122061604e-05,-0.0011082931727656041,0.00040461809968019046
normalised,correction,DtACI-projected-expected,Shift-CP,20,999,4,0.0004321780110862067,-0.0011881685664595863,0.0015326607676317944,-0.0012901014827680433,0.002154457504940457
normalised,indication,Gate-selected-rolling,Selected-rolling,20,999,3,1.1126657595894596e-05,-0.00017093738952964413,0.00021403770328445418,-0.00020262340013950958,0.00022487671533129877
normalised,indication,Loss-gate,Selected-rolling,20,999,3,-0.00011968792441457987,-0.0015953160358067062,0.0017445742626962387,-0.0019127233817966068,0.001673347532967447
normalised,indication,Past-minimum,Selected-rolling,20,999,3,-0.0007428733187868491,-0.0015672544698480237,0.00021176416373823532,-0.0017151547678188098,0.00022940813024511164
return,correction,State-L1,Shift-CP,60,999,4,-0.06951585822646898,-0.2405004915716325,0.01743271044516824,-0.22993118788128097,0.090899471428343
return,correction,POT-Shift,Shift-CP,60,999,4,-0.004989538936787615,-0.013523219420225953,0.002007578640589324,-0.013985834949941215,0.004006757076365985
return,correction,POT-Vol,Shift-CP,60,999,4,-0.04835625596899442,-0.16425001163855077,0.011499189444665166,-0.15603718287080887,0.05932467093282003
return,correction,DtACI-projected-expected,Shift-CP,60,999,4,0.06293401302687358,-0.18915253787444972,0.2060220599053645,-0.1738674103602913,0.29973543641403844
return,indication,Gate-selected-rolling,Selected-rolling,60,999,3,0.002861018892418932,-0.022065993631919266,0.03858184068803262,-0.03018634147329803,0.03590837925813589
return,indication,Loss-gate,Selected-rolling,60,999,3,-0.011897043269930687,-0.2282974284115314,0.3175653059125729,-0.3142416036192553,0.2904475170793939
return,indication,Past-minimum,Selected-rolling,60,999,3,-0.09824453958815274,-0.22062957161680247,0.07070864682877435,-0.25931082455191606,0.06282174537561058
normalised,correction,State-L1,Shift-CP,60,999,4,-0.0004886162043325828,-0.001676520162643841,0.00011705238839777689,-0.0016238385704497658,0.0006466061617846001
normalised,correction,POT-Shift,Shift-CP,60,999,4,-2.8894507541114833e-05,-8.987544836862453e-05,1.933739245999396e-05,-9.270796189902998e-05,3.4918946816800316e-05
normalised,correction,POT-Vol,Shift-CP,60,999,4,-0.0003518375365427068,-0.001181178227323681,6.962606704159038e-05,-0.0011246906604992792,0.00042101558741386555
normalised,correction,DtACI-projected-expected,Shift-CP,60,999,4,0.0004321780110862067,-0.001386259840894743,0.001474034511132279,-0.0012956894523176163,0.00216004547449003
normalised,indication,Gate-selected-rolling,Selected-rolling,60,999,3,1.1126657595894596e-05,-0.00017015321366231696,0.000272389267362969,-0.00023447384390536634,0.00025672715909715553
normalised,indication,Loss-gate,Selected-rolling,60,999,3,-0.00011968792441457987,-0.0016329114155054305,0.0022231042390608293,-0.0022563441937823296,0.00201696834495317
normalised,indication,Past-minimum,Selected-rolling,60,999,3,-0.0007428733187868491,-0.0015776358485244193,0.00041588787310350745,-0.0018541365581124666,0.00036838992053876826
