model,method,pairs,QS,normalised_QS,violation_rate
CAViaR-AS,DtACI-projected-expected,12,0.00045304067392557494,0.03156964678649359,0.01274380930737764
CAViaR-AS,DtACI-projected-seed,12,0.0004536412876303333,0.031580478095485996,0.012710408794228743
CAViaR-AS,Gate-selected-rolling,12,0.00045905580377673336,0.03195994484187839,0.011164548265200908
CAViaR-AS,Loss-gate,12,0.0004521426013361917,0.031483047434049456,0.014199015229588866
CAViaR-AS,POT-Shift,12,0.00045048163750167496,0.03142160572043807,0.008874384518493025
CAViaR-AS,POT-Vol,12,0.0004423682654820583,0.03079519100745094,0.009103400893163808
CAViaR-AS,Past-minimum,12,0.0004514093476110416,0.031462484743999354,0.01354059315241035
CAViaR-AS,Raw,12,0.0004521426013361917,0.031483047434049456,0.014199015229588866
CAViaR-AS,Rolling500,12,0.0004522049206607583,0.031550076732707134,0.011135921218367067
CAViaR-AS,Selected-rolling,12,0.00045987642123455837,0.03202763798437764,0.010763769609527032
CAViaR-AS,Shift-CP,12,0.0004494506651384583,0.03133309833479574,0.00933241726783461
CAViaR-AS,State-L1,12,0.000445019682053375,0.030967472676456952,0.010477499141188541
CAViaR-AS,State-L1-clipped,12,0.0004448290502919333,0.03095195477598729,0.010477499141188541
CAViaR-AS,Vol-ERM,12,0.00044559535158830834,0.03104444992630163,0.008702622237489925
GAS-t,DtACI-projected-expected,12,0.00044723618969395835,0.03103381507357043,0.012304079778936133
GAS-t,DtACI-projected-seed,12,0.0004485175235971333,0.031115475432251183,0.012338257185388732
GAS-t,Gate-selected-rolling,12,0.0004419933702644417,0.03068874662042451,0.014313523416924268
GAS-t,Loss-gate,12,0.00044566756504265835,0.030923414143209094,0.01666094125729985
GAS-t,POT-Shift,12,0.00043655553289958333,0.030299445839226877,0.012996679262567234
GAS-t,POT-Vol,12,0.00043713682839993336,0.03033518856572158,0.013683728386579582
GAS-t,Past-minimum,12,0.00044454311828394166,0.030840367222081565,0.016031146226955176
GAS-t,Raw,12,0.00044566756504265835,0.030923414143209094,0.01666094125729985
GAS-t,Rolling500,12,0.00044002834524964167,0.030576546847542196,0.0102771098133516
GAS-t,Selected-rolling,12,0.00044002834524964167,0.030576546847542196,0.0102771098133516
GAS-t,Shift-CP,12,0.00043864811929663337,0.030434652165454514,0.014055879995419634
GAS-t,State-L1,12,0.00043997444408254167,0.030552781605258372,0.014542539791595048
GAS-t,State-L1-clipped,12,0.0004399930073002,0.030554431543250157,0.014542539791595048
GAS-t,Vol-ERM,12,0.0004382388380656417,0.03041123148855368,0.014055879995419624
GJR-GARCH-t,DtACI-projected-expected,12,0.0004449867139476583,0.030861328345857073,0.01231763779312979
GJR-GARCH-t,DtACI-projected-seed,12,0.00044184944696599163,0.03066165002352274,0.01248139241955795
GJR-GARCH-t,Gate-selected-rolling,12,0.000438581187454325,0.030442338851075824,0.010191228672850059
GJR-GARCH-t,Loss-gate,12,0.00044234259619465834,0.030694327911148817,0.017262109240810675
GJR-GARCH-t,POT-Shift,12,0.0004296230167425167,0.029788931722112676,0.011479445780373259
GJR-GARCH-t,POT-Vol,12,0.00043373925538370836,0.03006051545361291,0.011994732623382515
GJR-GARCH-t,Past-minimum,12,0.00043155960449847496,0.029920194486746515,0.012195121951219468
GJR-GARCH-t,Raw,12,0.00044370233726563336,0.030795645730324155,0.01783465017748765
GJR-GARCH-t,Rolling500,12,0.00043792147830125,0.03039079876023282,0.0104488720943547
GJR-GARCH-t,Selected-rolling,12,0.000438581187454325,0.030442338851075824,0.010191228672850059
GJR-GARCH-t,Shift-CP,12,0.0004303551680155916,0.029839938859384543,0.011937478529714824
GJR-GARCH-t,State-L1,12,0.00042982205510225,0.029812985165013725,0.011880224436047132
GJR-GARCH-t,State-L1-clipped,12,0.0004297166659362833,0.029805617651889674,0.011851597389213283
GJR-GARCH-t,Vol-ERM,12,0.00043533281711180836,0.030177526617924052,0.0135119661055765
HS,DtACI-projected-expected,12,0.00053552225933405,0.03721325324434899,0.016105817197444517
HS,DtACI-projected-seed,12,0.0005396861022741833,0.03748691801771901,0.016288789648459815
HS,Gate-selected-rolling,12,0.0005544638659948084,0.03865566925594687,0.0125100194663918
HS,Loss-gate,12,0.0005480382400518416,0.03812265175287601,0.016117027367456734
HS,POT-Shift,12,0.0005369562289719833,0.037323770093985076,0.010219855719683917
HS,POT-Vol,12,0.0005230253800371917,0.036351086232969045,0.010133974579182359
HS,Past-minimum,12,0.0005261399337046,0.03650765321096561,0.010334363907019301
HS,Raw,12,0.0005480382400518416,0.03812265175287601,0.016117027367456734
HS,Rolling500,12,0.0005669713490240916,0.039525007916704984,0.012051986717050232
HS,Selected-rolling,12,0.0005544638659948084,0.03865566925594687,0.0125100194663918
HS,Shift-CP,12,0.0005371582792398083,0.03734164204629366,0.010133974579182359
HS,State-L1,12,0.0005129897071617333,0.03566162714186565,0.010935531890530141
HS,State-L1-clipped,12,0.0005128039963833666,0.03564849408822452,0.010935531890530141
HS,Vol-ERM,12,0.0005203024770613416,0.03615190064945449,0.008931638612160717
