period,method,pairs,QS,normalised_QS
2015-2019,DtACI-projected-expected,48,0.00036515566493061473,0.025676937346166537
2015-2019,DtACI-projected-seed,48,0.00036516937941958455,0.025673101520909708
2015-2019,Gate-selected-rolling,48,0.0003664566989274607,0.02576556557484805
2015-2019,Loss-gate,48,0.0003615199663982596,0.025419297789814558
2015-2019,POT-Shift,48,0.00035552404749138715,0.02501032779900095
2015-2019,POT-Vol,48,0.0003560044338400457,0.025020168991578384
2015-2019,Past-minimum,48,0.0003579690335692011,0.0251509643280599
2015-2019,Raw,48,0.0003618060137118452,0.025440509956929574
2015-2019,Rolling500,48,0.0003620019084365741,0.025480457114136882
2015-2019,Selected-rolling,48,0.00036616390769179664,0.025755981434321742
2015-2019,Shift-CP,48,0.00035605440977199153,0.02503578033714951
2015-2019,State-L1,48,0.0003563682316789903,0.025054042734445378
2015-2019,State-L1-clipped,48,0.00035637219100507583,0.025054263476641178
2015-2019,Vol-ERM,48,0.0003582784742498138,0.025185727103554222
2020-2021,DtACI-projected-expected,48,0.0007151334406835307,0.0496206322481687
2020-2021,DtACI-projected-seed,48,0.0007200215423792323,0.0499499207616613
2020-2021,Gate-selected-rolling,48,0.0007363589932705502,0.05125338113795926
2020-2021,Loss-gate,48,0.0007585352409737383,0.05274715578648509
2020-2021,POT-Shift,48,0.0007303498087516441,0.0507374994332219
2020-2021,POT-Vol,48,0.0007078129739512338,0.04912958499262803
2020-2021,Past-minimum,48,0.0007313031695442827,0.050780034485225944
2020-2021,Raw,48,0.0007589947963501306,0.052781684193267474
2020-2021,Rolling500,48,0.0007510203010549594,0.052341776710899936
2020-2021,Selected-rolling,48,0.0007330963178158915,0.05102321906949039
2020-2021,Shift-CP,48,0.0007325230991442961,0.050894048419279934
2020-2021,State-L1,48,0.0006983569089245509,0.04848865841396613
2020-2021,State-L1-clipped,48,0.0006976789274686736,0.04843854468465315
2020-2021,Vol-ERM,48,0.0007035123752380407,0.04881282884561736
2022-July2026,DtACI-projected-expected,48,0.0004775554693180615,0.03287538297399175
2022-July2026,DtACI-projected-seed,48,0.00047723398311771053,0.032840269053913004
2022-July2026,Gate-selected-rolling,48,0.00047522931637962673,0.03273747529943946
2022-July2026,Loss-gate,48,0.000467141626951204,0.0321281089473797
2022-July2026,POT-Shift,48,0.0004641928934360962,0.03194541327029705
2022-July2026,POT-Vol,48,0.0004625837681917859,0.03182305213337431
2022-July2026,Past-minimum,48,0.00046111681283325765,0.031707261446513056
2022-July2026,Raw,48,0.00046748799330907236,0.032153903626168094
2022-July2026,Rolling500,48,0.0004755835030544132,0.032758594365059214
2022-July2026,Selected-rolling,48,0.0004762599260307481,0.03282101100771317
2022-July2026,Shift-CP,48,0.000463920896386641,0.031921924925787534
2022-July2026,State-L1,48,0.00046097932127535417,0.031721041725501296
2022-July2026,State-L1-clipped,48,0.0004609796078047577,0.03172105744193192
2022-July2026,Vol-ERM,48,0.00046401206163225244,0.03193509545313362
