model,symbol,n_cal,n_test,q_order,q_level,q_plain,viol_order,pi_order,viol_level,pi_level,viol_plain,pi_plain
Lag-Llama,ASX200,4276,1833,0.007124247836627448,0.007124836937580292,0.006927105702312791,27,0.014729950900163666,27,0.014729950900163666,27,0.014729950900163666
Lag-Llama,AUDUSD,3252,1395,0.005069993100678873,0.005070759441558205,0.004934790998373498,8,0.005734767025089606,8,0.005734767025089606,8,0.005734767025089606
Lag-Llama,BOVESPA,4186,1794,0.009859050827052546,0.009861261877053624,0.009714636716574094,18,0.010033444816053512,18,0.010033444816053512,19,0.010590858416945374
Lag-Llama,BTC,2581,1107,0.03684647219935443,0.036848167515056894,0.03612403019772374,3,0.0027100271002710027,3,0.0027100271002710027,4,0.0036133694670280035
Lag-Llama,CBU0,2277,976,0.0024857182085719232,0.0024857444691847867,0.0024526864912279758,12,0.012295081967213115,12,0.012295081967213115,12,0.012295081967213115
Lag-Llama,DJCI,1617,693,0.005236942707085015,0.005239409906270698,0.004999243740452789,11,0.015873015873015872,11,0.015873015873015872,13,0.01875901875901876
Lag-Llama,ETH,1776,762,0.039665284081128405,0.03971385368535105,0.03150134139557038,4,0.005249343832020997,4,0.005249343832020997,6,0.007874015748031496
Lag-Llama,EURUSD,3689,1582,0.0032323802098128893,0.003233388011732014,0.0031203998178717914,16,0.010113780025284451,16,0.010113780025284451,17,0.010745891276864728
Lag-Llama,FCHI,4330,1856,0.011366232311129178,0.011368934481409637,0.010997586540797574,18,0.009698275862068966,18,0.009698275862068966,19,0.010237068965517241
Lag-Llama,FTSE100,4275,1833,0.007876998044277224,0.007877449973377804,0.007674124570547107,17,0.009274413529732678,17,0.009274413529732678,17,0.009274413529732678
Lag-Llama,GBPUSD,3698,1585,0.003590903920353822,0.0035952537882302897,0.003308401653167916,18,0.011356466876971609,18,0.011356466876971609,20,0.012618296529968454
Lag-Llama,GDAXI,4299,1843,0.011476128009957579,0.011481261224776444,0.011372773703019106,18,0.009766684753119913,18,0.009766684753119913,18,0.009766684753119913
Lag-Llama,GOLD,4127,1770,0.009904797092721202,0.009905036642407827,0.009562363386421404,21,0.011864406779661017,21,0.011864406779661017,21,0.011864406779661017
Lag-Llama,HSI,4160,1784,0.010445109658784396,0.010446349736906661,0.009987285722703482,14,0.007847533632286996,14,0.007847533632286996,15,0.008408071748878924
Lag-Llama,IBGL,2860,1226,0.005871659340550199,0.005872642062451477,0.005641692428451935,12,0.009787928221859706,12,0.009787928221859706,12,0.009787928221859706
Lag-Llama,ICLN,2762,1185,0.010926482324309653,0.01093408342953215,0.010684249625191381,6,0.005063291139240506,6,0.005063291139240506,6,0.005063291139240506
Lag-Llama,NATGAS,4131,1771,0.017042094857963038,0.01704375908002721,0.016639761922777087,20,0.01129305477131564,20,0.01129305477131564,21,0.011857707509881422
Lag-Llama,NIFTY,2818,1208,0.006109485689649412,0.006114190585517808,0.005928407005561425,14,0.011589403973509934,14,0.011589403973509934,14,0.011589403973509934
Lag-Llama,NIKKEI,4134,1772,0.011381577724163951,0.011382876564450266,0.011083443573712572,13,0.007336343115124154,13,0.007336343115124154,14,0.007900677200902935
Lag-Llama,SP500,4254,1824,0.008219084752491997,0.008225572028572957,0.007747898476037404,19,0.010416666666666666,19,0.010416666666666666,19,0.010416666666666666
Lag-Llama,STOXX,3495,1498,0.012709359384210278,0.012713129533928613,0.011153717059746377,4,0.0026702269692923898,4,0.0026702269692923898,7,0.004672897196261682
Lag-Llama,TLT,3803,1631,0.00457032730886478,0.004570710506161517,0.004466709270625755,18,0.011036174126302882,18,0.011036174126302882,18,0.011036174126302882
Lag-Llama,USDJPY,4403,1888,0.00480167730304349,0.004801961772471754,0.004775172915253606,19,0.010063559322033898,19,0.010063559322033898,19,0.010063559322033898
Lag-Llama,WTI,4132,1772,0.01690681812634271,0.016913734882662037,0.016166443743460757,21,0.011851015801354402,21,0.011851015801354402,23,0.012979683972911963
GJR-GARCH,ASX200,4459,1912,0.0023498679691079313,0.0023509944601747264,0.0020941386857637103,39,0.020397489539748955,39,0.020397489539748955,42,0.021966527196652718
GJR-GARCH,AUDUSD,3436,1473,0.0031405232637390645,0.0031449366903407855,0.0028287195023060678,6,0.004073319755600814,6,0.004073319755600814,7,0.0047522063815342835
GJR-GARCH,BOVESPA,4369,1873,0.00463888376866866,0.004639623123065771,0.004249691619105231,20,0.010678056593699947,20,0.010678056593699947,22,0.011745862253069941
GJR-GARCH,BTC,2765,1185,0.02782738913654375,0.027828896327239654,0.02477829818453366,4,0.0033755274261603376,4,0.0033755274261603376,4,0.0033755274261603376
GJR-GARCH,CBU0,2460,1055,0.001076773895041262,0.0010768280453144108,0.0009940868743521375,8,0.007582938388625593,8,0.007582938388625593,8,0.007582938388625593
GJR-GARCH,DJCI,1800,772,0.003419159238360104,0.003420679431456726,0.003292295774203498,10,0.012953367875647668,10,0.012953367875647668,10,0.012953367875647668
GJR-GARCH,ETH,1959,841,0.032819885376668675,0.032823703372968624,0.02972389398818869,6,0.007134363852556481,6,0.007134363852556481,6,0.007134363852556481
GJR-GARCH,EURUSD,3873,1660,0.0011164623700521854,0.001116665074355816,0.0010911984999562468,16,0.00963855421686747,16,0.00963855421686747,16,0.00963855421686747
GJR-GARCH,FCHI,4513,1935,0.003517031199887166,0.003518248787922948,0.003463607946089636,29,0.014987080103359173,29,0.014987080103359173,29,0.014987080103359173
GJR-GARCH,FTSE100,4459,1911,0.0041584880305319885,0.004158883046924163,0.004016376533024734,21,0.01098901098901099,21,0.01098901098901099,22,0.011512297226582941
GJR-GARCH,GBPUSD,3881,1664,0.0017210491405558106,0.0017241619970677564,0.001509359351927218,22,0.013221153846153846,22,0.013221153846153846,24,0.014423076923076924
GJR-GARCH,GDAXI,4482,1922,0.003801421969476689,0.0038028871349062646,0.00360925285879366,31,0.016129032258064516,31,0.016129032258064516,31,0.016129032258064516
GJR-GARCH,GOLD,4311,1848,0.005932211168241223,0.005932838462821375,0.005897467074987832,21,0.011363636363636364,21,0.011363636363636364,21,0.011363636363636364
GJR-GARCH,HSI,4344,1862,0.004796309565254151,0.004798005706974705,0.004005991430015338,17,0.009129967776584319,17,0.009129967776584319,19,0.01020408163265306
GJR-GARCH,IBGL,3043,1305,0.004268015567643443,0.004268522349312521,0.004068607739648789,3,0.0022988505747126436,3,0.0022988505747126436,5,0.0038314176245210726
GJR-GARCH,ICLN,2946,1263,0.005918422828751491,0.005924629563414452,0.005710854755827513,9,0.007125890736342043,9,0.007125890736342043,9,0.007125890736342043
GJR-GARCH,NATGAS,4314,1850,0.005262514799031073,0.005264335609653497,0.005138564350191303,20,0.010810810810810811,20,0.010810810810810811,20,0.010810810810810811
GJR-GARCH,NIFTY,3001,1287,0.003519682835008038,0.003522841089129043,0.003466173132044975,13,0.010101010101010102,13,0.010101010101010102,13,0.010101010101010102
GJR-GARCH,NIKKEI,4317,1851,0.004965823717461829,0.004966397125800232,0.0049364476663701935,19,0.010264721772015126,19,0.010264721772015126,19,0.010264721772015126
GJR-GARCH,SP500,4438,1902,0.0036279778138180174,0.0036284976083181338,0.003501614014541789,29,0.015247108307045216,29,0.015247108307045216,30,0.015772870662460567
GJR-GARCH,STOXX,3678,1577,0.0034093647142248475,0.0034107894729668033,0.0031818113643329073,23,0.014584654407102092,23,0.014584654407102092,23,0.014584654407102092
GJR-GARCH,TLT,3987,1709,0.0009471048465511805,0.0009488964835030252,0.0007809584935276011,18,0.010532475131655939,18,0.010532475131655939,18,0.010532475131655939
GJR-GARCH,USDJPY,4587,1966,0.0024667896750301364,0.0024668508047779886,0.002197855349046431,18,0.009155645981688708,18,0.009155645981688708,19,0.009664292980671414
GJR-GARCH,WTI,4316,1850,0.007291047283296909,0.007292814209803993,0.006754719009657034,26,0.014054054054054054,26,0.014054054054054054,26,0.014054054054054054
GJR-GARCH-t,ASX200,4459,1912,0.0019765829117778418,0.001976804563514217,0.0017743490953963078,39,0.020397489539748955,39,0.020397489539748955,39,0.020397489539748955
GJR-GARCH-t,AUDUSD,3436,1473,0.002166773901964245,0.0021672502929275922,0.0021012322826864634,8,0.005431093007467753,8,0.005431093007467753,8,0.005431093007467753
GJR-GARCH-t,BOVESPA,4369,1873,0.0032545857245878454,0.003257028905875507,0.0028925664277426565,23,0.012279765082754938,23,0.012279765082754938,23,0.012279765082754938
GJR-GARCH-t,BTC,2765,1185,0.017441646517076012,0.01744218843977848,0.016835077009472323,5,0.004219409282700422,5,0.004219409282700422,5,0.004219409282700422
GJR-GARCH-t,CBU0,2460,1055,0.0010989690774723705,0.0010990525091676697,0.0009758761143165029,4,0.0037914691943127963,4,0.0037914691943127963,4,0.0037914691943127963
GJR-GARCH-t,DJCI,1800,772,0.002017908865858283,0.0020229116640079255,0.001984859289627773,12,0.015544041450777202,12,0.015544041450777202,12,0.015544041450777202
GJR-GARCH-t,ETH,1959,841,0.014826646222214773,0.01485116372648467,0.010734111889309943,4,0.0047562425683709865,4,0.0047562425683709865,5,0.005945303210463734
GJR-GARCH-t,EURUSD,3873,1660,0.0005438647763226405,0.0005443429637154301,0.0005192035083313105,17,0.010240963855421687,17,0.010240963855421687,17,0.010240963855421687
GJR-GARCH-t,FCHI,4513,1935,0.0033037195261292895,0.003304654518628898,0.003201058666910486,20,0.0103359173126615,20,0.0103359173126615,20,0.0103359173126615
GJR-GARCH-t,FTSE100,4459,1911,0.003317071172390513,0.003319128618579212,0.0032069320649118008,18,0.009419152276295133,18,0.009419152276295133,18,0.009419152276295133
GJR-GARCH-t,GBPUSD,3881,1664,0.0011848089742299926,0.0011850636614402998,0.0008376976820684298,19,0.01141826923076923,19,0.01141826923076923,20,0.01201923076923077
GJR-GARCH-t,GDAXI,4482,1922,0.001893490268604173,0.001897089721451248,0.0018584629511407735,30,0.015608740894901144,30,0.015608740894901144,30,0.015608740894901144
GJR-GARCH-t,GOLD,4311,1848,0.0038991280252561496,0.0039004032420625924,0.003600039510382307,19,0.010281385281385282,19,0.010281385281385282,19,0.010281385281385282
GJR-GARCH-t,HSI,4344,1862,0.002447171820502702,0.0024485200256348463,0.0018120171767710698,17,0.009129967776584319,17,0.009129967776584319,17,0.009129967776584319
GJR-GARCH-t,IBGL,3043,1305,0.0025695289378755842,0.0025699727313989967,0.0025008508344284246,7,0.0053639846743295016,7,0.0053639846743295016,7,0.0053639846743295016
GJR-GARCH-t,ICLN,2946,1263,0.004175633464991169,0.004175777383417873,0.0038663289987943407,9,0.007125890736342043,9,0.007125890736342043,9,0.007125890736342043
GJR-GARCH-t,NATGAS,4314,1850,-0.0007945926122202851,-0.0007937085317938628,-0.0008593939095572697,18,0.00972972972972973,18,0.00972972972972973,18,0.00972972972972973
GJR-GARCH-t,NIFTY,3001,1287,0.0026868092780667936,0.0026872266276246797,0.002645797297649785,12,0.009324009324009324,12,0.009324009324009324,12,0.009324009324009324
GJR-GARCH-t,NIKKEI,4317,1851,0.0028460945981779416,0.002848402476918472,0.002769020919471929,19,0.010264721772015126,19,0.010264721772015126,20,0.010804970286331712
GJR-GARCH-t,SP500,4438,1902,0.0024391911893791307,0.002439260786630484,0.0023615148406699806,26,0.013669821240799159,26,0.013669821240799159,28,0.014721345951629864
GJR-GARCH-t,STOXX,3678,1577,0.002233632995342469,0.002233980357862408,0.0021163462872611687,22,0.013950538998097653,22,0.013950538998097653,22,0.013950538998097653
GJR-GARCH-t,TLT,3987,1709,0.0003706869539275206,0.00037188958312631674,0.00021278968893282015,18,0.010532475131655939,18,0.010532475131655939,19,0.011117612638970159
GJR-GARCH-t,USDJPY,4587,1966,0.0006439491879882651,0.0006508324580320161,0.0006118473011198396,19,0.009664292980671414,19,0.009664292980671414,19,0.009664292980671414
GJR-GARCH-t,WTI,4316,1850,0.006037247767596891,0.006037736620630134,0.0055479340153544825,24,0.012972972972972972,24,0.012972972972972972,26,0.014054054054054054
GARCH-N,ASX200,4459,1912,0.0027927869391912753,0.0027938974824756927,0.002596487529556885,35,0.018305439330543932,35,0.018305439330543932,38,0.0198744769874477
GARCH-N,AUDUSD,3436,1473,0.003133816041032066,0.00313711536004946,0.002737935073728412,5,0.0033944331296673455,5,0.0033944331296673455,7,0.0047522063815342835
GARCH-N,BOVESPA,4369,1873,0.0036149733502165646,0.0036182285592187232,0.00302754096426396,23,0.012279765082754938,23,0.012279765082754938,24,0.012813667912439935
GARCH-N,BTC,2765,1185,0.026398994484491095,0.026406614478207496,0.02493021629125425,4,0.0033755274261603376,4,0.0033755274261603376,4,0.0033755274261603376
GARCH-N,CBU0,2460,1055,0.0008492526288492244,0.0008497126284448199,0.0007700831630480906,9,0.008530805687203791,9,0.008530805687203791,9,0.008530805687203791
GARCH-N,DJCI,1800,772,0.003635312486153683,0.0036373492031408976,0.0035859603575002213,9,0.011658031088082901,9,0.011658031088082901,9,0.011658031088082901
GARCH-N,ETH,1959,841,0.032570986401738736,0.032578973946036975,0.0316953172359303,6,0.007134363852556481,6,0.007134363852556481,6,0.007134363852556481
GARCH-N,EURUSD,3873,1660,0.0011837784228271968,0.0011847816704445896,0.0010859470294930199,14,0.008433734939759036,14,0.008433734939759036,14,0.008433734939759036
GARCH-N,FCHI,4513,1935,0.003620000666631741,0.003623477895065181,0.0034537628797810293,33,0.017054263565891473,33,0.017054263565891473,33,0.017054263565891473
GARCH-N,FTSE100,4459,1911,0.004196751455123993,0.004199384994841942,0.004130690256468304,27,0.0141287284144427,27,0.0141287284144427,27,0.0141287284144427
GARCH-N,GBPUSD,3881,1664,0.0019806948548665958,0.0019817287599446366,0.0019150556046177204,14,0.008413461538461538,14,0.008413461538461538,15,0.009014423076923076
GARCH-N,GDAXI,4482,1922,0.0036135898281409277,0.0036140575180191223,0.003521987985393357,32,0.01664932362122789,32,0.01664932362122789,32,0.01664932362122789
GARCH-N,GOLD,4311,1848,0.0058154549334591965,0.0058181811389276805,0.005616148354272993,16,0.008658008658008658,16,0.008658008658008658,16,0.008658008658008658
GARCH-N,HSI,4344,1862,0.0044859965641476165,0.00449322931256649,0.004426462979888454,19,0.01020408163265306,19,0.01020408163265306,20,0.010741138560687433
GARCH-N,IBGL,3043,1305,0.0031866086808751484,0.0031887515558986636,0.002903235870794906,6,0.004597701149425287,6,0.004597701149425287,7,0.0053639846743295016
GARCH-N,ICLN,2946,1263,0.005742539727872711,0.005747910796348136,0.005278924708926586,10,0.00791765637371338,10,0.00791765637371338,10,0.00791765637371338
GARCH-N,NATGAS,4314,1850,0.004675567775722506,0.004681824930829605,0.004630095723759007,18,0.00972972972972973,18,0.00972972972972973,18,0.00972972972972973
GARCH-N,NIFTY,3001,1287,0.00349813729733673,0.003500370432960748,0.0032695059320545436,12,0.009324009324009324,12,0.009324009324009324,12,0.009324009324009324
GARCH-N,NIKKEI,4317,1851,0.004187573587972344,0.0041912367770204325,0.003785113073351726,24,0.012965964343598054,24,0.012965964343598054,24,0.012965964343598054
GARCH-N,SP500,4438,1902,0.004796365698355258,0.00479700543771553,0.004668704687066002,22,0.011566771819137749,22,0.011566771819137749,22,0.011566771819137749
GARCH-N,STOXX,3678,1577,0.00490904978849957,0.004909375134820012,0.0043349107293661916,16,0.010145846544071021,16,0.010145846544071021,19,0.012048192771084338
GARCH-N,TLT,3987,1709,0.0005017830808760303,0.0005040349451189805,0.00039677706376806804,19,0.011117612638970159,19,0.011117612638970159,19,0.011117612638970159
GARCH-N,USDJPY,4587,1966,0.0022445027532049106,0.0022454251054152036,0.0020942025681744457,21,0.010681586978636826,21,0.010681586978636826,21,0.010681586978636826
GARCH-N,WTI,4316,1850,0.005302661330921259,0.005303748151661215,0.005287247737319592,25,0.013513513513513514,25,0.013513513513513514,26,0.014054054054054054
Hist-Sim,ASX200,4459,1912,0.0026537138837206507,0.0026538669721620535,0.0023880245736532467,20,0.010460251046025104,20,0.010460251046025104,21,0.010983263598326359
Hist-Sim,AUDUSD,3436,1473,0.003552092288656933,0.003553006355975809,0.003505195339789091,9,0.006109979633401222,9,0.006109979633401222,9,0.006109979633401222
Hist-Sim,BOVESPA,4369,1873,0.004412965087114463,0.004419371437321393,0.0036982197143803977,17,0.009076348104644954,17,0.009076348104644954,18,0.009610250934329953
Hist-Sim,BTC,2765,1185,0.014866964861652537,0.014867367505358291,0.010959187632231077,5,0.004219409282700422,5,0.004219409282700422,8,0.006751054852320675
Hist-Sim,CBU0,2460,1055,0.0014170611570848562,0.0014182303857438949,0.0013348631392234862,8,0.007582938388625593,8,0.007582938388625593,8,0.007582938388625593
Hist-Sim,DJCI,1800,772,0.0015082053758471367,0.0015088926225603294,0.001299573065792905,15,0.019430051813471502,15,0.019430051813471502,15,0.019430051813471502
Hist-Sim,ETH,1959,841,0.006892131648959701,0.00692825308586044,0.005698457276966029,13,0.015457788347205707,13,0.015457788347205707,14,0.016646848989298454
Hist-Sim,EURUSD,3873,1660,0.0011022546580559053,0.0011038863639190196,0.0009879139956880058,18,0.010843373493975903,18,0.010843373493975903,18,0.010843373493975903
Hist-Sim,FCHI,4513,1935,0.0035556210507943636,0.0035565597402193185,0.003519048243885206,25,0.012919896640826873,25,0.012919896640826873,25,0.012919896640826873
Hist-Sim,FTSE100,4459,1911,0.0036501061976578555,0.0036532860891352915,0.0035861027064243724,20,0.010465724751439037,20,0.010465724751439037,21,0.01098901098901099
Hist-Sim,GBPUSD,3881,1664,0.0014181250780124811,0.0014184022447399532,0.0013678223772481545,15,0.009014423076923076,15,0.009014423076923076,16,0.009615384615384616
Hist-Sim,GDAXI,4482,1922,0.0027969278978324102,0.0027969915382265254,0.0027023021613064037,23,0.011966701352757543,23,0.011966701352757543,23,0.011966701352757543
Hist-Sim,GOLD,4311,1848,0.002793970262474313,0.0027947822611284396,0.00265259843014217,22,0.011904761904761904,22,0.011904761904761904,22,0.011904761904761904
Hist-Sim,HSI,4344,1862,0.00345447585696345,0.0034557355140116923,0.0032586897291059904,19,0.01020408163265306,19,0.01020408163265306,19,0.01020408163265306
Hist-Sim,IBGL,3043,1305,0.001706408970854726,0.0017067490666613382,0.0016149805180095747,11,0.00842911877394636,11,0.00842911877394636,12,0.009195402298850575
Hist-Sim,ICLN,2946,1263,0.0008834086325304746,0.0008838809834932315,0.0005649623879893421,11,0.00870942201108472,11,0.00870942201108472,11,0.00870942201108472
Hist-Sim,NATGAS,4314,1850,0.00402343753173303,0.004028419353178276,0.003958406748691443,34,0.018378378378378378,34,0.018378378378378378,34,0.018378378378378378
Hist-Sim,NIFTY,3001,1287,0.0030245018021237344,0.003027087161032088,0.002949381134060125,7,0.005439005439005439,7,0.005439005439005439,7,0.005439005439005439
Hist-Sim,NIKKEI,4317,1851,0.005297441133603083,0.005297905285249152,0.004457531181673366,14,0.007563479200432199,14,0.007563479200432199,16,0.00864397622906537
Hist-Sim,SP500,4438,1902,0.003282584740003286,0.0032827200340850692,0.0029946907223246865,26,0.013669821240799159,26,0.013669821240799159,26,0.013669821240799159
Hist-Sim,STOXX,3678,1577,0.0047453718086177855,0.004749237860801246,0.004628774040932635,17,0.01077996195307546,17,0.01077996195307546,17,0.01077996195307546
Hist-Sim,TLT,3987,1709,0.001177761413393718,0.001178887185522477,0.000900414974741626,20,0.011702750146284377,20,0.011702750146284377,21,0.012287887653598596
Hist-Sim,USDJPY,4587,1966,0.0019057896929830995,0.0019059899095466982,0.0015948964273782714,25,0.01271617497456765,25,0.01271617497456765,28,0.014242115971515769
Hist-Sim,WTI,4316,1850,0.005291519530848131,0.005295565576564124,0.005150069194436766,21,0.011351351351351352,21,0.011351351351351352,21,0.011351351351351352
EWMA,ASX200,4459,1912,0.003311090851315531,0.0033115778471012915,0.0031861762018103113,36,0.01882845188284519,36,0.01882845188284519,37,0.019351464435146442
EWMA,AUDUSD,3436,1473,0.003053668090950385,0.0030551396847223705,0.0029035882032289054,8,0.005431093007467753,8,0.005431093007467753,8,0.005431093007467753
EWMA,BOVESPA,4369,1873,0.0037767859375105114,0.003777883237258616,0.0032875241099672072,20,0.010678056593699947,20,0.010678056593699947,21,0.011211959423384944
EWMA,BTC,2765,1185,0.03155091532396696,0.03155246724270889,0.029019738472729532,3,0.002531645569620253,3,0.002531645569620253,3,0.002531645569620253
EWMA,CBU0,2460,1055,0.0009799736807461924,0.0009799757932177165,0.0009640346269407978,12,0.011374407582938388,12,0.011374407582938388,12,0.011374407582938388
EWMA,DJCI,1800,772,0.0034671998769248216,0.003468575499132366,0.003271362197847614,10,0.012953367875647668,10,0.012953367875647668,10,0.012953367875647668
EWMA,ETH,1959,841,0.03273146388932642,0.0327556115497681,0.025947094467190658,6,0.007134363852556481,6,0.007134363852556481,6,0.007134363852556481
EWMA,EURUSD,3873,1660,0.0010678527689856696,0.0010687492103573155,0.0010066363718551415,19,0.01144578313253012,19,0.01144578313253012,20,0.012048192771084338
EWMA,FCHI,4513,1935,0.003930815459453039,0.003931930807926389,0.0035530770488093645,36,0.018604651162790697,36,0.018604651162790697,36,0.018604651162790697
EWMA,FTSE100,4459,1911,0.00422610796102995,0.004226592858896601,0.0039521111914575515,29,0.015175300889586603,29,0.015175300889586603,31,0.016221873364730507
EWMA,GBPUSD,3881,1664,0.001980456303794875,0.001982137658195711,0.001661353251778655,18,0.010817307692307692,18,0.010817307692307692,22,0.013221153846153846
EWMA,GDAXI,4482,1922,0.003546598963525615,0.003548323298627576,0.003379020430606772,34,0.01768990634755463,34,0.01768990634755463,34,0.01768990634755463
EWMA,GOLD,4311,1848,0.005673754771417313,0.005674595502689177,0.005610017302860373,17,0.0091991341991342,17,0.0091991341991342,17,0.0091991341991342
EWMA,HSI,4344,1862,0.004970558599874594,0.004971319123135361,0.00491142505830422,16,0.008592910848549946,16,0.008592910848549946,17,0.009129967776584319
EWMA,IBGL,3043,1305,0.004392990445541459,0.004393681346874778,0.0038050124219361167,5,0.0038314176245210726,5,0.0038314176245210726,7,0.0053639846743295016
EWMA,ICLN,2946,1263,0.006885284683635508,0.006885673222697897,0.0057460687839473315,10,0.00791765637371338,10,0.00791765637371338,10,0.00791765637371338
EWMA,NATGAS,4314,1850,0.0038817884617187437,0.0038835079215872375,0.003527543711357884,21,0.011351351351351352,21,0.011351351351351352,21,0.011351351351351352
EWMA,NIFTY,3001,1287,0.0035307230418005417,0.0035323974270413316,0.0034145247310398696,13,0.010101010101010102,13,0.010101010101010102,13,0.010101010101010102
EWMA,NIKKEI,4317,1851,0.004682958622413108,0.004684368197299567,0.004603081252870586,18,0.009724473257698542,18,0.009724473257698542,18,0.009724473257698542
EWMA,SP500,4438,1902,0.00425829752680423,0.004259627407321022,0.004190165759842441,29,0.015247108307045216,29,0.015247108307045216,31,0.01629863301787592
EWMA,STOXX,3678,1577,0.004924291270218574,0.00492451472266579,0.004448259598593129,24,0.015218769816106531,24,0.015218769816106531,26,0.016487000634115408
EWMA,TLT,3987,1709,0.000627982634151739,0.0006279903653602108,0.0005188393156938731,24,0.014043300175541252,24,0.014043300175541252,24,0.014043300175541252
EWMA,USDJPY,4587,1966,0.0026037473688422155,0.002605104150948588,0.0025427551785351353,19,0.009664292980671414,19,0.009664292980671414,19,0.009664292980671414
EWMA,WTI,4316,1850,0.006093843303224489,0.006098475593299436,0.0059158911659458364,31,0.016756756756756756,31,0.016756756756756756,32,0.017297297297297298
