model,symbol,alpha,g0_qV,g0_n_test,g0_viol,g0_pi_hat,g0_p_kupiec,g0_TL,rho,gap,gn_qV,gn_n_test,gn_viol,gn_pi_hat,gn_p_kupiec,gn_TL,dpi
Chronos-Small,ASX200,0.01,0.026479514057737817,1833,19,0.010365521003818877,0.8757598217094379,Green,-0.01838237129633418,9,0.026479514057737817,1824,19,0.010416666666666666,0.859006300282899,Green,5.1145662847789514e-05
Chronos-Small,ASX200,0.025,0.018934075617340458,1833,51,0.027823240589198037,0.44687143586562583,Yellow,-0.019228966110215892,9,0.018934075617340458,1824,51,0.027960526315789474,0.4266077089762912,Yellow,0.0001372857265914372
Chronos-Small,ASX200,0.05,0.014001657537293932,1833,105,0.057283142389525366,0.16160759210206743,Red,-0.020454238435211877,9,0.014001657537293932,1824,105,0.05756578947368421,0.14726628079094728,Red,0.00028264708415884354
Chronos-Small,ASX200,0.1,0.009491976653634425,1833,198,0.10801963993453355,0.2579070129141873,Red,-0.02329315797373693,9,0.009491976653634425,1824,196,0.1074561403508772,0.29367104920239895,Red,0.0005634995836563544
Chronos-Small,AUDUSD,0.01,0.021631863257192623,1395,1,0.0007168458781362007,5.232900054830125e-06,Green,-0.05064535845258076,9,0.021631863257192623,1386,1,0.0007215007215007215,5.712664244983401e-06,Green,4.654843364520784e-06
Chronos-Small,AUDUSD,0.025,0.014640801962531421,1395,12,0.008602150537634409,5.876979911612068e-06,Green,-0.051821097318295886,9,0.014640801962531421,1386,12,0.008658008658008658,6.873410783869716e-06,Green,5.5858120374249406e-05
Chronos-Small,AUDUSD,0.05,0.011125442510987607,1395,34,0.024372759856630826,1.1895985192467151e-06,Yellow,-0.05221872788997325,9,0.011125442510987607,1386,34,0.024531024531024532,1.5249329028410585e-06,Yellow,0.00015826467439370578
Chronos-Small,AUDUSD,0.1,0.008124323274994964,1395,90,0.06451612903225806,2.6694781549707614e-06,Red,-0.05231639964028507,9,0.008124323274994964,1386,90,0.06493506493506493,3.829105212238559e-06,Red,0.0004189359028068662
Chronos-Small,BOVESPA,0.01,0.0418381945086304,1794,14,0.007803790412486065,0.33088803308718984,Green,-0.0038838158019748564,9,0.0418381945086304,1785,14,0.00784313725490196,0.34120762237713753,Green,3.934684241589572e-05
Chronos-Small,BOVESPA,0.025,0.031562575655156286,1794,21,0.011705685618729096,5.839255994655179e-05,Green,-0.00406498833957596,9,0.031562575655156286,1785,21,0.011764705882352941,6.63971942614916e-05,Green,5.902026362384488e-05
Chronos-Small,BOVESPA,0.05,0.024987719321127002,1794,44,0.024526198439241916,4.470339898254849e-08,Yellow,-0.005303063319378407,9,0.024987719321127002,1785,44,0.02464985994397759,5.712072514985067e-08,Yellow,0.000123661504735674
Chronos-Small,BOVESPA,0.1,0.01723088664104821,1794,114,0.06354515050167224,4.244611306880586e-08,Red,-0.0057316239774907445,9,0.01723088664104821,1785,114,0.06386554621848739,6.127358997964905e-08,Red,0.00032039571681515
Chronos-Small,BTC,0.01,0.10761549021774856,1107,1,0.0009033423667570009,8.590099648342342e-05,Green,-0.021833864685966792,8,0.10761549021774856,1099,1,0.0009099181073703367,9.281668532901133e-05,Green,6.5757406133358336e-06
Chronos-Small,BTC,0.025,0.08062919308168251,1107,3,0.0027100271002710027,1.4665116898626707e-09,Green,-0.02033127138265939,8,0.08062919308168251,1099,3,0.00272975432211101,1.765378510043547e-09,Green,1.97272218400075e-05
Chronos-Small,BTC,0.05,0.057461406337783474,1107,13,0.011743450767841012,2.958300271416192e-12,Green,-0.01884527423983535,8,0.057461406337783474,1099,12,0.01091901728844404,8.658629369051596e-13,Green,0.0008244334793969712
Chronos-Small,BTC,0.1,0.03658278421953296,1107,44,0.03974706413730804,5.4067861299245124e-14,Red,-0.0165545215008203,8,0.03658278421953296,1099,43,0.039126478616924476,3.3306690738754696e-14,Red,0.0006205855203835625
Chronos-Small,CBU0,0.01,0.008038061683034886,976,29,0.02971311475409836,5.53471821596041e-07,Yellow,-0.02459732996493316,8,0.008038061683034886,968,29,0.029958677685950414,4.67924967106903e-07,Yellow,0.0002455629318520551
Chronos-Small,CBU0,0.025,0.006241415268882974,976,49,0.050204918032786885,8.73093798381408e-06,Red,-0.009439413346553014,8,0.006241415268882974,968,49,0.0506198347107438,6.99984509011653e-06,Red,0.0004149166779569141
Chronos-Small,CBU0,0.05,0.00453375313369483,976,92,0.0942622950819672,1.3133381382424147e-08,Red,-0.010304983532115118,8,0.00453375313369483,968,91,0.09400826446280992,1.7880599889608106e-08,Red,0.0002540306191572833
Chronos-Small,CBU0,0.1,0.0031865694686871613,976,145,0.14856557377049182,1.991329643180606e-06,Red,0.02483396079347993,5,0.0031865694686871613,971,144,0.14830072090628219,2.386127425535456e-06,Red,0.0002648528642096304
Chronos-Small,DJCI,0.01,0.01857924247195986,693,21,0.030303030303030304,1.5183374822091977e-05,Yellow,-0.08601492026152972,8,0.01857924247195986,685,21,0.030656934306569343,1.2741638380386888e-05,Yellow,0.0003539040035390392
Chronos-Small,DJCI,0.025,0.015379956511403402,693,29,0.04184704184704185,0.009473387876239414,Red,-0.08800491006439037,8,0.015379956511403402,685,29,0.042335766423357665,0.008086226919330253,Red,0.0004887245763158174
Chronos-Small,DJCI,0.05,0.011902860878549073,693,50,0.07215007215007214,0.011849557985296078,Red,-0.09023074551839183,8,0.011902860878549073,685,50,0.072992700729927,0.00954471721714023,Red,0.0008426285798548566
Chronos-Small,DJCI,0.1,0.00860434166866008,693,83,0.11976911976911978,0.09143964686972073,Red,-0.0917292661333568,8,0.00860434166866008,685,83,0.12116788321167883,0.07288229288052483,Red,0.0013987634425590562
Chronos-Small,ETH,0.01,0.12616460281247144,762,3,0.003937007874015748,0.05522590830673757,Green,-0.03908538904688787,8,0.12616460281247144,754,3,0.003978779840848806,0.05855322295470311,Green,4.17719668330584e-05
Chronos-Small,ETH,0.025,0.08270231865376454,762,10,0.013123359580052493,0.021080142244943034,Green,-0.037587967557357715,8,0.08270231865376454,754,10,0.013262599469496022,0.02354883554210563,Green,0.00013923988944352858
Chronos-Small,ETH,0.05,0.06166420680049975,762,30,0.03937007874015748,0.16266404153607295,Red,-0.037746296988499954,8,0.06166420680049975,754,30,0.03978779840848806,0.18279965953617794,Red,0.00041771966833058227
Chronos-Small,ETH,0.1,0.04034426853058633,762,68,0.08923884514435695,0.3140546798249779,Red,-0.0382424145100272,8,0.04034426853058633,754,68,0.09018567639257294,0.361792292595536,Red,0.0009468312482159846
Chronos-Small,EURUSD,0.01,0.015414008109286406,1582,4,0.0025284450063211127,0.00036000253757406675,Green,-0.20657024453337838,9,0.015414008109286406,1573,4,0.0025429116338207248,0.0003870012645955656,Green,1.4466627499612039e-05
Chronos-Small,EURUSD,0.025,0.011645798178989768,1582,16,0.010113780025284451,1.7003982854535415e-05,Green,-0.20734395740967448,9,0.011645798178989768,1573,16,0.010171646535282899,1.9615562313224366e-05,Green,5.7866509998448154e-05
Chronos-Small,EURUSD,0.05,0.00872999853846037,1582,36,0.022756005056890013,2.940481491631175e-08,Yellow,-0.20859847837610807,9,0.00872999853846037,1573,36,0.02288620470438652,3.8201773744361844e-08,Yellow,0.00013019964749650878
Chronos-Small,EURUSD,0.1,0.005874877256251623,1582,111,0.07016434892541087,3.2146647787612004e-05,Red,-0.2091536553461861,9,0.005874877256251623,1573,111,0.07056579783852511,4.370443942625091e-05,Red,0.0004014489131142357
Chronos-Small,FCHI,0.01,0.036039821760051584,1856,19,0.010237068965517241,0.9185587125657224,Green,-0.01236736756660017,9,0.036039821760051584,1847,19,0.01028695181375203,0.9018189038172019,Green,4.988284823478906e-05
Chronos-Small,FCHI,0.025,0.02661790114385808,1856,40,0.021551724137931036,0.3299719844954442,Yellow,-0.013616450283894738,9,0.02661790114385808,1847,40,0.02165674066053059,0.34644819750827793,Yellow,0.00010501652259955335
Chronos-Small,FCHI,0.05,0.01949891334292625,1856,65,0.03502155172413793,0.0017948735808640537,Yellow,-0.014994370357320416,9,0.01949891334292625,1847,65,0.03519220357336221,0.0020905142002662913,Yellow,0.000170651849224282
Chronos-Small,FCHI,0.1,0.013191359451540107,1856,154,0.08297413793103449,0.012015588852492542,Red,-0.016332026707416267,9,0.013191359451540107,1847,153,0.0828370330265295,0.011525410808726155,Red,0.0001371049045049838
Chronos-Small,FTSE100,0.01,0.030329217709992418,1833,21,0.011456628477905073,0.5401659942376459,Green,-0.03614883164860669,9,0.030329217709992418,1824,21,0.011513157894736841,0.5259297091472155,Green,5.652941683176836e-05
Chronos-Small,FTSE100,0.025,0.022061602036553586,1833,40,0.02182214948172395,0.3732132576842593,Yellow,-0.03657544524872591,9,0.022061602036553586,1824,40,0.021929824561403508,0.3911531198552358,Yellow,0.00010767507967955614
Chronos-Small,FTSE100,0.05,0.015424496027451159,1833,71,0.03873431533006001,0.02142692022227144,Red,-0.038484560402454855,9,0.015424496027451159,1824,71,0.03892543859649123,0.02418498462424068,Red,0.00019112326643121874
Chronos-Small,FTSE100,0.1,0.010563971081187234,1833,136,0.07419530823786143,0.00012211378748661073,Red,-0.0409146298244877,9,0.010563971081187234,1824,134,0.07346491228070176,7.941843034253715e-05,Red,0.0007303959571596658
Chronos-Small,GBPUSD,0.01,0.015203177062875935,1585,9,0.0056782334384858045,0.05980258313166442,Green,0.012245384263900289,5,0.015203177062875935,1580,9,0.00569620253164557,0.061391728320367545,Green,1.7969093159765116e-05
Chronos-Small,GBPUSD,0.025,0.010474746185202765,1585,34,0.02145110410094637,0.35383119968218923,Yellow,0.012026586110022754,5,0.010474746185202765,1580,34,0.021518987341772152,0.3641054988692103,Yellow,6.788324082578068e-05
Chronos-Small,GBPUSD,0.05,0.008143951801708283,1585,81,0.05110410094637224,0.8407066487854274,Red,0.011273892039507622,5,0.008143951801708283,1580,81,0.05126582278481013,0.8181305733821377,Red,0.00016172183843789212
Chronos-Small,GBPUSD,0.1,0.00553546524750531,1585,149,0.09400630914826498,0.4221734231440377,Red,0.010430425564793072,5,0.00553546524750531,1580,149,0.09430379746835443,0.44649991492769736,Red,0.0002974883200894535
Chronos-Small,GDAXI,0.01,0.039583067493618763,1843,10,0.005425935973955507,0.03067614254089579,Green,-0.0016076196498518752,9,0.039583067493618763,1834,10,0.0054525627044711015,0.032191627817216184,Green,2.6626730515594277e-05
Chronos-Small,GDAXI,0.025,0.027287721936358325,1843,39,0.021161150298426478,0.2784726235444205,Yellow,-0.0019126288985838815,9,0.027287721936358325,1834,39,0.021264994547437296,0.2932259785023845,Yellow,0.00010384424901081768
Chronos-Small,GDAXI,0.05,0.02058616623239188,1843,59,0.032013022246337494,0.00015505074461008572,Yellow,-0.003597531139508654,9,0.02058616623239188,1834,58,0.03162486368593239,0.00011273589283244956,Yellow,0.0003881585604051038
Chronos-Small,GDAXI,0.1,0.01435550344111955,1843,134,0.0727075420510038,4.396974950038324e-05,Red,-0.005591584004925152,9,0.01435550344111955,1834,133,0.07251908396946564,4.040501884983172e-05,Red,0.0001884580815381537
Chronos-Small,GOLD,0.01,0.031126434335503515,1770,14,0.007909604519774011,0.35893888054701295,Green,0.006746502346669149,5,0.031126434335503515,1765,14,0.00793201133144476,0.3649982553008013,Green,2.240681167074883e-05
