model,asset,method,gamma,violation,kupiec_p,christoffersen_p,zone,mean_var,var_path_vol
Chronos-Small,GOLD,Conformal rolling $w{=}250$,0.05,0.011864406779661017,0.44379668339050204,0.3831623243500182,green,0.03198636064019197,0.001035252556422787
Chronos-Small,GOLD,ACI (first-half $\gamma$),0.05,0.0005649717514124294,1.3372719065023198e-07,9.131847378580505e-07,green,0.08179998119710269,0.04283337192005901
Chronos-Small,HSI,Conformal static,0.05,0.006726457399103139,0.13959536506585826,0.0026881763406419253,green,0.04245961068775833,0.0009058917600176758
Chronos-Small,HSI,Conformal rolling $w{=}250$,0.05,0.010089686098654708,0.9696750750504843,0.0418987041344431,green,0.04392274168202311,0.0025583578382526073
Chronos-Small,HSI,ACI (first-half $\gamma$),0.05,0.0011210762331838565,1.563345704182102e-06,9.767265457093495e-06,green,0.10254283991571563,0.03945112817745346
Chronos-Small,IBGL,Conformal static,0.001,0.00897226753670473,0.712815391558864,0.8458506892757999,green,0.021848595483243215,0.0006823188866812203
Chronos-Small,IBGL,Conformal rolling $w{=}250$,0.001,0.008156606851549755,0.5027775030160923,0.7357684239388272,green,0.021714190067978714,0.0007445537024369941
Chronos-Small,IBGL,ACI (first-half $\gamma$),0.001,0.0008156606851549756,2.7095138533422605e-05,0.0001497498346925552,green,0.02887291557808383,0.0006929856618578289
Chronos-Small,ICLN,Conformal static,0.001,0.00590717299578059,0.125268937150566,0.29620039199513587,green,0.047589109584064995,0.0013776171312239172
Chronos-Small,ICLN,Conformal rolling $w{=}250$,0.001,0.00590717299578059,0.125268937150566,0.29620039199513587,green,0.05010450709265397,0.001619961338408692
Chronos-Small,ICLN,ACI (first-half $\gamma$),0.001,0.0008438818565400844,4.033874151817754e-05,0.0002185409490229349,green,0.07598016207544443,0.0016341610626609947
Chronos-Small,NATGAS,Conformal static,0.05,0.028232636928289104,2.8023543676137176e-10,2.021960406279803e-09,green,0.08128948097973317,0.0034608429922628726
Chronos-Small,NATGAS,Conformal rolling $w{=}250$,0.05,0.010163749294184076,0.9449320315266124,0.8291781453893462,green,0.12699965089133897,0.004610895453265033
Chronos-Small,NATGAS,ACI (first-half $\gamma$),0.05,0.001129305477131564,1.7639137054319337e-06,1.0968623642621052e-05,green,0.2572580311568525,0.056906892690015386
Chronos-Small,NIFTY,Conformal static,0.001,0.006622516556291391,0.2087392166596399,0.4302224983498092,green,0.024978868647663365,0.0015064352283655018
Chronos-Small,NIFTY,Conformal rolling $w{=}250$,0.001,0.0074503311258278145,0.3509424554048667,0.6049336245789774,green,0.026090994703055512,0.0016068309229748416
Chronos-Small,NIFTY,ACI (first-half $\gamma$),0.001,0.0008278145695364238,3.226937986647791e-05,0.0001768077822096036,green,0.06042613271417477,0.0017580233870081962
Chronos-Small,NIKKEI,Conformal static,0.05,0.007900677200902935,0.35653605517329434,0.01010317476979181,green,0.04048344210972956,0.0008278174929566181
Chronos-Small,NIKKEI,Conformal rolling $w{=}250$,0.05,0.007336343115124154,0.23683598367476402,0.0056433936890123385,green,0.04115105014223287,0.0015152196368592114
Chronos-Small,NIKKEI,ACI (first-half $\gamma$),0.05,0.000564334085778781,1.3113024607827853e-07,8.960245334237761e-07,green,0.09526729225180589,0.039355481848901024
Chronos-Small,SP500,Conformal static,0.05,0.013157894736842105,0.19607628987642725,0.051525200994956125,green,0.03259332234898498,0.006490772098326316
Chronos-Small,SP500,Conformal rolling $w{=}250$,0.05,0.013706140350877192,0.1320463605436712,0.0003784940088391112,green,0.04262687248200505,0.007077757935252985
Chronos-Small,SP500,ACI (first-half $\gamma$),0.05,0.0005482456140350877,7.873912608613279e-08,5.469172658735487e-07,green,0.09962021725485692,0.0297298567166381
Chronos-Small,STOXX,Conformal static,0.05,0.004672897196261682,0.02070348642016728,0.005147687875764401,green,0.035340617937564434,0.0008540622421676593
Chronos-Small,STOXX,Conformal rolling $w{=}250$,0.05,0.006675567423230975,0.16874172253422795,3.0508053630854227e-05,green,0.0386936494847087,0.0013103052729265244
Chronos-Small,STOXX,ACI (first-half $\gamma$),0.05,0.0006675567423230974,1.9155431028075705e-06,1.1892066075810998e-05,green,0.04670499348756395,0.0055377238482687136
Chronos-Small,TLT,Conformal static,0.001,0.017780502759043533,0.004426515668040252,0.014464702504423114,green,0.02236391474664675,0.003191063246228231
Chronos-Small,TLT,Conformal rolling $w{=}250$,0.001,0.00674432863274065,0.16023425338411357,0.06445369387295645,green,0.029785532694518304,0.003521645249812691
Chronos-Small,TLT,ACI (first-half $\gamma$),0.001,0.0006131207847946045,5.218978428409991e-07,3.4018555635696447e-06,green,0.06838927655304124,0.003289741269495085
Chronos-Small,USDJPY,Conformal static,0.05,0.007415254237288136,0.2368162457191111,0.44737002014067206,green,0.017532039079941435,0.0004362630380891761
Chronos-Small,USDJPY,Conformal rolling $w{=}250$,0.05,0.011122881355932203,0.6300336726633782,0.7030361661102142,green,0.018010734350635157,0.0007412160476658442
Chronos-Small,USDJPY,ACI (first-half $\gamma$),0.05,0.001059322033898305,5.938342743480326e-07,3.847052943561711e-06,green,0.031650926979549916,0.0063212824399744814
Chronos-Small,WTI,Conformal static,0.05,0.025395033860045147,4.931306068888705e-08,1.6451385408401298e-10,yellow,0.05849530564371513,0.016609100194287487
Chronos-Small,WTI,Conformal rolling $w{=}250$,0.05,0.008465011286681716,0.5047655053367646,0.016413765687298198,green,0.10549896146916928,0.017655413606785762
Chronos-Small,WTI,ACI (first-half $\gamma$),0.05,0.001693002257336343,1.3727114070755267e-05,7.802895414017951e-05,green,0.25545087061114,0.05220326725478412
Chronos-Mini,ASX200,Conformal static,0.05,0.010365521003818877,0.8757598217094379,0.04861949924728479,green,0.026238267567101483,0.007080038344526626
Chronos-Mini,ASX200,Conformal rolling $w{=}250$,0.05,0.009819967266775777,0.9380678465016781,0.002137650812929173,green,0.03259181038085181,0.007189137611750139
Chronos-Mini,ASX200,ACI (first-half $\gamma$),0.05,0.0016366612111292963,8.034746877214385e-06,4.6796069270434045e-05,green,0.08326138671720183,0.02198712714097985
Chronos-Mini,AUDUSD,Conformal static,0.001,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.0235287579905337,0.0006945945941701713
Chronos-Mini,AUDUSD,Conformal rolling $w{=}250$,0.001,0.008602150537634409,0.5908598572607506,0.7798140023322837,green,0.018636636748156785,0.0008508218764345829
Chronos-Mini,AUDUSD,ACI (first-half $\gamma$),0.001,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.052985004660673796,0.001273234234925523
Chronos-Mini,BOVESPA,Conformal static,0.05,0.004459308807134894,0.008087179846714787,0.0024848868508680244,green,0.046268632433600375,0.008007032072419684
Chronos-Mini,BOVESPA,Conformal rolling $w{=}250$,0.05,0.007803790412486065,0.33088803308718684,0.15658562591726044,green,0.04702498901943905,0.008728107084967384
Chronos-Mini,BOVESPA,ACI (first-half $\gamma$),0.05,0.0005574136008918618,1.0568259444343471e-07,7.272059420057529e-07,green,0.12572030653723873,0.042071121502147535
Chronos-Mini,BTC,Conformal static,0.001,0.0009033423667570009,8.59009964834329e-05,0.0004470726305930825,green,0.11268642693507203,0.001951303868525691
Chronos-Mini,BTC,Conformal rolling $w{=}250$,0.001,0.008130081300813009,0.5181108206354494,0.7537724639028736,green,0.0724031616693415,0.002613724128585499
Chronos-Mini,BTC,ACI (first-half $\gamma$),0.001,0.0009033423667570009,8.59009964834329e-05,0.0004470726305930825,green,0.1515572817301842,0.0027607156742533636
Chronos-Mini,FCHI,Conformal static,0.05,0.008620689655172414,0.54076439432748,0.020223600650495402,green,0.03911339731858816,0.003949514462759491
Chronos-Mini,FCHI,Conformal rolling $w{=}250$,0.05,0.009698275862068966,0.8955377981731205,6.779920237537325e-05,green,0.04095810521526637,0.004249276431913902
Chronos-Mini,FCHI,ACI (first-half $\gamma$),0.05,0.0005387931034482759,5.751832327689228e-08,4.034662079061748e-07,green,0.0966843721859278,0.038980327410079146
Chronos-Mini,CBU0,Conformal static,0.001,0.02971311475409836,5.534718215697922e-07,1.4805675551041658e-06,green,0.009303501935102017,0.0005985162639432616
Chronos-Mini,CBU0,Conformal rolling $w{=}250$,0.001,0.007172131147540984,0.3497057072753773,0.6139249152207644,green,0.013170329321084927,0.0006075149188667772
Chronos-Mini,CBU0,ACI (first-half $\gamma$),0.001,0.0010245901639344263,0.0003044859001862607,0.0014702479468309256,green,0.018455008726788825,0.0006196099324538643
Chronos-Mini,DJCI,Conformal static,0.001,0.027417027417027416,0.00014783279555084417,0.0006205807516516177,red,0.02083980655049648,0.0009113435004704999
Chronos-Mini,DJCI,Conformal rolling $w{=}250$,0.001,0.015873015873015872,0.15230893909471716,0.1342296167737081,yellow,0.029472914245091117,0.0011156619605906636
Chronos-Mini,DJCI,ACI (first-half $\gamma$),0.001,0.001443001443001443,0.004577097564090387,0.017932481099500013,green,0.047589442603012296,0.0009688504747241837
Chronos-Mini,ETH,Conformal static,0.001,0.003937007874015748,0.0552259083067376,0.15731591015155386,green,0.13528467932759414,0.002975953335769216
Chronos-Mini,ETH,Conformal rolling $w{=}250$,0.001,0.013123359580052493,0.40831861205884046,0.20555926877683875,green,0.10557207383508559,0.0038310366381112985
Chronos-Mini,ETH,ACI (first-half $\gamma$),0.001,0.0013123359580052493,0.002372546492816568,0.009857709299983449,green,0.1624486272273362,0.00314672896695074
Chronos-Mini,EURUSD,Conformal static,0.05,0.0025284450063211127,0.0003600025375741184,0.001704106100765702,green,0.016976315124326322,0.0004965792734950916
Chronos-Mini,EURUSD,Conformal rolling $w{=}250$,0.05,0.008217446270543615,0.4621805271112076,0.6851714021448789,green,0.0130070031909809,0.0005774999543542072
Chronos-Mini,EURUSD,ACI (first-half $\gamma$),0.05,0.0012642225031605564,1.011764542545212e-05,5.846553690029551e-05,green,0.02260735109932637,0.006270792511321397
Chronos-Mini,FTSE100,Conformal static,0.001,0.011456628477905073,0.5401659942376459,0.004594770574524118,green,0.031807592097754536,0.0035853710901209636
Chronos-Mini,FTSE100,Conformal rolling $w{=}250$,0.001,0.00872885979268958,0.5761015819211541,0.0008690879389560872,green,0.036257325932980096,0.0038492410615184047
Chronos-Mini,FTSE100,ACI (first-half $\gamma$),0.001,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.11293606167322624,0.004026124354638361
Chronos-Mini,GBPUSD,Conformal static,0.001,0.005047318611987382,0.028467029374326686,0.08712698638121112,green,0.01613257371281308,0.0006168680264338483
Chronos-Mini,GBPUSD,Conformal rolling $w{=}250$,0.001,0.00946372239747634,0.828581590831435,0.3110334784173719,green,0.015117206048884762,0.0006643951652418096
Chronos-Mini,GBPUSD,ACI (first-half $\gamma$),0.001,0.0006309148264984228,8.1852427277072e-07,5.24880709393565e-06,green,0.041854921765478406,0.0008161320077847254
Chronos-Mini,GDAXI,Conformal static,0.001,0.0048833423765599565,0.014248747061815068,0.047467019504536835,green,0.04227271157843363,0.0011799218177004297
Chronos-Mini,GDAXI,Conformal rolling $w{=}250$,0.001,0.010309278350515464,0.8943749846942326,0.00011162972481365905,green,0.03958419557606841,0.001758606451708018
Chronos-Mini,GDAXI,ACI (first-half $\gamma$),0.001,0.0005425935973955507,6.5345934174585e-08,4.5655648965583106e-07,green,0.12708477658045167,0.002451404913522732
Chronos-Mini,GOLD,Conformal static,0.05,0.007909604519774011,0.35893888054701295,0.16694957711128777,yellow,0.032214312589154775,0.00072878832593176
Chronos-Mini,GOLD,Conformal rolling $w{=}250$,0.05,0.012429378531073447,0.3223014587953534,0.33817478546072294,green,0.03203943386736498,0.0010852059858686906
Chronos-Mini,GOLD,ACI (first-half $\gamma$),0.05,0.0005649717514124294,1.3372719065023198e-07,9.131847378580505e-07,green,0.08401371717041041,0.04348733984646092
Chronos-Mini,HSI,Conformal static,0.05,0.0072869955156950675,0.22622919557540358,0.005391892002047449,green,0.03982918311820717,0.001434430582937819
Chronos-Mini,HSI,Conformal rolling $w{=}250$,0.05,0.008968609865470852,0.6558732849656372,0.023795593320113318,green,0.04274302704904936,0.002601376077797189
Chronos-Mini,HSI,ACI (first-half $\gamma$),0.05,0.0011210762331838565,1.563345704182102e-06,9.767265457093495e-06,green,0.10539726679036585,0.04072492952664159
Chronos-Mini,IBGL,Conformal static,0.001,0.00897226753670473,0.712815391558864,0.8458506892757999,green,0.021885033017323374,0.0009783013743779952
Chronos-Mini,IBGL,Conformal rolling $w{=}250$,0.001,0.008156606851549755,0.5027775030160923,0.7357684239388272,green,0.021991722999314567,0.001033031173883842
Chronos-Mini,IBGL,ACI (first-half $\gamma$),0.001,0.0008156606851549756,2.7095138533422605e-05,0.0001497498346925552,green,0.030040761035879084,0.0009903771789161048
Chronos-Mini,ICLN,Conformal static,0.001,0.006751054852320675,0.23234634922963607,0.4641061064566181,green,0.0464584366161871,0.002251387953051574
Chronos-Mini,ICLN,Conformal rolling $w{=}250$,0.001,0.005063291139240506,0.05910570653431927,0.16337427243599192,green,0.0505741540048291,0.0024550174842831595
Chronos-Mini,ICLN,ACI (first-half $\gamma$),0.001,0.0008438818565400844,4.033874151817754e-05,0.0002185409490229349,green,0.07507922544974606,0.002429796711164628
Chronos-Mini,NATGAS,Conformal static,0.05,0.02710333145115754,2.3431221316769162e-09,7.5439661088209e-09,green,0.08345234656704666,0.0052635511947427185
Chronos-Mini,NATGAS,Conformal rolling $w{=}250$,0.05,0.009034443817052512,0.6780194314084952,0.7928382271201492,green,0.12602369360560667,0.006209278956018867
Chronos-Mini,NATGAS,ACI (first-half $\gamma$),0.05,0.001129305477131564,1.7639137054319337e-06,1.0968623642621052e-05,green,0.26781285468936583,0.056719619331612105
Chronos-Mini,NIFTY,Conformal static,0.001,0.0041390728476821195,0.020360715933002326,0.06646044311969458,green,0.02678544985725193,0.00133043911461038
Chronos-Mini,NIFTY,Conformal rolling $w{=}250$,0.001,0.0074503311258278145,0.3509424554048667,0.6049336245789774,green,0.025922701205307895,0.0014564486604024473
Chronos-Mini,NIFTY,ACI (first-half $\gamma$),0.001,0.0008278145695364238,3.226937986647791e-05,0.0001768077822096036,green,0.060855414477787084,0.0016208419550253824
Chronos-Mini,NIKKEI,Conformal static,0.05,0.008465011286681716,0.5047655053367646,0.016413765687298198,green,0.040527416001231095,0.0010759950900367024
Chronos-Mini,NIKKEI,Conformal rolling $w{=}250$,0.05,0.007336343115124154,0.23683598367476402,0.0056433936890123385,green,0.040780090450200424,0.0016619676143212307
Chronos-Mini,NIKKEI,ACI (first-half $\gamma$),0.05,0.000564334085778781,1.3113024607827853e-07,8.960245334237761e-07,green,0.09647126007354043,0.038386917874417746
Chronos-Mini,SP500,Conformal static,0.001,0.009868421052631578,0.9548626135213718,0.3884658938942702,green,0.0343603541588107,0.00969868180785927
Chronos-Mini,SP500,Conformal rolling $w{=}250$,0.001,0.013157894736842105,0.19607628987642725,0.005395098939747085,green,0.03753351371728091,0.009763117499046977
Chronos-Mini,SP500,ACI (first-half $\gamma$),0.001,0.0005482456140350877,7.873912608613279e-08,5.469172658735487e-07,green,0.07978495554078341,0.00975600961667262
Chronos-Mini,STOXX,Conformal static,0.05,0.004672897196261682,0.02070348642016728,0.005147687875764401,green,0.036740049625827276,0.0009732142903080518
Chronos-Mini,STOXX,Conformal rolling $w{=}250$,0.05,0.006008010680907877,0.0934896369533739,9.089717898610855e-06,green,0.03880471704503695,0.0014129514905475136
Chronos-Mini,STOXX,ACI (first-half $\gamma$),0.05,0.0006675567423230974,1.9155431028075705e-06,1.1892066075810998e-05,green,0.047132089736567316,0.0058238029227282405
Chronos-Mini,TLT,Conformal static,0.001,0.019619865113427344,0.0005594634474978765,0.0009502005566416459,green,0.021856579209877262,0.004733600745788626
Chronos-Mini,TLT,Conformal rolling $w{=}250$,0.001,0.007357449417535254,0.26041079240174636,0.0050580678640002276,green,0.03094781787106924,0.004908675580698018
Chronos-Mini,TLT,ACI (first-half $\gamma$),0.001,0.0006131207847946045,5.218978428409991e-07,3.4018555635696447e-06,green,0.06880586968014761,0.0047846138823917075
Chronos-Mini,USDJPY,Conformal static,0.05,0.00847457627118644,0.4939210315124172,0.6901726200704236,green,0.01745457409512856,0.0005150637621774866
Chronos-Mini,USDJPY,Conformal rolling $w{=}250$,0.05,0.011652542372881356,0.4819091674279057,0.6024242547916601,green,0.017867022752116407,0.0007795123189709341
Chronos-Mini,USDJPY,ACI (first-half $\gamma$),0.05,0.001059322033898305,5.938342743480326e-07,3.847052943561711e-06,green,0.03208458032954395,0.007251045092225251
Chronos-Mini,WTI,Conformal static,0.05,0.023702031602708805,8.383908504615123e-07,8.798389331092181e-09,green,0.05920164420591095,0.021360785070563812
Chronos-Mini,WTI,Conformal rolling $w{=}250$,0.05,0.008465011286681716,0.5047655053367646,0.016413765687298198,green,0.10563696760783423,0.02222006427400762
Chronos-Mini,WTI,ACI (first-half $\gamma$),0.05,0.001693002257336343,1.3727114070755267e-05,7.802895414017951e-05,green,0.25675902235303816,0.05306176403516446
TimesFM-2.5,ASX200,Conformal static,0.001,0.007637752318603383,0.28887970019496406,4.248342673012794e-06,green,0.05278176023476845,0.0034963090885191408
TimesFM-2.5,ASX200,Conformal rolling $w{=}250$,0.001,0.010365521003818877,0.8757598217094379,2.9567103898369404e-06,green,0.03727077302254404,0.003309856019157311
TimesFM-2.5,ASX200,ACI (first-half $\gamma$),0.001,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.12632723612019386,0.0035682694330163604
TimesFM-2.5,AUDUSD,Conformal static,0.001,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.050885425632667576,0.0007911170492141774
TimesFM-2.5,AUDUSD,Conformal rolling $w{=}250$,0.001,0.007885304659498209,0.409778348917024,0.6523241124906419,green,0.020431663418069033,0.0009696860020669409
TimesFM-2.5,AUDUSD,ACI (first-half $\gamma$),0.001,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.05298529980424106,0.000989926892206123
TimesFM-2.5,BOVESPA,Conformal static,0.001,0.006131549609810479,0.07611071317314964,1.684097840315335e-07,green,0.09303350420714725,0.006403088916065712
TimesFM-2.5,BOVESPA,Conformal rolling $w{=}250$,0.001,0.00947603121516165,0.8219637326874112,0.3483961576801111,green,0.05636662435392179,0.005813375263990416
TimesFM-2.5,BOVESPA,ACI (first-half $\gamma$),0.001,0.0005574136008918618,1.0568259444343471e-07,7.272059420057529e-07,green,0.24289826095524264,0.00667828470948585
TimesFM-2.5,BTC,Conformal static,0.001,0.0,2.3917889948193026e-06,1.4728564449742451e-05,green,0.18541029349607013,0.0066821074017270705
TimesFM-2.5,BTC,Conformal rolling $w{=}250$,0.001,0.006323396567299007,0.18732952137861347,0.4009838087999396,green,0.07767603467410066,0.006723568912644216
TimesFM-2.5,BTC,ACI (first-half $\gamma$),0.001,0.0018066847335140017,0.0007462012875126032,0.0033834176207304186,green,0.15486305619909835,0.0069013457233156016
TimesFM-2.5,FCHI,Conformal static,0.001,0.004310344827586207,0.005474873203380332,1.7387504637342201e-07,green,0.07362978813689748,0.004811590917163183
TimesFM-2.5,FCHI,Conformal rolling $w{=}250$,0.001,0.011314655172413793,0.5771790098662235,1.774922172711416e-07,green,0.04484474930472844,0.004769119205790321
TimesFM-2.5,FCHI,ACI (first-half $\gamma$),0.001,0.0005387931034482759,5.751832327689228e-08,4.034662079061748e-07,green,0.1502782622508892,0.004944561219177665
TimesFM-2.5,CBU0,Conformal static,0.001,0.07479508196721311,3.4298171226684663e-39,1.5753575897533998e-39,green,0.00910097278930489,0.0004250043030795101
TimesFM-2.5,CBU0,Conformal rolling $w{=}250$,0.001,0.012295081967213115,0.48664354644030694,0.6760379686560378,green,0.014523044738284282,0.00044821826873090755
TimesFM-2.5,CBU0,ACI (first-half $\gamma$),0.001,0.0010245901639344263,0.0003044859001862607,0.0014702479468309256,green,0.022639923323573875,0.00044194551036472657
TimesFM-2.5,DJCI,Conformal static,0.001,0.031746031746031744,4.541559361341787e-06,7.645921508129056e-12,red,0.027670282213964975,0.0030786044931368213
TimesFM-2.5,DJCI,Conformal rolling $w{=}250$,0.001,0.01875901875901876,0.03878655852327398,0.05871131847866897,yellow,0.03224625712019629,0.0028280985059540233
TimesFM-2.5,DJCI,ACI (first-half $\gamma$),0.001,0.001443001443001443,0.004577097564090387,0.017932481099500013,green,0.07006011083084218,0.003094028756687799
TimesFM-2.5,ETH,Conformal static,0.001,0.0,9.090871049059164e-05,0.0004720829150308915,green,0.18559748286204367,0.00968272502785837
TimesFM-2.5,ETH,Conformal rolling $w{=}250$,0.001,0.015748031496062992,0.14122074470480778,0.013805453071799369,green,0.10356905873876526,0.009249449122090303
TimesFM-2.5,ETH,ACI (first-half $\gamma$),0.001,0.0013123359580052493,0.002372546492816568,0.009857709299983449,green,0.18313702183199276,0.009770917527410786
TimesFM-2.5,EURUSD,Conformal static,0.001,0.0,1.7095763346687846e-08,1.244164637377654e-07,green,0.035081618906181604,0.00077884072700852
TimesFM-2.5,EURUSD,Conformal rolling $w{=}250$,0.001,0.01390644753476612,0.14034362426312452,0.0037279429580760796,green,0.01370448075198767,0.0007597287645361693
TimesFM-2.5,EURUSD,ACI (first-half $\gamma$),0.001,0.0006321112515802782,8.428946129859622e-07,5.399225418383395e-06,green,0.029835712841779903,0.0008148771425073193
TimesFM-2.5,FTSE100,Conformal static,0.001,0.0038188761593016913,0.0023500881652758943,6.764927398189169e-06,green,0.06659378699839144,0.00464361438624618
TimesFM-2.5,FTSE100,Conformal rolling $w{=}250$,0.001,0.009274413529732678,0.751949509243384,1.0617508415751496e-08,green,0.040460887210863196,0.004675621700702707
TimesFM-2.5,FTSE100,ACI (first-half $\gamma$),0.001,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.13579721691738106,0.004792254895810542
TimesFM-2.5,GBPUSD,Conformal static,0.001,0.0018927444794952682,6.975062956630165e-05,3.880143271081366e-06,green,0.030490555144530005,0.0012002075390074626
