model,asset,gamma,violation,kupiec_p,christoffersen_p,zone,mean_var,var_path_vol
Chronos-Small,ASX200,0.001,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.098585865819881,0.005419615032004297
Chronos-Small,ASX200,0.005,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.09693621485070741,0.006743380335888477
Chronos-Small,ASX200,0.01,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.09423698909222786,0.009057097732924421
Chronos-Small,ASX200,0.05,0.0010911074740861974,9.913021330687595e-07,6.301905673223466e-06,green,0.08320135812999274,0.02082827063481692
Chronos-Small,AUDUSD,0.001,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.053112417123489845,0.0010977507726183965
Chronos-Small,AUDUSD,0.005,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.05108896471237211,0.003988414787165128
Chronos-Small,AUDUSD,0.01,0.0007168458781362007,5.232900054811273e-06,3.11790221810445e-05,green,0.04801647592528562,0.00749319491049132
Chronos-Small,AUDUSD,0.05,0.002150537634408602,0.00035309235612229225,0.0016796595733830429,green,0.03695967868397593,0.018792035968994477
Chronos-Small,BOVESPA,0.001,0.0005574136008918618,1.0568259444343471e-07,7.272059420057529e-07,green,0.15512403756386178,0.008143917852097478
Chronos-Small,BOVESPA,0.005,0.0005574136008918618,1.0568259444343471e-07,7.272059420057529e-07,green,0.15496139429828643,0.008542432807890495
Chronos-Small,BOVESPA,0.01,0.0005574136008918618,1.0568259444343471e-07,7.272059420057529e-07,green,0.15352081942177748,0.009328455738568404
Chronos-Small,BOVESPA,0.05,0.0005574136008918618,1.0568259444343471e-07,7.272059420057529e-07,green,0.135809253363051,0.026031080195483915
Chronos-Small,BTC,0.001,0.0009033423667570009,8.59009964834329e-05,0.0004470726305930825,green,0.14970666614722103,0.002310726767465528
Chronos-Small,BTC,0.005,0.0009033423667570009,8.59009964834329e-05,0.0004470726305930825,green,0.14556691510196954,0.007441421241684817
Chronos-Small,BTC,0.01,0.0009033423667570009,8.59009964834329e-05,0.0004470726305930825,green,0.13893461548717245,0.013420837032641776
Chronos-Small,BTC,0.05,0.0018066847335140017,0.0007462012875126032,0.0033834176207304186,green,0.11513059350591606,0.033469219562391635
Chronos-Small,FCHI,0.001,0.0005387931034482759,5.751832327689228e-08,4.034662079061748e-07,green,0.12810995599162964,0.002296697100616652
Chronos-Small,FCHI,0.005,0.0005387931034482759,5.751832327689228e-08,4.034662079061748e-07,green,0.12448777793013639,0.007151329526825635
Chronos-Small,FCHI,0.01,0.0005387931034482759,5.751832327689228e-08,4.034662079061748e-07,green,0.11926336099704891,0.013147633119113189
Chronos-Small,FCHI,0.05,0.0005387931034482759,5.751832327689228e-08,4.034662079061748e-07,green,0.09563086184529837,0.03798223703979723
Chronos-Small,CBU0,0.001,0.0010245901639344263,0.0003044859001862607,0.0014702479468309256,green,0.018570710687069916,0.0004023023060266024
Chronos-Small,CBU0,0.005,0.0010245901639344263,0.0003044859001862607,0.0014702479468309256,green,0.018448610924640025,0.0005189669799871012
Chronos-Small,CBU0,0.01,0.0010245901639344263,0.0003044859001862607,0.0014702479468309256,green,0.018211520906061374,0.0007236743011354038
Chronos-Small,CBU0,0.05,0.0020491803278688526,0.0023658143976417155,0.00980465248227602,green,0.016937120531138477,0.0018295233490884589
Chronos-Small,DJCI,0.001,0.001443001443001443,0.004577097564090387,0.017932481099500013,green,0.04887895314123721,0.0007572359375100839
Chronos-Small,DJCI,0.005,0.001443001443001443,0.004577097564090387,0.017932481099500013,green,0.04922768721478683,0.0009570609664306717
Chronos-Small,DJCI,0.01,0.001443001443001443,0.004577097564090387,0.017932481099500013,green,0.04908756753279765,0.0011498988138529626
Chronos-Small,DJCI,0.05,0.001443001443001443,0.004577097564090387,0.017932481099500013,green,0.04761146488207945,0.002355667537136706
Chronos-Small,ETH,0.001,0.0013123359580052493,0.002372546492816568,0.009857709299983449,green,0.15867613447836784,0.0019094703412752157
Chronos-Small,ETH,0.005,0.0013123359580052493,0.002372546492816568,0.009857709299983449,green,0.16009718116330848,0.002472329880510154
Chronos-Small,ETH,0.01,0.0013123359580052493,0.002372546492816568,0.009857709299983449,green,0.16004247479179165,0.0029408374718899815
Chronos-Small,ETH,0.05,0.0013123359580052493,0.002372546492816568,0.009857709299983449,green,0.15632562495086447,0.007276161436692857
Chronos-Small,EURUSD,0.001,0.0006321112515802782,8.428946129859622e-07,5.399225418383395e-06,green,0.027840892851450524,0.0004993843731473521
Chronos-Small,EURUSD,0.005,0.0006321112515802782,8.428946129859622e-07,5.399225418383395e-06,green,0.027135084854509803,0.0014468342284965823
Chronos-Small,EURUSD,0.01,0.0006321112515802782,8.428946129859622e-07,5.399225418383395e-06,green,0.026105858117922567,0.002592311328352704
Chronos-Small,EURUSD,0.05,0.0012642225031605564,1.011764542545212e-05,5.846553690029551e-05,green,0.022336316787390287,0.006442526939901334
Chronos-Small,FTSE100,0.001,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.11244412408511108,0.0018938082820796397
Chronos-Small,FTSE100,0.005,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.10883798457327286,0.006211028192541659
Chronos-Small,FTSE100,0.01,0.0005455537370430987,7.208380453163594e-08,5.020856080033001e-07,green,0.10373709046462001,0.011538526759148175
Chronos-Small,FTSE100,0.05,0.0010911074740861974,9.913021330687595e-07,6.301905673223466e-06,green,0.08149959610096351,0.03281037793320935
Chronos-Small,GBPUSD,0.001,0.0006309148264984228,8.1852427277072e-07,5.24880709393565e-06,green,0.041920560133761164,0.0006552761930841996
Chronos-Small,GBPUSD,0.005,0.0006309148264984228,8.1852427277072e-07,5.24880709393565e-06,green,0.04181151887311254,0.0009391352523195016
Chronos-Small,GBPUSD,0.01,0.0006309148264984228,8.1852427277072e-07,5.24880709393565e-06,green,0.04134545732952097,0.0016315354574389979
Chronos-Small,GBPUSD,0.05,0.0012618296529968455,9.84223596886485e-06,5.694482035383767e-05,green,0.034191322499053246,0.009590672636802498
Chronos-Small,GDAXI,0.001,0.0005425935973955507,6.5345934174585e-08,4.5655648965583106e-07,green,0.12684675021831454,0.0023391303040462916
Chronos-Small,GDAXI,0.005,0.0005425935973955507,6.5345934174585e-08,4.5655648965583106e-07,green,0.1222464809194017,0.008147130334781849
Chronos-Small,GDAXI,0.01,0.0005425935973955507,6.5345934174585e-08,4.5655648965583106e-07,green,0.11588906365731796,0.014680396509168534
Chronos-Small,GDAXI,0.05,0.0005425935973955507,6.5345934174585e-08,4.5655648965583106e-07,green,0.09075636532078736,0.03988025402912093
Chronos-Small,GOLD,0.001,0.0005649717514124294,1.3372719065023198e-07,9.131847378580505e-07,green,0.11831386269143902,0.0022982296449545483
Chronos-Small,GOLD,0.005,0.0005649717514124294,1.3372719065023198e-07,9.131847378580505e-07,green,0.11305520947500032,0.009408537508908757
Chronos-Small,GOLD,0.01,0.0005649717514124294,1.3372719065023198e-07,9.131847378580505e-07,green,0.10574379986511992,0.017555544209630788
Chronos-Small,GOLD,0.05,0.0005649717514124294,1.3372719065023198e-07,9.131847378580505e-07,green,0.08179998119710269,0.04283337192005901
Chronos-Small,HSI,0.001,0.0005605381165919282,1.1657281939404666e-07,7.996056339859525e-07,green,0.13833267628612395,0.002267569207655299
Chronos-Small,HSI,0.005,0.0005605381165919282,1.1657281939404666e-07,7.996056339859525e-07,green,0.1350473193753803,0.006811501859426136
Chronos-Small,HSI,0.01,0.0005605381165919282,1.1657281939404666e-07,7.996056339859525e-07,green,0.1296931985426046,0.012709426944440362
