method,reference,block_calendar_days,draws,difference,lower,upper,simultaneous_lower,simultaneous_upper,simultaneous_family_size
Loss-gate,Shift-CP,20,999,0.06941052547658824,-0.03300939800481605,0.18693204829867463,-0.07648411094369023,0.21530516189686671,8.0
Past-minimum,Shift-CP,20,999,0.01702869019863792,-0.047658215415575446,0.08652809850780209,-0.07190686283976859,0.10596424323704444,8.0
Loss-gate,Raw,20,999,-0.08988190692784347,-0.14174495963888975,-0.04806000901814397,,,
Loss-gate,Vol-ERM,20,999,0.10153198015714499,0.004713471694682065,0.20767813954310324,,,
Loss-gate,Rolling500,20,999,-0.01594651384057965,-0.10599576151878207,0.08606134516123408,,,
Loss-gate,Selected-rolling,20,999,-0.04919102511792171,-0.1536809137573829,0.061179245774517936,,,
Past-minimum,Raw,20,999,-0.1422637422057938,-0.2615115442137395,-0.039268404710560555,,,
Past-minimum,Vol-ERM,20,999,0.04915014487919466,0.003972250700390469,0.10061374597228771,,,
Past-minimum,Rolling500,20,999,-0.06832834911852997,-0.12578054208046377,-0.0005308521711619797,,,
Past-minimum,Selected-rolling,20,999,-0.10157286039587203,-0.16277707066894603,-0.03127230960319712,,,
State-L1,Raw,20,999,-0.1469134430177795,-0.2961358050281095,-0.013798838148701092,,,
State-L1,Vol-ERM,20,999,0.04450044406720895,0.010374642804134315,0.08122925294811201,,,
State-L1,Rolling500,20,999,-0.07297804993051568,-0.14585203434580649,0.005591571691445803,,,
State-L1,Selected-rolling,20,999,-0.10622256120785775,-0.17251388415118374,-0.03262659927518643,,,
POT-Vol,Raw,20,999,-0.17663970297468684,-0.33565055649779146,-0.035478405729491395,,,
POT-Vol,Vol-ERM,20,999,0.014774184110301607,-7.988303686812408e-05,0.028671888509918496,,,
POT-Vol,Rolling500,20,999,-0.10270430988742303,-0.16884614000810522,-0.03629801760485785,,,
POT-Vol,Selected-rolling,20,999,-0.1359488211647651,-0.19017541615051692,-0.08145080475229874,,,
POT-Shift,Raw,20,999,-0.1723493798172737,-0.31871837076645587,-0.039658791343284504,,,
POT-Shift,Vol-ERM,20,999,0.019064507267714765,-0.022826707201559424,0.0638428137962897,,,
POT-Shift,Rolling500,20,999,-0.09841398673000987,-0.1662182918581745,-0.029513938886984767,,,
POT-Shift,Selected-rolling,20,999,-0.13165849800735194,-0.19152480573122557,-0.06750251373568922,,,
DtACI-projected-expected,Raw,20,999,-0.021673669556125652,-0.19461909292763893,0.11974388175744355,,,
DtACI-projected-expected,Vol-ERM,20,999,0.1697402175288628,0.10745208604508036,0.2290878778386413,,,
DtACI-projected-expected,Rolling500,20,999,0.052261723531138164,-0.010199605177454442,0.11272266398905471,,,
DtACI-projected-expected,Selected-rolling,20,999,0.019017212253796108,-0.02703745391518196,0.065757676589531,,,
State-L1-clipped,State-L1,20,999,-0.009693701248282713,-0.017343113758496044,-0.0030978015923114094,,,
DtACI-projected-seed,DtACI-projected-expected,20,999,-0.005347933319385591,-0.026734833027002868,0.013999730538445703,,,
Raw,Shift-CP,60,999,0.15929243240443172,0.023917693777823667,0.32487973716830515,-0.03783728779131687,0.3564221526001803,8.0
Shift-ERM,Shift-CP,60,999,-0.005906344607051303,-0.014201561642904773,0.0037504786970022396,,,
Vol-CP,Shift-CP,60,999,-0.01945819355338564,-0.06540717787110294,0.0187812975613036,,,
Vol-ERM,Shift-CP,60,999,-0.032121454680556744,-0.08500225108895018,0.014256424953048269,-0.09584909896511237,0.031606189603998885,8.0
State2-ERM,Shift-CP,60,999,-0.0038848203714385385,-0.05525482996303576,0.040499062206275624,,,
State4-ERM,Shift-CP,60,999,0.040504558200529436,-0.018603502385070837,0.10275857058926617,,,
State-L1,Shift-CP,60,999,0.012378989386652205,-0.03276111166166827,0.05583509248747,-0.04542957945636129,0.0701875582296657,8.0
State-L1-clipped,Shift-CP,60,999,0.002685288138369493,-0.03840343848441444,0.042916655940349276,,,
POT-Shift,Shift-CP,60,999,-0.013056947412841977,-0.024181334250903287,-0.0004172087153838229,-0.028477101621013662,0.0023632067953297097,8.0
POT-Vol,Shift-CP,60,999,-0.017347270570255133,-0.0711658719050745,0.027252856594453385,-0.08271628056777311,0.048021739427262844,8.0
ACI-existing,Shift-CP,60,999,0.20734543959290433,0.0981890175731029,0.2998617726597193,,,
DtACI-projected-seed,Shift-CP,60,999,0.13227082952892047,0.017596552458872854,0.22044045872030013,,,
DtACI-projected-expected,Shift-CP,60,999,0.13761876284830607,0.026361612719953423,0.21839225534358075,0.008795770585646262,0.2664417551109659,8.0
Rolling250,Shift-CP,60,999,0.2594136436767088,0.11724960357835103,0.38826027931103074,,,
Rolling500,Shift-CP,60,999,0.0853570393171679,0.0160089233962599,0.1565706265981991,,,
Selected-rolling,Shift-CP,60,999,0.11860155059450996,0.037251541980279315,0.18384058223741373,,,
Gate-selected-rolling,Shift-CP,60,999,0.0942559058284703,0.011651887406025834,0.159096097279753,,,
Loss-gate,Shift-CP,60,999,0.06941052547658824,-0.03290996986635689,0.18949868400484085,-0.07595862160324912,0.2147796725564256,8.0
Past-minimum,Shift-CP,60,999,0.01702869019863792,-0.05309552838359871,0.0849827705224664,-0.072155842418746,0.10621322281602184,8.0
Loss-gate,Raw,60,999,-0.08988190692784347,-0.15382893273784767,-0.0421651111600826,,,
Loss-gate,Vol-ERM,60,999,0.10153198015714499,0.00766468978507826,0.21964135481945465,,,
Loss-gate,Rolling500,60,999,-0.01594651384057965,-0.11782070075281396,0.09423054980273017,,,
Loss-gate,Selected-rolling,60,999,-0.04919102511792171,-0.16871775688456286,0.08626117795677866,,,
Past-minimum,Raw,60,999,-0.1422637422057938,-0.2873049684973712,-0.03130143740103262,,,
Past-minimum,Vol-ERM,60,999,0.04915014487919466,0.004933513207542235,0.09708370274740495,,,
Past-minimum,Rolling500,60,999,-0.06832834911852997,-0.1310323602230022,-0.012564954670808846,,,
Past-minimum,Selected-rolling,60,999,-0.10157286039587203,-0.1722922536150222,-0.026835704324541472,,,
State-L1,Raw,60,999,-0.1469134430177795,-0.32747624007338644,-0.010153433066188223,,,
State-L1,Vol-ERM,60,999,0.04450044406720895,0.00922879005841367,0.08063066565746704,,,
State-L1,Rolling500,60,999,-0.07297804993051568,-0.1443355776996978,-0.002103024723662917,,,
State-L1,Selected-rolling,60,999,-0.10622256120785775,-0.17441086299634656,-0.03114905909240539,,,
POT-Vol,Raw,60,999,-0.17663970297468684,-0.3589894144102996,-0.032047074685406775,,,
POT-Vol,Vol-ERM,60,999,0.014774184110301607,0.0004929960062869628,0.027253590015761674,,,
POT-Vol,Rolling500,60,999,-0.10270430988742303,-0.1568513579098607,-0.053133805349439886,,,
POT-Vol,Selected-rolling,60,999,-0.1359488211647651,-0.18738048506619376,-0.08684995363306328,,,
POT-Shift,Raw,60,999,-0.1723493798172737,-0.3333442417942244,-0.04071019957555783,,,
POT-Shift,Vol-ERM,60,999,0.019064507267714765,-0.023935281873175483,0.06537997843135387,,,
POT-Shift,Rolling500,60,999,-0.09841398673000987,-0.16419447808157128,-0.03457016117784743,,,
POT-Shift,Selected-rolling,60,999,-0.13165849800735194,-0.19553848788861572,-0.05581816100556232,,,
DtACI-projected-expected,Raw,60,999,-0.021673669556125652,-0.22057262130487776,0.1361952314378293,,,
DtACI-projected-expected,Vol-ERM,60,999,0.1697402175288628,0.09739449065813578,0.2286349493110092,,,
DtACI-projected-expected,Rolling500,60,999,0.052261723531138164,-0.011724095335142187,0.10443532490960876,,,
DtACI-projected-expected,Selected-rolling,60,999,0.019017212253796108,-0.026810167225656004,0.06260731933962925,,,
State-L1-clipped,State-L1,60,999,-0.009693701248282713,-0.019145126069697604,-0.0022015947877127243,,,
DtACI-projected-seed,DtACI-projected-expected,60,999,-0.005347933319385591,-0.023495249489536487,0.014327219181571281,,,
