n_test,qV,pihat_raw,pihat_cp,p_kup_raw,p_kup_cp,QS_raw,QS_cp,TL_raw,TL_cp,dQS,model,asset,w,convergence_failures,n_fits
1352,0.004825280847874657,0.021449704142011833,0.009615384615384616,0.00024098876382028234,0.8862502800745748,0.00033140369763035087,0.0003140878776605836,Yellow,Green,1.7315819969767276e-05,GJR-GARCH,STOXX,1000,0,4505
1577,0.004908441734782477,0.024096385542168676,0.010145846544071021,1.8953797306098252e-06,0.9536925909039851,0.0004145336669741442,0.0003792766810488856,Yellow,Green,3.525698592525859e-05,GARCH-N,STOXX,250,0,5255
1502,0.004589572377530646,0.02330226364846871,0.007989347536617843,9.91746109690883e-06,0.4170173438705641,0.0003602246193096642,0.0003330531025677769,Yellow,Green,2.7171516741887277e-05,GARCH-N,STOXX,500,0,5005
1352,0.004104694703278539,0.02440828402366864,0.010355029585798817,6.905749190155852e-06,0.8962158513746292,0.0003431683067939573,0.00032021828251903414,Yellow,Green,2.2950024274923152e-05,GARCH-N,STOXX,1000,0,4505
1577,0.004924293442997987,0.029169308814204185,0.015218769816106531,5.153875104468852e-10,0.05309922742688933,0.0004796772892183289,0.0004243726503690762,Yellow,Green,5.5304638849252685e-05,EWMA,STOXX,250,0,5255
1502,0.006014925890212616,0.02596537949400799,0.011318242343541944,2.1933179705779793e-07,0.6150534784514259,0.00039360052717163157,0.00034876775889482967,Yellow,Green,4.48327682768019e-05,EWMA,STOXX,500,0,5005
1352,0.005639285543719921,0.027366863905325445,0.011094674556213017,1.2425551454420258e-07,0.6909665605937327,0.0003800909104956978,0.00033291975125469765,Yellow,Green,4.7171159241000146e-05,EWMA,STOXX,1000,0,4505
1577,0.0047453718086177855,0.014584654407102092,0.01077996195307546,0.08677344817538901,0.7585282787838201,0.0005190351938644422,0.0005057851745350237,Green,Green,1.3250019329418515e-05,Hist-Sim,STOXX,250,0,5255
1502,0.0056323349011020915,0.005992010652463382,0.0039946737683089215,0.09163044099374207,0.007781311650091216,0.0003812478408993196,0.00041138178967744496,Green,Green,-3.013394877812535e-05,Hist-Sim,STOXX,500,0,5005
1352,0.0042888996277422285,0.005917159763313609,0.0036982248520710057,0.10244399924090353,0.00750979806354668,0.00039469519896518865,0.00041652921476954087,Green,Green,-2.183401580435222e-05,Hist-Sim,STOXX,1000,0,4505
1922,0.0030519166288771916,0.026014568158168574,0.01664932362122789,4.159168232042987e-09,0.007487052377053938,0.0004380046377825562,0.00040656981405562273,Yellow,Yellow,3.143482372693345e-05,GJR-GARCH,GDAXI,250,0,6404
1847,0.002842051793430122,0.02707092582566324,0.018408229561451002,1.1370931973786469e-09,0.0011514063586705037,0.00047013425180137964,0.00043528091160399625,Yellow,Yellow,3.485334019738339e-05,GJR-GARCH,GDAXI,500,0,6154
1697,0.002821624250750037,0.025338833235120803,0.018267530936947555,1.0367277913925221e-07,0.002152198637864866,0.0004714303838630974,0.00043967506719381984,Yellow,Yellow,3.175531666927756e-05,GJR-GARCH,GDAXI,1000,0,5654
1922,0.0036135897282987828,0.02497398543184183,0.01664932362122789,2.9479566232559762e-08,0.007487052377053938,0.00046741625974287956,0.00043121381043103294,Yellow,Yellow,3.6202449311846616e-05,GARCH-N,GDAXI,250,0,6404
1847,0.002578682374191163,0.02707092582566324,0.02057390362750406,1.1370931973786469e-09,6.406064232911124e-05,0.0004958470306123138,0.00045919819654329685,Yellow,Yellow,3.664883406901694e-05,GARCH-N,GDAXI,500,0,6154
1697,0.0027093655965073384,0.022981732469063054,0.019446081319976428,4.2801984294627005e-06,0.000535605810492501,0.0004929396806475851,0.000463978892608734,Yellow,Yellow,2.8960788038851154e-05,GARCH-N,GDAXI,1000,0,5654
1922,0.0035466008474494895,0.02861602497398543,0.01768990634755463,2.2169821534134826e-11,0.002238481421965255,0.00049947129944012,0.0004568265666266821,Yellow,Yellow,4.2644732813437855e-05,EWMA,GDAXI,250,0,6404
