model,asset,method,n_test,viol,pihat,TL,scaled_zone,binomial_zone
PatchTST-FM,BOVESPA,DtACI-projected-seed,1829,28.0,0.0153089119737561,Green,Green,Yellow
PatchTST-FM,BOVESPA,Rolling250,1829,18.0,0.0098414434117003,Green,Green,Green
PatchTST-FM,BOVESPA,Rolling500,1829,22.0,0.0120284308365226,Green,Green,Green
PatchTST-FM,BOVESPA,Selected-rolling,1829,22.0,0.0120284308365226,Green,Green,Green
PatchTST-FM,BOVESPA,Gate-selected-rolling,1829,22.0,0.0120284308365226,Green,Green,Green
PatchTST-FM,BOVESPA,Loss-gate,1829,30.0,0.0164024056861673,Yellow,Yellow,Yellow
PatchTST-FM,BOVESPA,Past-minimum,1829,15.0,0.0082012028430836,Green,Green,Green
PatchTST-FM,BOVESPA,DtACI-projected-expected,1829,25.005605359707616,0.0136717361179374,,,
PatchTST-FM,BTC,Raw,1157,26.0,0.0224719101123595,Yellow,Yellow,Red
PatchTST-FM,BTC,Shift-CP,1157,7.0,0.0060501296456352,Green,Green,Green
PatchTST-FM,BTC,Shift-ERM,1157,10.0,0.0086430423509075,Green,Green,Green
PatchTST-FM,BTC,Vol-CP,1157,7.0,0.0060501296456352,Green,Green,Green
PatchTST-FM,BTC,Vol-ERM,1157,13.0,0.0112359550561797,Green,Green,Green
PatchTST-FM,BTC,State2-ERM,1157,5.0,0.0043215211754537,Green,Green,Green
PatchTST-FM,BTC,State4-ERM,1157,6.0,0.0051858254105445,Green,Green,Green
PatchTST-FM,BTC,State-L1,1157,6.0,0.0051858254105445,Green,Green,Green
PatchTST-FM,BTC,State-L1-clipped,1157,6.0,0.0051858254105445,Green,Green,Green
PatchTST-FM,BTC,POT-Shift,1157,10.0,0.0086430423509075,Green,Green,Green
PatchTST-FM,BTC,POT-Vol,1157,11.0,0.0095073465859982,Green,Green,Green
PatchTST-FM,BTC,ACI-existing,1157,14.0,0.0121002592912705,Green,Green,Green
PatchTST-FM,BTC,DtACI-projected-seed,1157,14.0,0.0121002592912705,Green,Green,Green
PatchTST-FM,BTC,Rolling250,1157,13.0,0.0112359550561797,Green,Green,Green
PatchTST-FM,BTC,Rolling500,1157,10.0,0.0086430423509075,Green,Green,Green
PatchTST-FM,BTC,Selected-rolling,1157,10.0,0.0086430423509075,Green,Green,Green
PatchTST-FM,BTC,Gate-selected-rolling,1157,10.0,0.0086430423509075,Green,Green,Green
PatchTST-FM,BTC,Loss-gate,1157,26.0,0.0224719101123595,Yellow,Yellow,Red
PatchTST-FM,BTC,Past-minimum,1157,6.0,0.0051858254105445,Green,Green,Green
PatchTST-FM,BTC,DtACI-projected-expected,1157,14.76575612738731,0.012762105555218,,,
PatchTST-FM,CBU0,Raw,1010,15.0,0.0148514851485148,Green,Green,Green
PatchTST-FM,CBU0,Shift-CP,1010,7.0,0.0069306930693069,Green,Green,Green
PatchTST-FM,CBU0,Shift-ERM,1010,8.0,0.0079207920792079,Green,Green,Green
PatchTST-FM,CBU0,Vol-CP,1010,5.0,0.0049504950495049,Green,Green,Green
PatchTST-FM,CBU0,Vol-ERM,1010,7.0,0.0069306930693069,Green,Green,Green
PatchTST-FM,CBU0,State2-ERM,1010,8.0,0.0079207920792079,Green,Green,Green
PatchTST-FM,CBU0,State4-ERM,1010,5.0,0.0049504950495049,Green,Green,Green
PatchTST-FM,CBU0,State-L1,1010,7.0,0.0069306930693069,Green,Green,Green
PatchTST-FM,CBU0,State-L1-clipped,1010,7.0,0.0069306930693069,Green,Green,Green
PatchTST-FM,CBU0,POT-Shift,1010,8.0,0.0079207920792079,Green,Green,Green
PatchTST-FM,CBU0,POT-Vol,1010,0.0,0.0,Green,Green,Green
PatchTST-FM,CBU0,ACI-existing,1010,11.0,0.0108910891089108,Green,Green,Green
PatchTST-FM,CBU0,DtACI-projected-seed,1010,9.0,0.0089108910891089,Green,Green,Green
PatchTST-FM,CBU0,Rolling250,1010,6.0,0.0059405940594059,Green,Green,Green
PatchTST-FM,CBU0,Rolling500,1010,9.0,0.0089108910891089,Green,Green,Green
PatchTST-FM,CBU0,Selected-rolling,1010,9.0,0.0089108910891089,Green,Green,Green
PatchTST-FM,CBU0,Gate-selected-rolling,1010,9.0,0.0089108910891089,Green,Green,Green
PatchTST-FM,CBU0,Loss-gate,1010,15.0,0.0148514851485148,Green,Green,Green
PatchTST-FM,CBU0,Past-minimum,1010,5.0,0.0049504950495049,Green,Green,Green
PatchTST-FM,CBU0,DtACI-projected-expected,1010,10.097281347620328,0.0099973082649706,,,
PatchTST-FM,DJCI,Raw,765,13.0,0.0169934640522875,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,Shift-CP,765,9.0,0.0117647058823529,Green,Green,Green
PatchTST-FM,DJCI,Shift-ERM,765,10.0,0.0130718954248366,Green,Green,Green
PatchTST-FM,DJCI,Vol-CP,765,8.0,0.0104575163398692,Green,Green,Green
PatchTST-FM,DJCI,Vol-ERM,765,8.0,0.0104575163398692,Green,Green,Green
PatchTST-FM,DJCI,State2-ERM,765,8.0,0.0104575163398692,Green,Green,Green
PatchTST-FM,DJCI,State4-ERM,765,8.0,0.0104575163398692,Green,Green,Green
PatchTST-FM,DJCI,State-L1,765,10.0,0.0130718954248366,Green,Green,Green
PatchTST-FM,DJCI,State-L1-clipped,765,10.0,0.0130718954248366,Green,Green,Green
PatchTST-FM,DJCI,POT-Shift,765,9.0,0.0117647058823529,Green,Green,Green
PatchTST-FM,DJCI,POT-Vol,765,9.0,0.0117647058823529,Green,Green,Green
PatchTST-FM,DJCI,ACI-existing,765,13.0,0.0169934640522875,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,DtACI-projected-seed,765,15.0,0.0196078431372549,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,Rolling250,765,10.0,0.0130718954248366,Green,Green,Green
PatchTST-FM,DJCI,Rolling500,765,14.0,0.0183006535947712,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,Selected-rolling,765,14.0,0.0183006535947712,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,Gate-selected-rolling,765,14.0,0.0183006535947712,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,Loss-gate,765,13.0,0.0169934640522875,Yellow,Yellow,Yellow
PatchTST-FM,DJCI,Past-minimum,765,9.0,0.0117647058823529,Green,Green,Green
PatchTST-FM,DJCI,DtACI-projected-expected,765,15.296129306015391,0.0199949402693011,,,
PatchTST-FM,ETH,Raw,812,23.0,0.0283251231527093,Yellow,Yellow,Red
PatchTST-FM,ETH,Shift-CP,812,6.0,0.0073891625615763,Green,Green,Green
PatchTST-FM,ETH,Shift-ERM,812,6.0,0.0073891625615763,Green,Green,Green
PatchTST-FM,ETH,Vol-CP,812,7.0,0.0086206896551724,Green,Green,Green
PatchTST-FM,ETH,Vol-ERM,812,7.0,0.0086206896551724,Green,Green,Green
PatchTST-FM,ETH,State2-ERM,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,State4-ERM,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
PatchTST-FM,ETH,State-L1,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,State-L1-clipped,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,POT-Shift,812,6.0,0.0073891625615763,Green,Green,Green
PatchTST-FM,ETH,POT-Vol,812,7.0,0.0086206896551724,Green,Green,Green
PatchTST-FM,ETH,ACI-existing,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,DtACI-projected-seed,812,11.0,0.0135467980295566,Green,Green,Green
PatchTST-FM,ETH,Rolling250,812,6.0,0.0073891625615763,Green,Green,Green
PatchTST-FM,ETH,Rolling500,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,Selected-rolling,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,Gate-selected-rolling,812,9.0,0.0110837438423645,Green,Green,Green
PatchTST-FM,ETH,Loss-gate,812,23.0,0.0283251231527093,Yellow,Yellow,Red
PatchTST-FM,ETH,Past-minimum,812,23.0,0.0283251231527093,Yellow,Yellow,Red
PatchTST-FM,ETH,DtACI-projected-expected,812,9.684709112069289,0.0119269816651099,,,
PatchTST-FM,EURUSD,Raw,1617,28.0,0.0173160173160173,Yellow,Yellow,Yellow
PatchTST-FM,EURUSD,Shift-CP,1617,20.0,0.0123685837971552,Green,Green,Green
PatchTST-FM,EURUSD,Shift-ERM,1617,20.0,0.0123685837971552,Green,Green,Green
PatchTST-FM,EURUSD,Vol-CP,1617,22.0,0.0136054421768707,Green,Green,Green
PatchTST-FM,EURUSD,Vol-ERM,1617,10.0,0.0061842918985776,Green,Green,Green
PatchTST-FM,EURUSD,State2-ERM,1617,24.0,0.0148423005565862,Green,Green,Yellow
PatchTST-FM,EURUSD,State4-ERM,1617,29.0,0.017934446505875,Yellow,Yellow,Yellow
PatchTST-FM,EURUSD,State-L1,1617,24.0,0.0148423005565862,Green,Green,Yellow
PatchTST-FM,EURUSD,State-L1-clipped,1617,24.0,0.0148423005565862,Green,Green,Yellow
PatchTST-FM,EURUSD,POT-Shift,1617,16.0,0.0098948670377241,Green,Green,Green
PatchTST-FM,EURUSD,POT-Vol,1617,22.0,0.0136054421768707,Green,Green,Green
PatchTST-FM,EURUSD,ACI-existing,1617,18.0,0.0111317254174397,Green,Green,Green
PatchTST-FM,EURUSD,DtACI-projected-seed,1617,19.0,0.0117501546072974,Green,Green,Green
PatchTST-FM,EURUSD,Rolling250,1617,12.0,0.0074211502782931,Green,Green,Green
PatchTST-FM,EURUSD,Rolling500,1617,17.0,0.0105132962275819,Green,Green,Green
PatchTST-FM,EURUSD,Selected-rolling,1617,17.0,0.0105132962275819,Green,Green,Green
PatchTST-FM,EURUSD,Gate-selected-rolling,1617,28.0,0.0173160173160173,Yellow,Yellow,Yellow
PatchTST-FM,EURUSD,Loss-gate,1617,28.0,0.0173160173160173,Yellow,Yellow,Yellow
PatchTST-FM,EURUSD,Past-minimum,1617,28.0,0.0173160173160173,Yellow,Yellow,Yellow
PatchTST-FM,EURUSD,DtACI-projected-expected,1617,19.061838247932677,0.0117883971848686,,,
PatchTST-FM,FCHI,Raw,1891,35.0,0.0185087255420412,Yellow,Yellow,Yellow
PatchTST-FM,FCHI,Shift-CP,1891,17.0,0.0089899524061343,Green,Green,Green
PatchTST-FM,FCHI,Shift-ERM,1891,17.0,0.0089899524061343,Green,Green,Green
PatchTST-FM,FCHI,Vol-CP,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,Vol-ERM,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,State2-ERM,1891,22.0,0.0116340560549973,Green,Green,Green
PatchTST-FM,FCHI,State4-ERM,1891,22.0,0.0116340560549973,Green,Green,Green
PatchTST-FM,FCHI,State-L1,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,State-L1-clipped,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,POT-Shift,1891,17.0,0.0089899524061343,Green,Green,Green
PatchTST-FM,FCHI,POT-Vol,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,ACI-existing,1891,24.0,0.0126916975145425,Green,Green,Green
PatchTST-FM,FCHI,DtACI-projected-seed,1891,26.0,0.0137493389740877,Green,Green,Yellow
PatchTST-FM,FCHI,Rolling250,1891,18.0,0.0095187731359069,Green,Green,Green
PatchTST-FM,FCHI,Rolling500,1891,22.0,0.0116340560549973,Green,Green,Green
PatchTST-FM,FCHI,Selected-rolling,1891,22.0,0.0116340560549973,Green,Green,Green
PatchTST-FM,FCHI,Gate-selected-rolling,1891,22.0,0.0116340560549973,Green,Green,Green
PatchTST-FM,FCHI,Loss-gate,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,Past-minimum,1891,19.0,0.0100475938656795,Green,Green,Green
PatchTST-FM,FCHI,DtACI-projected-expected,1891,23.012922906535294,0.0121697106856347,,,
PatchTST-FM,FTSE100,Raw,1867,35.0,0.0187466523835029,Yellow,Yellow,Yellow
PatchTST-FM,FTSE100,Shift-CP,1867,16.0,0.0085698982324584,Green,Green,Green
PatchTST-FM,FTSE100,Shift-ERM,1867,16.0,0.0085698982324584,Green,Green,Green
PatchTST-FM,FTSE100,Vol-CP,1867,19.0,0.0101767541510444,Green,Green,Green
PatchTST-FM,FTSE100,Vol-ERM,1867,19.0,0.0101767541510444,Green,Green,Green
PatchTST-FM,FTSE100,State2-ERM,1867,21.0,0.0112479914301017,Green,Green,Green
PatchTST-FM,FTSE100,State4-ERM,1867,21.0,0.0112479914301017,Green,Green,Green
PatchTST-FM,FTSE100,State-L1,1867,16.0,0.0085698982324584,Green,Green,Green
PatchTST-FM,FTSE100,State-L1-clipped,1867,16.0,0.0085698982324584,Green,Green,Green
PatchTST-FM,FTSE100,POT-Shift,1867,20.0,0.0107123727905731,Green,Green,Green
PatchTST-FM,FTSE100,POT-Vol,1867,19.0,0.0101767541510444,Green,Green,Green
PatchTST-FM,FTSE100,ACI-existing,1867,21.0,0.0112479914301017,Green,Green,Green
PatchTST-FM,FTSE100,DtACI-projected-seed,1867,25.0,0.0133904659882163,Green,Green,Green
PatchTST-FM,FTSE100,Rolling250,1867,14.0,0.0074986609534011,Green,Green,Green
PatchTST-FM,FTSE100,Rolling500,1867,20.0,0.0107123727905731,Green,Green,Green
PatchTST-FM,FTSE100,Selected-rolling,1867,14.0,0.0074986609534011,Green,Green,Green
PatchTST-FM,FTSE100,Gate-selected-rolling,1867,14.0,0.0074986609534011,Green,Green,Green
PatchTST-FM,FTSE100,Loss-gate,1867,19.0,0.0101767541510444,Green,Green,Green
PatchTST-FM,FTSE100,Past-minimum,1867,19.0,0.0101767541510444,Green,Green,Green
PatchTST-FM,FTSE100,DtACI-projected-expected,1867,24.586977645320545,0.013169243516508,,,
PatchTST-FM,GBPUSD,Raw,1621,30.0,0.0185070943861813,Yellow,Yellow,Yellow
PatchTST-FM,GBPUSD,Shift-CP,1621,11.0,0.0067859346082665,Green,Green,Green
PatchTST-FM,GBPUSD,Shift-ERM,1621,12.0,0.0074028377544725,Green,Green,Green
PatchTST-FM,GBPUSD,Vol-CP,1621,11.0,0.0067859346082665,Green,Green,Green
PatchTST-FM,GBPUSD,Vol-ERM,1621,12.0,0.0074028377544725,Green,Green,Green
PatchTST-FM,GBPUSD,State2-ERM,1621,11.0,0.0067859346082665,Green,Green,Green
PatchTST-FM,GBPUSD,State4-ERM,1621,12.0,0.0074028377544725,Green,Green,Green
PatchTST-FM,GBPUSD,State-L1,1621,12.0,0.0074028377544725,Green,Green,Green
PatchTST-FM,GBPUSD,State-L1-clipped,1621,12.0,0.0074028377544725,Green,Green,Green
PatchTST-FM,GBPUSD,POT-Shift,1621,11.0,0.0067859346082665,Green,Green,Green
PatchTST-FM,GBPUSD,POT-Vol,1621,11.0,0.0067859346082665,Green,Green,Green
PatchTST-FM,GBPUSD,ACI-existing,1621,19.0,0.0117211597779148,Green,Green,Green
PatchTST-FM,GBPUSD,DtACI-projected-seed,1621,22.0,0.013571869216533,Green,Green,Green
PatchTST-FM,GBPUSD,Rolling250,1621,16.0,0.0098704503392967,Green,Green,Green
PatchTST-FM,GBPUSD,Rolling500,1621,14.0,0.0086366440468846,Green,Green,Green
PatchTST-FM,GBPUSD,Selected-rolling,1621,14.0,0.0086366440468846,Green,Green,Green
PatchTST-FM,GBPUSD,Gate-selected-rolling,1621,14.0,0.0086366440468846,Green,Green,Green
PatchTST-FM,GBPUSD,Loss-gate,1621,30.0,0.0185070943861813,Yellow,Yellow,Yellow
PatchTST-FM,GBPUSD,Past-minimum,1621,15.0,0.0092535471930906,Green,Green,Green
PatchTST-FM,GBPUSD,DtACI-projected-expected,1621,20.753823691951037,0.0128030991313701,,,
PatchTST-FM,GDAXI,Raw,1878,37.0,0.0197018104366347,Yellow,Yellow,Red
PatchTST-FM,GDAXI,Shift-CP,1878,21.0,0.011182108626198,Green,Green,Green
PatchTST-FM,GDAXI,Shift-ERM,1878,21.0,0.011182108626198,Green,Green,Green
PatchTST-FM,GDAXI,Vol-CP,1878,24.0,0.0127795527156549,Green,Green,Green
PatchTST-FM,GDAXI,Vol-ERM,1878,25.0,0.0133120340788072,Green,Green,Green
PatchTST-FM,GDAXI,State2-ERM,1878,28.0,0.0149094781682641,Green,Green,Yellow
PatchTST-FM,GDAXI,State4-ERM,1878,29.0,0.0154419595314164,Green,Green,Yellow
PatchTST-FM,GDAXI,State-L1,1878,28.0,0.0149094781682641,Green,Green,Yellow
PatchTST-FM,GDAXI,State-L1-clipped,1878,28.0,0.0149094781682641,Green,Green,Yellow
PatchTST-FM,GDAXI,POT-Shift,1878,18.0,0.0095846645367412,Green,Green,Green
PatchTST-FM,GDAXI,POT-Vol,1878,21.0,0.011182108626198,Green,Green,Green
PatchTST-FM,GDAXI,ACI-existing,1878,24.0,0.0127795527156549,Green,Green,Green
PatchTST-FM,GDAXI,DtACI-projected-seed,1878,27.0,0.0143769968051118,Green,Green,Yellow
PatchTST-FM,GDAXI,Rolling250,1878,19.0,0.0101171458998935,Green,Green,Green
PatchTST-FM,GDAXI,Rolling500,1878,22.0,0.0117145899893503,Green,Green,Green
PatchTST-FM,GDAXI,Selected-rolling,1878,19.0,0.0101171458998935,Green,Green,Green
PatchTST-FM,GDAXI,Gate-selected-rolling,1878,19.0,0.0101171458998935,Green,Green,Green
PatchTST-FM,GDAXI,Loss-gate,1878,27.0,0.0143769968051118,Green,Green,Yellow
PatchTST-FM,GDAXI,Past-minimum,1878,27.0,0.0143769968051118,Green,Green,Yellow
PatchTST-FM,GDAXI,DtACI-projected-expected,1878,24.775890187179662,0.0131926997801808,,,
PatchTST-FM,GLD,Raw,1490,28.0,0.0187919463087248,Yellow,Yellow,Yellow
PatchTST-FM,GLD,Shift-CP,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,Shift-ERM,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,Vol-CP,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,Vol-ERM,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,State2-ERM,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,State4-ERM,1490,19.0,0.0127516778523489,Green,Green,Green
PatchTST-FM,GLD,State-L1,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,State-L1-clipped,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,POT-Shift,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,POT-Vol,1490,15.0,0.0100671140939597,Green,Green,Green
PatchTST-FM,GLD,ACI-existing,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,DtACI-projected-seed,1490,15.0,0.0100671140939597,Green,Green,Green
PatchTST-FM,GLD,Rolling250,1490,10.0,0.0067114093959731,Green,Green,Green
PatchTST-FM,GLD,Rolling500,1490,15.0,0.0100671140939597,Green,Green,Green
PatchTST-FM,GLD,Selected-rolling,1490,15.0,0.0100671140939597,Green,Green,Green
PatchTST-FM,GLD,Gate-selected-rolling,1490,15.0,0.0100671140939597,Green,Green,Green
PatchTST-FM,GLD,Loss-gate,1490,28.0,0.0187919463087248,Yellow,Yellow,Yellow
PatchTST-FM,GLD,Past-minimum,1490,16.0,0.010738255033557,Green,Green,Green
PatchTST-FM,GLD,DtACI-projected-expected,1490,16.590990006569157,0.0111348926218584,,,
PatchTST-FM,HSI,Raw,1817,31.0,0.0170610897083104,Yellow,Yellow,Yellow
PatchTST-FM,HSI,Shift-CP,1817,19.0,0.0104567969179966,Green,Green,Green
PatchTST-FM,HSI,Shift-ERM,1817,19.0,0.0104567969179966,Green,Green,Green
PatchTST-FM,HSI,Vol-CP,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,Vol-ERM,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,State2-ERM,1817,16.0,0.0088057237204182,Green,Green,Green
PatchTST-FM,HSI,State4-ERM,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,State-L1,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,State-L1-clipped,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,POT-Shift,1817,16.0,0.0088057237204182,Green,Green,Green
PatchTST-FM,HSI,POT-Vol,1817,16.0,0.0088057237204182,Green,Green,Green
PatchTST-FM,HSI,ACI-existing,1817,22.0,0.0121078701155751,Green,Green,Green
PatchTST-FM,HSI,DtACI-projected-seed,1817,26.0,0.0143093010456796,Green,Green,Yellow
PatchTST-FM,HSI,Rolling250,1817,19.0,0.0104567969179966,Green,Green,Green
PatchTST-FM,HSI,Rolling500,1817,15.0,0.0082553659878921,Green,Green,Green
PatchTST-FM,HSI,Selected-rolling,1817,15.0,0.0082553659878921,Green,Green,Green
PatchTST-FM,HSI,Gate-selected-rolling,1817,15.0,0.0082553659878921,Green,Green,Green
PatchTST-FM,HSI,Loss-gate,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,Past-minimum,1817,18.0,0.0099064391854705,Green,Green,Green
PatchTST-FM,HSI,DtACI-projected-expected,1817,23.55813174811865,0.0129653999714466,,,
PatchTST-FM,IBGL,Raw,1260,22.0,0.0174603174603174,Yellow,Yellow,Yellow
PatchTST-FM,IBGL,Shift-CP,1260,9.0,0.0071428571428571,Green,Green,Green
PatchTST-FM,IBGL,Shift-ERM,1260,9.0,0.0071428571428571,Green,Green,Green
PatchTST-FM,IBGL,Vol-CP,1260,6.0,0.0047619047619047,Green,Green,Green
PatchTST-FM,IBGL,Vol-ERM,1260,6.0,0.0047619047619047,Green,Green,Green
PatchTST-FM,IBGL,State2-ERM,1260,6.0,0.0047619047619047,Green,Green,Green
PatchTST-FM,IBGL,State4-ERM,1260,6.0,0.0047619047619047,Green,Green,Green
PatchTST-FM,IBGL,State-L1,1260,5.0,0.0039682539682539,Green,Green,Green
PatchTST-FM,IBGL,State-L1-clipped,1260,5.0,0.0039682539682539,Green,Green,Green
PatchTST-FM,IBGL,POT-Shift,1260,7.0,0.0055555555555555,Green,Green,Green
PatchTST-FM,IBGL,POT-Vol,1260,6.0,0.0047619047619047,Green,Green,Green
PatchTST-FM,IBGL,ACI-existing,1260,17.0,0.0134920634920634,Green,Green,Green
PatchTST-FM,IBGL,DtACI-projected-seed,1260,23.0,0.0182539682539682,Yellow,Yellow,Yellow
PatchTST-FM,IBGL,Rolling250,1260,17.0,0.0134920634920634,Green,Green,Green
PatchTST-FM,IBGL,Rolling500,1260,16.0,0.0126984126984126,Green,Green,Green
