model,asset,method,n_test,viol,pihat,TL,scaled_zone,binomial_zone
Chronos-2,DJCI,Rolling500,765,15.0,0.0196078431372549,Yellow,Yellow,Yellow
Chronos-2,DJCI,Selected-rolling,765,15.0,0.0196078431372549,Yellow,Yellow,Yellow
Chronos-2,DJCI,Gate-selected-rolling,765,14.0,0.0183006535947712,Yellow,Yellow,Yellow
Chronos-2,DJCI,Loss-gate,765,14.0,0.0183006535947712,Yellow,Yellow,Yellow
Chronos-2,DJCI,Past-minimum,765,14.0,0.0183006535947712,Yellow,Yellow,Yellow
Chronos-2,DJCI,DtACI-projected-expected,765,13.940349077699846,0.0182226785329409,,,
Chronos-2,ETH,Raw,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,Shift-CP,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,Shift-ERM,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,Vol-CP,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,Vol-ERM,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,State2-ERM,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,State4-ERM,812,14.0,0.0172413793103448,Yellow,Yellow,Yellow
Chronos-2,ETH,State-L1,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,State-L1-clipped,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,POT-Shift,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,POT-Vol,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,ACI-existing,812,11.0,0.0135467980295566,Green,Green,Green
Chronos-2,ETH,DtACI-projected-seed,812,10.0,0.0123152709359605,Green,Green,Green
Chronos-2,ETH,Rolling250,812,8.0,0.0098522167487684,Green,Green,Green
Chronos-2,ETH,Rolling500,812,10.0,0.0123152709359605,Green,Green,Green
Chronos-2,ETH,Selected-rolling,812,10.0,0.0123152709359605,Green,Green,Green
Chronos-2,ETH,Gate-selected-rolling,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,Loss-gate,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,Past-minimum,812,13.0,0.0160098522167487,Yellow,Yellow,Yellow
Chronos-2,ETH,DtACI-projected-expected,812,11.485064037395352,0.0141441675337381,,,
Chronos-2,EURUSD,Raw,1617,15.0,0.0092764378478664,Green,Green,Green
Chronos-2,EURUSD,Shift-CP,1617,14.0,0.0086580086580086,Green,Green,Green
Chronos-2,EURUSD,Shift-ERM,1617,14.0,0.0086580086580086,Green,Green,Green
Chronos-2,EURUSD,Vol-CP,1617,14.0,0.0086580086580086,Green,Green,Green
Chronos-2,EURUSD,Vol-ERM,1617,13.0,0.0080395794681508,Green,Green,Green
Chronos-2,EURUSD,State2-ERM,1617,16.0,0.0098948670377241,Green,Green,Green
Chronos-2,EURUSD,State4-ERM,1617,14.0,0.0086580086580086,Green,Green,Green
Chronos-2,EURUSD,State-L1,1617,16.0,0.0098948670377241,Green,Green,Green
Chronos-2,EURUSD,State-L1-clipped,1617,16.0,0.0098948670377241,Green,Green,Green
Chronos-2,EURUSD,POT-Shift,1617,14.0,0.0086580086580086,Green,Green,Green
Chronos-2,EURUSD,POT-Vol,1617,14.0,0.0086580086580086,Green,Green,Green
Chronos-2,EURUSD,ACI-existing,1617,21.0,0.0129870129870129,Green,Green,Green
Chronos-2,EURUSD,DtACI-projected-seed,1617,20.0,0.0123685837971552,Green,Green,Green
Chronos-2,EURUSD,Rolling250,1617,15.0,0.0092764378478664,Green,Green,Green
Chronos-2,EURUSD,Rolling500,1617,17.0,0.0105132962275819,Green,Green,Green
Chronos-2,EURUSD,Selected-rolling,1617,17.0,0.0105132962275819,Green,Green,Green
Chronos-2,EURUSD,Gate-selected-rolling,1617,15.0,0.0092764378478664,Green,Green,Green
Chronos-2,EURUSD,Loss-gate,1617,15.0,0.0092764378478664,Green,Green,Green
Chronos-2,EURUSD,Past-minimum,1617,17.0,0.0105132962275819,Green,Green,Green
Chronos-2,EURUSD,DtACI-projected-expected,1617,19.847878295239248,0.0122745072945202,,,
Chronos-2,FCHI,Raw,1891,32.0,0.0169222633527234,Yellow,Yellow,Yellow
Chronos-2,FCHI,Shift-CP,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,Shift-ERM,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,Vol-CP,1891,24.0,0.0126916975145425,Green,Green,Green
Chronos-2,FCHI,Vol-ERM,1891,27.0,0.0142781597038603,Green,Green,Yellow
Chronos-2,FCHI,State2-ERM,1891,24.0,0.0126916975145425,Green,Green,Green
Chronos-2,FCHI,State4-ERM,1891,21.0,0.0111052353252247,Green,Green,Green
Chronos-2,FCHI,State-L1,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,State-L1-clipped,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,POT-Shift,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,POT-Vol,1891,24.0,0.0126916975145425,Green,Green,Green
Chronos-2,FCHI,ACI-existing,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,DtACI-projected-seed,1891,21.0,0.0111052353252247,Green,Green,Green
Chronos-2,FCHI,Rolling250,1891,17.0,0.0089899524061343,Green,Green,Green
Chronos-2,FCHI,Rolling500,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,Selected-rolling,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,Gate-selected-rolling,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,Loss-gate,1891,32.0,0.0169222633527234,Yellow,Yellow,Yellow
Chronos-2,FCHI,Past-minimum,1891,23.0,0.0121628767847699,Green,Green,Green
Chronos-2,FCHI,DtACI-projected-expected,1891,25.229243049379075,0.0133417467209831,,,
Chronos-2,FTSE100,Raw,1867,23.0,0.012319228709159,Green,Green,Green
Chronos-2,FTSE100,Shift-CP,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,Shift-ERM,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,Vol-CP,1867,15.0,0.0080342795929298,Green,Green,Green
Chronos-2,FTSE100,Vol-ERM,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,State2-ERM,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,State4-ERM,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,State-L1,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,State-L1-clipped,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,POT-Shift,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,POT-Vol,1867,15.0,0.0080342795929298,Green,Green,Green
Chronos-2,FTSE100,ACI-existing,1867,22.0,0.0117836100696304,Green,Green,Green
Chronos-2,FTSE100,DtACI-projected-seed,1867,25.0,0.0133904659882163,Green,Green,Green
Chronos-2,FTSE100,Rolling250,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,Rolling500,1867,18.0,0.0096411355115158,Green,Green,Green
Chronos-2,FTSE100,Selected-rolling,1867,18.0,0.0096411355115158,Green,Green,Green
Chronos-2,FTSE100,Gate-selected-rolling,1867,18.0,0.0096411355115158,Green,Green,Green
Chronos-2,FTSE100,Loss-gate,1867,23.0,0.012319228709159,Green,Green,Green
Chronos-2,FTSE100,Past-minimum,1867,16.0,0.0085698982324584,Green,Green,Green
Chronos-2,FTSE100,DtACI-projected-expected,1867,24.454927885948177,0.0130985152040429,,,
Chronos-2,GBPUSD,Raw,1621,22.0,0.013571869216533,Green,Green,Green
Chronos-2,GBPUSD,Shift-CP,1621,17.0,0.0104873534855027,Green,Green,Green
Chronos-2,GBPUSD,Shift-ERM,1621,18.0,0.0111042566317088,Green,Green,Green
Chronos-2,GBPUSD,Vol-CP,1621,17.0,0.0104873534855027,Green,Green,Green
Chronos-2,GBPUSD,Vol-ERM,1621,20.0,0.0123380629241209,Green,Green,Green
Chronos-2,GBPUSD,State2-ERM,1621,15.0,0.0092535471930906,Green,Green,Green
Chronos-2,GBPUSD,State4-ERM,1621,16.0,0.0098704503392967,Green,Green,Green
Chronos-2,GBPUSD,State-L1,1621,17.0,0.0104873534855027,Green,Green,Green
Chronos-2,GBPUSD,State-L1-clipped,1621,17.0,0.0104873534855027,Green,Green,Green
Chronos-2,GBPUSD,POT-Shift,1621,18.0,0.0111042566317088,Green,Green,Green
Chronos-2,GBPUSD,POT-Vol,1621,18.0,0.0111042566317088,Green,Green,Green
Chronos-2,GBPUSD,ACI-existing,1621,18.0,0.0111042566317088,Green,Green,Green
Chronos-2,GBPUSD,DtACI-projected-seed,1621,19.0,0.0117211597779148,Green,Green,Green
Chronos-2,GBPUSD,Rolling250,1621,14.0,0.0086366440468846,Green,Green,Green
Chronos-2,GBPUSD,Rolling500,1621,14.0,0.0086366440468846,Green,Green,Green
Chronos-2,GBPUSD,Selected-rolling,1621,14.0,0.0086366440468846,Green,Green,Green
Chronos-2,GBPUSD,Gate-selected-rolling,1621,22.0,0.013571869216533,Green,Green,Green
Chronos-2,GBPUSD,Loss-gate,1621,22.0,0.013571869216533,Green,Green,Green
Chronos-2,GBPUSD,Past-minimum,1621,19.0,0.0117211597779148,Green,Green,Green
Chronos-2,GBPUSD,DtACI-projected-expected,1621,17.604177870515855,0.010860072714692,,,
Chronos-2,GDAXI,Raw,1878,33.0,0.0175718849840255,Yellow,Yellow,Yellow
Chronos-2,GDAXI,Shift-CP,1878,25.0,0.0133120340788072,Green,Green,Green
Chronos-2,GDAXI,Shift-ERM,1878,26.0,0.0138445154419595,Green,Green,Yellow
Chronos-2,GDAXI,Vol-CP,1878,26.0,0.0138445154419595,Green,Green,Yellow
Chronos-2,GDAXI,Vol-ERM,1878,31.0,0.0165069222577209,Yellow,Yellow,Yellow
Chronos-2,GDAXI,State2-ERM,1878,23.0,0.0122470713525026,Green,Green,Green
Chronos-2,GDAXI,State4-ERM,1878,22.0,0.0117145899893503,Green,Green,Green
Chronos-2,GDAXI,State-L1,1878,26.0,0.0138445154419595,Green,Green,Yellow
Chronos-2,GDAXI,State-L1-clipped,1878,26.0,0.0138445154419595,Green,Green,Yellow
Chronos-2,GDAXI,POT-Shift,1878,23.0,0.0122470713525026,Green,Green,Green
Chronos-2,GDAXI,POT-Vol,1878,26.0,0.0138445154419595,Green,Green,Yellow
Chronos-2,GDAXI,ACI-existing,1878,23.0,0.0122470713525026,Green,Green,Green
Chronos-2,GDAXI,DtACI-projected-seed,1878,28.0,0.0149094781682641,Green,Green,Yellow
Chronos-2,GDAXI,Rolling250,1878,16.0,0.0085197018104366,Green,Green,Green
Chronos-2,GDAXI,Rolling500,1878,20.0,0.0106496272630457,Green,Green,Green
Chronos-2,GDAXI,Selected-rolling,1878,20.0,0.0106496272630457,Green,Green,Green
Chronos-2,GDAXI,Gate-selected-rolling,1878,20.0,0.0106496272630457,Green,Green,Green
Chronos-2,GDAXI,Loss-gate,1878,33.0,0.0175718849840255,Yellow,Yellow,Yellow
Chronos-2,GDAXI,Past-minimum,1878,33.0,0.0175718849840255,Yellow,Yellow,Yellow
Chronos-2,GDAXI,DtACI-projected-expected,1878,24.123842133309648,0.0128454963436153,,,
Chronos-2,GLD,Raw,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,Shift-CP,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,Shift-ERM,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,Vol-CP,1490,15.0,0.0100671140939597,Green,Green,Green
Chronos-2,GLD,Vol-ERM,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,State2-ERM,1490,17.0,0.0114093959731543,Green,Green,Green
Chronos-2,GLD,State4-ERM,1490,17.0,0.0114093959731543,Green,Green,Green
Chronos-2,GLD,State-L1,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,State-L1-clipped,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,POT-Shift,1490,13.0,0.0087248322147651,Green,Green,Green
Chronos-2,GLD,POT-Vol,1490,14.0,0.0093959731543624,Green,Green,Green
Chronos-2,GLD,ACI-existing,1490,17.0,0.0114093959731543,Green,Green,Green
Chronos-2,GLD,DtACI-projected-seed,1490,19.0,0.0127516778523489,Green,Green,Green
Chronos-2,GLD,Rolling250,1490,10.0,0.0067114093959731,Green,Green,Green
Chronos-2,GLD,Rolling500,1490,14.0,0.0093959731543624,Green,Green,Green
Chronos-2,GLD,Selected-rolling,1490,14.0,0.0093959731543624,Green,Green,Green
Chronos-2,GLD,Gate-selected-rolling,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,Loss-gate,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,Past-minimum,1490,16.0,0.010738255033557,Green,Green,Green
Chronos-2,GLD,DtACI-projected-expected,1490,16.88171055925532,0.0113300070867485,,,
Chronos-2,HSI,Raw,1817,19.0,0.0104567969179966,Green,Green,Green
Chronos-2,HSI,Shift-CP,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,Shift-ERM,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,Vol-CP,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,Vol-ERM,1817,17.0,0.0093560814529444,Green,Green,Green
Chronos-2,HSI,State2-ERM,1817,16.0,0.0088057237204182,Green,Green,Green
Chronos-2,HSI,State4-ERM,1817,17.0,0.0093560814529444,Green,Green,Green
Chronos-2,HSI,State-L1,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,State-L1-clipped,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,POT-Shift,1817,14.0,0.0077050082553659,Green,Green,Green
Chronos-2,HSI,POT-Vol,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,ACI-existing,1817,20.0,0.0110071546505228,Green,Green,Green
Chronos-2,HSI,DtACI-projected-seed,1817,20.0,0.0110071546505228,Green,Green,Green
Chronos-2,HSI,Rolling250,1817,13.0,0.0071546505228398,Green,Green,Green
Chronos-2,HSI,Rolling500,1817,16.0,0.0088057237204182,Green,Green,Green
Chronos-2,HSI,Selected-rolling,1817,16.0,0.0088057237204182,Green,Green,Green
Chronos-2,HSI,Gate-selected-rolling,1817,19.0,0.0104567969179966,Green,Green,Green
Chronos-2,HSI,Loss-gate,1817,19.0,0.0104567969179966,Green,Green,Green
Chronos-2,HSI,Past-minimum,1817,15.0,0.0082553659878921,Green,Green,Green
Chronos-2,HSI,DtACI-projected-expected,1817,21.14646226977063,0.0116381190257405,,,
Chronos-2,IBGL,Raw,1260,18.0,0.0142857142857142,Green,Green,Green
Chronos-2,IBGL,Shift-CP,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,Shift-ERM,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,Vol-CP,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,Vol-ERM,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,State2-ERM,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,State4-ERM,1260,20.0,0.0158730158730158,Green,Green,Yellow
Chronos-2,IBGL,State-L1,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,State-L1-clipped,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,POT-Shift,1260,18.0,0.0142857142857142,Green,Green,Green
Chronos-2,IBGL,POT-Vol,1260,17.0,0.0134920634920634,Green,Green,Green
Chronos-2,IBGL,ACI-existing,1260,15.0,0.0119047619047619,Green,Green,Green
Chronos-2,IBGL,DtACI-projected-seed,1260,15.0,0.0119047619047619,Green,Green,Green
Chronos-2,IBGL,Rolling250,1260,12.0,0.0095238095238095,Green,Green,Green
Chronos-2,IBGL,Rolling500,1260,16.0,0.0126984126984126,Green,Green,Green
Chronos-2,IBGL,Selected-rolling,1260,16.0,0.0126984126984126,Green,Green,Green
Chronos-2,IBGL,Gate-selected-rolling,1260,18.0,0.0142857142857142,Green,Green,Green
Chronos-2,IBGL,Loss-gate,1260,18.0,0.0142857142857142,Green,Green,Green
Chronos-2,IBGL,Past-minimum,1260,18.0,0.0142857142857142,Green,Green,Green
Chronos-2,IBGL,DtACI-projected-expected,1260,17.107315092135185,0.0135772342001072,,,
Chronos-2,ICLN,Raw,1219,12.0,0.0098441345365053,Green,Green,Green
Chronos-2,ICLN,Shift-CP,1219,10.0,0.0082034454470877,Green,Green,Green
Chronos-2,ICLN,Shift-ERM,1219,12.0,0.0098441345365053,Green,Green,Green
Chronos-2,ICLN,Vol-CP,1219,10.0,0.0082034454470877,Green,Green,Green
Chronos-2,ICLN,Vol-ERM,1219,12.0,0.0098441345365053,Green,Green,Green
Chronos-2,ICLN,State2-ERM,1219,10.0,0.0082034454470877,Green,Green,Green
Chronos-2,ICLN,State4-ERM,1219,12.0,0.0098441345365053,Green,Green,Green
Chronos-2,ICLN,State-L1,1219,11.0,0.0090237899917965,Green,Green,Green
Chronos-2,ICLN,State-L1-clipped,1219,11.0,0.0090237899917965,Green,Green,Green
Chronos-2,ICLN,POT-Shift,1219,10.0,0.0082034454470877,Green,Green,Green
Chronos-2,ICLN,POT-Vol,1219,9.0,0.0073831009023789,Green,Green,Green
Chronos-2,ICLN,ACI-existing,1219,14.0,0.0114848236259228,Green,Green,Green
Chronos-2,ICLN,DtACI-projected-seed,1219,15.0,0.0123051681706316,Green,Green,Green
Chronos-2,ICLN,Rolling250,1219,9.0,0.0073831009023789,Green,Green,Green
Chronos-2,ICLN,Rolling500,1219,15.0,0.0123051681706316,Green,Green,Green
Chronos-2,ICLN,Selected-rolling,1219,15.0,0.0123051681706316,Green,Green,Green
Chronos-2,ICLN,Gate-selected-rolling,1219,15.0,0.0123051681706316,Green,Green,Green
Chronos-2,ICLN,Loss-gate,1219,12.0,0.0098441345365053,Green,Green,Green
Chronos-2,ICLN,Past-minimum,1219,10.0,0.0082034454470877,Green,Green,Green
Chronos-2,ICLN,DtACI-projected-expected,1219,15.832985896526512,0.0129885036066665,,,
Chronos-2,NIFTY,Raw,1242,15.0,0.0120772946859903,Green,Green,Green
Chronos-2,NIFTY,Shift-CP,1242,8.0,0.0064412238325281,Green,Green,Green
Chronos-2,NIFTY,Shift-ERM,1242,9.0,0.0072463768115942,Green,Green,Green
Chronos-2,NIFTY,Vol-CP,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,Vol-ERM,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,State2-ERM,1242,8.0,0.0064412238325281,Green,Green,Green
Chronos-2,NIFTY,State4-ERM,1242,9.0,0.0072463768115942,Green,Green,Green
Chronos-2,NIFTY,State-L1,1242,9.0,0.0072463768115942,Green,Green,Green
Chronos-2,NIFTY,State-L1-clipped,1242,9.0,0.0072463768115942,Green,Green,Green
Chronos-2,NIFTY,POT-Shift,1242,7.0,0.0056360708534621,Green,Green,Green
Chronos-2,NIFTY,POT-Vol,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,ACI-existing,1242,17.0,0.0136876006441223,Green,Green,Green
Chronos-2,NIFTY,DtACI-projected-seed,1242,17.0,0.0136876006441223,Green,Green,Green
Chronos-2,NIFTY,Rolling250,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,Rolling500,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,Selected-rolling,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,Gate-selected-rolling,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,Loss-gate,1242,14.0,0.0112721417069243,Green,Green,Green
Chronos-2,NIFTY,Past-minimum,1242,10.0,0.0080515297906602,Green,Green,Green
Chronos-2,NIFTY,DtACI-projected-expected,1242,15.300574132252088,0.0123193028440032,,,
Chronos-2,NIKKEI,Raw,1806,20.0,0.0110741971207087,Green,Green,Green
Chronos-2,NIKKEI,Shift-CP,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,Shift-ERM,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,Vol-CP,1806,8.0,0.0044296788482834,Green,Green,Green
Chronos-2,NIKKEI,Vol-ERM,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,State2-ERM,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,State4-ERM,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,State-L1,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,State-L1-clipped,1806,10.0,0.0055370985603543,Green,Green,Green
Chronos-2,NIKKEI,POT-Shift,1806,9.0,0.0049833887043189,Green,Green,Green
Chronos-2,NIKKEI,POT-Vol,1806,8.0,0.0044296788482834,Green,Green,Green
Chronos-2,NIKKEI,ACI-existing,1806,22.0,0.0121816168327796,Green,Green,Green
Chronos-2,NIKKEI,DtACI-projected-seed,1806,24.0,0.0132890365448504,Green,Green,Green
Chronos-2,NIKKEI,Rolling250,1806,12.0,0.0066445182724252,Green,Green,Green
Chronos-2,NIKKEI,Rolling500,1806,17.0,0.0094130675526024,Green,Green,Green
Chronos-2,NIKKEI,Selected-rolling,1806,17.0,0.0094130675526024,Green,Green,Green
Chronos-2,NIKKEI,Gate-selected-rolling,1806,17.0,0.0094130675526024,Green,Green,Green
Chronos-2,NIKKEI,Loss-gate,1806,11.0,0.0060908084163898,Green,Green,Green
Chronos-2,NIKKEI,Past-minimum,1806,17.0,0.0094130675526024,Green,Green,Green
Chronos-2,NIKKEI,DtACI-projected-expected,1806,22.766664717246307,0.0126061266429935,,,
Chronos-2,SP500,Raw,1858,33.0,0.0177610333692142,Yellow,Yellow,Yellow
Chronos-2,SP500,Shift-CP,1858,23.0,0.0123789020452099,Green,Green,Green
Chronos-2,SP500,Shift-ERM,1858,24.0,0.0129171151776103,Green,Green,Green
Chronos-2,SP500,Vol-CP,1858,26.0,0.0139935414424111,Green,Green,Yellow
Chronos-2,SP500,Vol-ERM,1858,30.0,0.0161463939720129,Yellow,Yellow,Yellow
Chronos-2,SP500,State2-ERM,1858,22.0,0.0118406889128094,Green,Green,Green
Chronos-2,SP500,State4-ERM,1858,21.0,0.011302475780409,Green,Green,Green
Chronos-2,SP500,State-L1,1858,22.0,0.0118406889128094,Green,Green,Green
Chronos-2,SP500,State-L1-clipped,1858,22.0,0.0118406889128094,Green,Green,Green
Chronos-2,SP500,POT-Shift,1858,23.0,0.0123789020452099,Green,Green,Green
Chronos-2,SP500,POT-Vol,1858,24.0,0.0129171151776103,Green,Green,Green
Chronos-2,SP500,ACI-existing,1858,21.0,0.011302475780409,Green,Green,Green
Chronos-2,SP500,DtACI-projected-seed,1858,24.0,0.0129171151776103,Green,Green,Green
Chronos-2,SP500,Rolling250,1858,13.0,0.0069967707212055,Green,Green,Green
Chronos-2,SP500,Rolling500,1858,22.0,0.0118406889128094,Green,Green,Green
Chronos-2,SP500,Selected-rolling,1858,22.0,0.0118406889128094,Green,Green,Green
Chronos-2,SP500,Gate-selected-rolling,1858,22.0,0.0118406889128094,Green,Green,Green
Chronos-2,SP500,Loss-gate,1858,33.0,0.0177610333692142,Yellow,Yellow,Yellow
Chronos-2,SP500,Past-minimum,1858,25.0,0.0134553283100107,Green,Green,Green
Chronos-2,SP500,DtACI-projected-expected,1858,22.59078083070847,0.0121586549142672,,,
Chronos-2,STOXX,Raw,1532,20.0,0.0130548302872062,Green,Green,Green
Chronos-2,STOXX,Shift-CP,1532,12.0,0.0078328981723237,Green,Green,Green
Chronos-2,STOXX,Shift-ERM,1532,12.0,0.0078328981723237,Green,Green,Green
Chronos-2,STOXX,Vol-CP,1532,14.0,0.0091383812010443,Green,Green,Green
Chronos-2,STOXX,Vol-ERM,1532,15.0,0.0097911227154047,Green,Green,Green
Chronos-2,STOXX,State2-ERM,1532,13.0,0.008485639686684,Green,Green,Green
Chronos-2,STOXX,State4-ERM,1532,12.0,0.0078328981723237,Green,Green,Green
Chronos-2,STOXX,State-L1,1532,12.0,0.0078328981723237,Green,Green,Green
Chronos-2,STOXX,State-L1-clipped,1532,12.0,0.0078328981723237,Green,Green,Green
Chronos-2,STOXX,POT-Shift,1532,12.0,0.0078328981723237,Green,Green,Green
Chronos-2,STOXX,POT-Vol,1532,15.0,0.0097911227154047,Green,Green,Green
Chronos-2,STOXX,ACI-existing,1532,18.0,0.0117493472584856,Green,Green,Green
Chronos-2,STOXX,DtACI-projected-seed,1532,17.0,0.0110966057441253,Green,Green,Green
Chronos-2,STOXX,Rolling250,1532,13.0,0.008485639686684,Green,Green,Green
Chronos-2,STOXX,Rolling500,1532,13.0,0.008485639686684,Green,Green,Green
Chronos-2,STOXX,Selected-rolling,1532,13.0,0.008485639686684,Green,Green,Green
Chronos-2,STOXX,Gate-selected-rolling,1532,13.0,0.008485639686684,Green,Green,Green
Chronos-2,STOXX,Loss-gate,1532,20.0,0.0130548302872062,Green,Green,Green
Chronos-2,STOXX,Past-minimum,1532,15.0,0.0097911227154047,Green,Green,Green
Chronos-2,STOXX,DtACI-projected-expected,1532,17.497579224218654,0.011421396360456,,,
Chronos-2,TLT,Raw,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Shift-CP,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Shift-ERM,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Vol-CP,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Vol-ERM,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,State2-ERM,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,State4-ERM,1665,28.0,0.0168168168168168,Yellow,Yellow,Yellow
Chronos-2,TLT,State-L1,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,State-L1-clipped,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,POT-Shift,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,POT-Vol,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,ACI-existing,1665,23.0,0.0138138138138138,Green,Green,Green
Chronos-2,TLT,DtACI-projected-seed,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Rolling250,1665,17.0,0.0102102102102102,Green,Green,Green
Chronos-2,TLT,Rolling500,1665,20.0,0.012012012012012,Green,Green,Green
Chronos-2,TLT,Selected-rolling,1665,20.0,0.012012012012012,Green,Green,Green
Chronos-2,TLT,Gate-selected-rolling,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Loss-gate,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,Past-minimum,1665,22.0,0.0132132132132132,Green,Green,Green
Chronos-2,TLT,DtACI-projected-expected,1665,20.326591116851812,0.012208162832944,,,
Chronos-2,UNG,Raw,1309,15.0,0.0114591291061879,Green,Green,Green
Chronos-2,UNG,Shift-CP,1309,13.0,0.0099312452253628,Green,Green,Green
Chronos-2,UNG,Shift-ERM,1309,13.0,0.0099312452253628,Green,Green,Green
Chronos-2,UNG,Vol-CP,1309,13.0,0.0099312452253628,Green,Green,Green
