sensitivity,method,reference,block_calendar_days,difference,lower,upper,simultaneous_lower,simultaneous_upper
normalised,State-L1,Shift-CP,20,-2.4598817077128854e-05,-0.00028354042919636127,0.0002516800517020626,-0.0003800919303090996,0.0003308942961548419
normalised,POT-Shift,Shift-CP,20,-4.5625206982841116e-05,-0.00011423038219723382,1.2896612994137995e-05,-0.00012787914359778494,3.662872963210269e-05
normalised,POT-Vol,Shift-CP,20,0.0001652604623995635,-0.0002879878298474927,0.0005128182359538189,-0.00037221334565046,0.000702734270449587
normalised,DtACI-projected-expected,Shift-CP,20,0.0008401374945882847,2.853605413764213e-05,0.001490782903688354,-0.00013637664439671005,0.0018166516335732796
normalised,Loss-gate,Shift-CP,20,0.0004284601710318331,-8.47919240506362e-05,0.001017599921475751,-0.00031868791466128736,0.0011756082567249537
normalised,Past-minimum,Shift-CP,20,-7.63285581175735e-05,-0.0004498580050636469,0.00024063219989206575,-0.0005350250921990916,0.00038236797596394464
without_crypto,State-L1,Shift-CP,20,-0.016484930178869678,-0.05421601353643689,0.018889919787461563,-0.06372026485605164,0.030750404498312282
without_crypto,POT-Shift,Shift-CP,20,-0.0004751238872995056,-0.009605662101242633,0.006987197713150828,-0.011031622547914031,0.01008137477331502
without_crypto,POT-Vol,Shift-CP,20,-0.013851126658919844,-0.07463007812403798,0.02893305937020225,-0.08126220319759292,0.05355994987975324
without_crypto,DtACI-projected-expected,Shift-CP,20,0.11788975768662258,0.011942017133226509,0.20931849312887085,-0.01130393243960559,0.24708344781285074
without_crypto,Loss-gate,Shift-CP,20,0.04510366235504267,-0.008938110633515507,0.10755466646755077,-0.028702708509235043,0.1189100332193204
without_crypto,Past-minimum,Shift-CP,20,-0.01320163628050475,-0.06014103964926867,0.024926880502730415,-0.06871686680129656,0.042313594240287064
normalised,State-L1,Shift-CP,60,-2.4598817077128854e-05,-0.00028299415748326195,0.00020721431027736817,-0.0003396764778402771,0.00029047884368601937
normalised,POT-Shift,Shift-CP,60,-4.5625206982841116e-05,-0.00011649282267862659,2.013991392068556e-05,-0.0001328611370421636,4.161072307648137e-05
normalised,POT-Vol,Shift-CP,60,0.0001652604623995635,-0.0003631591926006834,0.0005180226308085107,-0.0004408628311485885,0.0007713837559477155
normalised,DtACI-projected-expected,Shift-CP,60,0.0008401374945882847,-0.000141565935241094,0.0015350158046917083,-0.000280202295614197,0.0019604772847907665
normalised,Loss-gate,Shift-CP,60,0.0004284601710318331,-0.0001155802891155161,0.0010477168660053208,-0.0003385901628640092,0.0011955105049276755
normalised,Past-minimum,Shift-CP,60,-7.63285581175735e-05,-0.000550242716634667,0.00026592966674941917,-0.0005991116882802599,0.0004464545720451129
without_crypto,State-L1,Shift-CP,60,-0.016484930178869678,-0.056093428650954014,0.017360291579429348,-0.06360497202221324,0.030635111664473885
without_crypto,POT-Shift,Shift-CP,60,-0.0004751238872995056,-0.010014434152656591,0.007733131509414362,-0.011895380024593252,0.01094513224999424
without_crypto,POT-Vol,Shift-CP,60,-0.013851126658919844,-0.08638014782962668,0.03207406330855201,-0.0933229594384651,0.06562070612062541
without_crypto,DtACI-projected-expected,Shift-CP,60,0.11788975768662258,-0.017208311215015374,0.21300601489703452,-0.035616481513000814,0.27139599688624594
without_crypto,Loss-gate,Shift-CP,60,0.04510366235504267,-0.010222363894701695,0.1088032381980158,-0.032510964617352776,0.12271828932743811
without_crypto,Past-minimum,Shift-CP,60,-0.01320163628050475,-0.07140275002512309,0.028829785148704365,-0.07905226738611641,0.05264899482510692
