method,breaches,pooled_mean_exceedance_pct,pooled_mean_loss_on_breach_pct,pair_equal_mean_exceedance_pct,pair_equal_mean_loss_on_breach_pct,pairs_with_breaches
Raw,6359,0.9317137269196021,3.5241286620017083,0.9892926444966977,3.81100876878417,240
Shift-CP,3550,1.040142939114489,4.182147883032579,1.1086653966645819,4.545441194492622,240
Rolling250,3268,0.9606060770341991,3.93007418603604,1.00953449081449,4.162107905168566,240
