model,asset,method,law,n_test,scored_days,qV,FZ0,QS,VaR_mean,ES_mean,violations,pihat,shortfall_gap,es_excess_days
Lag-Llama,GBPUSD,Raw,draws,1621,1621,0.0038322324321658306,-3.384018251979952,0.00023769621291274583,-0.01205561885187077,-0.019044028387309033,47,0.028994447871684145,0.00039594839301765637,21
Lag-Llama,GBPUSD,Static,draws,1621,1621,0.0038322324321658306,-3.874331752567076,0.0001984448653723776,-0.0158878512840366,-0.022876260819474865,18,0.011104256631708822,0.00027276795604638506,5
GJR-GARCH,GBPUSD,Raw,normal,1621,1621,0.0022003397038179683,-4.012787570400422,0.00017715737402317005,-0.01173209661333158,-0.01344092785891565,33,0.020357803824799507,-0.0013852128161087678,21
GJR-GARCH,GBPUSD,Static,normal,1621,1621,0.0022003397038179683,-4.129750107666749,0.00016786084836300526,-0.01393243631714955,-0.01564126756273362,13,0.008019740900678593,-0.0019649212612169206,7
GJR-GARCH-t,GBPUSD,Raw,student,1621,1621,0.0013689089721948067,-4.086590871700644,0.00017192714616529416,-0.012476990617043479,-0.01535657624589514,26,0.016039481801357187,-0.0005867121693613289,11
GJR-GARCH-t,GBPUSD,Static,student,1621,1621,0.0013689089721948067,-4.127706443302688,0.00016878614105530148,-0.013845899589238287,-0.016725485218089947,15,0.009253547193090685,-0.0009782521707493014,7
GARCH-N,GBPUSD,Raw,normal,1621,1621,0.0024262253935986074,-4.020211256727689,0.00017603333873788643,-0.011813264842925055,-0.013543505650116566,33,0.020357803824799507,-0.001313889710764023,19
GARCH-N,GBPUSD,Static,normal,1621,1621,0.0024262253935986074,-4.124581137488583,0.000168918439127746,-0.014239490236523664,-0.01596973104371517,10,0.006169031462060457,-0.002729235504221053,7
Hist-Sim,GBPUSD,Raw,window,1621,1621,0.001553736925067592,-4.047469957988056,0.00017143793445237911,-0.012924137659992608,-0.018279421104728612,27,0.016656384947563233,0.0018084779462531947,10
Hist-Sim,GBPUSD,Static,window,1621,1621,0.001553736925067592,-4.0587637890155195,0.00017167472304968352,-0.014477874585060198,-0.019833158029796197,10,0.006169031462060457,-0.0020716498289078383,5
EWMA,GBPUSD,Raw,normal,1621,1621,0.0022484531674269222,-3.9796246084263487,0.0001769720497760955,-0.011589119049637437,-0.013277242512626875,30,0.01850709438618137,-0.001829157142785839,20
EWMA,GBPUSD,Static,normal,1621,1621,0.0022484531674269222,-4.119083604082246,0.00016785839144073205,-0.013837572217064359,-0.015525695680053797,14,0.00863664404688464,-0.001890565003096783,8
Moirai-1.1,GDAXI,Raw,draws,1878,1878,0.0026189098706347457,-3.041578258740416,0.0004869714297295662,-0.029867933924300982,-0.046895704737292154,29,0.0154419595314164,0.0009343827484040455,13
Moirai-1.1,GDAXI,Static,draws,1878,1878,0.0026189098706347457,-3.091429434897721,0.0004778257722916592,-0.03248684379493573,-0.0495146146079269,23,0.012247071352502662,0.0015144647003619614,9
Lag-Llama,GDAXI,Raw,draws,1878,1878,0.011119647333617318,-2.4999146028063395,0.0005922492922634274,-0.025474469223219894,-0.04116208951888532,60,0.03194888178913738,0.0007141585157645511,21
Lag-Llama,GDAXI,Static,draws,1878,1878,0.011119647333617318,-2.9806489137559335,0.00049848033937966,-0.03659411655683721,-0.05228173685250264,17,0.009052183173588925,-0.0014793450758283188,6
GJR-GARCH,GDAXI,Raw,normal,1878,1878,0.0040148606040901445,-3.045718424587823,0.00044444245134299566,-0.025203307113903832,-0.028933080855204685,51,0.027156549520766772,-0.0033778604129145306,34
GJR-GARCH,GDAXI,Static,normal,1878,1878,0.0040148606040901445,-3.2654614404862348,0.0004036320967134057,-0.02921816771799398,-0.032947941459294826,29,0.0154419595314164,-0.0029721695035203567,22
GJR-GARCH-t,GDAXI,Raw,student,1878,1878,0.0023315191430670033,-3.211018209558553,0.0004171960101108774,-0.02812340765509556,-0.037234328998042375,35,0.01863684771033014,0.0005279530954041065,15
GJR-GARCH-t,GDAXI,Static,student,1878,1878,0.0023315191430670033,-3.2853987967919895,0.0004014307250930608,-0.030454926798162568,-0.03956584814110939,29,0.0154419595314164,0.0020331949235386257,11
GARCH-N,GDAXI,Raw,normal,1878,1878,0.004617603470004564,-2.970243806093767,0.00047041609266455174,-0.02517718164067971,-0.028946455271722904,47,0.025026624068157616,-0.005000671575707499,32
GARCH-N,GDAXI,Static,normal,1878,1878,0.004617603470004564,-3.2145876045776687,0.0004277111468089503,-0.02979478511068427,-0.033564058741727465,28,0.014909478168264111,-0.004739709806086761,23
Hist-Sim,GDAXI,Raw,window,1878,1878,0.002626482766103805,-2.9246409600130994,0.0005273068792593458,-0.03268572665592927,-0.04542439080808715,28,0.014909478168264111,-0.0014705326712424437,13
Hist-Sim,GDAXI,Static,window,1878,1878,0.002626482766103805,-2.979550949871276,0.0005175046703846318,-0.035312209422033065,-0.048050873574190946,22,0.011714589989350373,-0.00020604813594866727,10
EWMA,GDAXI,Raw,normal,1878,1878,0.004016338491091811,-2.850625438366608,0.0004979260537827091,-0.025545555590415395,-0.029266636682306522,51,0.027156549520766772,-0.005499144723115415,33
EWMA,GDAXI,Static,normal,1878,1878,0.004016338491091811,-3.113655704845668,0.0004567963477825522,-0.029561894081507202,-0.03328297517339834,30,0.01597444089456869,-0.006447058164218978,23
Moirai-1.1,GLD,Raw,draws,1490,1490,0.0035025168441501133,-2.9770273616637546,0.0004737438375582237,-0.027483980572488683,-0.04192643988833781,24,0.016107382550335572,-0.002024532073308358,11
Moirai-1.1,GLD,Static,draws,1490,1490,0.0035025168441501133,-3.0802563511488796,0.00046045439726403824,-0.030986497416638798,-0.045428956732487924,16,0.010738255033557046,-0.0036265244634075718,6
Lag-Llama,GLD,Raw,draws,1490,1490,0.008594590549568966,-2.3827660876149084,0.0005687057733680148,-0.023352640792908733,-0.03778338319290705,53,0.03557046979865772,0.0021441885738920216,19
Lag-Llama,GLD,Static,draws,1490,1490,0.008594590549568966,-3.0066415004632114,0.0004676572679958251,-0.0319472313424777,-0.046377973742476014,21,0.014093959731543624,0.003189288343796221,5
GJR-GARCH,GLD,Raw,normal,1490,1490,0.004357036505982983,-3.1407116872272822,0.00043630493478330045,-0.02354629018138072,-0.027082153628978364,35,0.02348993288590604,-0.00484945108227712,22
GJR-GARCH,GLD,Static,normal,1490,1490,0.004357036505982983,-3.2934448836762042,0.000406223001256441,-0.0279033266873637,-0.031439190134961346,17,0.011409395973154362,-0.00658949685120575,11
GJR-GARCH-t,GLD,Raw,student,1490,1490,0.0030563348672879957,-3.320118997319835,0.00040096418256769996,-0.025861462951036116,-0.03330150063375441,26,0.0174496644295302,9.13340165558319e-05,8
GJR-GARCH-t,GLD,Static,student,1490,1490,0.0030563348672879957,-3.3503258321093594,0.0003888298623747333,-0.028917797818324105,-0.0363578355010424,17,0.011409395973154362,0.0009580773860643821,6
GARCH-N,GLD,Raw,normal,1490,1490,0.0047088183763510615,-3.1930182561415568,0.0004228394269848535,-0.024291580521297526,-0.027909929603852496,30,0.020134228187919462,-0.005301592884035791,18
GARCH-N,GLD,Static,normal,1490,1490,0.0047088183763510615,-3.2984916910302635,0.00040513589079521503,-0.029000398897648584,-0.032618747980203554,15,0.010067114093959731,-0.00707499684299146,8
Hist-Sim,GLD,Raw,window,1490,1490,0.0034097358759497993,-3.184576492566816,0.00042666652049669026,-0.027161462342489767,-0.03881360156490446,20,0.013422818791946308,0.0014871529217784674,6
Hist-Sim,GLD,Static,window,1490,1490,0.0034097358759497993,-3.2058940909060216,0.00042474213359131903,-0.030571198218439566,-0.042223337440854256,12,0.008053691275167786,-0.0005692875184626073,4
EWMA,GLD,Raw,normal,1490,1490,0.0038254793609328874,-3.127660961721505,0.00043171680585555065,-0.02470862917566091,-0.028307799783114748,30,0.020134228187919462,-0.0057324323574097094,17
EWMA,GLD,Static,normal,1490,1490,0.0038254793609328874,-3.256961409728528,0.0004120852870770825,-0.028534108536593793,-0.03213327914404764,17,0.011409395973154362,-0.0071562215735922795,10
Moirai-1.1,HSI,Raw,draws,1817,1817,0.004164222877199926,-2.793513034859635,0.000550458795255094,-0.037617821618033,-0.054726472923231774,20,0.01100715465052284,-0.005754368416467588,7
Moirai-1.1,HSI,Static,draws,1817,1817,0.004164222877199926,-2.8277209496274742,0.000554844193041709,-0.04178204449523292,-0.05889069580043169,11,0.006053935057787562,-0.012629627241960368,5
Lag-Llama,HSI,Raw,draws,1817,1817,0.009144033120657815,-2.5885510971289065,0.0006311899258650699,-0.03284376500311257,-0.05086937853671819,43,0.023665382498624106,-0.0013479841261525274,20
Lag-Llama,HSI,Static,draws,1817,1817,0.009144033120657815,-2.8572149813512673,0.0005772215717590751,-0.04198779812377038,-0.06001341165737601,19,0.010456796917996699,-0.002226412725699605,8
GJR-GARCH,HSI,Raw,normal,1817,1817,0.004796309990335874,-2.826212081991116,0.0005251411947581924,-0.03219204037239996,-0.03685497355303184,28,0.015410016510731976,-0.009237136366512905,19
GJR-GARCH,HSI,Static,normal,1817,1817,0.004796309990335874,-2.9336908564433215,0.0005138293296672561,-0.03698835036273583,-0.04165128354336771,17,0.009356081452944413,-0.011324357474005757,11
GJR-GARCH-t,HSI,Raw,student,1817,1817,0.0024478045441099494,-2.9044218983265835,0.0005100341945247368,-0.034082522808574066,-0.04197247522525881,22,0.012107870115575124,-0.007058677673875344,9
GJR-GARCH-t,HSI,Static,student,1817,1817,0.0024478045441099494,-2.933610022287273,0.0005088300450532216,-0.03653032735268401,-0.04442027976936876,17,0.009356081452944413,-0.008301034704686119,8
GARCH-N,HSI,Raw,normal,1817,1817,0.005592825233431398,-2.810751280390616,0.0005521708576873036,-0.03319173411942122,-0.03803212037785842,34,0.018712162905888827,-0.0074879793346295034,22
GARCH-N,HSI,Static,normal,1817,1817,0.005592825233431398,-2.9403371121904875,0.000529379582305029,-0.03878455935285262,-0.04362494561128982,18,0.009906439185470555,-0.00989316936638513,12
Hist-Sim,HSI,Raw,window,1817,1817,0.00345447585696345,-2.8151958115781093,0.000553007538074305,-0.03357479770274971,-0.05380543865267468,24,0.013208585580627407,-0.0037164544971015566,14
Hist-Sim,HSI,Static,window,1817,1817,0.00345447585696345,-2.8524176160746215,0.0005478807233351375,-0.03702927355971315,-0.05725991450963813,19,0.010456796917996699,-0.001977484512477359,11
EWMA,HSI,Raw,normal,1817,1817,0.004881750755762939,-2.9396081704691484,0.0005187025494531675,-0.03310872873143955,-0.037931495808204034,28,0.015410016510731976,-0.007677325564948164,18
EWMA,HSI,Static,normal,1817,1817,0.004881750755762939,-3.016099139437521,0.0005078309116736656,-0.03799047948720249,-0.04281324656396697,17,0.009356081452944413,-0.009240692706992355,10
Moirai-1.1,IBGL,Raw,draws,1260,1260,0.0018867539764772755,-3.4917073353706236,0.00028086260573570324,-0.02383784825525557,-0.03403578817666996,14,0.011111111111111112,0.0008504665451220155,4
Moirai-1.1,IBGL,Static,draws,1260,1260,0.0018867539764772755,-3.5161326491620364,0.00028230367067407115,-0.025724602231732844,-0.03592254215314723,9,0.007142857142857143,0.0008156478076859233,3
Lag-Llama,IBGL,Raw,draws,1260,1260,0.005161581977397935,-3.3497070767756516,0.0003009615493002153,-0.019525597097810415,-0.029929191790454623,28,0.022222222222222223,0.0009183299225528681,10
Lag-Llama,IBGL,Static,draws,1260,1260,0.005161581977397935,-3.5432638648476313,0.000278820551431293,-0.024687179075208354,-0.03509077376785256,10,0.007936507936507936,0.002322784334850355,4
GJR-GARCH,IBGL,Raw,normal,1260,1260,0.003626101655059888,-3.7176261114203246,0.0002352673596240646,-0.020014542615751963,-0.022884409175517734,18,0.014285714285714285,-0.0003273704202320058,10
GJR-GARCH,IBGL,Static,normal,1260,1260,0.003626101655059888,-3.743133342472219,0.00023920155225479737,-0.023640644270811847,-0.02651051083057762,6,0.004761904761904762,0.0007761592436785692,1
GJR-GARCH-t,IBGL,Raw,student,1260,1260,0.0023516663294611655,-3.6962171507386143,0.00024060694467097196,-0.020283815895554443,-0.02342339048812666,18,0.014285714285714285,-0.00022511008864585012,9
GJR-GARCH-t,IBGL,Static,student,1260,1260,0.0023516663294611655,-3.7442143904893537,0.00023768907261091668,-0.022635482225015612,-0.025775056817587825,9,0.007142857142857143,0.0003469931408435495,4
GARCH-N,IBGL,Raw,normal,1260,1260,0.0033518347475687306,-3.708881122333461,0.00023636520911729238,-0.02008965196961541,-0.02296976301298778,17,0.013492063492063493,-0.0005033833247567931,8
GARCH-N,IBGL,Static,normal,1260,1260,0.0033518347475687306,-3.7393226459455375,0.0002392763484333985,-0.023441486717184143,-0.02632159776055651,6,0.004761904761904762,0.00031628083391321344,2
Hist-Sim,IBGL,Raw,window,1260,1260,0.0016117231782461112,-3.695644581318947,0.00024346138713301826,-0.01932224294307658,-0.022531156751044133,20,0.015873015873015872,-0.00019483878691520023,11
Hist-Sim,IBGL,Static,window,1260,1260,0.0016117231782461112,-3.7266172942220304,0.000239089992782235,-0.020933966121322693,-0.02414287992929024,14,0.011111111111111112,-0.00014490378214353575,6
EWMA,IBGL,Raw,normal,1260,1260,0.0030553535460027953,-3.740989191386117,0.0002338994077594328,-0.019363077374058697,-0.022183590744473243,18,0.014285714285714285,-0.0006028484305303171,11
EWMA,IBGL,Static,normal,1260,1260,0.0030553535460027953,-3.775369695478789,0.0002320652394494394,-0.022418430920061492,-0.025238944290476042,7,0.005555555555555556,0.0006568799319432984,1
Moirai-1.1,ICLN,Raw,draws,1219,1219,0.005968859020210323,-2.730982267589471,0.0005927258877044466,-0.047216404797104386,-0.06891768264834072,10,0.008203445447087777,-0.0052307576875419435,5
Moirai-1.1,ICLN,Static,draws,1219,1219,0.005968859020210323,-2.722293384377112,0.0006192123666722412,-0.05318526381731471,-0.07488654166855105,5,0.004101722723543888,-0.012034965786395615,4
Lag-Llama,ICLN,Raw,draws,1219,1219,0.010417942441513776,-2.5717254226937882,0.0006591114775234996,-0.04040949174076918,-0.06162051894229099,31,0.02543068088597211,0.004297199853988041,10
Lag-Llama,ICLN,Static,draws,1219,1219,0.010417942441513776,-2.81235845242499,0.000588240335840164,-0.05082743418228296,-0.07203846138380476,10,0.008203445447087777,0.0025023648942870133,2
GJR-GARCH,ICLN,Raw,normal,1219,1219,0.005827330095895582,-2.7942787657730355,0.0005651397678404681,-0.04009675279899725,-0.04590677074753628,17,0.01394585726004922,-0.006502229596663301,10
GJR-GARCH,ICLN,Static,normal,1219,1219,0.005827330095895582,-2.84814806620855,0.0005635472209921561,-0.04592408289489284,-0.05173410084343188,10,0.008203445447087777,-0.008140330417126581,8
GJR-GARCH-t,ICLN,Raw,student,1219,1219,0.0035464842887102978,-2.792212621346886,0.0005732581153392331,-0.04301325244471135,-0.05290085388945271,10,0.008203445447087777,-0.010495020785861639,9
GJR-GARCH-t,ICLN,Static,student,1219,1219,0.0035464842887102978,-2.8072513458646613,0.0005796295678349472,-0.04655973673342165,-0.056447338178163005,10,0.008203445447087777,-0.006948536497151342,6
GARCH-N,ICLN,Raw,normal,1219,1219,0.0060822008125969405,-2.7604636472869513,0.0005768300999503332,-0.040631919549243584,-0.04653510367242892,17,0.01394585726004922,-0.007086161060671653,10
GARCH-N,ICLN,Static,normal,1219,1219,0.0060822008125969405,-2.8212188206535815,0.0005752110859088821,-0.04671412036184052,-0.052617304485025856,11,0.009023789991796555,-0.0071593777755174755,8
Hist-Sim,ICLN,Raw,window,1219,1219,0.0009335435543442253,-2.8146362053906313,0.0005714474574727704,-0.041544839337596756,-0.053560660374163675,14,0.011484823625922888,-0.0019808892605281485,5
Hist-Sim,ICLN,Static,window,1219,1219,0.0009335435543442253,-2.821968168115635,0.000570061309947452,-0.04247838289194099,-0.0544942039285079,14,0.011484823625922888,-0.0010473457061839244,5
EWMA,ICLN,Raw,normal,1219,1219,0.0059736721367458015,-2.7353676321796736,0.0005759029668021309,-0.040039634467142975,-0.04587198860070579,18,0.014766201804757998,-0.00694268066115551,11
EWMA,ICLN,Static,normal,1219,1219,0.0059736721367458015,-2.8253008265777226,0.0005665953017547959,-0.04601330660388877,-0.05184566073745159,11,0.009023789991796555,-0.007139518561592117,7
Moirai-1.1,NIFTY,Raw,draws,1242,1242,0.0017611793690417502,-3.525678253397161,0.00030793600127516354,-0.02358427766244109,-0.03571424431035568,9,0.007246376811594203,0.002765295645601282,2
Moirai-1.1,NIFTY,Static,draws,1242,1242,0.0017611793690417502,-3.506544728406392,0.00031330951772330916,-0.025345457031482835,-0.037475423679397435,7,0.005636070853462158,0.004773806439121001,2
Lag-Llama,NIFTY,Raw,draws,1242,1242,0.006083985553782142,-3.079184013783242,0.0003909470199923559,-0.019748089888171352,-0.031949069583113644,38,0.030595813204508857,0.0016299153861746643,14
Lag-Llama,NIFTY,Static,draws,1242,1242,0.006083985553782142,-3.4485296697561645,0.0003250293212054665,-0.025832075441953494,-0.03803305513689579,17,0.013687600644122383,0.004888611108368248,4
GJR-GARCH,NIFTY,Raw,normal,1242,1242,0.003846507683862431,-3.4636855201671635,0.00030937477227758467,-0.01892863731634244,-0.021765913076840858,22,0.017713365539452495,-0.004005839303643537,13
GJR-GARCH,NIFTY,Static,normal,1242,1242,0.003846507683862431,-3.548369894410288,0.00030077109099677595,-0.022775145000204874,-0.025612420760703285,12,0.00966183574879227,-0.0042460182067854775,6
GJR-GARCH-t,NIFTY,Raw,student,1242,1242,0.002686733892654874,-3.5411678395569295,0.0002946568586495865,-0.020432212100155285,-0.025904473265829796,16,0.01288244766505636,-0.0020022427348162677,5
GJR-GARCH-t,NIFTY,Static,student,1242,1242,0.002686733892654874,-3.5590244726746234,0.0002945990782880359,-0.023118945992810162,-0.028591207158484667,11,0.008856682769726247,-0.0009300893157573941,4
GARCH-N,NIFTY,Raw,normal,1242,1242,0.004244829939790078,-3.4220694213453484,0.0003168059776025429,-0.018695409757665264,-0.021516340414699797,25,0.020128824476650563,-0.0037839290778078384,15
GARCH-N,NIFTY,Static,normal,1242,1242,0.004244829939790078,-3.5402761574808266,0.0003035517938577911,-0.02294023969745534,-0.02576117035448987,12,0.00966183574879227,-0.004369801136459956,7
Hist-Sim,NIFTY,Raw,window,1242,1242,0.002781913944728657,-3.3406377715928013,0.0003312653471717035,-0.02159321609263548,-0.032793908789495584,19,0.015297906602254429,0.003216399826715139,4
Hist-Sim,NIFTY,Static,window,1242,1242,0.002781913944728657,-3.37683174367283,0.0003277433892654368,-0.024375130037364138,-0.03557582273422425,10,0.008051529790660225,0.0012730310997499147,4
EWMA,NIFTY,Raw,normal,1242,1242,0.0035307230418004966,-3.497895358043216,0.0003106916221235186,-0.01921146901670595,-0.022009898428526558,20,0.01610305958132045,-0.004570400891419879,15
EWMA,NIFTY,Static,normal,1242,1242,0.0035307230418004966,-3.5788594030697256,0.00029959036842328306,-0.022742192058506448,-0.025540621470327055,13,0.010466988727858293,-0.0036710945092856143,6
Moirai-1.1,NIKKEI,Raw,draws,1806,1806,0.0060781385505903444,-3.0423900136235558,0.0005029336165792035,-0.034678920185830804,-0.0534009339711768,27,0.014950166112956811,0.0033028638332827757,7
Moirai-1.1,NIKKEI,Static,draws,1806,1806,0.0060781385505903444,-3.067427928365824,0.0004945754750024701,-0.040757058736421145,-0.05947907252176716,12,0.006644518272425249,0.003023604297448365,2
Lag-Llama,NIKKEI,Raw,draws,1806,1806,0.011060343771721867,-2.7971333021239997,0.000525097270282151,-0.029254923439790945,-0.04758949269615897,53,0.029346622369878183,0.003405005095332017,16
Lag-Llama,NIKKEI,Static,draws,1806,1806,0.011060343771721867,-3.0765575566773333,0.0004629676927874139,-0.040315267211512816,-0.05864983646788085,12,0.006644518272425249,0.003304875411986489,4
GJR-GARCH,NIKKEI,Raw,normal,1806,1806,0.005677188179265644,-3.0660237770456806,0.0004768161937242508,-0.028833623588646103,-0.033096166396619074,39,0.02159468438538206,-0.004381269624287366,20
GJR-GARCH,NIKKEI,Static,normal,1806,1806,0.005677188179265644,-3.1704899167598515,0.0004562631912442762,-0.034510811767911743,-0.03877335457588471,16,0.008859357696566999,-0.007237596141799479,11
GJR-GARCH-t,NIKKEI,Raw,student,1806,1806,0.0033571114358577,-3.13996421600447,0.0004674436336008797,-0.031224866657753758,-0.039314855908817774,28,0.015503875968992248,-0.0029770697056360476,12
GJR-GARCH-t,NIKKEI,Static,student,1806,1806,0.0033571114358577,-3.1755120534603334,0.0004594499781078039,-0.03458197809361146,-0.042671967344675474,15,0.008305647840531562,-0.00496718551297285,9
GARCH-N,NIKKEI,Raw,normal,1806,1806,0.0062368341801094865,-2.9817670711696076,0.0005034273068956659,-0.02906867312257783,-0.03341160387993885,43,0.023809523809523808,-0.004679673629410878,20
GARCH-N,NIKKEI,Static,normal,1806,1806,0.0062368341801094865,-3.1223316735339552,0.0004755174831774675,-0.03530550730268731,-0.03964843806004834,16,0.008859357696566999,-0.008488937001638488,10
Hist-Sim,NIKKEI,Raw,window,1806,1806,0.005297441133602986,-2.888745645091354,0.0005485307945036171,-0.034573834883690514,-0.04921636443588262,31,0.01716500553709856,0.0022146846427212965,9
Hist-Sim,NIKKEI,Static,window,1806,1806,0.005297441133602986,-2.923062705860069,0.0005451838784199556,-0.03987127601729349,-0.05451380556948561,13,0.007198228128460687,0.002188916897520243,6
EWMA,NIKKEI,Raw,normal,1806,1806,0.004879809921279229,-3.030654132303525,0.0004939331279449012,-0.030298734725080045,-0.0347121853738505,37,0.020487264673311186,-0.0052354710772522395,22
EWMA,NIKKEI,Static,normal,1806,1806,0.004879809921279229,-3.129610622062403,0.00047693843373581245,-0.03517854464635927,-0.039591995295129724,14,0.007751937984496124,-0.010775857118671869,10
Moirai-1.1,SP500,Raw,draws,1858,1858,0.0024530336436822658,-3.0131604790043642,0.0005010606083066588,-0.028334672684817343,-0.04474987275672894,33,0.01776103336921421,0.0029822946690813627,9
Moirai-1.1,SP500,Static,draws,1858,1858,0.0024530336436822658,-3.0738267177761065,0.0004850140660167819,-0.03078770632849961,-0.0472029064004112,28,0.015069967707212056,0.004999086188413305,7
Lag-Llama,SP500,Raw,draws,1858,1858,0.008755692629862243,-2.6986116759033627,0.0005217649452346072,-0.024938607132375598,-0.04031669728726598,60,0.03229278794402583,0.003844740459387764,15
Lag-Llama,SP500,Static,draws,1858,1858,0.008755692629862243,-3.07786100853255,0.0004516756339906483,-0.03369429976223784,-0.04907238991712822,17,0.00914962325080732,0.0007232745618451768,5
GJR-GARCH,SP500,Raw,normal,1858,1858,0.004248152537237981,-3.0660081660932033,0.000406929745114705,-0.02384092186048286,-0.027391688907777705,40,0.021528525296017224,-0.004510272450757911,29
GJR-GARCH,SP500,Static,normal,1858,1858,0.004248152537237981,-3.3098341118621346,0.0003766095615649786,-0.028089074397720848,-0.031639841445015686,22,0.011840688912809472,-0.004653267542498946,15
GJR-GARCH-t,SP500,Raw,student,1858,1858,0.002524392593538956,-3.1662244902558103,0.00039997079615312464,-0.025919567274152365,-0.03277748214608121,32,0.017222820236813777,-0.0031371005245707357,20
GJR-GARCH-t,SP500,Static,student,1858,1858,0.002524392593538956,-3.2758754373048,0.0003878848712767856,-0.028443959867691326,-0.03530187473962016,24,0.012917115177610334,-0.0026572390609629717,12
GARCH-N,SP500,Raw,normal,1858,1858,0.005611336700447361,-3.049430929029388,0.000418072767073442,-0.02382709873558283,-0.027419626049738924,47,0.02529601722282024,-0.003914939215637731,27
GARCH-N,SP500,Static,normal,1858,1858,0.005611336700447361,-3.313792274116731,0.00038350172229621325,-0.029438435436030193,-0.033030962750186285,20,0.010764262648008612,-0.004377862176348751,14
Hist-Sim,SP500,Raw,window,1858,1858,0.003023452003537293,-2.896511548246267,0.0005580553084442631,-0.032763844375007116,-0.04608777821918368,31,0.016684607104413347,-0.005184523636805751,19
Hist-Sim,SP500,Static,window,1858,1858,0.003023452003537293,-2.9839526960796636,0.0005412106333171095,-0.03578729637854441,-0.049111230222720965,26,0.013993541442411194,-0.0034930263472400924,13
EWMA,SP500,Raw,normal,1858,1858,0.004425509939703653,-2.9239413367009015,0.00046857285293058646,-0.024694221469333796,-0.028291293385161943,44,0.023681377825618945,-0.005718526345956929,34
EWMA,SP500,Static,normal,1858,1858,0.004425509939703653,-3.213251019369753,0.0004282673458448343,-0.029119731409037446,-0.032716803324865595,27,0.014531754574811625,-0.005125795849508632,20
Moirai-1.1,STOXX,Raw,draws,1532,1532,0.0056021270230105155,-3.3193967842326093,0.00034560196627130013,-0.02532512001814223,-0.04080695552434091,20,0.013054830287206266,0.00801969258416961,4
Moirai-1.1,STOXX,Static,draws,1532,1532,0.0056021270230105155,-3.3202738624782784,0.0003557785863629243,-0.03092724704115275,-0.04640908254735143,8,0.005221932114882507,0.0031681266112419896,3
Lag-Llama,STOXX,Raw,draws,1532,1532,0.014183848451985729,-3.4108411268533745,0.0003299988985311157,-0.02047111447779863,-0.032550726644026105,33,0.02154046997389034,0.007377628183394892,9
Lag-Llama,STOXX,Static,draws,1532,1532,0.014183848451985729,-3.3460362995531585,0.00035290557730910626,-0.03465496292978436,-0.04673457509601183,1,0.0006527415143603133,0.0052991651673955364,0
GJR-GARCH,STOXX,Raw,normal,1532,1532,0.004083164776143549,-3.2975828573748807,0.00033521534833150425,-0.019469313045782328,-0.022360754195026648,37,0.024151436031331592,-0.003061308916119767,20
GJR-GARCH,STOXX,Static,normal,1532,1532,0.004083164776143549,-3.4941239993441946,0.00031138496150665375,-0.02355247782192588,-0.026443918971170197,18,0.01174934725848564,-0.0034293505003779087,10
GJR-GARCH-t,STOXX,Raw,student,1532,1532,0.0024913824899650203,-3.4243065136362825,0.0003211131436913514,-0.021522524955143594,-0.028261032873989365,26,0.016971279373368148,-0.0003205208670695394,12
GJR-GARCH-t,STOXX,Static,student,1532,1532,0.0024913824899650203,-3.4917538398724606,0.0003114621344995198,-0.024013907445108614,-0.030752415363954386,18,0.01174934725848564,0.00030769924807584723,6
GARCH-N,STOXX,Raw,normal,1532,1532,0.006122950817406943,-3.231037935344176,0.00034866544173781685,-0.019442621676987976,-0.022361742664144587,39,0.025456919060052218,-0.0032095192046199894,24
GARCH-N,STOXX,Static,normal,1532,1532,0.006122950817406943,-3.4886420147371684,0.0003148631124004588,-0.025565572494394916,-0.02848469348155153,11,0.007180156657963447,-0.00476575367048165,7
Hist-Sim,STOXX,Raw,window,1532,1532,0.006359586079224634,-3.1726295594651046,0.00038858664843584805,-0.027936939759596827,-0.041125008739435254,15,0.0097911227154047,0.0006576544573869398,5
Hist-Sim,STOXX,Static,window,1532,1532,0.006359586079224634,-3.1793141400914107,0.0004052631339763317,-0.034296525838821465,-0.04748459481865988,8,0.005221932114882507,-0.0005032908493712482,4
EWMA,STOXX,Raw,normal,1532,1532,0.006014925890212724,-3.0794097877638937,0.0003733797176170533,-0.019739949997506525,-0.022615360337697264,40,0.02610966057441253,-0.0039534406727664145,30
EWMA,STOXX,Static,normal,1532,1532,0.006014925890212724,-3.4222405898247574,0.00032960283558466165,-0.02575487588771925,-0.02863028622790999,17,0.011096605744125326,-0.003281325931558198,9
Moirai-1.1,TLT,Raw,draws,1665,1665,0.000742595560915247,-3.2632150153156587,0.00035076632558513743,-0.02721881646191416,-0.039634049007887244,16,0.00960960960960961,0.0011689482070177198,4
Moirai-1.1,TLT,Static,draws,1665,1665,0.000742595560915247,-3.2717355956601044,0.00035146732955420234,-0.027961412022829403,-0.04037664456880248,15,0.009009009009009009,0.0012877406225602285,4
Lag-Llama,TLT,Raw,draws,1665,1665,0.004687452096150154,-3.255575394603584,0.00034406709912057745,-0.02211377990507037,-0.034162979152713636,42,0.025225225225225224,0.0028414109741287225,16
Lag-Llama,TLT,Static,draws,1665,1665,0.004687452096150154,-3.4492513504542814,0.0003122132865982571,-0.02680123200122052,-0.03885043124886379,21,0.012612612612612612,0.003343847366329836,5
