qV,pi_raw,pi_corr,R,basel,n_cal,n_test,asset,model,closure
0.00386267577955755,0.01918859649122807,0.010964912280701754,0.15044590084293716,Green,4254,1824,SP500,TimesFM-2.5,Student-$t$
0.006703559193228584,0.0356359649122807,0.014802631578947368,0.31790465558344155,Green,4254,1824,SP500,TimesFM-2.5,Gaussian
0.011313041502670707,0.07456140350877193,0.01699561403508772,0.7284315915452563,Green,4254,1824,SP500,TimesFM-2.5,Linear
0.004562603314109667,0.021929824561403508,0.013157894736842105,0.18678670514398657,Green,4254,1824,SP500,Moirai-2.0,Student-$t$
0.006995630781461794,0.03070175438596491,0.012609649122807017,0.3190401568886256,Green,4254,1824,SP500,Moirai-2.0,Gaussian
0.011964749131628725,0.06853070175438597,0.015350877192982455,0.7563482341017721,Green,4254,1824,SP500,Moirai-2.0,Linear
0.010841129974427433,0.006323396567299007,0.0036133694670280035,0.153391856516429,Yellow,2581,1107,BTC,TimesFM-2.5,Student-$t$
0.04113454187708486,0.02981029810298103,0.0009033423667570009,0.8700280117837178,Red,2581,1107,BTC,TimesFM-2.5,Gaussian
0.05445358918951039,0.056910569105691054,0.0009033423667570009,1.5006481766120732,Red,2581,1107,BTC,TimesFM-2.5,Linear
0.030867183486077747,0.013550135501355014,0.0018066847335140017,0.5234453910547588,Yellow,2581,1107,BTC,Moirai-2.0,Student-$t$
0.040603117750337564,0.03523035230352303,0.0018066847335140017,0.871126223810452,Yellow,2581,1107,BTC,Moirai-2.0,Gaussian
0.058885264418443564,0.06323396567299007,0.0009033423667570009,1.702972568573519,Red,2581,1107,BTC,Moirai-2.0,Linear
-0.0016061001057019464,0.009599096555618294,0.012422360248447204,0.014977555794320859,Green,4131,1771,NATGAS,TimesFM-2.5,Student-$t$
0.00438513867703276,0.015810276679841896,0.014116318464144552,0.046469875524697855,Green,4131,1771,NATGAS,TimesFM-2.5,Gaussian
0.02368997518492697,0.04799548277809147,0.015245623941276116,0.3406029249420378,Green,4131,1771,NATGAS,TimesFM-2.5,Linear
-0.0005185650753429458,0.015245623941276116,0.015245623941276116,0.0051987937113502575,Green,4131,1771,NATGAS,Moirai-2.0,Student-$t$
0.0038655349447075382,0.01637492941840768,0.015245623941276116,0.04134496956047907,Green,4131,1771,NATGAS,Moirai-2.0,Gaussian
0.026752073801846125,0.05251270468661773,0.015810276679841896,0.39460168435281623,Green,4131,1771,NATGAS,Moirai-2.0,Linear
