replicate,seed,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL,model,asset
0,429969810,1868,21,0.0112419700214132,0.5968258421889636,0.0209926967429461,0.0605912843942997,0.2798098997988107,5.327398536454126,0.000353728654216,0.0281708418954149,Green,PatchTST-FM,ASX200
1,2323551413,1868,29,0.0155246252676659,0.0264163751252312,0.0814290623856555,0.018641762205462,4.92855649548429,3.0361453750628584,0.0003635614938557,0.0279112488432946,Green,PatchTST-FM,ASX200
2,531184984,1868,26,0.0139186295503211,0.1080540346730911,0.0520024355618838,0.0416242582197011,2.582453885274525,3.77569041750155,0.0003553088795863,0.0279627353993274,Green,PatchTST-FM,ASX200
3,309285982,1868,23,0.0123126338329764,0.3322841723222552,0.0310258218598146,0.0610687894301356,0.9399753840774104,4.651533325130316,0.0003600208003045,0.0279378274097822,Green,PatchTST-FM,ASX200
4,3769481581,1868,26,0.0139186295503211,0.1080540346730911,0.0520024355618838,0.0416242582197011,2.582453885274525,3.77569041750155,0.0003611341682623,0.0277915152141138,Green,PatchTST-FM,ASX200
5,3172830287,1868,23,0.0123126338329764,0.3322841723222552,0.0310258218598146,0.0610687894301356,0.9399753840774104,4.651533325130316,0.0003692805015705,0.0279489169446264,Green,PatchTST-FM,ASX200
6,47660388,1868,24,0.012847965738758,0.2360319616691611,0.0371699169497529,0.0565079661507609,1.404137998727645,4.342609315171671,0.0003476467723373,0.027915731766895,Green,PatchTST-FM,ASX200
7,1962007711,1868,27,0.0144539614561027,0.0696948326673651,0.060802161997568,0.0332806099668781,3.290192925464062,3.515367744266769,0.0003490695206114,0.0277554903777192,Green,PatchTST-FM,ASX200
0,4114616260,1430,18,0.0125874125874125,0.3444716134490873,0.2221932352673473,0.3036334381986621,0.8937185060169073,1.4901496950455737,0.0002205514275291,0.0162721687754808,Green,PatchTST-FM,AUDUSD
1,3214243569,1430,15,0.0104895104895104,0.853566305874746,0.5726599793986771,0.8384845823267943,0.0340660906790393,0.3182520795111259,0.0002248199249511,0.0162971258559512,Green,PatchTST-FM,AUDUSD
2,2399607351,1430,21,0.0146853146853146,0.0959981327273216,0.4286628035825006,0.1829354047040999,2.7708006552263296,0.6264436811971734,0.0002250712363998,0.0162475064858593,Green,PatchTST-FM,AUDUSD
3,2947012319,1430,17,0.0118881118881118,0.4859046735961744,0.5222953705028603,0.6392432540438655,0.4855821036704899,0.4093583319088907,0.0002221718594093,0.0163290080363273,Green,PatchTST-FM,AUDUSD
4,4281187896,1430,18,0.0125874125874125,0.3444716134490873,0.497969446982152,0.5083984129045818,0.8937185060169073,0.4592612168175378,0.0002247154538974,0.016320019238677,Green,PatchTST-FM,AUDUSD
5,2179340220,1430,19,0.0132867132867132,0.2343207775654769,0.4742431746537611,0.3816482309406654,1.4144396767888576,0.5120722352926919,0.000226065584702,0.0162691388830618,Green,PatchTST-FM,AUDUSD
6,3466440249,1430,18,0.0125874125874125,0.3444716134490873,0.2221932352673473,0.3036334381986621,0.8937185060169073,1.4901496950455737,0.0002216899776222,0.0162805963179064,Green,PatchTST-FM,AUDUSD
7,2043965299,1430,14,0.0097902097902097,0.9362285372925968,0.5986503283750177,0.8678650592483468,0.0064017540837205,0.277036322121603,0.0002151117404437,0.0163156665952589,Green,PatchTST-FM,AUDUSD
0,1778004085,1829,28,0.0153089119737561,0.034298411909333,0.4483123604606364,0.0798711408619359,4.479766239463679,0.5749151248746784,0.0005014948954259,0.0359298962160942,Green,PatchTST-FM,BOVESPA
1,2614713605,1829,25,0.0136686714051394,0.1352693985115117,0.352079642996567,0.2125759487134892,2.2309643346900536,0.8659475628326163,0.0004969688620474,0.0359512583050142,Green,PatchTST-FM,BOVESPA
2,1622431437,1829,26,0.0142154182613449,0.0883894314155783,0.3831261712793538,0.1600842056009827,2.9034637935994194,0.7606468407636839,0.0004914242299132,0.0361074090657725,Green,PatchTST-FM,BOVESPA
3,3855008820,1829,23,0.0125751776927282,0.2872020916855331,0.2933948074896729,0.3268237223135961,1.1326909019272744,1.1039777559365405,0.0005075599122898,0.0357926418863555,Green,PatchTST-FM,BOVESPA
4,727523939,1829,26,0.0142154182613449,0.0883894314155783,0.3831261712793538,0.1600842056009827,2.9034637935994194,0.7606468407636839,0.0004909221065643,0.0360263331426739,Green,PatchTST-FM,BOVESPA
5,681647020,1829,24,0.0131219245489338,0.2003810625984821,0.3221497056626808,0.2698478801504065,1.639594870285947,0.9801989009288264,0.0004939003879288,0.0359742149251736,Green,PatchTST-FM,BOVESPA
6,3558775145,1829,24,0.0131219245489338,0.2003810625984821,0.3221497056626808,0.2698478801504065,1.639594870285947,0.9801989009288264,0.0004925052921189,0.0358415285287873,Green,PatchTST-FM,BOVESPA
7,2622935803,1829,27,0.0147621651175505,0.0559342344040235,0.4152261928405886,0.115451962525454,3.65401456831588,0.6637869204939193,0.0004923981365226,0.0360451600717413,Green,PatchTST-FM,BOVESPA
0,147484997,1157,14,0.0121002592912705,0.4870084583210002,0.5579500403327377,0.6615316345410056,0.4831289067674857,0.3432660415029147,0.0008791326766603,0.0648201830254778,Green,PatchTST-FM,BTC
1,4834101,1157,12,0.010371650821089,0.8995058623429903,0.6158435243238475,0.8747208610781662,0.0159480502754653,0.2517528685877153,0.0008573362651611,0.0648772790321956,Green,PatchTST-FM,BTC
2,2047003302,1157,14,0.0121002592912705,0.4870084583210002,0.1582665267541174,0.2902768656096732,0.4831289067674857,1.9907112981275643,0.0008777103560143,0.0653619084167774,Green,PatchTST-FM,BTC
3,3362192823,1157,15,0.0129645635263612,0.3324524652903477,0.5299944235069063,0.5133169759981533,0.9393212291810736,0.3944022461967904,0.0008500175602103,0.0651448475933134,Green,PatchTST-FM,BTC
4,2509492771,1157,11,0.0095073465859982,0.8651543269363137,0.6457059030452815,0.8868341169660398,0.0288376969374228,0.2113569630306244,0.0008334605645252,0.0653239081306029,Green,PatchTST-FM,BTC
5,4232118609,1157,17,0.0146931719965427,0.1337087797663044,0.2468084465642396,0.1661119253861253,2.248907407196043,1.3412795298350204,0.0009104351254845,0.0651217951701596,Green,PatchTST-FM,BTC
6,2337065505,1157,18,0.0155574762316335,0.0789402193899156,0.280586874856532,0.1193832832087137,3.0865870606229873,1.1642451282823458,0.0008890084574853,0.0656144038580411,Green,PatchTST-FM,BTC
7,71159670,1157,14,0.0121002592912705,0.4870084583210002,0.1582665267541174,0.2902768656096732,0.4831289067674857,1.9907112981275643,0.0008791636353386,0.0649031779866478,Green,PatchTST-FM,BTC
0,2228078719,1010,9,0.0089108910891089,0.723023192731904,0.6873198020679092,0.8660537427982913,0.1256144403026686,0.162002187070783,0.0001405098375535,0.0119246162559736,Green,PatchTST-FM,CBU0
1,4102703772,1010,11,0.0108910891089108,0.77903000878741,0.6224135477798778,0.8516254678716687,0.0787270010915339,0.2424898799114601,0.0001432187277481,0.0118617551417416,Green,PatchTST-FM,CBU0
2,420878016,1010,9,0.0089108910891089,0.723023192731904,0.6873198020679092,0.8660537427982913,0.1256144403026686,0.162002187070783,0.0001418320142284,0.0118819009514231,Green,PatchTST-FM,CBU0
3,2106426398,1010,10,0.0099009900990099,0.9747302503771116,0.6545566015677375,0.9042915462726526,0.001003383603189,0.2002035436875502,0.0001433103744073,0.0119313462657926,Green,PatchTST-FM,CBU0
4,3187392265,1010,9,0.0089108910891089,0.723023192731904,0.6873198020679092,0.8660537427982913,0.1256144403026686,0.162002187070783,0.0001457768470356,0.011901891554164,Green,PatchTST-FM,CBU0
5,2090826547,1010,12,0.0118811881188118,0.5595280266552582,0.5909432758061866,0.730009432504751,0.3405220725808386,0.2888735747867486,0.0001413253592152,0.0119213310384904,Green,PatchTST-FM,CBU0
6,2405154882,1010,11,0.0108910891089108,0.77903000878741,0.6224135477798778,0.8516254678716687,0.0787270010915339,0.2424898799114601,0.0001396569281036,0.0119178279797807,Green,PatchTST-FM,CBU0
7,1832333758,1010,10,0.0099009900990099,0.9747302503771116,0.6545566015677375,0.9042915462726526,0.001003383603189,0.2002035436875502,0.0001389572423594,0.0119096039890321,Green,PatchTST-FM,CBU0
0,1902288653,765,15,0.0196078431372549,0.0182509521844252,0.0307428437790532,0.0059785193746974,5.571899433895437,4.66726524186663,0.0003593770461719,0.0237552833318814,Yellow,PatchTST-FM,DJCI
1,3564247475,765,14,0.0183006535947712,0.0386715459147695,0.0226657113524862,0.0087860376199403,4.275238083983382,5.193944819281683,0.0003774885600424,0.0236021898177934,Yellow,PatchTST-FM,DJCI
2,4283704006,765,16,0.0209150326797385,0.008129782484821,0.0407291937596068,0.0037128584840741,7.004659726031921,4.187246710264645,0.0003747843657326,0.0235580248978413,Yellow,PatchTST-FM,DJCI
3,2057737758,765,16,0.0209150326797385,0.008129782484821,0.3388428343931647,0.0190682212074542,7.004659726031921,0.914804555425178,0.0003498161413781,0.0235310563524773,Yellow,PatchTST-FM,DJCI
4,605719929,765,15,0.0196078431372549,0.0182509521844252,0.0307428437790532,0.0059785193746974,5.571899433895437,4.66726524186663,0.0003694655594135,0.0235434887508515,Yellow,PatchTST-FM,DJCI
5,4103279732,765,19,0.0248366013071895,0.0005204809482883,0.0843685251248524,0.0005477207205669,12.040819118707663,2.978670951143698,0.000373278993334,0.0236652790978595,Yellow,PatchTST-FM,DJCI
6,4183830467,765,17,0.0222222222222222,0.0034265464784285,0.0528525676729242,0.0021188683552117,8.565171753562652,3.7485745014949146,0.0003731774529622,0.023475825359401,Yellow,PatchTST-FM,DJCI
7,3876851243,765,14,0.0183006535947712,0.0386715459147695,0.0226657113524862,0.0087860376199403,4.275238083983382,5.193944819281683,0.0003640810269785,0.0236898312938758,Yellow,PatchTST-FM,DJCI
0,439203063,812,11,0.0135467980295566,0.3351845881773436,0.5823134297211177,0.5402970370256941,0.9287629115580228,0.3025095326219258,0.0013176823064011,0.104106442876403,Green,PatchTST-FM,ETH
1,4029690899,812,11,0.0135467980295566,0.3351845881773436,0.5823134297211177,0.5402970370256941,0.9287629115580228,0.3025095326219258,0.0014258500217466,0.1041839726266586,Green,PatchTST-FM,ETH
2,2110026125,812,12,0.0147783251231527,0.201344737727836,0.5482485907545545,0.369158682773726,1.632593270347174,0.3604641151785301,0.0013893406523667,0.1038194613577749,Green,PatchTST-FM,ETH
3,2535189540,812,10,0.0123152709359605,0.5222239616687067,0.6172903585126441,0.7192137839815833,0.4094988839832889,0.2496943766052766,0.0012932371784089,0.1048794460050747,Green,PatchTST-FM,ETH
