sensitivity,method,reference,block_calendar_days,difference,lower,upper,simultaneous_lower,simultaneous_upper
normalised,State-L1,Shift-CP,20,-1.7858248243782238e-05,-0.0002448962715625471,0.00018462275346535075,-0.00029759231041366554,0.00026187581392610106
normalised,POT-Shift,Shift-CP,20,-2.9989962751407473e-05,-8.293080507501306e-05,2.215941864100802e-05,-9.703587893385703e-05,3.705595343104209e-05
normalised,POT-Vol,Shift-CP,20,0.00019148913809623191,-0.00020017870931922642,0.0005176926886340886,-0.00028748556697543224,0.000670463843167896
normalised,DtACI-projected-expected,Shift-CP,20,0.0009724662276863888,0.0002537022996486959,0.0015500410437830885,0.00010396217286018415,0.0018409702825125935
normalised,Loss-gate,Shift-CP,20,0.00044905949506490045,-9.409152181138122e-05,0.0010445988249768148,-0.000284572048959167,0.0011826910390889678
normalised,Past-minimum,Shift-CP,20,1.577300514258445e-05,-0.0002780213848250352,0.0002835446490742201,-0.00034600372052863096,0.00037754973081379986
without_crypto,State-L1,Shift-CP,20,-0.01256348493660622,-0.043980609703493934,0.014378906255239661,-0.050248693708259407,0.02512172383504697
without_crypto,POT-Shift,Shift-CP,20,0.0003636270046799162,-0.006157469090191294,0.0064243404255653865,-0.007878517170892073,0.008605771180251905
without_crypto,POT-Vol,Shift-CP,20,-0.008107041558093591,-0.05937138867606663,0.030653004113857452,-0.06779643852419069,0.051582355408003516
without_crypto,DtACI-projected-expected,Shift-CP,20,0.1285488472575335,0.02828124681081797,0.20641855574571547,0.010510156236729032,0.24658753827833796
without_crypto,Loss-gate,Shift-CP,20,0.04760385759112454,-0.009510814933701147,0.11351420729230784,-0.03022210878409591,0.125429823966345
without_crypto,Past-minimum,Shift-CP,20,-0.010897626608514805,-0.04659244120886141,0.01652532487605466,-0.05192117003456005,0.03012591681753044
normalised,State-L1,Shift-CP,60,-1.7858248243782238e-05,-0.0002669522170729525,0.00019963964071894897,-0.00031056822030593593,0.00027485172381837145
normalised,POT-Shift,Shift-CP,60,-2.9989962751407473e-05,-8.149981907920253e-05,1.547942312775378e-05,-9.212013515582126e-05,3.2140209653006314e-05
normalised,POT-Vol,Shift-CP,60,0.00019148913809623191,-0.0002286379490193443,0.00049138887349677,-0.0002802172963076167,0.0006631955725000805
normalised,DtACI-projected-expected,Shift-CP,60,0.0009724662276863888,9.465397168501276e-05,0.0015949139665793431,7.371392001823194e-06,0.0019375610633709543
normalised,Loss-gate,Shift-CP,60,0.00044905949506490045,-7.560009096144521e-05,0.0010988297882906322,-0.0003173138836526058,0.0012154328737824067
normalised,Past-minimum,Shift-CP,60,1.577300514258445e-05,-0.0002945236830079972,0.0003106186335434554,-0.00036792774488711736,0.00039947375517228626
without_crypto,State-L1,Shift-CP,60,-0.01256348493660622,-0.04651169082701815,0.01541653033741772,-0.052406265356884446,0.02727929548367201
without_crypto,POT-Shift,Shift-CP,60,0.0003636270046799162,-0.006308435946508473,0.006643029597386576,-0.008142642973625845,0.008869896982985678
without_crypto,POT-Vol,Shift-CP,60,-0.008107041558093591,-0.0660943374853237,0.02980382840585339,-0.0708457367510638,0.05463165363487661
without_crypto,DtACI-projected-expected,Shift-CP,60,0.1285488472575335,0.0062258900700406785,0.2136435986875344,-0.007615890611518433,0.2647135851265854
without_crypto,Loss-gate,Shift-CP,60,0.04760385759112454,-0.013222757742838272,0.11573277900927999,-0.03569632284814467,0.13090403803039374
without_crypto,Past-minimum,Shift-CP,60,-0.010897626608514805,-0.049936547015562154,0.02013442685890039,-0.05540221673337503,0.033606963516345414
