model,asset,lp_max_gap,lp_max_dual_violation,pot_final_fallbacks,pot_all_fallbacks,pot_final_irregular_shapes,dtaci_projection_events,test_days_any_nonfinite_expert,mean_nonfinite_output_probability,primary_path_nonfinite_forecasts,expected_pinball_loss
Chronos-2,UNG,2.2737367544323206e-13,1.9188227395883217e-12,0,0,0,209,775,0.10287868236958206,120,infinite
Chronos-2,USDJPY,9.947598300641403e-13,2.668087972779176e-12,0,0,0,317,1165,0.07800603717044875,147,infinite
Chronos-2,USO,8.526512829121202e-13,2.4783751439994006e-12,0,0,0,220,916,0.08106840856516158,113,infinite
TS-ICL,ASX200,4.405364961712621e-13,6.583397295501736e-12,0,0,0,369,1083,0.10983175086820149,206,infinite
TS-ICL,AUDUSD,2.5579538487363607e-13,2.4049894020716778e-12,0,0,0,241,884,0.10975167799075805,138,infinite
TS-ICL,BOVESPA,2.4158453015843406e-13,7.013461533264361e-12,0,0,0,329,1253,0.10717668875361623,206,infinite
TS-ICL,BTC,9.947598300641403e-14,1.4469779541226302e-12,0,0,0,187,720,0.0691259022860728,79,infinite
TS-ICL,CBU0,2.8563817977556027e-12,5.5493387662863825e-12,0,0,0,156,650,0.07553118137704444,89,infinite
TS-ICL,DJCI,1.2789769243681803e-13,1.8324577966133404e-13,0,0,0,133,560,0.19119875535317807,144,infinite
TS-ICL,ETH,1.7053025658242404e-13,6.145084441300241e-13,0,0,0,120,559,0.14216894672047398,110,infinite
TS-ICL,EURUSD,2.8421709430404007e-13,1.8719384945120562e-12,0,0,0,286,954,0.09253426266094444,139,infinite
TS-ICL,FCHI,4.263256414560601e-13,2.235218320681987e-12,0,0,0,312,1081,0.08343512609858586,157,infinite
TS-ICL,FTSE100,6.536993168992922e-13,5.42855941782982e-12,0,0,0,336,1140,0.08302269910943837,142,infinite
TS-ICL,GBPUSD,2.7000623958883807e-13,3.8378089191793045e-12,0,0,0,283,975,0.09198097516429955,144,infinite
TS-ICL,GDAXI,4.689582056016661e-13,2.146862548846329e-12,0,0,0,359,1195,0.09418465838460072,188,infinite
TS-ICL,GLD,2.4158453015843406e-13,3.2875924205200135e-12,0,0,0,239,940,0.07612921490889309,99,infinite
TS-ICL,HSI,2.4158453015843406e-13,2.0511682630175443e-12,0,0,0,325,957,0.06714082220981135,121,infinite
TS-ICL,IBGL,2.8421709430404007e-13,5.6559201766503975e-12,0,0,0,206,741,0.1331832989341646,162,infinite
TS-ICL,ICLN,3.836930773104541e-13,7.463935236610416e-12,0,0,0,198,912,0.16773547860284996,197,infinite
TS-ICL,NIFTY,8.532197171007283e-11,4.900955197228996e-10,0,0,0,220,771,0.11977352126212673,149,infinite
TS-ICL,NIKKEI,2.8421709430404007e-13,2.0016453772253584e-12,0,0,0,319,1015,0.0611511846211597,106,infinite
TS-ICL,SP500,2.2737367544323206e-13,5.2375881409716385e-12,0,0,0,358,1348,0.09744305284870393,190,infinite
TS-ICL,STOXX,5.968558980384842e-13,1.7824873521643525e-12,0,0,0,248,782,0.07141605327180935,104,infinite
TS-ICL,TLT,1.4210854715202004e-13,1.700774937551941e-12,0,0,0,282,905,0.08097179580603826,121,infinite
TS-ICL,UNG,3.552713678800501e-13,2.035618201778888e-12,0,0,0,228,798,0.08174682043758079,101,infinite
TS-ICL,USDJPY,5.115907697472721e-13,2.4969862158914535e-12,0,0,0,353,1143,0.15506725232399235,303,infinite
TS-ICL,USO,7.389644451905042e-13,2.4785971886043257e-12,0,0,0,242,981,0.09452320393904955,134,infinite
Moirai-1.1,ASX200,5.115907697472721e-13,6.574640411395005e-12,0,0,0,369,1098,0.11232520966320389,214,infinite
Moirai-1.1,AUDUSD,2.2737367544323206e-13,2.01274760747161e-12,0,0,0,217,1007,0.08304160827050296,132,infinite
Moirai-1.1,BOVESPA,5.400124791776761e-13,6.9917011619817076e-12,0,0,0,307,1144,0.08857998642900061,177,infinite
Moirai-1.1,BTC,8.242295734817162e-13,1.296431711983459e-12,0,0,0,167,809,0.08661688349804371,106,infinite
Moirai-1.1,CBU0,6.210143510543276e-12,5.5635496210015845e-12,0,0,0,128,648,0.07812906474845299,71,infinite
Moirai-1.1,DJCI,1.6342482922482304e-13,1.28872607030317e-13,0,0,0,156,441,0.10432952773842592,95,infinite
Moirai-1.1,ETH,1.2789769243681803e-13,6.23945339839338e-13,0,0,0,113,580,0.05846762385847573,40,infinite
Moirai-1.1,EURUSD,5.400124791776761e-13,1.615287764655804e-12,0,0,0,312,1086,0.08701282068630807,147,infinite
Moirai-1.1,FCHI,5.115907697472721e-13,2.306623642089889e-12,0,0,0,351,1136,0.09671445621727594,189,infinite
Moirai-1.1,FTSE100,5.400124791776761e-13,5.460977930148874e-12,0,0,0,347,1178,0.08259702145680055,156,infinite
Moirai-1.1,GBPUSD,2.5579538487363607e-13,3.853806163078843e-12,0,0,0,291,993,0.06593031893956239,106,infinite
Moirai-1.1,GDAXI,4.263256414560601e-13,2.318947117663228e-12,0,0,0,350,1098,0.10542181661551109,201,infinite
Moirai-1.1,GLD,6.252776074688882e-13,3.310685059432217e-12,0,0,0,265,812,0.09957199830364873,150,infinite
Moirai-1.1,HSI,6.536993168992922e-13,2.2099232166450378e-12,0,0,0,332,963,0.05957569892888266,116,infinite
Moirai-1.1,IBGL,5.684341886080801e-13,2.0091948937928095e-12,0,0,0,208,737,0.08609845364499694,118,infinite
Moirai-1.1,ICLN,9.094947017729282e-13,7.453277095574014e-12,0,0,0,197,778,0.07090108506457096,99,infinite
Moirai-1.1,NIFTY,4.672529030358419e-11,7.653079212964404e-12,0,0,0,220,613,0.07934955757803494,103,infinite
Moirai-1.1,NIKKEI,5.400124791776761e-13,2.1659583848698816e-12,0,0,0,314,879,0.05261224407511268,88,infinite
Moirai-1.1,SP500,6.536993168992922e-13,2.29785288019535e-12,0,0,0,389,1116,0.1160136703801538,189,infinite
Moirai-1.1,STOXX,6.110667527536862e-13,1.8517652689009623e-12,0,0,0,254,874,0.04337720165651363,74,infinite
Moirai-1.1,TLT,3.694822225952521e-13,1.8053579464716307e-12,0,0,0,315,1052,0.06934668282610548,111,infinite
Moirai-1.1,UNG,2.7000623958883807e-13,2.3802314286225368e-12,0,0,0,204,695,0.05770144699178815,81,infinite
Moirai-1.1,USDJPY,1.0516032489249483e-12,2.668087972779176e-12,0,0,0,381,1193,0.10739205360966775,209,infinite
Moirai-1.1,USO,5.400124791776761e-13,2.6247025386449963e-12,0,0,0,261,879,0.07551501854244945,105,infinite
Lag-Llama,ASX200,2.0179413695586845e-12,6.571101575504012e-12,0,0,0,383,956,0.09459325359342935,175,infinite
Lag-Llama,AUDUSD,1.5063505998114124e-12,2.392332859590951e-12,0,0,0,232,866,0.08179021373979026,116,infinite
Lag-Llama,BOVESPA,1.5489831639570184e-12,7.000360901573784e-12,0,0,0,331,1047,0.08700678736576552,172,infinite
Lag-Llama,BTC,1.4210854715202004e-12,1.325297510623713e-12,0,0,0,160,747,0.0729593814628208,82,infinite
Lag-Llama,CBU0,4.050093593832571e-12,5.386691093178797e-12,0,0,0,143,606,0.04961154481029318,46,infinite
Lag-Llama,DJCI,3.126388037344441e-13,1.5693349397771783e-13,0,0,0,128,511,0.1190621748375406,91,infinite
Lag-Llama,ETH,3.979039320256561e-13,6.193934254383748e-13,0,0,0,111,653,0.15755391081648706,124,infinite
Lag-Llama,EURUSD,8.100187187665142e-13,1.7536215535240984e-12,0,0,0,324,957,0.1012419405842783,152,infinite
Lag-Llama,FCHI,2.1600499167107046e-12,2.303112561774512e-12,0,0,0,391,1076,0.08972026793277119,168,infinite
Lag-Llama,FTSE100,1.8758328224066645e-12,5.468527446716325e-12,0,0,0,352,989,0.07914718595773498,133,infinite
Lag-Llama,GBPUSD,1.0942358130705543e-12,3.8409275759931916e-12,0,0,0,301,917,0.08473609756206088,123,infinite
Lag-Llama,GDAXI,2.0179413695586845e-12,2.3911116142638633e-12,0,0,0,313,983,0.07551846536235841,125,infinite
Lag-Llama,GLD,1.5631940186722204e-12,3.311129148642067e-12,0,0,0,233,769,0.08174596498363149,135,infinite
Lag-Llama,HSI,1.7905676941154525e-12,2.230469281494507e-12,0,0,0,336,912,0.08087463244098131,138,infinite
Lag-Llama,IBGL,1.1937117960769683e-12,2.0091948937928095e-12,0,0,0,187,711,0.09840394840824945,136,infinite
Lag-Llama,ICLN,2.1316282072803006e-13,7.455608563925727e-12,0,0,0,187,809,0.09389582024828401,107,infinite
Lag-Llama,NIFTY,7.926814760139678e-11,7.663737354000806e-12,0,0,0,204,704,0.0839042348784704,107,infinite
Lag-Llama,NIKKEI,2.2168933355715126e-12,2.19104942522641e-12,0,0,0,343,946,0.08129671258122029,152,infinite
Lag-Llama,SP500,1.9895196601282805e-12,2.3922218372884885e-12,0,0,0,359,1004,0.09181736306121487,179,infinite
Lag-Llama,STOXX,1.5774048733874224e-12,1.9293698583222607e-12,0,0,0,288,880,0.06401227357535635,97,infinite
Lag-Llama,TLT,1.0373923942097463e-12,1.615953898470579e-12,0,0,0,280,886,0.07674906312972365,133,infinite
Lag-Llama,UNG,8.668621376273222e-13,2.352697897611833e-12,0,0,0,200,755,0.08676199467027526,105,infinite
Lag-Llama,USDJPY,2.1032064978498966e-12,2.597033699203166e-12,0,0,0,359,1132,0.1422444679986612,277,infinite
Lag-Llama,USO,1.6484591469634324e-12,2.608937371695319e-12,0,0,0,249,852,0.09600664050385188,129,infinite
GJR-GARCH,ASX200,6.679101716144942e-13,6.579181643928678e-12,0,0,0,321,1018,0.06777241510475784,130,infinite
GJR-GARCH,AUDUSD,6.821210263296962e-13,2.46480613697031e-12,0,0,0,203,838,0.07097435410476319,105,infinite
GJR-GARCH,BOVESPA,6.963318810448982e-13,7.015926575323724e-12,0,0,0,304,1033,0.06521859779785137,117,infinite
GJR-GARCH,BTC,1.0800249583553523e-12,1.4429811512339796e-12,0,0,0,161,605,0.05435911249603105,65,infinite
GJR-GARCH,CBU0,1.3983481039758772e-11,5.393237465323544e-12,0,0,0,144,712,0.08411231558630619,86,infinite
GJR-GARCH,DJCI,2.0605739337042905e-13,1.8246862354409643e-13,0,0,0,109,522,0.06902724257886542,58,infinite
GJR-GARCH,ETH,2.7000623958883807e-13,6.077915948310419e-13,0,0,0,105,480,0.06706436014581554,63,infinite
GJR-GARCH,EURUSD,6.110667527536862e-13,1.7487677972383153e-12,0,0,0,239,1009,0.06665809010834285,108,infinite
GJR-GARCH,FCHI,6.252776074688882e-13,2.2383269451509373e-12,0,0,0,322,1297,0.08358015507001237,178,infinite
GJR-GARCH,FTSE100,1.4495071809506044e-12,5.453415496958769e-12,0,0,0,313,1181,0.0731330130060252,140,infinite
GJR-GARCH,GBPUSD,4.121147867408581e-13,3.838058719359845e-12,0,0,0,246,1008,0.10258586656266876,163,infinite
GJR-GARCH,GDAXI,7.247535904753022e-13,2.2725328563399927e-12,0,0,0,316,1192,0.09387931393421665,173,infinite
GJR-GARCH,GLD,8.810729923425242e-13,3.2804869931624125e-12,0,0,0,230,833,0.08530128580659976,129,infinite
GJR-GARCH,HSI,7.673861546209082e-13,2.2785419384607764e-12,0,0,0,281,1092,0.06428851779012032,123,infinite
GJR-GARCH,IBGL,8.952838470577262e-13,2.0447220305808145e-12,0,0,0,199,698,0.10448351987003174,133,infinite
GJR-GARCH,ICLN,6.110667527536862e-13,7.455830608530652e-12,0,0,0,183,685,0.04289157777212962,50,infinite
GJR-GARCH,NIFTY,6.536993168992922e-13,7.651302856125004e-12,0,0,0,213,746,0.0817847609067317,111,infinite
GJR-GARCH,NIKKEI,5.542233338928781e-13,1.9576805454502022e-12,0,0,0,296,1013,0.06360340349095933,98,infinite
GJR-GARCH,SP500,8.668621376273222e-13,5.231370892033738e-12,0,0,0,321,1294,0.07606778588347796,132,infinite
GJR-GARCH,STOXX,7.389644451905042e-13,1.97833069370823e-12,0,0,0,240,928,0.0448870450675526,60,infinite
GJR-GARCH,TLT,5.684341886080801e-13,1.863755677566914e-12,0,0,0,261,1063,0.07076280862808797,138,infinite
GJR-GARCH,UNG,3.694822225952521e-13,2.062485598974817e-12,0,0,0,213,900,0.09257050485129642,129,infinite
GJR-GARCH,USDJPY,1.4495071809506044e-12,2.639666263348772e-12,0,0,0,311,1058,0.06827878637733767,132,infinite
GJR-GARCH,USO,1.0231815394945443e-12,2.3205014298977034e-12,0,0,0,226,1034,0.07378132138713377,103,infinite
GJR-GARCH-t,ASX200,6.110667527536862e-13,6.5845107144468784e-12,0,0,0,337,1073,0.08558347412793282,160,infinite
GJR-GARCH-t,AUDUSD,6.252776074688882e-13,2.435940338330056e-12,0,0,0,202,796,0.07130302702041885,107,infinite
GJR-GARCH-t,BOVESPA,4.547473508864641e-13,6.999290036446837e-12,0,0,0,296,1009,0.07494178187921802,131,infinite
GJR-GARCH-t,BTC,8.810729923425242e-13,3.0744295997919835e-12,0,0,0,174,630,0.060263886053114224,72,infinite
GJR-GARCH-t,CBU0,6.423306331271306e-12,5.552891479965183e-12,0,0,0,147,638,0.09960161214010078,108,infinite
GJR-GARCH-t,DJCI,1.4921397450962104e-13,2.0511717324644962e-13,0,0,0,106,482,0.07568621997808947,59,infinite
GJR-GARCH-t,ETH,1.1368683772161603e-13,2.406859433978781e-13,0,0,0,109,480,0.05273107136858451,55,infinite
GJR-GARCH-t,EURUSD,2.7000623958883807e-13,1.7926771178622403e-12,0,0,0,256,1015,0.06677737145330805,107,infinite
GJR-GARCH-t,FCHI,5.968558980384842e-13,2.243433971064213e-12,0,0,0,321,1362,0.08972968033626255,177,infinite
GJR-GARCH-t,FTSE100,1.3073986337985843e-12,5.453082430051381e-12,0,0,0,317,1202,0.07497238211885593,150,infinite
GJR-GARCH-t,GBPUSD,3.268496584496461e-13,3.84799521543024e-12,0,0,0,256,994,0.11448590442256797,179,infinite
GJR-GARCH-t,GDAXI,5.826450433232822e-13,2.381112668148333e-12,0,0,0,348,1090,0.1093565052054254,232,infinite
GJR-GARCH-t,GLD,3.694822225952521e-13,3.2804869931624125e-12,0,0,0,216,860,0.06789727981965087,96,infinite
GJR-GARCH-t,HSI,3.410605131648481e-13,2.2592171189383947e-12,0,0,0,296,1173,0.062115291281699674,108,infinite
GJR-GARCH-t,IBGL,5.826450433232822e-13,2.219693179261739e-12,0,0,0,199,739,0.09208144853605435,121,infinite
GJR-GARCH-t,ICLN,4.121147867408581e-13,7.489120434911456e-12,0,0,0,183,750,0.05880811249169413,85,infinite
GJR-GARCH-t,NIFTY,1.2079226507921703e-12,7.674395495037207e-12,0,0,0,209,775,0.05625750945577293,70,infinite
GJR-GARCH-t,NIKKEI,4.547473508864641e-13,1.856872294814238e-12,0,0,0,281,1021,0.06235007044666037,104,infinite
GJR-GARCH-t,SP500,4.547473508864641e-13,5.221822974021961e-12,0,0,0,314,1324,0.0728507493939932,136,infinite
GJR-GARCH-t,STOXX,3.979039320256561e-13,1.8130184853415443e-12,0,0,0,248,775,0.047023576586519525,85,infinite
GJR-GARCH-t,TLT,3.694822225952521e-13,1.8655320344063142e-12,0,0,0,275,1063,0.07586800215256691,116,infinite
GJR-GARCH-t,UNG,2.7000623958883807e-13,2.1231037761193505e-12,0,0,0,205,830,0.07846278431591162,103,infinite
GJR-GARCH-t,USDJPY,5.400124791776761e-13,2.604139126560767e-12,0,0,0,310,1108,0.08005548701486241,167,infinite
GJR-GARCH-t,USO,9.094947017729282e-13,2.324942321996204e-12,0,0,0,224,1032,0.07420910897910182,98,infinite
GARCH-N,ASX200,9.521272659185342e-13,6.584868341009364e-12,0,0,0,329,1233,0.08218546384126722,154,infinite
GARCH-N,AUDUSD,6.252776074688882e-13,2.4945601140302642e-12,0,0,0,198,893,0.08112894971476074,115,infinite
GARCH-N,BOVESPA,7.673861546209082e-13,7.0077109249414975e-12,0,0,0,302,1064,0.08447402233073326,167,infinite
GARCH-N,BTC,9.805489753489383e-13,1.460300630418132e-12,0,0,0,176,670,0.07117042745412472,74,infinite
GARCH-N,CBU0,1.723776676954003e-11,5.5493387662863825e-12,0,0,0,150,716,0.09358237178692888,93,infinite
GARCH-N,DJCI,1.7763568394002505e-13,1.7558524079142046e-13,0,0,0,113,523,0.08314082167795288,64,infinite
GARCH-N,ETH,2.4158453015843406e-13,6.133427099541677e-13,0,0,0,107,528,0.13052082990866293,110,infinite
GARCH-N,EURUSD,4.405364961712621e-13,1.467406057775733e-12,0,0,0,256,1051,0.0711750942883621,120,infinite
GARCH-N,FCHI,1.0942358130705543e-12,2.425237094483279e-12,0,0,0,320,1228,0.08007081155013512,140,infinite
GARCH-N,FTSE100,1.3358203432289883e-12,5.4537485638661565e-12,0,0,0,312,1133,0.07218605594902423,137,infinite
GARCH-N,GBPUSD,6.252776074688882e-13,3.839113431233239e-12,0,0,0,252,945,0.10112263284352599,176,infinite
GARCH-N,GDAXI,7.815970093361102e-13,2.3620168321247803e-12,0,0,0,313,1030,0.07467409537694215,124,infinite
GARCH-N,GLD,9.379164112033322e-13,3.2875924205200135e-12,0,0,0,242,879,0.09277856816445824,114,infinite
GARCH-N,HSI,9.379164112033322e-13,2.1324365884201057e-12,0,0,0,295,1027,0.07866594618081464,134,infinite
GARCH-N,IBGL,8.668621376273222e-13,2.018283110083452e-12,0,0,0,203,642,0.1245934960313872,158,infinite
GARCH-N,ICLN,1.9895196601282805e-13,7.463491147400566e-12,0,0,0,179,588,0.048215758983394356,67,infinite
GARCH-N,NIFTY,1.3642420526593924e-12,7.667616541695566e-12,0,0,0,201,738,0.07894261689811076,103,infinite
GARCH-N,NIKKEI,6.679101716144942e-13,2.007196492348484e-12,0,0,0,318,945,0.0780490519239387,127,infinite
GARCH-N,SP500,1.1510792319313623e-12,5.2304827136140375e-12,0,0,0,330,1190,0.07243990635512962,144,infinite
GARCH-N,STOXX,1.2221335055073723e-12,1.8694178149925023e-12,0,0,0,236,881,0.0425215490243202,71,infinite
GARCH-N,TLT,5.400124791776761e-13,1.687008172046589e-12,0,0,0,267,1041,0.06895171131169457,130,infinite
GARCH-N,UNG,2.984279490192421e-13,2.098012735762822e-12,0,0,0,230,925,0.08756469192917121,119,infinite
GARCH-N,USDJPY,1.7337242752546445e-12,2.639666263348772e-12,0,0,0,305,979,0.05385261009136093,105,infinite
GARCH-N,USO,1.0231815394945443e-12,2.5965028738195173e-12,0,0,0,213,912,0.06529354727262805,92,infinite
Hist-Sim,ASX200,7.673861546209082e-13,6.577624135773685e-12,0,0,0,344,1069,0.12016324081110773,222,infinite
Hist-Sim,AUDUSD,8.810729923425242e-13,2.337820909081856e-12,0,0,0,231,779,0.13603894050769996,205,infinite
Hist-Sim,BOVESPA,5.826450433232822e-13,6.9973962591533394e-12,0,0,0,308,956,0.11848509846715043,220,infinite
Hist-Sim,BTC,2.8421709430404007e-13,1.3675970078619315e-12,0,0,0,155,643,0.07173132107766553,70,infinite
Hist-Sim,CBU0,1.4082957022765186e-11,5.5564441936439835e-12,0,0,0,137,458,0.09656803347732022,94,infinite
Hist-Sim,DJCI,2.1316282072803006e-13,1.738088839520202e-13,0,0,0,127,521,0.19675869374865057,143,infinite
Hist-Sim,ETH,1.5631940186722204e-13,2.2704407798279647e-13,0,0,0,111,479,0.11703281851006736,96,infinite
Hist-Sim,EURUSD,5.968558980384842e-13,1.5955257948174761e-12,0,0,0,254,917,0.07973395866819662,126,infinite
Hist-Sim,FCHI,6.536993168992922e-13,2.265767434783683e-12,0,0,0,331,826,0.09895402117050318,172,infinite
Hist-Sim,FTSE100,9.379164112033322e-13,5.4767430970985514e-12,0,0,0,336,935,0.09051086368033172,173,infinite
Hist-Sim,GBPUSD,5.115907697472721e-13,3.8475889141409425e-12,0,0,0,263,794,0.1248291803864121,210,infinite
Hist-Sim,GDAXI,4.547473508864641e-13,2.349027222736666e-12,0,0,0,342,725,0.10961439752067881,206,infinite
Hist-Sim,GLD,6.821210263296962e-13,3.3000269183958153e-12,0,0,0,218,851,0.08591989704687733,123,infinite
Hist-Sim,HSI,1.0231815394945443e-12,2.1442049524811324e-12,0,0,0,331,976,0.10897780914995985,186,infinite
Hist-Sim,IBGL,5.115907697472721e-13,1.793367537805679e-12,0,0,0,230,697,0.16063038077000646,204,infinite
Hist-Sim,ICLN,1.0516032489249483e-12,7.453277095574014e-12,0,0,0,194,778,0.18902451214913113,211,infinite
Hist-Sim,NIFTY,1.3642420526593924e-12,7.670842781358407e-12,0,0,0,208,664,0.12513283692617444,154,infinite
Hist-Sim,NIKKEI,6.821210263296962e-13,1.9618993929437778e-12,0,0,0,283,746,0.08560866134063078,162,infinite
Hist-Sim,SP500,9.094947017729282e-13,2.2315725656252283e-12,0,0,0,360,948,0.17250342128516694,324,infinite
Hist-Sim,STOXX,1.0516032489249483e-12,1.9174904719587715e-12,0,0,0,230,740,0.11082050556340806,177,infinite
Hist-Sim,TLT,5.400124791776761e-13,1.857982517838863e-12,0,0,0,260,909,0.07949715925901779,149,infinite
Hist-Sim,UNG,2.4158453015843406e-13,1.990987236188957e-12,0,0,0,187,620,0.09157974453834218,106,infinite
Hist-Sim,USDJPY,1.5916157281026244e-12,2.660982545421575e-12,0,0,0,352,1018,0.13334457235610261,266,infinite
Hist-Sim,USO,2.984279490192421e-13,2.4008815768805647e-12,0,0,0,263,806,0.15505992342931119,206,infinite
EWMA,ASX200,9.521272659185342e-13,6.574182444397347e-12,0,0,0,313,1206,0.08926964322135243,165,infinite
EWMA,AUDUSD,8.952838470577262e-13,2.36624261851226e-12,0,0,0,211,967,0.06264363295900177,89,infinite
EWMA,BOVESPA,5.968558980384842e-13,6.985079181731635e-12,0,0,0,307,1264,0.09262798026070969,171,infinite
EWMA,BTC,1.5489831639570184e-12,3.093914013874155e-12,0,0,0,171,730,0.08193693690069047,99,infinite
EWMA,CBU0,1.2050804798491299e-11,5.5564441936439835e-12,0,0,0,149,709,0.05529564954012746,61,infinite
EWMA,DJCI,1.7763568394002505e-13,1.8047022209977115e-13,0,0,0,112,522,0.08336606244830551,62,infinite
EWMA,ETH,2.7000623958883807e-13,5.866418462119327e-13,0,0,0,102,583,0.13725025054683435,116,infinite
