model,asset,class,scale,n_test,first,last,raw_QS,static_QS,pair_mean_x1e4
TS-ICL,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.000421546339815,0.0004209182590735,-0.006280807414999878
TS-ICL,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.0005265667410271,0.0005260313034473,-0.005354375798000523
TS-ICL,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.0002309569660209,0.0002309472122692,-9.753751700004908e-05
TS-ICL,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.000548592877872,0.0005493487986569,0.007559207849000028
TS-ICL,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003097343595557,0.00031583174351,0.06097383954300041
TS-ICL,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0004784286991871,0.0004771726244611,-0.012560747260000081
TS-ICL,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0004359135186063,0.0004329115433014,-0.030019753049000272
TS-ICL,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003236897111755,0.0003424860392426,0.18796328067099977
TS-ICL,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0003040856880771,0.0003044334932432,0.003478051660999598
TS-ICL,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0012366581963771,0.0012456471754507,0.08988979073600109
TS-ICL,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002101043784338,0.0002073389316575,-0.027654467762999888
TS-ICL,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0008545260827493,0.0008618775938042,0.07351511054899955
Moirai-1.1,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0004174644944731,0.0004009666017294,-0.16497892743699957
Moirai-1.1,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002269124317949,0.000229274772904,0.02362341109100007
Moirai-1.1,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.0005968601796506,0.0005921469394419,-0.04713240208699984
Moirai-1.1,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.0009124074937477,0.0008814007113353,-0.3100678241240004
Moirai-1.1,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.0001523234051875,0.0001592076763572,0.068842711697
Moirai-1.1,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0004225034310766,0.0003986580609048,-0.2384537017179999
Moirai-1.1,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.0013430140801947,0.0012580981283335,-0.8491595186119997
Moirai-1.1,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.0001580082379246,0.0001577377533443,-0.0027048458030000866
Moirai-1.1,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.0004966690323713,0.0004841941146745,-0.1247491769680001
Moirai-1.1,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.0003926750701571,0.0003868511190694,-0.058239510876999856
Moirai-1.1,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.0001785118942192,0.0001786895102517,0.0017761603249999034
Moirai-1.1,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0004869714297295,0.0004778257722916,-0.09145657437899972
Moirai-1.1,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.0004737438375582,0.000460454397264,-0.13289440294199958
Moirai-1.1,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.000550458795255,0.0005548441930417,0.04385397786700043
Moirai-1.1,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.0002808626057357,0.000282303670674,0.014410649382999921
Moirai-1.1,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0005927258877044,0.0006192123666722,0.26486478967800037
Moirai-1.1,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003079360012751,0.0003133095177233,0.05373516448199992
Moirai-1.1,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0005029336165792,0.0004945754750024,-0.08358141576800064
Moirai-1.1,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0005010606083066,0.0004850140660167,-0.1604654228989997
Moirai-1.1,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003456019662713,0.0003557785863629,0.10176620091599954
Moirai-1.1,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0003507663255851,0.0003514673295542,0.00701003969100038
Moirai-1.1,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0013820313744028,0.0013779304050772,-0.04100969325599975
Moirai-1.1,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002056618508542,0.0002038113685052,-0.018504823490000065
Moirai-1.1,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0009921718891082,0.0009673971592923,-0.24774729815900073
Lag-Llama,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0004768263912883,0.0003682280337091,-1.0859835757920004
Lag-Llama,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002337778860485,0.0002245563131832,-0.09221572865299996
Lag-Llama,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.000576595179117,0.0005128812027508,-0.637139763662001
Lag-Llama,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.0009857050675677,0.0010086504822327,0.22945414664999947
Lag-Llama,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.0001696510053931,0.0001553079526828,-0.14343052710299986
Lag-Llama,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0004128496854752,0.0003782845471623,-0.34565138312899996
Lag-Llama,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.001573831758045,0.0013891117877843,-1.8471997026069997
Lag-Llama,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.0001801437186756,0.000160197162595,-0.19946556080600011
Lag-Llama,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.0005769433514549,0.0005044311809277,-0.7251217052720005
Lag-Llama,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.0004549568369622,0.0003995347306693,-0.5542210629290001
Lag-Llama,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.0002376962129127,0.0001984448653723,-0.3925134754039999
Lag-Llama,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0005922492922634,0.0004984803393796,-0.937689528838
Lag-Llama,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.000568705773368,0.0004676572679958,-1.0104850537220005
Lag-Llama,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.000631189925865,0.000577221571759,-0.5396835410599999
Lag-Llama,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.0003009615493002,0.0002788205514312,-0.2214099786899997
Lag-Llama,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0006591114775234,0.0005882403358401,-0.7087114168329999
Lag-Llama,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003909470199923,0.0003250293212054,-0.659176987869
Lag-Llama,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0005250972702821,0.0004629676927874,-0.6212957749469997
Lag-Llama,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0005217649452346,0.0004516756339906,-0.7008931124399999
Lag-Llama,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003299988985311,0.0003529055773091,0.22906678777999953
Lag-Llama,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0003440670991205,0.0003122132865982,-0.3185381252229997
Lag-Llama,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0014641290361019,0.0013218551438345,-1.422738922674
Lag-Llama,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002637332418874,0.0002305296490951,-0.3320359279230002
Lag-Llama,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0011042997447144,0.0009583134991852,-1.4598624552919992
GJR-GARCH,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0003596936880429,0.0003227008903123,-0.3699279773060002
GJR-GARCH,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002064821074024,0.0002080470651137,0.015649577112999816
GJR-GARCH,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.0004513325185405,0.0004331736260356,-0.18158892504900007
GJR-GARCH,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.0008626158350575,0.000857230997576,-0.05384837481499935
GJR-GARCH,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.0001326815730941,0.0001312064754688,-0.014750976253000104
GJR-GARCH,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0003639736241489,0.0003451958370859,-0.18777787062999993
GJR-GARCH,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.0012783535032788,0.0012614493185803,-0.16904184698500077
GJR-GARCH,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.00014046777702,0.0001385286868362,-0.01939090183799999
GJR-GARCH,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.0004090958880583,0.0003799198003367,-0.2917608772160001
GJR-GARCH,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.0003652244915084,0.0003386276934474,-0.26596798060999977
GJR-GARCH,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.0001771573740231,0.000167860848363,-0.09296525660100002
GJR-GARCH,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0004444424513429,0.0004036320967134,-0.40810354629499984
GJR-GARCH,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.0004363049347833,0.0004062230012564,-0.3008193352690004
GJR-GARCH,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.0005251411947581,0.0005138293296672,-0.11311865090899917
GJR-GARCH,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.000235267359624,0.0002392015522547,0.039341926306999994
GJR-GARCH,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0005651397678404,0.0005635472209921,-0.01592546848299954
GJR-GARCH,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003093747722775,0.0003007710909967,-0.0860368128079999
GJR-GARCH,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0004768161937242,0.0004562631912442,-0.20553002480000016
GJR-GARCH,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0004069297451147,0.0003766095615649,-0.303201835498
GJR-GARCH,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003352153483315,0.0003113849615066,-0.2383038682490004
GJR-GARCH,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0002775599030581,0.0002755713409312,-0.01988562126900009
GJR-GARCH,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.001222337041137,0.0012167521632339,-0.05584877903100144
GJR-GARCH,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002082968912251,0.0002023320508252,-0.05964840399899993
GJR-GARCH,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0008469160983552,0.0008010172315485,-0.4589886680670004
GJR-GARCH-t,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0003462396848766,0.0003239478475752,-0.22291837301400003
GJR-GARCH-t,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002047992609148,0.0002089334142865,0.04134153371700009
GJR-GARCH-t,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.0004519041345909,0.0004425894352952,-0.09314699295699973
GJR-GARCH-t,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.0008350303829916,0.0008983714400893,0.6334105709770002
GJR-GARCH-t,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.0001331070957796,0.0001341580335664,0.01050937786800009
GJR-GARCH-t,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0003627505578541,0.0003443491901768,-0.18401367677299985
GJR-GARCH-t,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.0012797167488903,0.0012799679441736,0.002511952833001048
GJR-GARCH-t,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.0001415012198238,0.0001405400704676,-0.009611493561999945
GJR-GARCH-t,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.0003880510570775,0.0003773920197198,-0.1065903735769999
GJR-GARCH-t,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.0003418057958332,0.000334848128375,-0.06957667458200019
GJR-GARCH-t,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.0001719271461652,0.0001687861410553,-0.031410051099000136
GJR-GARCH-t,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0004171960101108,0.000401430725093,-0.15765285017799993
GJR-GARCH-t,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.0004009641825676,0.0003888298623747,-0.12134320192899989
GJR-GARCH-t,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.0005100341945247,0.0005088300450532,-0.012041494714999396
GJR-GARCH-t,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.0002406069446709,0.0002376890726109,-0.029178720599999902
GJR-GARCH-t,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0005732581153392,0.0005796295678349,0.06371452495700006
GJR-GARCH-t,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0002946568586495,0.000294599078288,-0.0005778036150000431
GJR-GARCH-t,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0004674436336008,0.0004594499781078,-0.0799365549299997
GJR-GARCH-t,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0003999707961531,0.0003878848712767,-0.12085924876400024
GJR-GARCH-t,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003211131436913,0.0003114621344995,-0.09651009191799997
GJR-GARCH-t,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0002769643390685,0.0002760006553009,-0.009636837675999786
GJR-GARCH-t,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0012228137002048,0.0012258157808976,0.030020806927998772
GJR-GARCH-t,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002118051514681,0.0002104227369514,-0.01382414516699985
GJR-GARCH-t,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0008127853134306,0.0007925214143586,-0.20263899071999975
GARCH-N,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0003769804221634,0.0003323165988261,-0.4466382333729999
GARCH-N,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002040476233958,0.0002055076067882,0.014599833923999963
GARCH-N,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.0004743587762002,0.0004577095111058,-0.16649265094400026
GARCH-N,BTC,Crypto,0.0383551877639138,1157,2023-07-02,2026-08-31,0.0008969576644748,0.0008717862402342,-0.25171424240600054
GARCH-N,CBU0,Bond ETF,0.0035368502012146,1010,2022-08-26,2026-08-28,0.0001325084307351,0.0001310855485251,-0.014228822099999865
GARCH-N,DJCI,Commodity,0.0100065113645155,765,2023-08-15,2026-08-31,0.0003649499472552,0.0003458580125729,-0.1909193468229998
GARCH-N,ETH,Crypto,0.0446096041450179,812,2024-06-11,2026-08-31,0.0013471073873314,0.0012811478014256,-0.6595958590579999
GARCH-N,EURUSD,FX,0.0077506781122502,1617,2020-06-12,2026-08-31,0.0001386401818212,0.000138748068325,0.001078865037999787
GARCH-N,FCHI,Equity,0.0140936993430336,1891,2019-04-11,2026-08-31,0.000467094917919,0.0004249666634398,-0.4212825447920003
GARCH-N,FTSE100,Equity,0.0115693646178242,1867,2019-04-05,2026-08-28,0.000384845220351,0.0003466503860426,-0.381948343084
GARCH-N,GBPUSD,FX,0.0060802286644251,1621,2020-06-08,2026-08-31,0.0001760333387378,0.0001689184391277,-0.07114899610099996
GARCH-N,GDAXI,Equity,0.014478995016093,1878,2019-04-10,2026-08-31,0.0004704160926645,0.0004277111468089,-0.42704945855600024
GARCH-N,GLD,Commodity,0.0114369559261639,1490,2020-09-24,2026-08-31,0.0004228394269848,0.0004051358907952,-0.1770353618959998
GARCH-N,HSI,Equity,0.0141829837790171,1817,2019-04-11,2026-08-31,0.0005521708576873,0.000529379582305,-0.22791275382300058
GARCH-N,IBGL,Bond ETF,0.0083358024631309,1260,2021-08-27,2026-08-28,0.0002363652091172,0.0002392763484333,0.029111393160999973
GARCH-N,ICLN,Equity,0.0166727084166706,1219,2021-10-21,2026-08-31,0.0005768300999503,0.0005752110859088,-0.016190140414999634
GARCH-N,NIFTY,Equity,0.0111053090853164,1242,2021-08-23,2026-08-31,0.0003168059776025,0.0003035517938577,-0.13254183744800008
GARCH-N,NIKKEI,Equity,0.0148454072765171,1806,2019-04-04,2026-08-31,0.0005034273068956,0.0004755174831774,-0.2790982371819994
GARCH-N,SP500,Equity,0.0118181211292622,1858,2019-04-10,2026-08-31,0.0004180727670734,0.0003835017222962,-0.34571044777199966
GARCH-N,STOXX,Equity,0.0125285803262286,1532,2020-07-30,2026-08-31,0.0003486654417378,0.0003148631124004,-0.338023293374
GARCH-N,TLT,Bond ETF,0.0084890156265447,1665,2020-01-15,2026-08-31,0.0002806544389008,0.000277375770814,-0.032786680868000254
GARCH-N,UNG,Commodity,0.0264690710409275,1309,2021-06-15,2026-08-31,0.0012072918139485,0.0011995384130131,-0.07753400935399998
GARCH-N,USDJPY,FX,0.0076269346047361,1923,2019-04-10,2026-08-31,0.0002133654828713,0.0002059726072916,-0.07392875579699998
GARCH-N,USO,Commodity,0.0246468201080063,1386,2021-02-24,2026-08-31,0.0008546206075699,0.0008058532478712,-0.48767359698700097
Hist-Sim,ASX200,Equity,0.0098791339619696,1868,2019-04-12,2026-08-31,0.0004504576422087,0.0004414907600563,-0.08966882152399965
Hist-Sim,AUDUSD,FX,0.008368413515667,1430,2021-03-02,2026-08-31,0.0002161341577861,0.0002178878752269,0.01753717440800001
Hist-Sim,BOVESPA,Equity,0.0172601508078106,1829,2019-04-29,2026-08-31,0.000662163618248,0.0006603969382498,-0.017666799982000513
