innovation,truth,n_cal,alpha,method,mean_expected_QS,mean_excess_QS,excess_QS_MCSE,difference_vs_shift_ERM,difference_MCSE,integrated_squared_bias,integrated_variance,integrated_MSE
normal,constant,1000,0.05,State2-ERM,0.0013177613741702,7.177605724331177e-06,3.572717595449948e-07,3.948609255819812e-06,3.062957581400552e-07,2.7806621129225855e-08,1.78241234924135e-06,1.8102189703705704e-06
normal,constant,1000,0.05,State4-ERM,0.001324907318493,1.432355004715298e-05,6.758793216711886e-07,1.1094553578641608e-05,6.571883105161548e-07,1.6404975137965484e-07,3.5327104646708763e-06,3.696760216050488e-06
normal,constant,1000,0.05,Vol-CP,0.0013146725074489,4.088739002969136e-06,1.6247025850657677e-07,8.597425344577668e-07,9.15028792775987e-08,3.920848061981153e-07,6.587279059414454e-07,1.050812712139575e-06
normal,constant,1000,0.05,Vol-ERM,0.0013149563089201,4.372540474217709e-06,1.8012516270121738e-07,1.1435440057063357e-06,1.1948397619519618e-07,4.079537441246103e-07,6.482695863335311e-07,1.0562233304581604e-06
normal,constant,125,0.01,Raw,0.0003557010829564,1.7022185544859595e-05,8.493722129849982e-21,-1.61324351902393e-06,1.248270508760286e-06,1.249999999999992e-05,4.286886685613218e-18,1.2500000000000095e-05
normal,constant,125,0.01,Shift-CP,0.0003669120158334,2.8233118421944745e-05,1.7646429015516392e-06,9.597689358061226e-06,1.9806789652193207e-06,1.375052959660362e-05,3.5256716830280236e-05,4.9007246426883856e-05
normal,constant,125,0.01,Shift-ERM,0.0003573143264754,1.863542906388351e-05,1.248270508760286e-06,0.0,0.0,1.0772289315208489e-06,1.3670984381380004e-05,1.4748213312900846e-05
normal,constant,125,0.01,State2-ERM,0.0004133096985514,7.463080113993771e-05,6.853847443502476e-06,5.599537207605419e-05,6.838357221201255e-06,3.6386413126089135e-06,5.942136048423219e-05,6.306000179684109e-05
normal,constant,125,0.01,State4-ERM,0.0018986638481718,0.0015599849507602,0.0001787351764938,0.0015413495216963,0.0001787796272192,3.2877660384092974e-05,0.0005827550360399,0.000615632696424
normal,constant,125,0.01,Vol-CP,0.0003629405039819,2.4261606570406303e-05,1.4376050531256273e-06,5.626177506522794e-06,1.7084469841193677e-06,1.2176243038562504e-05,2.81751494475715e-05,4.0351392486134014e-05
normal,constant,125,0.01,Vol-ERM,0.000357130547259,1.8451649847539865e-05,1.2203811005766698e-06,-1.837792163436458e-07,4.272054275954081e-07,1.2382078195585686e-06,1.4086377211560758e-05,1.5324585031119338e-05
normal,constant,125,0.05,Raw,0.0013717921798738,6.12084114279439e-05,6.066944378464272e-22,3.50044586363661e-05,1.7052389374202769e-06,1.2499999999999989e-05,2.066389814386069e-18,1.2500000000000094e-05
normal,constant,125,0.05,Shift-CP,0.0013387348892915,2.815112084560202e-05,1.8489102968095164e-06,1.947168054024152e-06,1.2858326950699475e-06,9.296230929792304e-07,6.9325995493348595e-06,7.862222642314063e-06
normal,constant,125,0.05,Shift-ERM,0.0013367877212375,2.6203952791577867e-05,1.7052389374202769e-06,0.0,0.0,1.7531756028189133e-08,6.322812153120385e-06,6.340343909148551e-06
normal,constant,125,0.05,State2-ERM,0.0014031774086675,9.25936402216528e-05,6.6652364360799825e-06,6.638968743007493e-05,6.511207988811322e-06,3.100180350288624e-06,2.27406864918997e-05,2.5840866842188297e-05
normal,constant,125,0.05,State4-ERM,0.002345439143302,0.0010348553748561,0.0001425550487763,0.0010086514220645,0.0001425703580613,1.7635469784616315e-05,0.000295631597835,0.0003132670676196
normal,constant,125,0.05,Vol-CP,0.0013335805794116,2.2996810965691672e-05,1.3678134979303024e-06,-3.2071418258861953e-06,1.19606923196641e-06,1.0889304648943338e-06,5.499260173944429e-06,6.5881906388387185e-06
normal,constant,125,0.05,Vol-ERM,0.0013346105052838,2.402673683790967e-05,1.6924909510166666e-06,-2.1772159536681987e-06,8.986809805089374e-07,4.212620654395037e-07,5.363102718233432e-06,5.7843647836729735e-06
normal,constant,250,0.01,Raw,0.0003557010829564,1.7022185544859595e-05,8.493722129849982e-21,7.66104013403783e-06,5.746705316549099e-07,1.249999999999992e-05,4.286886685613218e-18,1.2500000000000095e-05
normal,constant,250,0.01,Shift-CP,0.0003526446371642,1.3965739752656917e-05,8.217486441127467e-07,4.604594341835166e-06,8.169877388724027e-07,5.1681084861514234e-06,1.366212942708866e-05,1.883023791324007e-05
normal,constant,250,0.01,Shift-ERM,0.0003480400428223,9.361145410821753e-06,5.746705316549099e-07,0.0,0.0,5.705247482763887e-09,8.652758647937382e-06,8.658463895420095e-06
normal,constant,250,0.01,State2-ERM,0.0003667844376326,2.8105540221066692e-05,1.925218246772784e-06,1.8744394810244944e-05,1.8567882753226927e-06,1.3453723473318256e-06,2.533778630765275e-05,2.668315865498453e-05
normal,constant,250,0.01,State4-ERM,0.0005677849687918,0.0002291060713803,2.4776185837205163e-05,0.0002197449259695,2.4785242958240583e-05,8.59069750306084e-06,0.0001126214296267,0.0001212121271297
normal,constant,250,0.01,Vol-CP,0.0003507054246722,1.202652726066632e-05,6.631538571966836e-07,2.6653818498445702e-06,6.836508676362853e-07,4.9220674016861895e-06,1.1547846904880983e-05,1.6469914306567134e-05
normal,constant,250,0.01,Vol-ERM,0.0003475244805455,8.845583134038863e-06,5.374249268059131e-07,-5.155622767828888e-07,2.6376450504684744e-07,4.2837413586126996e-07,7.751365910249436e-06,8.179740046110683e-06
normal,constant,250,0.05,Raw,0.0013717921798738,6.12084114279439e-05,6.066944378464272e-22,4.807865914292403e-05,8.817346169650612e-07,1.2499999999999989e-05,2.066389814386069e-18,1.2500000000000094e-05
normal,constant,250,0.05,Shift-CP,0.0013260613940734,1.5477625627563875e-05,1.0630271702368693e-06,2.3478733425439367e-06,5.088319472556948e-07,5.397489535740285e-07,3.6544291689934744e-06,4.194178122567492e-06
normal,constant,250,0.05,Shift-ERM,0.0013237135207309,1.3129752285019929e-05,8.817346169650615e-07,0.0,0.0,3.293858393299166e-08,3.293490240558992e-06,3.32642882449197e-06
normal,constant,250,0.05,State2-ERM,0.0013464828351498,3.589906670387401e-05,2.0700482661097073e-06,2.276931441885407e-05,1.8840499984257075e-06,7.624560517940214e-07,8.675692036501405e-06,9.43814808829547e-06
normal,constant,250,0.05,State4-ERM,0.0014819401695271,0.0001713564010812,1.7034073446648252e-05,0.0001582266487961,1.701629992876138e-05,4.170274779347222e-06,3.6194479792932915e-05,4.036475457228013e-05
normal,constant,250,0.05,Vol-CP,0.001323346659473,1.2762891027133836e-05,7.03145231388391e-07,-3.668612578860953e-07,5.538542758496469e-07,7.935388227649801e-07,2.8391918895576716e-06,3.6327307123226382e-06
normal,constant,250,0.05,Vol-ERM,0.0013226349820961,1.2051213650225125e-05,6.466612094383147e-07,-1.078538634794804e-06,5.897245303525479e-07,3.971510227283313e-07,2.5871421795359508e-06,2.9842932022642964e-06
normal,constant,500,0.01,Raw,0.0003557010829564,1.7022185544859595e-05,8.493722129849982e-21,1.16391875549135e-05,3.457460517923155e-07,1.249999999999992e-05,4.286886685613218e-18,1.2500000000000095e-05
normal,constant,500,0.01,Shift-CP,0.0003441282522131,5.449354801647458e-06,3.6776817844375746e-07,6.635681170137296e-08,2.630175784368475e-07,1.6643835440986658e-07,5.457177109111916e-06,5.623615463521756e-06
normal,constant,500,0.01,Shift-ERM,0.0003440618954014,5.382997989946084e-06,3.457460517923155e-07,0.0,0.0,3.379557938351438e-07,4.296194755944357e-06,4.6341505497794614e-06
normal,constant,500,0.01,State2-ERM,0.0003495921917984,1.0913294386937898e-05,5.089278438261935e-07,5.530296396991814e-06,4.78877056510648e-07,2.939681995354712e-07,1.0519951174259157e-05,1.0813919373794588e-05
normal,constant,500,0.01,State4-ERM,0.0003843322417238,4.5653344312280345e-05,6.854547786754918e-06,4.027034632233427e-05,6.840170011928539e-06,1.349158688691024e-06,2.756680128961973e-05,2.8915959978310772e-05
normal,constant,500,0.01,Vol-CP,0.0003436322613756,4.9533639641163535e-06,3.1600258803225066e-07,-4.296340258297302e-07,2.2426607887138413e-07,5.171767277097728e-07,4.6600852134389216e-06,5.177261941148701e-06
normal,constant,500,0.01,Vol-ERM,0.0003440023153401,5.323417928566609e-06,3.275264799027214e-07,-5.9580061379475126e-08,1.6266287861344277e-07,4.92017977351859e-07,4.339768924650089e-06,4.83178690200192e-06
normal,constant,500,0.05,Raw,0.0013717921798738,6.12084114279439e-05,6.066944378464272e-22,5.505681455885351e-05,3.5953972297236725e-07,1.2499999999999989e-05,2.066389814386069e-18,1.2500000000000094e-05
normal,constant,500,0.05,Shift-CP,0.0013167259404831,6.1421720372177446e-06,3.7674783349094353e-07,-9.424831872703165e-09,1.5146725537285812e-07,3.2066412848306286e-08,1.4880423342016578e-06,1.520108747049978e-06
normal,constant,500,0.05,Shift-ERM,0.001316735365315,6.151596869090451e-06,3.595397229723675e-07,0.0,0.0,6.1917340547637966e-09,1.466112157996384e-06,1.4723038920511445e-06
normal,constant,500,0.05,State2-ERM,0.0013255030435683,1.491927512243462e-05,7.809710632437227e-07,8.767678253344167e-06,6.900562266022415e-07,1.8755595532784485e-07,3.6868719016955e-06,3.874427857023366e-06
normal,constant,500,0.05,State4-ERM,0.0013567291380307,4.614536958477923e-05,4.959446174870776e-06,3.9993772715688786e-05,4.910789437762223e-06,8.659518370112036e-07,1.0620803067932156e-05,1.1486754904943374e-05
normal,constant,500,0.05,Vol-CP,0.0013169420621837,6.358293737857004e-06,2.917345459882553e-07,2.0669686876654537e-07,1.6917098487554698e-07,4.1148059178311473e-07,1.2568492818441906e-06,1.6683298736272978e-06
normal,constant,500,0.05,Vol-ERM,0.0013175249607578,6.941192311919414e-06,3.281874446385765e-07,7.895954428289646e-07,1.987397782537728e-07,4.056073908882878e-07,1.2881459159813294e-06,1.6937533068695992e-06
normal,state,1000,0.01,Raw,0.000347542964012,8.864066600505117e-06,4.550208283848204e-22,2.50810213001157e-06,2.143444507776544e-07,8.218288269737655e-06,4.670963187633839e-18,8.218288269737702e-06
normal,state,1000,0.01,Shift-CP,0.0003458482624576,7.169365046082042e-06,2.687691064455744e-07,8.134005755884775e-07,1.2798429599776754e-07,4.0687756781649e-06,3.822231839994509e-06,7.891007518159343e-06
normal,state,1000,0.01,Shift-ERM,0.000345034861882,6.355964470493565e-06,2.1434445077765448e-07,0.0,0.0,3.34202762513634e-06,3.3213606099311236e-06,6.663388235067462e-06
normal,state,1000,0.01,State2-ERM,0.0003440047951734,5.325897761928993e-06,2.42804962924611e-07,-1.0300667085645735e-06,2.577404469843969e-07,7.192553453250965e-08,5.081985313903723e-06,5.153910848436256e-06
normal,state,1000,0.01,State4-ERM,0.0003509665978926,1.2287700481052648e-05,9.068165680790972e-07,5.931736010559081e-06,9.123671074636056e-07,3.849676531565875e-07,1.0713906761797423e-05,1.1098874414954031e-05
normal,state,1000,0.01,Vol-CP,0.0003433063940313,4.627496619847491e-06,1.7433922123400973e-07,-1.7284678506460745e-06,1.1288370048219648e-07,1.970626799038944e-06,2.775668174983231e-06,4.7462949740221655e-06
normal,state,1000,0.01,Vol-ERM,0.0003435170700512,4.838172639743709e-06,1.8775164559697467e-07,-1.5177918307498555e-06,1.243285118750602e-07,1.9794138022309104e-06,3.005696473910408e-06,4.985110276141337e-06
normal,state,1000,0.05,Raw,0.0013426829304996,3.209916205371609e-05,8.190374910926769e-21,1.3147922471613652e-05,4.104719752286779e-07,8.218288269737706e-06,2.0516196773683226e-18,8.218288269737702e-06
normal,state,1000,0.05,Shift-CP,0.0013303021562691,1.9718387823224784e-05,4.489901175362787e-07,7.671482411223812e-07,8.572395974391648e-08,3.7820655064725273e-06,1.3517687554290368e-06,5.13383426190155e-06
normal,state,1000,0.05,Shift-ERM,0.001329535008028,1.895123958210241e-05,4.1047197522867763e-07,0.0,0.0,3.5808814942879314e-06,1.3530301016054753e-06,4.933911595893381e-06
normal,state,1000,0.05,State2-ERM,0.0013177613741702,7.177605724331175e-06,3.572717595449948e-07,-1.177363385777123e-05,4.4858827163400675e-07,2.7806621129226057e-08,1.7824123492413454e-06,1.8102189703705695e-06
normal,state,1000,0.05,State4-ERM,0.001324907318493,1.4323550047152984e-05,6.758793216711864e-07,-4.627689534949424e-06,7.570396398348751e-07,1.6404975137965516e-07,3.532710464670884e-06,3.6967602160504895e-06
normal,state,1000,0.05,Vol-CP,0.0013222834327204,1.1699664274478937e-05,2.6425219970306216e-07,-7.251575307623479e-06,2.0529885490774754e-07,1.9366210897136193e-06,1.029198574628749e-06,2.9658196643423693e-06
normal,state,1000,0.05,Vol-ERM,0.0013230099398739,1.2426171428001044e-05,3.0871382260415764e-07,-6.5250681541013745e-06,1.890166211595622e-07,2.041842478459944e-06,1.1028303740873574e-06,3.1446728525472993e-06
normal,state,125,0.01,Raw,0.000347542964012,8.864066600505117e-06,4.550208283848204e-22,-1.4439578471169884e-05,1.3228292710305648e-06,8.218288269737655e-06,4.670963187633839e-18,8.218288269737702e-06
normal,state,125,0.01,Shift-CP,0.0003757633772189,3.708447980741104e-05,2.120907377440564e-06,1.3780834735736016e-05,2.1667794556402085e-06,2.2907201680561435e-05,4.673577095702095e-05,6.964297263758248e-05
normal,state,125,0.01,Shift-ERM,0.0003619825424832,2.3303645071675015e-05,1.3228292710305648e-06,0.0,0.0,3.42778760477412e-06,1.8731904098847607e-05,2.2159691703621707e-05
normal,state,125,0.01,State2-ERM,0.0004133096985514,7.46308011399377e-05,6.853847443502473e-06,5.132715606826268e-05,6.74954588092229e-06,3.638641312608915e-06,5.942136048423217e-05,6.306000179684109e-05
normal,state,125,0.01,State4-ERM,0.0018986638481718,0.0015599849507602,0.0001787351764938,0.0015366813056886,0.0001786852414468,3.2877660384093015e-05,0.0005827550360399,0.000615632696424
normal,state,125,0.01,Vol-CP,0.0003672705717425,2.859167433097555e-05,1.5759055526498122e-06,5.288029259300535e-06,1.714322458664958e-06,1.3291509166106343e-05,3.1979420267587956e-05,4.527092943369435e-05
normal,state,125,0.01,Vol-ERM,0.0003613722487639,2.2693351352386056e-05,1.4265368045855269e-06,-6.102937192889618e-07,6.398603025706392e-07,2.496249724328742e-06,1.8204955415523772e-05,2.0701205139852517e-05
normal,state,125,0.05,Raw,0.0013426829304996,3.209916205371609e-05,8.190374910926769e-21,-1.816047232148939e-05,2.4698251080120483e-06,8.218288269737706e-06,2.0516196773683226e-18,8.218288269737702e-06
normal,state,125,0.05,Shift-CP,0.0013664178614542,5.583409300836338e-05,3.0032958053629892e-06,5.574458633157932e-06,1.6861603224708795e-06,5.301223943968916e-06,1.140696153938546e-05,1.6708185483354367e-05
normal,state,125,0.05,Shift-ERM,0.0013608434028211,5.025963437520546e-05,2.4698251080120483e-06,0.0,0.0,3.2948460353731104e-06,1.0358604323747992e-05,1.3653450359121125e-05
normal,state,125,0.05,State2-ERM,0.0014031774086675,9.259364022165276e-05,6.6652364360799715e-06,4.233400584644732e-05,6.57689516532681e-06,3.10018035028862e-06,2.27406864918997e-05,2.584086684218829e-05
normal,state,125,0.05,State4-ERM,0.002345439143302,0.0010348553748561,0.0001425550487763,0.0009845957404809,0.0001424158734007,1.7635469784616376e-05,0.000295631597835,0.0003132670676196
normal,state,125,0.05,Vol-CP,0.001350213038728,3.962927028215767e-05,1.867884812747046e-06,-1.0630364093047786e-05,1.44890756141543e-06,2.5472023191289794e-06,8.27039024759288e-06,1.0817592566721896e-05
normal,state,125,0.05,Vol-ERM,0.0013513051142379,4.072134579199162e-05,2.0709119116914974e-06,-9.538288583213831e-06,1.3453691087838752e-06,1.859461507395165e-06,8.64626436695179e-06,1.0505725874347009e-05
normal,state,250,0.01,Raw,0.000347542964012,8.864066600505117e-06,4.550208283848204e-22,-5.367908096403164e-06,6.549906170483798e-07,8.218288269737655e-06,4.670963187633839e-18,8.218288269737702e-06
normal,state,250,0.01,Shift-CP,0.0003601257239504,2.1446826538932967e-05,1.0451060025481003e-06,7.214851842024663e-06,8.958111749665309e-07,1.2957640947533444e-05,1.854032796794252e-05,3.149796891547596e-05
normal,state,250,0.01,Shift-ERM,0.0003529108721084,1.42319746969083e-05,6.549906170483798e-07,0.0,0.0,3.6113473682299e-06,1.226842799643371e-05,1.5879775364663572e-05
normal,state,250,0.01,State2-ERM,0.0003667844376326,2.8105540221066692e-05,1.9252182467727847e-06,1.3873565524158395e-05,1.8498523203220456e-06,1.3453723473318252e-06,2.5337786307652756e-05,2.6683158654984538e-05
normal,state,250,0.01,State4-ERM,0.0005677849687918,0.0002291060713803,2.4776185837205167e-05,0.0002148740966834,2.4749233981033824e-05,8.590697503060905e-06,0.0001126214296267,0.0001212121271297
normal,state,250,0.01,Vol-CP,0.0003540561191632,1.537722175169558e-05,7.427243622787802e-07,1.1452470547872789e-06,6.845435770813904e-07,7.002763621381702e-06,1.3234539431638308e-05,2.0237303053019975e-05
normal,state,250,0.01,Vol-ERM,0.0003504714289605,1.1792531548980324e-05,6.166933253399288e-07,-2.439443147927976e-06,4.06612043609547e-07,1.8722236483489984e-06,1.0338015517313396e-05,1.2210239165662418e-05
normal,state,250,0.05,Raw,0.0013426829304996,3.209916205371609e-05,8.190374910926769e-21,-1.5092937263759911e-06,1.4680701132669063e-06,8.218288269737706e-06,2.0516196773683226e-18,8.218288269737702e-06
normal,state,250,0.05,Shift-CP,0.0013487310808128,3.814731236687896e-05,1.7562684770180076e-06,4.538856586786912e-06,5.798823211776404e-07,4.968911384766439e-06,5.86164889307357e-06,1.0830560277840032e-05
normal,state,250,0.05,Shift-ERM,0.001344192224226,3.3608455780092054e-05,1.4680701132669063e-06,0.0,0.0,3.7720712673447025e-06,5.498152131132392e-06,9.270223398477066e-06
normal,state,250,0.05,State2-ERM,0.0013464828351498,3.5899066703873995e-05,2.070048266109706e-06,2.29061092378194e-06,2.095064202090325e-06,7.624560517940214e-07,8.675692036501401e-06,9.438148088295468e-06
normal,state,250,0.05,State4-ERM,0.0014819401695271,0.0001713564010812,1.7034073446648245e-05,0.0001377479453011,1.7072877911110835e-05,4.170274779347214e-06,3.619447979293271e-05,4.0364754572279926e-05
normal,state,250,0.05,Vol-CP,0.0013354134439516,2.4829675505686024e-05,1.0757092229790072e-06,-8.778780274406035e-06,6.785582542014153e-07,2.4459559109042995e-06,4.217022463223533e-06,6.66297837412782e-06
normal,state,250,0.05,Vol-ERM,0.0013343558627685,2.3772094322617827e-05,1.0296025098569347e-06,-9.836361457474224e-06,7.437325387944229e-07,1.987421725720242e-06,4.296080080518017e-06,6.283501806238283e-06
normal,state,500,0.01,Raw,0.000347542964012,8.864066600505117e-06,4.550208283848204e-22,-7.052215355050537e-08,3.6228638233480153e-07,8.218288269737655e-06,4.670963187633839e-18,8.218288269737702e-06
normal,state,500,0.01,Shift-CP,0.0003490685796467,1.0389682235173625e-05,4.743717489708757e-07,1.4550934811179824e-06,3.24651759378833e-07,4.589683358527423e-06,7.659755090723215e-06,1.2249438449250628e-05
normal,state,500,0.01,Shift-ERM,0.0003476134861656,8.934588754055641e-06,3.6228638233480153e-07,0.0,0.0,3.199172574422839e-06,6.087497556598215e-06,9.286670131020996e-06
normal,state,500,0.01,State2-ERM,0.0003495921917984,1.0913294386937898e-05,5.089278438261933e-07,1.978705632882255e-06,4.894734982733605e-07,2.939681995354714e-07,1.0519951174259152e-05,1.0813919373794586e-05
normal,state,500,0.01,State4-ERM,0.0003843322417238,4.5653344312280345e-05,6.854547786754916e-06,3.67187555582247e-05,6.8268404886082085e-06,1.3491586886910215e-06,2.756680128961972e-05,2.891595997831075e-05
normal,state,500,0.01,Vol-CP,0.000345845927768,7.1670303565382705e-06,3.375783688277072e-07,-1.7675583975173694e-06,2.2667209631858877e-07,2.1394335499373053e-06,5.5809901068387785e-06,7.720423656776131e-06
normal,state,500,0.01,Vol-ERM,0.0003458938710212,7.214973609717016e-06,3.436457581673081e-07,-1.7196151443386257e-06,2.1325463321274578e-07,1.907629128218359e-06,5.6340775414907105e-06,7.541706669709126e-06
normal,state,500,0.05,Raw,0.0013426829304996,3.209916205371609e-05,8.190374910926769e-21,9.65388134272455e-06,6.687270284432139e-07,8.218288269737706e-06,2.0516196773683226e-18,8.218288269737702e-06
normal,state,500,0.05,Shift-CP,0.0013345722253663,2.398845692044642e-05,7.749959206546239e-07,1.5431762094549112e-06,2.239430061150332e-07,3.848949094175303e-06,2.5334497620799087e-06,6.382398856255231e-06
normal,state,500,0.05,Shift-ERM,0.0013330290491569,2.24452807109915e-05,6.687270284432137e-07,0.0,0.0,3.4718919466830816e-06,2.460488385304556e-06,5.932380331987631e-06
normal,state,500,0.05,State2-ERM,0.0013255030435683,1.4919275122434628e-05,7.809710632437238e-07,-7.526005588556881e-06,7.396566128128223e-07,1.8755595532784515e-07,3.68687190169549e-06,3.874427857023369e-06
normal,state,500,0.05,State4-ERM,0.0013567291380307,4.614536958477917e-05,4.959446174870755e-06,2.3700088873787653e-05,4.921248579939588e-06,8.659518370112017e-07,1.0620803067932154e-05,1.1486754904943364e-05
normal,state,500,0.05,Vol-CP,0.0013255107952958,1.492702684986952e-05,4.604461151437369e-07,-7.518253861121982e-06,3.154971262369379e-07,1.9483129576973283e-06,1.895241667533994e-06,3.843554625231298e-06
normal,state,500,0.05,Vol-ERM,0.0013261561959471,1.5572427501208427e-05,5.055632552816082e-07,-6.872853209783074e-06,3.4058803361829225e-07,1.977747962941531e-06,2.0437762415200112e-06,4.0215242044615115e-06
t5,constant,1000,0.01,Raw,0.0004747313440207,8.148502670904185e-06,4.626045088579008e-21,3.7256818913520326e-06,2.6268452623126554e-07,1.2499999999999996e-05,6.6060628951954925e-18,1.2500000000000095e-05
t5,constant,1000,0.01,Shift-CP,0.0004713082439656,4.725402615834801e-06,3.04142446222266e-07,3.025818362826475e-07,1.7682593762880053e-07,3.726150059783899e-07,9.100267675633584e-06,9.472882681612012e-06
t5,constant,1000,0.01,Shift-ERM,0.0004710056621293,4.4228207795521515e-06,2.626845262312656e-07,0.0,0.0,1.0742463396974383e-07,7.745844176813212e-06,7.853268810783007e-06
t5,constant,1000,0.01,State2-ERM,0.000478892138392,1.2309297042230484e-05,5.866662110891979e-07,7.88647626267833e-06,5.146773307511846e-07,4.850720309933003e-07,2.6894096232929656e-05,2.7379168263923e-05
t5,constant,1000,0.01,State4-ERM,0.0006142584376239,0.000147675596274,1.6727070011221166e-05,0.0001432527754945,1.6706605224767298e-05,1.1055744848613252e-05,0.0001189206268292,0.0001299763716778
t5,constant,1000,0.01,Vol-CP,0.0004718580653098,5.275223960020557e-06,3.2406948388612176e-07,8.524031804684015e-07,2.080917387603011e-07,2.2250670204523015e-06,1.0526535740282324e-05,1.2751602760734648e-05
t5,constant,1000,0.01,Vol-ERM,0.0004719260246806,5.343183330844251e-06,3.279828411984436e-07,9.20362551292096e-07,1.8947702961107937e-07,1.0340889536593593e-06,1.0549615162773936e-05,1.1583704116433162e-05
t5,constant,1000,0.05,Raw,0.0015624464061493,4.812181865602364e-05,1.4257319289391042e-20,4.450946317918614e-05,2.195377403600459e-07,1.2500000000000018e-05,2.2037150309596725e-18,1.2500000000000094e-05
t5,constant,1000,0.05,Shift-CP,0.0015179602820902,3.635694596880544e-06,2.232658981969612e-07,2.333912004319136e-08,7.900337891234132e-08,1.8973588945131483e-09,1.1340544340386789e-06,1.1359517929331968e-06
t5,constant,1000,0.05,Shift-ERM,0.0015179369429701,3.6123554768373537e-06,2.1953774036004589e-07,0.0,0.0,1.222407338220796e-08,1.0873625854151718e-06,1.0995866587973889e-06
t5,constant,1000,0.05,State2-ERM,0.0015240103439431,9.685756449811986e-06,4.823622809346784e-07,6.073400972974629e-06,4.332850449175948e-07,7.470162329378366e-08,3.6323605723514016e-06,3.707062195645223e-06
t5,constant,1000,0.05,State4-ERM,0.0015858544385554,7.152985106210927e-05,7.058032317649113e-06,6.791749558527191e-05,7.051837485041171e-06,2.520210689685886e-06,2.316035755222252e-05,2.5680568241908407e-05
t5,constant,1000,0.05,Vol-CP,0.0015201428120589,5.8182245656258215e-06,2.110568118533731e-07,2.205869088788469e-06,1.379458957656969e-07,1.2879835238517647e-06,1.1839782335872769e-06,2.471961757439054e-06
t5,constant,1000,0.05,Vol-ERM,0.001520292177795,5.967590301730765e-06,2.197532170406315e-07,2.355234824893408e-06,1.3494465104449956e-07,1.00484960538997e-06,1.2707102981641768e-06,2.2755599035541427e-06
t5,constant,125,0.01,Raw,0.0004747313440207,8.148502670904185e-06,4.626045088579008e-21,-2.5412779709122344e-05,2.2949755028814258e-06,1.2499999999999996e-05,6.6060628951954925e-18,1.2500000000000095e-05
t5,constant,125,0.01,Shift-CP,0.000555810415621,8.922757427121728e-05,9.574983025861369e-06,5.566629189119077e-05,9.488877387006886e-06,0.0001312923772487,0.0006062880792966,0.0007375804565453
t5,constant,125,0.01,Shift-ERM,0.0005001441237298,3.3561282380026527e-05,2.2949755028814258e-06,0.0,0.0,9.612345772454909e-07,6.988414393653811e-05,7.084537851378346e-05
t5,constant,125,0.01,State2-ERM,0.0006749076621771,0.0002083248208272,1.8568880820556872e-05,0.0001747635384472,1.8660421055572828e-05,1.969716215345351e-05,0.0002980396531228,0.0003177368152762
t5,constant,125,0.01,State4-ERM,0.009326529219303,0.0088599463779532,0.001195588431721,0.0088263850955732,0.0011955436894535,0.0002490639957863,0.0197494655126941,0.0199985295084804
t5,constant,125,0.01,Vol-CP,0.0005516955848081,8.511274345834978e-05,6.874494844183515e-06,5.1551461078323256e-05,6.906217366613104e-06,0.0001438135249355,0.0004042765236559,0.0005480900485915
