model,asset,origin,window,gate,validation_start,calibration_stop
Moirai-1.1,ASX200,Original,250,True,3049,4356
Moirai-1.1,ASX200,Origin50,250,False,2178,3112
Moirai-1.1,ASX200,Origin60,500,False,2613,3734
Moirai-1.1,ASX200,Origin70,250,True,3049,4356
Moirai-1.1,ASX200,Origin80,250,True,3485,4979
Moirai-1.1,AUDUSD,Original,500,False,2334,3335
Moirai-1.1,AUDUSD,Origin50,500,False,1667,2382
Moirai-1.1,AUDUSD,Origin60,500,False,2001,2859
Moirai-1.1,AUDUSD,Origin70,500,False,2334,3335
Moirai-1.1,AUDUSD,Origin80,500,False,2668,3812
Moirai-1.1,BOVESPA,Original,500,True,2985,4265
Moirai-1.1,BOVESPA,Origin50,500,True,2132,3047
Moirai-1.1,BOVESPA,Origin60,500,True,2559,3656
Moirai-1.1,BOVESPA,Origin70,500,True,2985,4265
Moirai-1.1,BOVESPA,Origin80,125,True,3412,4875
Moirai-1.1,BTC,Original,500,True,1887,2697
Moirai-1.1,BTC,Origin50,500,True,1348,1927
Moirai-1.1,BTC,Origin60,500,True,1618,2312
Moirai-1.1,BTC,Origin70,500,True,1887,2697
Moirai-1.1,BTC,Origin80,500,True,2158,3083
Moirai-1.1,CBU0,Original,500,True,1649,2356
Moirai-1.1,CBU0,Origin50,125,True,1178,1683
Moirai-1.1,CBU0,Origin60,250,True,1413,2019
Moirai-1.1,CBU0,Origin70,500,True,1649,2356
Moirai-1.1,CBU0,Origin80,500,True,1884,2692
Moirai-1.1,DJCI,Original,500,True,1247,1782
Moirai-1.1,DJCI,Origin50,500,True,891,1273
Moirai-1.1,DJCI,Origin60,500,True,1069,1528
Moirai-1.1,DJCI,Origin70,500,True,1247,1782
Moirai-1.1,DJCI,Origin80,250,True,1425,2037
Moirai-1.1,ETH,Original,500,True,1325,1893
Moirai-1.1,ETH,Origin50,500,True,946,1352
Moirai-1.1,ETH,Origin60,500,False,1136,1623
Moirai-1.1,ETH,Origin70,500,True,1325,1893
Moirai-1.1,ETH,Origin80,125,True,1514,2164
Moirai-1.1,EURUSD,Original,250,False,2640,3772
Moirai-1.1,EURUSD,Origin50,250,False,1885,2694
Moirai-1.1,EURUSD,Origin60,250,False,2263,3233
Moirai-1.1,EURUSD,Origin70,250,False,2640,3772
Moirai-1.1,EURUSD,Origin80,500,False,3017,4311
Moirai-1.1,FCHI,Original,500,True,3087,4410
Moirai-1.1,FCHI,Origin50,125,True,2205,3150
Moirai-1.1,FCHI,Origin60,250,True,2646,3780
Moirai-1.1,FCHI,Origin70,500,True,3087,4410
Moirai-1.1,FCHI,Origin80,250,True,3528,5040
Moirai-1.1,FTSE100,Original,125,True,3047,4354
Moirai-1.1,FTSE100,Origin50,500,True,2177,3110
Moirai-1.1,FTSE100,Origin60,125,True,2612,3732
Moirai-1.1,FTSE100,Origin70,125,True,3047,4354
Moirai-1.1,FTSE100,Origin80,250,True,3483,4976
Moirai-1.1,GBPUSD,Original,250,False,2646,3780
Moirai-1.1,GBPUSD,Origin50,250,False,1889,2700
Moirai-1.1,GBPUSD,Origin60,250,False,2268,3240
Moirai-1.1,GBPUSD,Origin70,250,False,2646,3780
Moirai-1.1,GBPUSD,Origin80,500,False,3024,4320
Moirai-1.1,GDAXI,Original,250,True,3065,4379
Moirai-1.1,GDAXI,Origin50,500,False,2189,3128
Moirai-1.1,GDAXI,Origin60,250,False,2627,3754
Moirai-1.1,GDAXI,Origin70,250,True,3065,4379
Moirai-1.1,GDAXI,Origin80,250,True,3503,5005
Moirai-1.1,GLD,Original,250,True,2433,3476
Moirai-1.1,GLD,Origin50,500,False,1738,2483
Moirai-1.1,GLD,Origin60,500,False,2085,2979
Moirai-1.1,GLD,Origin70,250,True,2433,3476
Moirai-1.1,GLD,Origin80,250,True,2780,3972
Moirai-1.1,HSI,Original,500,True,2966,4238
Moirai-1.1,HSI,Origin50,125,True,2118,3027
Moirai-1.1,HSI,Origin60,500,True,2543,3633
Moirai-1.1,HSI,Origin70,500,True,2966,4238
Moirai-1.1,HSI,Origin80,500,True,3390,4844
Moirai-1.1,IBGL,Original,125,True,2057,2939
Moirai-1.1,IBGL,Origin50,500,True,1469,2099
Moirai-1.1,IBGL,Origin60,250,True,1763,2519
Moirai-1.1,IBGL,Origin70,125,True,2057,2939
Moirai-1.1,IBGL,Origin80,250,True,2351,3359
Moirai-1.1,ICLN,Original,125,True,1989,2842
Moirai-1.1,ICLN,Origin50,500,False,1421,2030
Moirai-1.1,ICLN,Origin60,125,False,1705,2436
Moirai-1.1,ICLN,Origin70,125,True,1989,2842
Moirai-1.1,ICLN,Origin80,125,True,2273,3248
Moirai-1.1,NIFTY,Original,125,False,2026,2895
Moirai-1.1,NIFTY,Origin50,500,False,1447,2068
Moirai-1.1,NIFTY,Origin60,500,False,1737,2482
Moirai-1.1,NIFTY,Origin70,125,False,2026,2895
Moirai-1.1,NIFTY,Origin80,125,False,2316,3309
Moirai-1.1,NIKKEI,Original,500,True,2947,4211
Moirai-1.1,NIKKEI,Origin50,125,True,2105,3008
Moirai-1.1,NIKKEI,Origin60,500,True,2527,3610
Moirai-1.1,NIKKEI,Origin70,500,True,2947,4211
Moirai-1.1,NIKKEI,Origin80,500,True,3369,4813
Moirai-1.1,SP500,Original,250,True,3033,4334
Moirai-1.1,SP500,Origin50,125,False,2167,3096
Moirai-1.1,SP500,Origin60,125,True,2600,3715
Moirai-1.1,SP500,Origin70,250,True,3033,4334
Moirai-1.1,SP500,Origin80,250,True,3467,4953
Moirai-1.1,STOXX,Original,250,True,2501,3574
Moirai-1.1,STOXX,Origin50,500,True,1787,2553
Moirai-1.1,STOXX,Origin60,250,True,2144,3063
Moirai-1.1,STOXX,Origin70,250,True,2501,3574
Moirai-1.1,STOXX,Origin80,250,True,2858,4084
Moirai-1.1,TLT,Original,500,False,2718,3883
Moirai-1.1,TLT,Origin50,500,False,1941,2774
Moirai-1.1,TLT,Origin60,500,False,2329,3328
Moirai-1.1,TLT,Origin70,500,False,2718,3883
Moirai-1.1,TLT,Origin80,500,False,3106,4438
Moirai-1.1,UNG,Original,500,False,2136,3052
Moirai-1.1,UNG,Origin50,500,False,1526,2180
Moirai-1.1,UNG,Origin60,500,False,1831,2616
Moirai-1.1,UNG,Origin70,500,False,2136,3052
Moirai-1.1,UNG,Origin80,500,True,2441,3488
Moirai-1.1,USDJPY,Original,125,False,3140,4486
Moirai-1.1,USDJPY,Origin50,250,False,2242,3204
Moirai-1.1,USDJPY,Origin60,250,True,2691,3845
Moirai-1.1,USDJPY,Origin70,125,False,3140,4486
Moirai-1.1,USDJPY,Origin80,250,False,3588,5127
Moirai-1.1,USO,Original,500,True,2261,3231
Moirai-1.1,USO,Origin50,250,True,1615,2308
Moirai-1.1,USO,Origin60,125,True,1938,2770
Moirai-1.1,USO,Origin70,500,True,2261,3231
Moirai-1.1,USO,Origin80,500,True,2585,3693
Lag-Llama,ASX200,Original,125,True,3049,4356
Lag-Llama,ASX200,Origin50,125,True,2178,3112
Lag-Llama,ASX200,Origin60,125,True,2613,3734
Lag-Llama,ASX200,Origin70,125,True,3049,4356
Lag-Llama,ASX200,Origin80,125,True,3485,4979
Lag-Llama,AUDUSD,Original,500,True,2334,3335
Lag-Llama,AUDUSD,Origin50,500,True,1667,2382
Lag-Llama,AUDUSD,Origin60,500,True,2001,2859
Lag-Llama,AUDUSD,Origin70,500,True,2334,3335
Lag-Llama,AUDUSD,Origin80,500,True,2668,3812
Lag-Llama,BOVESPA,Original,500,True,2985,4265
Lag-Llama,BOVESPA,Origin50,500,True,2132,3047
Lag-Llama,BOVESPA,Origin60,500,True,2559,3656
Lag-Llama,BOVESPA,Origin70,500,True,2985,4265
Lag-Llama,BOVESPA,Origin80,500,True,3412,4875
Lag-Llama,BTC,Original,500,True,1887,2697
Lag-Llama,BTC,Origin50,250,True,1348,1927
Lag-Llama,BTC,Origin60,500,True,1618,2312
Lag-Llama,BTC,Origin70,500,True,1887,2697
Lag-Llama,BTC,Origin80,250,True,2158,3083
Lag-Llama,CBU0,Original,250,True,1649,2356
Lag-Llama,CBU0,Origin50,250,True,1178,1683
Lag-Llama,CBU0,Origin60,250,True,1413,2019
Lag-Llama,CBU0,Origin70,250,True,1649,2356
Lag-Llama,CBU0,Origin80,250,True,1884,2692
Lag-Llama,DJCI,Original,125,True,1247,1782
Lag-Llama,DJCI,Origin50,500,True,891,1273
Lag-Llama,DJCI,Origin60,500,True,1069,1528
Lag-Llama,DJCI,Origin70,125,True,1247,1782
Lag-Llama,DJCI,Origin80,125,True,1425,2037
Lag-Llama,ETH,Original,250,True,1325,1893
Lag-Llama,ETH,Origin50,500,True,946,1352
Lag-Llama,ETH,Origin60,500,True,1136,1623
Lag-Llama,ETH,Origin70,250,True,1325,1893
Lag-Llama,ETH,Origin80,250,True,1514,2164
Lag-Llama,EURUSD,Original,500,True,2640,3772
Lag-Llama,EURUSD,Origin50,250,True,1885,2694
Lag-Llama,EURUSD,Origin60,250,True,2263,3233
Lag-Llama,EURUSD,Origin70,500,True,2640,3772
Lag-Llama,EURUSD,Origin80,500,True,3017,4311
Lag-Llama,FCHI,Original,250,True,3087,4410
Lag-Llama,FCHI,Origin50,125,True,2205,3150
Lag-Llama,FCHI,Origin60,250,True,2646,3780
Lag-Llama,FCHI,Origin70,250,True,3087,4410
Lag-Llama,FCHI,Origin80,250,True,3528,5040
Lag-Llama,FTSE100,Original,125,True,3047,4354
Lag-Llama,FTSE100,Origin50,500,True,2177,3110
Lag-Llama,FTSE100,Origin60,125,True,2612,3732
Lag-Llama,FTSE100,Origin70,125,True,3047,4354
