model,asset,alpha,n_test,qV,pihat_raw,p_kup_raw,miscal_raw,QS_raw,QS_static,QS_roll,pihat_static,pihat_roll,TL_raw,TL_static,TL_roll,dQS_static,dQS_roll,rel_static,rel_roll
Hist-Sim,CBU0,0.01,1055,0.0014170611570848562,0.017061611374407582,0.03623268947867053,0.007061611374407582,0.0001510854790883115,0.00014727306477499007,0.00015528908092620155,0.007582938388625593,0.007582938388625593,Yellow,Green,Green,3.812414313321427e-06,-4.203601837890058e-06,0.025233492565443827,-0.027822672723121167
GARCH-N,USDJPY,0.01,1966,0.0022445027532049106,0.014242115971515769,0.07553635414896775,0.004242115971515768,0.0002042796385699066,0.00020022213876300628,0.00022050310857429326,0.010681586978636826,0.008138351983723296,Green,Green,Green,4.057499806900313e-06,-1.622347000438667e-05,0.01986247790188739,-0.07941794942443485
Hist-Sim,BOVESPA,0.01,1873,0.004412965087114463,0.011745862253069941,0.4599274365675694,0.0017458622530699408,0.0006642411218491188,0.0006601334722831371,0.0007262395905843261,0.009076348104644954,0.018152696209289908,Green,Green,Yellow,4.107649565981671e-06,-6.199846873520729e-05,0.006183973606672784,-0.09333729378665317
EWMA,EURUSD,0.01,1660,0.0010678527689856696,0.018072289156626505,0.002983975631077884,0.008072289156626505,0.00015378987609016763,0.00014900889869418264,0.00015478832718150874,0.01144578313253012,0.008433734939759036,Yellow,Green,Green,4.780977395984993e-06,-9.984510913411124e-07,0.031087725132061924,-0.006492307014772003
Hist-Sim,HSI,0.01,1862,0.00345447585696345,0.01342642320085929,0.157914456758373,0.0034264232008592906,0.000549942492090992,0.0005449821420167662,0.0006026393960001449,0.01020408163265306,0.00966702470461869,Green,Green,Green,4.960350074225718e-06,-5.26969039091529e-05,0.00901976142153604,-0.09582257175434594
GJR-GARCH,USDJPY,0.01,1966,-0.003689856738768366,0.006103763987792472,0.061302166389549884,0.0038962360122075284,0.00021470389788969031,0.0002094356106489842,0.00023190027556072457,0.013733468972533061,0.008138351983723296,Green,Green,Green,5.268287240706106e-06,-1.719637767103426e-05,0.0245374550368565,-0.08009345820013637
Moirai-1.1,FTSE100,0.01,1833,0.0034951155195795877,0.014184397163120567,0.09027554520864756,0.004184397163120567,0.00041091147445521174,0.0004053075856697401,0.00041586583268860786,0.009274413529732678,0.007637752318603383,Green,Green,Green,5.603888785471619e-06,-4.95435823339612e-06,0.013637703334766398,-0.012056996558600925
Moirai-1.1,NIKKEI,0.01,1772,0.006097342994932836,0.01636568848758465,0.013644279083900868,0.006365688487584649,0.0004816905951167815,0.00047605154827407497,0.00049429207009417,0.006772009029345372,0.007336343115124154,Yellow,Green,Green,5.639046842706517e-06,-1.2601474977388472e-05,0.011706782112570376,-0.026160932152585123
EWMA,NATGAS,0.01,1850,0.0038817884617187437,0.011891891891891892,0.4271175368964937,0.0018918918918918916,0.0013635889933448365,0.001357618766369434,0.001478876581944347,0.011351351351351352,0.008648648648648649,Green,Green,Green,5.970226975402556e-06,-0.00011528758859951044,0.004378318543594134,-0.08454716865726085
GJR-GARCH,FCHI,0.01,1935,-0.006705544605853778,0.00516795865633075,0.01855034530779376,0.004832041343669251,0.00040600449868728804,0.000399688961311184,0.00041112843390885993,0.016020671834625324,0.009302325581395349,Green,Yellow,Green,6.31553737610402e-06,-5.123935221571895e-06,0.015555338417489704,-0.01262039026202624
Moirai-1.1,NATGAS,0.01,1771,0.0012214511354535773,0.015245623941276116,0.03944703006413963,0.005245623941276116,0.0016047176914908944,0.00159831041817166,0.0016600107400002605,0.015245623941276116,0.009034443817052512,Green,Green,Green,6.407273319234373e-06,-5.529304850936611e-05,0.003992772905296239,-0.034456558186253324
EWMA,USDJPY,0.01,1966,0.0026037473688422155,0.018311291963377416,0.0009048841545150621,0.008311291963377416,0.00020160741517176198,0.00019487864368270688,0.00021359811208904964,0.009664292980671414,0.0076297049847405905,Yellow,Green,Green,6.728771489055102e-06,-1.1990696917287658e-05,0.03337561509492317,-0.059475475676685964
GJR-GARCH,GBPUSD,0.01,1664,-0.0035827736325732083,0.003605769230769231,0.0025449749023558343,0.006394230769230769,0.00019989187894519676,0.00019212258263784043,0.00020364184702172274,0.013221153846153846,0.01141826923076923,Green,Green,Green,7.769296307356336e-06,-3.749968076525973e-06,0.03886749350876031,-0.01875998212790866
Moirai-1.1,WTI,0.01,1772,0.001093754438919091,0.018623024830699775,0.0011228456881323678,0.008623024830699775,0.0012943361240014132,0.0012852006237485953,0.001355410925917445,0.01805869074492099,0.008465011286681716,Yellow,Yellow,Green,9.135500252817862e-06,-6.107480191603178e-05,0.007058058632077464,-0.047186198996919206
EWMA,NIFTY,0.01,1287,0.0035307230418005417,0.01554001554001554,0.06467283633418464,0.00554001554001554,0.00031393093272436836,0.00030445235329400145,0.0003246246443372067,0.010101010101010102,0.006993006993006993,Green,Green,Green,9.478579430366907e-06,-1.0693711612838358e-05,0.030193199975897592,-0.03406389908772528
Hist-Sim,USDJPY,0.01,1966,0.0019057896929830995,0.018819938962360123,0.0004609162085416063,0.008819938962360123,0.00022242834948559353,0.00021167518682898897,0.00024092960242652598,0.01271617497456765,0.013224821973550356,Yellow,Green,Green,1.0753162656604559e-05,-1.8501252940932445e-05,0.0483443890199843,-0.08317848414430982
Hist-Sim,ASX200,0.01,1912,0.0026537138837206507,0.01778242677824268,0.002054918419251206,0.007782426778242679,0.000457880990959116,0.00044677199092275455,0.0005073666657707559,0.010460251046025104,0.014644351464435146,Yellow,Green,Green,1.1109000036361462e-05,-4.948567481163988e-05,0.024261762894090922,-0.10807540777786609
GJR-GARCH,FTSE100,0.01,1911,-0.004592435780081488,0.006802721088435374,0.13597839405767875,0.0031972789115646263,0.00033892456181055944,0.0003271181894589207,0.0003580794028987339,0.010465724751439037,0.007849293563579277,Green,Green,Green,1.1806372351638728e-05,-1.9154841088174436e-05,0.034834808927887186,-0.056516532722939564
Hist-Sim,GDAXI,0.01,1922,0.0027969278978324102,0.015608740894901144,0.022380650679893366,0.005608740894901144,0.000525898723475731,0.0005138539035070688,0.0005759958713211829,0.011966701352757543,0.012486992715920915,Green,Green,Green,1.2044819968662205e-05,-5.009714784545184e-05,0.02290330710266127,-0.09526006740300388
Hist-Sim,WTI,0.01,1850,0.005291519530848131,0.014594594594594595,0.06305764753772947,0.0045945945945945945,0.0014301959372843799,0.001418118572539461,0.0016133894377839172,0.011351351351351352,0.013513513513513514,Green,Green,Green,1.2077364744918825e-05,-0.00018319350049953733,0.008444552547010462,-0.12808979226117825
EWMA,HSI,0.01,1862,0.004970558599874594,0.017185821697099892,0.004694999278372691,0.007185821697099892,0.0005177003524323657,0.0005052635121961965,0.0005498797727351895,0.008592910848549946,0.007518796992481203,Yellow,Green,Green,1.2436840236169163e-05,-3.217942030282381e-05,0.02402324081437429,-0.06215838979369413
Hist-Sim,GOLD,0.01,1848,0.002793970262474313,0.016774891774891776,0.007629850754051981,0.006774891774891776,0.000450379906794771,0.0004377547884236032,0.00045258691618428896,0.011904761904761904,0.010281385281385282,Yellow,Green,Green,1.2625118371167789e-05,-2.207009389517973e-06,0.028032152812982398,-0.004900328270025737
Hist-Sim,STOXX,0.01,1577,0.0047453718086177855,0.014584654407102092,0.08677344817538901,0.004584654407102092,0.0005190351938644422,0.0005057851745350237,0.0005787628997936998,0.01077996195307546,0.012682308180088777,Green,Green,Green,1.3250019329418515e-05,-5.972770592925752e-05,0.025528171280190793,-0.1150744817216706
GJR-GARCH,GOLD,0.01,1848,-0.004206739690607201,0.00487012987012987,0.013838131772671791,0.00512987012987013,0.0004088188639603503,0.0003955682762507412,0.00041384314553967694,0.010281385281385282,0.008116883116883116,Green,Green,Green,1.3250587709609084e-05,-5.024281579326653e-06,0.032411879386500635,-0.012289749867838628
Lag-Llama,ICLN,0.01,1185,0.010926482324309653,0.017721518987341773,0.01599227057791308,0.007721518987341773,0.0005752715645452635,0.0005619693481725191,0.0006114418442080757,0.005063291139240506,0.006751054852320675,Yellow,Green,Green,1.3302216372744458e-05,-3.6170279662812196e-05,0.023123368496858518,-0.0628751391378154
GJR-GARCH,WTI,0.01,1850,-0.011169639065391843,0.0075675675675675675,0.2719127417664027,0.0024324324324324327,0.0010556762637099718,0.0010413963923990121,0.0011013947923369165,0.011351351351351352,0.009189189189189189,Green,Green,Green,1.4279871310959652e-05,-4.5718528626944666e-05,0.013526752283674335,-0.04330733786348067
EWMA,BOVESPA,0.01,1873,0.0037767859375105114,0.01868659903897491,0.0007469269671536161,0.008686599038974908,0.0004977460834383778,0.00048246599916081855,0.0005110486656645912,0.010678056593699947,0.008542445274959957,Yellow,Green,Green,1.5280084277559272e-05,-1.3302582226213397e-05,0.030698552506945007,-0.026725639173934935
Hist-Sim,FTSE100,0.01,1911,0.0036501061976578555,0.01674515960230246,0.006889443396465134,0.00674515960230246,0.0004572788921414387,0.0004419943306006229,0.0005369417188329803,0.010465724751439037,0.01098901098901099,Yellow,Green,Green,1.528456154081581e-05,-7.96628266915416e-05,0.03342503186455459,-0.17421059239905057
Hist-Sim,DJCI,0.01,772,0.0015082053758471367,0.02072538860103627,0.008860117283428615,0.01072538860103627,0.00041584408707468336,0.0004003982080949981,0.0004340151495400981,0.019430051813471502,0.012953367875647668,Yellow,Yellow,Green,1.544587897968526e-05,-1.8171062465414717e-05,0.03714343779261496,-0.04369681577834072
GARCH-N,BOVESPA,0.01,1873,0.0036149733502165646,0.017084890549919914,0.005126700128083583,0.007084890549919913,0.0004801344691426242,0.00046427452951730086,0.000497576748001962,0.012279765082754938,0.0069407367859049655,Yellow,Green,Green,1.585993962532336e-05,-1.7442278859337802e-05,0.03303228708749956,-0.03632790391092826
Hist-Sim,SP500,0.01,1902,0.003282584740003286,0.017350157728706624,0.0035297881228083527,0.007350157728706624,0.0005581691664894074,0.0005402445365878235,0.0006160456295642822,0.013669821240799159,0.01892744479495268,Yellow,Green,Yellow,1.792462990158391e-05,-5.787646307487478e-05,0.032113257015468036,-0.10368982478714743
Hist-Sim,FCHI,0.01,1935,0.0035556210507943636,0.01757105943152455,0.00249841446868293,0.0075710594315245485,0.0005441042599438031,0.0005248388424372307,0.0006036305741273139,0.012919896640826873,0.014470284237726097,Yellow,Green,Green,1.9265417506572472e-05,-5.952631418351076e-05,0.03540758440039096,-0.10940240421874078
GARCH-N,ETH,0.01,841,0.032570986401738736,0.02140309155766944,0.00391010494682853,0.01140309155766944,0.0013007291051956994,0.0012790303548877826,0.0013356767241564816,0.007134363852556481,0.01070154577883472,Yellow,Green,Green,2.1698750307916825e-05,-3.494761896078217e-05,0.01668199029393762,-0.02686771505395366
EWMA,DJCI,0.01,772,0.0034671998769248216,0.022020725388601035,0.003767302131312489,0.012020725388601034,0.0003071782859290014,0.00028515514929814843,0.00030945581769391674,0.012953367875647668,0.011658031088082901,Yellow,Green,Green,2.2023136630852983e-05,-2.2775317649153235e-06,0.07169496556128067,-0.007414364456222446
GARCH-N,HSI,0.01,1862,0.0044859965641476165,0.018796992481203006,0.0006724796726268467,0.008796992481203006,0.0005449275636653919,0.0005224687199830663,0.0005639077578505696,0.01020408163265306,0.008592910848549946,Yellow,Green,Green,2.2458843682325548e-05,-1.8980194185177742e-05,0.041214365320885495,-0.0348306737459006
GARCH-N,DJCI,0.01,772,0.003635312486153683,0.023316062176165803,0.0015193813781387844,0.013316062176165802,0.00031761743145225773,0.00029162879965576575,0.0003387801788341032,0.011658031088082901,0.011658031088082901,Yellow,Green,Green,2.5988631796491977e-05,-2.1162747381845456e-05,0.08182369486984037,-0.06662967862022556
EWMA,NIKKEI,0.01,1851,0.004682958622413108,0.022690437601296597,2.5235073768392624e-06,0.012690437601296596,0.0005061383576115209,0.0004790542181708903,0.0005117514985995644,0.009724473257698542,0.008103727714748784,Yellow,Green,Green,2.7084139440630565e-05,-5.613140988043521e-06,0.05351133545467938,-0.011090131588785464
GJR-GARCH,HSI,0.01,1862,-0.006749505667209471,0.004296455424274973,0.005270072975758433,0.005703544575725027,0.000548313682989723,0.0005199167130383765,0.0005555753706540719,0.008055853920515575,0.008592910848549946,Green,Green,Green,2.839696995134643e-05,-7.261687664348909e-06,0.051789643104490385,-0.013243673994699518
GJR-GARCH,ICLN,0.01,1263,-0.006720677393820866,0.0023752969121140144,0.0010660399804927057,0.007624703087885986,0.0006282865845110205,0.0005951451844786888,0.0006519882110490378,0.006334125098970704,0.011876484560570071,Green,Green,Green,3.314140003233168e-05,-2.3701626538017318e-05,0.052748858322551634,-0.03772422827787051
Hist-Sim,NATGAS,0.01,1850,0.00402343753173303,0.02,0.00014162607791678994,0.01,0.0017675545051768255,0.0017328947856528434,0.0018233458491136163,0.018378378378378378,0.008648648648648649,Yellow,Yellow,Green,3.46597195239821e-05,-5.5791343936790853e-05,0.01960885473260965,-0.03156414343851281
EWMA,FTSE100,0.01,1911,0.00422610796102995,0.02197802197802198,5.5294926354365614e-06,0.01197802197802198,0.00042310267533109407,0.00038844245104114965,0.00044171129169785333,0.015175300889586603,0.009419152276295133,Yellow,Green,Green,3.4660224289944416e-05,-1.8608616366759263e-05,0.08191918016784333,-0.043981325223711495
GARCH-N,WTI,0.01,1850,0.005302661330921259,0.02216216216216216,5.860401623203337e-06,0.012162162162162161,0.0011347460958048077,0.0010929448438953804,0.0011662836302287895,0.013513513513513514,0.009189189189189189,Yellow,Green,Green,4.180125190942729e-05,-3.153753442398173e-05,0.036837537546035935,-0.027792591259469406
EWMA,WTI,0.01,1850,0.006093843303224489,0.023783783783783784,4.1970005892899565e-07,0.013783783783783784,0.0011834812456054727,0.001119840794582698,0.0012014265592089378,0.016756756756756756,0.009189189189189189,Yellow,Yellow,Green,6.364045102277469e-05,-1.794531360346514e-05,0.05377394129318546,-0.015163158410916993
Hist-Sim,ETH,0.01,841,0.006892131648959701,0.023781212841854936,0.0006473892468038533,0.013781212841854936,0.0013314389529404517,0.0012661456650337817,0.0013337327451442944,0.015457788347205707,0.014268727705112961,Yellow,Green,Green,6.529328790666998e-05,-2.293792203842673e-06,0.049039640730407716,-0.0017227918702369994
Moirai-1.1,ETH,0.01,762,0.016029722725735635,0.026246719160104987,0.00017872302309318577,0.016246719160104985,0.0013556595244657945,0.0012305647342215132,0.001356799393317487,0.013123359580052493,0.007874015748031496,Yellow,Green,Green,0.00012509479024428133,-1.13986885169246e-06,0.09227596456682267,-0.0008408223680954346
GJR-GARCH,DJCI,0.025,772,-0.0035573033491751484,0.015544041450777202,0.07073816753043172,0.0094559585492228,0.0006149317009407245,0.0006558572196967704,0.0006365941212532367,0.04792746113989637,0.025906735751295335,Green,Red,Yellow,-4.0925518756045856e-05,-2.166242031251221e-05,-0.06655295001613654,-0.03522735985048903
GARCH-N,ICLN,0.025,1263,0.004734695607721752,0.028503562945368172,0.43518142129987114,0.003503562945368171,0.0010840473879115047,0.001111987504065133,0.001122304791500989,0.011084718923198733,0.022169437846397466,Yellow,Green,Yellow,-2.7940116153628335e-05,-3.8257403589484406e-05,-0.025773888176103613,-0.035291264954007265
Moirai-1.1,ICLN,0.025,1185,0.0037608442334768483,0.024472573839662448,0.9071028373923377,0.0005274261603375532,0.0010846596162471128,0.0011032728784556806,0.001121188440809892,0.015189873417721518,0.024472573839662448,Yellow,Green,Yellow,-1.86132622085678e-05,-3.652882456277925e-05,-0.017160463918596956,-0.03367768469998708
EWMA,ICLN,0.025,1263,0.004139012818707367,0.03167062549485352,0.14454673287914765,0.006670625494853519,0.001083009244111998,0.001096913233655915,0.0011160185212252642,0.0166270783847981,0.022169437846397466,Yellow,Yellow,Yellow,-1.3903989543917082e-05,-3.300927711326622e-05,-0.0128382925810735,-0.03047922009228262
Moirai-1.1,NIFTY,0.025,1208,0.0020088288346148484,0.022350993377483443,0.548276866466425,0.002649006622516558,0.0005677109174697323,0.000580777943879667,0.0005920385367157727,0.014900662251655629,0.024834437086092714,Yellow,Green,Yellow,-1.3067026409934747e-05,-2.432761924604039e-05,-0.0230170426670215,-0.04285212508237069
GARCH-N,IBGL,0.025,1305,0.0014912774071614635,0.024521072796934867,0.911486664054511,0.00047892720306513467,0.00048756617833482774,0.0004969704304555234,0.000501797734245959,0.01532567049808429,0.021455938697318006,Yellow,Green,Yellow,-9.404252120695706e-06,-1.4231555911131222e-05,-0.019288155205543188,-0.029188972786701264
GJR-GARCH,ASX200,0.025,1912,-0.0030882231861491354,0.02092050209205021,0.23994863083433737,0.004079497907949793,0.0006655512813195634,0.0006741804957800111,0.0006809199308805832,0.036610878661087864,0.025627615062761507,Yellow,Red,Yellow,-8.629214460447788e-06,-1.536864956101986e-05,-0.012965514007183595,-0.023091608404012115
Moirai-1.1,AUDUSD,0.025,1395,0.0012935978760572758,0.023655913978494623,0.7456218709819227,0.0013440860215053786,0.00043093200264332905,0.00043917222101171,0.00043987226810616027,0.015053763440860216,0.024372759856630826,Yellow,Green,Yellow,-8.240218368380956e-06,-8.94026546283122e-06,-0.019121852909126283,-0.020746348398336154
EWMA,IBGL,0.025,1305,0.0017529641763674476,0.029118773946360154,0.35281895944398445,0.004118773946360153,0.00048322593589433116,0.0004889125282138398,0.0004956573336139971,0.014559386973180077,0.022222222222222223,Yellow,Green,Yellow,-5.68659231950868e-06,-1.2431397719665988e-05,-0.01176797828325214,-0.025725849537977633
Moirai-1.1,DJCI,0.025,693,-0.00016053067625976247,0.050505050505050504,0.00015256595931156802,0.025505050505050503,0.0007468505200146905,0.0007510774832611457,0.0007203788267317521,0.05194805194805195,0.030303030303030304,Red,Red,Yellow,-4.2269632464552245e-06,2.6471693282938353e-05,-0.0056597178862138045,0.03544443308738361
Hist-Sim,BOVESPA,0.025,1873,0.0016674055245493244,0.026695141484249868,0.6420285062699636,0.0016951414842498666,0.0011266863385734271,0.0011296956693996065,0.0012707670845663753,0.021356113187399894,0.03416978109983983,Yellow,Yellow,Yellow,-3.009330826179383e-06,-0.00014408074599294818,-0.0026709570562377617,-0.12788008610753054
Moirai-1.1,CBU0,0.025,976,0.0009878698229449263,0.02663934426229508,0.7454562511303496,0.001639344262295079,0.00032004969274776945,0.0003228920105193804,0.0003280015305916577,0.018442622950819672,0.0235655737704918,Yellow,Yellow,Yellow,-2.84231777161097e-06,-7.951837843888255e-06,-0.008880863928374384,-0.024845634987548895
GARCH-N,NIFTY,0.025,1287,0.00195254708727724,0.029526029526029528,0.31175904751984485,0.004526029526029526,0.0006090665833851377,0.0006114411108927224,0.0006331183332045355,0.019425019425019424,0.022533022533022532,Yellow,Yellow,Yellow,-2.3745275075846796e-06,-2.4051749819397738e-05,-0.0038986337000911585,-0.039489524586491444
Hist-Sim,AUDUSD,0.025,1473,0.0011361512132066764,0.028513238289205704,0.3981016799078819,0.003513238289205703,0.0004228050366427871,0.00042513602005529705,0.0004477083580582906,0.017651052274270197,0.026476578411405296,Yellow,Yellow,Yellow,-2.33098341250994e-06,-2.490332141550348e-05,-0.005513140124863991,-0.05890024776725498
Hist-Sim,ICLN,0.025,1263,0.0017296557314770422,0.025336500395882817,0.9390761509898736,0.0003365003958828161,0.0011164182310258513,0.0011185239912685583,0.0011404245829504227,0.021377672209026127,0.026128266033254157,Yellow,Yellow,Yellow,-2.1057602427069708e-06,-2.4006351924571326e-05,-0.0018861750768545185,-0.02150300958674997
Hist-Sim,HSI,0.025,1862,0.0017774959739264608,0.02685284640171858,0.6127702621998603,0.0018528464017185803,0.0010112406978927274,0.001013086373673843,0.0010505482841942741,0.020945220193340493,0.02900107411385607,Yellow,Yellow,Yellow,-1.8456757811156303e-06,-3.9307586301546736e-05,-0.0018251597121849816,-0.038870653033899645
Moirai-1.1,EURUSD,0.025,1582,-0.0001952740629611125,0.029077117572692796,0.311106142288321,0.004077117572692794,0.00033092657587582966,0.00033191149657281596,0.0003424343951993565,0.030973451327433628,0.02654867256637168,Yellow,Yellow,Yellow,-9.849206969863048e-07,-1.150781932352684e-05,-0.0029762514369830093,-0.034774539618252984
GARCH-N,NATGAS,0.025,1850,0.00037836072439848684,0.023243243243243242,0.6243676634598636,0.0017567567567567596,0.002764613694338361,0.002765457853709414,0.0028015501669651946,0.022702702702702703,0.028648648648648647,Yellow,Yellow,Yellow,-8.441593710530916e-07,-3.69364726268335e-05,-0.00030534442218160227,-0.01336044623611448
Moirai-1.1,TLT,0.025,1631,0.0005995728074511854,0.026364193746167996,0.7264697563849589,0.001364193746167995,0.0006771999509859346,0.0006779821555447933,0.0006846015543748737,0.022072348252605765,0.023911710606989576,Yellow,Yellow,Yellow,-7.82204558858737e-07,-7.4016033889390525e-06,-0.0011550570222574976,-0.010929716368353345
GJR-GARCH,GDAXI,0.025,1922,-0.00488465972428128,0.01716961498439126,0.019883831277447195,0.007830385015608742,0.0008494138721465535,0.0008498743696023649,0.0008589970091344332,0.03590010405827263,0.027575442247658687,Yellow,Yellow,Yellow,-4.604974558114396e-07,-9.583136987879773e-06,-0.0005421355488905741,-0.011282058490123585
EWMA,EURUSD,0.025,1660,0.0005844979268432356,0.027710843373493974,0.4867347522638755,0.002710843373493973,0.00030077805570845963,0.0003010241955059759,0.0003017874393505835,0.022289156626506025,0.023493975903614458,Yellow,Yellow,Yellow,-2.461397975162525e-07,-1.0093836421238775e-06,-0.0008183436020174048,-0.0033559085277892094
Hist-Sim,IBGL,0.025,1305,0.0013544546098226886,0.028352490421455937,0.44743161269569853,0.0033524904214559358,0.0005105107564839998,0.0005105871923470739,0.0005180482116436103,0.021455938697318006,0.029118773946360154,Yellow,Yellow,Yellow,-7.643586307404422e-08,-7.537455159610474e-06,-0.00014972429494037475,-0.0147645374047015
EWMA,CBU0,0.025,1055,0.00043279669511225947,0.027488151658767772,0.6103260652065576,0.0024881516587677704,0.0002968206096987635,0.00029684071197186166,0.00030298988022824206,0.021800947867298578,0.022748815165876776,Yellow,Yellow,Yellow,-2.0102273098183097e-08,-6.169270529478581e-06,-6.772532782876647e-05,-0.020784508648977018
GARCH-N,CBU0,0.025,1055,0.00046154491450773466,0.025592417061611375,0.9022822463430356,0.0005924170616113736,0.00029429777297322986,0.00029428567024610317,0.000301493895891979,0.021800947867298578,0.022748815165876776,Yellow,Yellow,Yellow,1.2102727126690402e-08,-7.19612291874913e-06,4.1124086684105824e-05,-0.024451842927821644
Hist-Sim,NIFTY,0.025,1287,0.0007145741355250208,0.02641802641802642,0.7467667903848478,0.0014180264180264184,0.0006493726113511167,0.000649135232764431,0.0006982457342169103,0.024864024864024864,0.03807303807303807,Yellow,Yellow,Red,2.3737858668570078e-07,-4.887312286579355e-05,0.00036555066003137886,-0.0752620637388844
Moirai-1.1,USDJPY,0.025,1888,0.0008526433756681981,0.02913135593220339,0.26232985948806475,0.004131355932203387,0.0003944798040166453,0.00039422446930887435,0.0004047520373805183,0.02065677966101695,0.02489406779661017,Yellow,Yellow,Yellow,2.5533470777094284e-07,-1.0272233363873011e-05,0.0006472694043423548,-0.02603994744288498
GARCH-N,EURUSD,0.025,1660,0.00013981479624210723,0.02891566265060241,0.3185556261127662,0.003915662650602409,0.0002971131728663713,0.00029673058834820483,0.00029817653147769116,0.02650602409638554,0.024096385542168676,Yellow,Yellow,Yellow,3.8258451816645077e-07,-1.0633586113198792e-06,0.0012876726887451767,-0.003578968246548032
EWMA,NIFTY,0.025,1287,0.0015179543262865205,0.03108003108003108,0.17802029366238736,0.006080031080031079,0.0006002370973230005,0.0005997270673244294,0.0006220745846496065,0.022533022533022532,0.021756021756021756,Yellow,Yellow,Yellow,5.100299985710171e-07,-2.1837487326606072e-05,0.00084971422267251,-0.03638143564268047
GARCH-N,USDJPY,0.025,1966,0.0003025489460406726,0.027466937945066123,0.4903038512152894,0.0024669379450661215,0.00038180564576477486,0.0003812470146344814,0.000385692254724554,0.0254323499491353,0.023906408952187184,Yellow,Yellow,Yellow,5.586311302934843e-07,-3.886608959779124e-06,0.0014631295699531095,-0.01017954816250572
Hist-Sim,TLT,0.025,1709,0.00016585512786629689,0.0310122878876536,0.1246974112833108,0.006012287887653598,0.0006832026781083741,0.0006823338236618074,0.0006933990300202974,0.029256875365710942,0.024575775307197192,Yellow,Yellow,Yellow,8.688544465666748e-07,-1.019635191192329e-05,0.0012717374717738613,-0.014924344178735607
GARCH-N,BOVESPA,0.025,1873,0.0015981810185236901,0.030432461292044848,0.14509483899472286,0.005432461292044846,0.0009220918316609986,0.0009211612186636154,0.0009430379245923435,0.022957821676454885,0.026695141484249868,Yellow,Yellow,Yellow,9.306129973832202e-07,-2.0946092931344897e-05,0.0010092411248312134,-0.022715842622327446
GARCH-N,TLT,0.025,1709,0.00023336452270425467,0.029256875365710942,0.2721880237825044,0.004256875365710941,0.0005887933492092957,0.0005878305891000473,0.0006000472870684152,0.028086600351082503,0.02516091281451141,Yellow,Yellow,Yellow,9.627601092484063e-07,-1.125393785911949e-05,0.001635140937888173,-0.019113561446019497
Hist-Sim,GBPUSD,0.025,1664,0.00040736862735419113,0.028245192307692308,0.4060106185784814,0.0032451923076923066,0.0003919998529730434,0.0003910240388303868,0.00040042326513136615,0.026442307692307692,0.027043269230769232,Yellow,Yellow,Yellow,9.758141426566215e-07,-8.42341215832274e-06,0.0024893227261585864,-0.021488304381843716
Hist-Sim,FTSE100,0.025,1911,0.00142401237132413,0.027210884353741496,0.5415494868883726,0.002210884353741494,0.0008039722218331902,0.0008027227549274337,0.0008418883885073159,0.024071166928309785,0.03087388801674516,Yellow,Yellow,Yellow,1.249466905756504e-06,-3.791616667412571e-05,0.001554117010296092,-0.047161040698235256
Hist-Sim,USDJPY,0.025,1966,0.0005680267388332438,0.030518819938962362,0.12956934800502684,0.0055188199389623604,0.00041957357913873644,0.0004180305527875617,0.0004286450370932356,0.026449643947100712,0.031027466937945065,Yellow,Yellow,Yellow,1.5430263511747233e-06,-9.071457954499173e-06,0.00367760609317229,-0.02162066060765852
Hist-Sim,CBU0,0.025,1055,0.0008585748887813,0.03317535545023697,0.10501199495285451,0.008175355450236968,0.00031483921084503563,0.00031319399715939273,0.00031964725056461506,0.022748815165876776,0.025592417061611375,Yellow,Yellow,Yellow,1.6452136856428992e-06,-4.808039719579431e-06,0.00522556793744689,-0.015271413324517433
Hist-Sim,EURUSD,0.025,1660,0.00038390909301051854,0.031927710843373494,0.082785725721086,0.006927710843373493,0.00031085252368418084,0.00030915264075111274,0.0003193462309578452,0.02710843373493976,0.028313253012048192,Yellow,Yellow,Yellow,1.6998829330681009e-06,-8.493707273664374e-06,0.005468454664357635,-0.02732391287353288
EWMA,TLT,0.025,1709,0.0002622280451722442,0.032767700409596257,0.04946218027880667,0.007767700409596255,0.0006149282415339408,0.0006131899211162725,0.0006220304082340103,0.0310122878876536,0.021064950263311878,Yellow,Yellow,Yellow,1.7383204176682444e-06,-7.10216670006948e-06,0.002826867104577922,-0.011549586147406563
GARCH-N,AUDUSD,0.025,1473,0.0012460938167194978,0.031228784792939578,0.14022688689539964,0.006228784792939576,0.00041755752459401573,0.00041569856507055696,0.0004246745675055163,0.02172437202987101,0.02376103190767142,Yellow,Yellow,Yellow,1.8589595234587701e-06,-7.117042911500586e-06,0.004451984251190793,-0.017044460924085535
EWMA,NATGAS,0.025,1850,0.0009939634631119174,0.02810810810810811,0.4010072395684863,0.0031081081081081076,0.0027907518507878522,0.002788163600768704,0.002838991921496456,0.02702702702702703,0.025405405405405406,Yellow,Yellow,Yellow,2.5882500191481625e-06,-4.8240070708603644e-05,0.0009274382523180906,-0.017285689766714685
Hist-Sim,GOLD,0.025,1848,0.0015653674335723497,0.02976190476190476,0.20282400435384462,0.004761904761904759,0.0008230344853858572,0.0008195628337294558,0.0008302746915481554,0.024350649350649352,0.024891774891774892,Yellow,Yellow,Yellow,3.4716516564013743e-06,-7.2402061622982164e-06,0.004218112020875754,-0.008796965729697029
