model,asset,alpha,n_test,qV,pihat_raw,p_kup_raw,miscal_raw,QS_raw,QS_static,QS_roll,pihat_static,pihat_roll,pihat_cal,p_kup_cal,TL_cal,TL_raw,TL_static,TL_roll,dQS_static,dQS_roll,rel_static,rel_roll
Chronos-Small,SP500,0.01,1824,0.03116672240790403,0.3930921052631579,0.0,0.3830921052631579,0.003358276758005335,0.0005611056431236847,0.0005893312482333561,0.013157894736842105,0.013706140350877192,0.3603667136812412,0.0,Red,Red,Green,Green,0.0027971711148816504,0.002768945509771979,0.8329185818928884,0.8245137936209307
Chronos-Small,SP500,0.025,1824,0.022810506345910763,0.40021929824561403,0.0,0.375219298245614,0.003443791578132906,0.0010187161352883008,0.0010228032374958833,0.029605263157894735,0.030153508771929825,0.3700047014574518,0.0,Red,Red,Yellow,Yellow,0.0024250754428446052,0.0024209883406370227,0.704187633840312,0.7030008308312291
Chronos-Small,SP500,0.05,1824,0.016153410329474274,0.40844298245614036,0.0,0.35844298245614037,0.0035368131033625036,0.0015569351212941813,0.0015815526318649913,0.054276315789473686,0.046600877192982455,0.37893747061589095,0.0,Red,Red,Red,Red,0.001979877982068322,0.0019552604714975124,0.5597915197119184,0.5528311545890326
Chronos-Small,SP500,0.1,1824,0.010558157622847744,0.41831140350877194,0.0,0.31831140350877196,0.003692924480197263,0.0023310978168360904,0.0023678299842391625,0.11293859649122807,0.1069078947368421,0.3923366243535496,0.0,Red,Red,Red,Red,0.0013618266633611724,0.0013250944959581003,0.36876645343379144,0.3588198196480093
Chronos-Small,STOXX,0.01,1498,0.034435598743315726,0.40053404539385845,0.0,0.39053404539385844,0.002794278267758395,0.00038639223363461436,0.00045837144748724865,0.004672897196261682,0.006675567423230975,0.3859799713876967,0.0,Red,Red,Green,Green,0.0024078860341237808,0.0023359068202711466,0.8617202022815776,0.8359607012744082
Chronos-Small,STOXX,0.025,1498,0.02459260659698359,0.4098798397863818,0.0,0.3848798397863818,0.002873438468952809,0.0007730480141147143,0.0007583639945164432,0.01335113484646195,0.022029372496662217,0.3948497854077253,0.0,Red,Red,Green,Yellow,0.002100390454838095,0.002115074474436366,0.7309676116376201,0.7360778723085655
Chronos-Small,STOXX,0.05,1498,0.01782658559899274,0.417890520694259,0.0,0.36789052069425904,0.0029614225681035404,0.001224803157764047,0.0012202684679760792,0.03471295060080107,0.038050734312416554,0.4008583690987124,0.0,Red,Red,Yellow,Red,0.0017366194103394933,0.0017411541001274612,0.586413917771824,0.5879451716485282
Chronos-Small,STOXX,0.1,1498,0.012017494274294471,0.42923898531375165,0.0,0.3292389853137516,0.0030950535103524326,0.00186151702659992,0.0018388931859123524,0.06942590120160214,0.10013351134846461,0.4140200286123033,0.0,Red,Red,Red,Red,0.0012335364837525126,0.0012561603244400801,0.3985509393057473,0.40586061605669677
Chronos-Small,GDAXI,0.01,1843,0.039583067493618763,0.38524145415084105,0.0,0.37524145415084104,0.0032760550903000113,0.0005131792483363353,0.000539040255082857,0.005425935973955507,0.010309278350515464,0.37520353570597814,0.0,Red,Red,Green,Green,0.002762875841963676,0.0027370148352171544,0.8433545119995708,0.8354605645433474
Chronos-Small,GDAXI,0.025,1843,0.027287721936358325,0.3950081389039609,0.0,0.3700081389039609,0.0033714975026046317,0.0009908580754575142,0.0009580371538933649,0.021161150298426478,0.026587086272381984,0.3845080251221214,0.0,Red,Red,Yellow,Yellow,0.0023806394271471175,0.002413460348711267,0.7061074271322959,0.7158422472052142
Chronos-Small,GDAXI,0.05,1843,0.02058616623239188,0.4064026044492675,0.0,0.3564026044492675,0.0034837968719597396,0.0015523061995408622,0.001527420866896453,0.032013022246337494,0.05154639175257732,0.3940451267736683,0.0,Red,Red,Yellow,Red,0.0019314906724188774,0.0019563760050632867,0.554421151234445,0.5615643153048607
Chronos-Small,GDAXI,0.1,1843,0.01435550344111955,0.4183396635919696,0.0,0.31833966359196963,0.003651754670316558,0.002328493013828709,0.002290430459082707,0.0727075420510038,0.09712425393380358,0.4089323098394976,0.0,Red,Red,Red,Red,0.001323261656487849,0.0013613242112338509,0.3623632406755134,0.37278632715922355
Chronos-Small,FCHI,0.01,1856,0.036039821760051584,0.40625,0.0,0.39625,0.0033374524706728708,0.0005203950811941938,0.0005546146349873767,0.010237068965517241,0.009159482758620689,0.37621247113163975,0.0,Red,Red,Green,Green,0.002817057389478677,0.002782837835685494,0.8440741596271255,0.8338209637857226
