asset,method,n_cal,shift,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
DJCI,Rolling250,1782,0.009570654079629592,765,8,0.01045751633986928,0.8995434008142643,0.06725351676711917,0.18593200226030424,0.01593607458571422,3.348812428124276,0.0002968587588872452,0.02516353383130537,Green
ETH,Raw,1893,0.03275645649218274,812,19,0.023399014778325122,0.001075964425448409,0.46120901140670434,0.003633683151392451,10.692058029829333,0.5429589758707323,0.0014339488665296794,0.07745732426943132,Yellow
ETH,Static,1893,0.03275645649218274,812,6,0.007389162561576354,0.43300951728132164,0.7648879662393187,0.7032169778199039,0.61473775655785,0.0894418219325388,0.001333866088055628,0.11021378076161409,Green
ETH,Rolling250,1893,0.03275645649218274,812,7,0.008620689655172414,0.685791114329726,0.7269913600270637,0.8669396940497898,0.16367963606707026,0.1218920872465219,0.0014326902467799642,0.11377466111640895,Green
EURUSD,Raw,3772,0.005688999829666325,1617,39,0.02411873840445269,1.3584233585453715e-06,0.950965318054299,8.535996070705667e-06,23.338655423237,0.0037815853335132488,0.000165050590959096,0.00921806548714691,Yellow
EURUSD,Static,3772,0.005688999829666325,1617,6,0.0037105751391465678,0.003536478047983826,0.8325186217138821,0.013895257926530891,8.507694706423695,0.044720600410798284,0.00015734822130787567,0.014907065316813238,Green
EURUSD,Rolling250,3772,0.005688999829666325,1617,9,0.0055658627087198514,0.050485203356055296,0.7508603711594611,0.1404308741470518,3.8252703326744104,0.10080948779139476,0.00015255354002530194,0.01338850954371075,Green
FCHI,Raw,4410,0.011565921479053495,1891,57,0.030142781597038603,1.2646052608887866e-12,0.007584245068267014,3.245797171709624e-13,50.38338251073034,7.1291079440548515,0.0005621888598057217,0.023162363604057025,Yellow
FCHI,Static,4410,0.011565921479053495,1891,17,0.008989952406134321,0.6533427422360061,0.1426936918173967,0.3087604446261093,0.2017117024248094,2.148667423302385,0.0004772851090934669,0.03472828508311052,Green
FCHI,Rolling250,4410,0.011565921479053495,1891,18,0.009518773135906928,0.8320890470446012,0.010428351602555432,0.03678789161806634,0.044953776319367256,6.560219263816549,0.0005147845469972509,0.03855146421199774,Green
FTSE100,Raw,4354,0.008812699654303247,1867,52,0.02785216925549009,1.9919402771324847e-10,0.0030041136335337204,1.99108157273042e-11,40.47454775584089,8.80496830007553,0.0005496018150417222,0.02013524174145831,Yellow
FTSE100,Static,4354,0.008812699654303247,1867,26,0.013926084627745045,0.10751361680897036,0.05205854511537724,0.04149675894089032,2.5903935764906,3.7738863287196978,0.00045897146997855956,0.028947941395761553,Green
FTSE100,Rolling250,4354,0.008812699654303247,1867,12,0.006427423674343867,0.09690418274808008,0.06421737390782425,0.04548511220380315,2.7557694944207096,3.424970927339814,0.0004841367308328726,0.036091044218133805,Green
GBPUSD,Raw,3780,0.006627364294958761,1621,33,0.020357803824799507,0.00023675130216462733,0.030762384279569857,0.00011276083485199871,13.514308914949794,4.666174060950425,0.00017682136950363526,0.011471919806747144,Yellow
GBPUSD,Static,3780,0.006627364294958761,1621,3,0.001850709438618137,5.111381448749249e-05,0.9159734979183186,0.0002722638530355874,16.40634609606801,0.011131731803516232,0.00018975888142086714,0.018099284101705908,Green
GBPUSD,Rolling250,3780,0.006627364294958761,1621,14,0.00863664404688464,0.5721767818795042,0.1081967347021673,0.23463849593521324,0.319053883351085,2.5803646455067053,0.00017135307851731901,0.015102087640438687,Green
GDAXI,Raw,4379,0.008160623650865,1878,58,0.0308839190628328,3.011541182182148e-13,0.009425051619205345,9.637115366507272e-14,53.20068267321972,6.740456274607595,0.0005718961336299317,0.024202585687944686,Yellow
GDAXI,Static,4379,0.008160623650865,1878,21,0.011182108626198083,0.6133604841179479,0.49059289383059246,0.6940106353591085,0.2553103303473794,0.4752256573882505,0.0004911146108151776,0.03236320933880969,Green
GDAXI,Rolling250,4379,0.008160623650865,1878,11,0.005857294994675187,0.05050021618255085,0.05194558047893317,0.02234514243015855,3.8247720656791024,3.777520579274949,0.0005032564634286393,0.03847216768802459,Green
GLD,Raw,3476,0.00903909416487893,1490,51,0.03422818791946309,1.81258371822941e-13,0.03475366484828593,1.8329336555545152e-13,54.19813967716375,4.457237193196704,0.000518212859644288,0.020644828939753262,Yellow
GLD,Static,3476,0.00903909416487893,1490,15,0.010067114093959731,0.9792508377080181,0.13970606496113686,0.3359022529491399,0.0006764238783598664,2.181193726490477,0.0004431581176699696,0.029683923104632186,Green
GLD,Rolling250,3476,0.00903909416487893,1490,9,0.006040268456375839,0.0973087284933734,0.740759604425544,0.23948036548859902,2.7491075594043366,0.10946013409621003,0.0004355379483055086,0.03419867248281298,Green
HSI,Raw,4238,0.011321108527103076,1817,54,0.02971931755641167,8.30089529580431e-12,0.09793934481750409,1.8447701461055858e-11,46.69337991830578,2.7387827522134103,0.0005817296092293847,0.026735486350935617,Yellow
HSI,Static,4238,0.011321108527103076,1817,12,0.006604292790313704,0.12099656333356715,0.06622262036238401,0.05561441355743212,2.40437340688241,3.374252342471891,0.0005228981815282199,0.03805659487803869,Green
HSI,Rolling250,4238,0.011321108527103076,1817,14,0.007705008255365988,0.3055872839097477,0.09509372470102671,0.14692902054709925,1.0496518440956413,2.785959480375851,0.0005848247472528005,0.04274930473948278,Green
IBGL,Raw,2939,0.0035075707086094747,1260,35,0.027777777777777776,1.9118361580089457e-07,0.1571014612782326,4.7446203804935704e-07,27.120261599911153,2.0019068525045896,0.0002928478492146452,0.018438392360568823,Yellow
IBGL,Static,2939,0.0035075707086094747,1260,14,0.011111111111111112,0.696948046133079,0.5747094060448682,0.7919427427633958,0.1516662948166725,0.31486607372681874,0.00025857069803555304,0.021945963069178297,Green
IBGL,Rolling250,2939,0.0035075707086094747,1260,11,0.00873015873015873,0.6433268379420354,0.659679813293416,0.8153277276230316,0.21441748632242064,0.1939127672513905,0.0002572812083102847,0.02297396289452909,Green
ICLN,Raw,2842,0.012991274140393201,1219,50,0.04101722723543889,3.1328021624228163e-16,0.516550621631534,2.6364877204387696e-15,66.71788261346617,0.4207749314475109,0.0006620314626947448,0.03506267346434739,Red
ICLN,Static,2842,0.012991274140393201,1219,8,0.006562756357670222,0.19817944415439545,0.744993809786727,0.41446651473105023,1.6557402901168023,0.10578589467540667,0.0005609018262113282,0.04805394760474059,Green
ICLN,Rolling250,2842,0.012991274140393201,1219,7,0.005742411812961444,0.10443949968593523,0.7760473590450382,0.25700334726001334,2.636407033481012,0.0809253061463977,0.0005731292308384405,0.048903547956307504,Green
NIFTY,Raw,2895,0.007094497964293966,1242,25,0.020128824476650563,0.0016106480679570292,0.31062111808778164,0.0041369990063824654,9.947536308212854,1.0280329551494845,0.00032897727572905904,0.019670348145721932,Yellow
NIFTY,Static,2895,0.007094497964293966,1242,8,0.00644122383252818,0.17755091686237362,0.7473015025731683,0.3825450546718188,1.8180051159048984,0.10381256941622041,0.0003102116306829751,0.026764846110015894,Green
NIFTY,Rolling250,2895,0.007094497964293966,1242,9,0.007246376811594203,0.3050467517229574,0.7168873137082812,0.5533593329628093,1.0520007241797664,0.1314946760629141,0.0003184868432957578,0.02704913378607484,Green
NIKKEI,Raw,4211,0.011392681912828842,1806,55,0.03045404208194906,2.1000337931720724e-12,0.11240119679077142,5.3486676835540915e-12,49.388215533603386,2.5201317006874433,0.0005546758880013029,0.025808153323917504,Yellow
NIKKEI,Static,4211,0.011392681912828842,1806,16,0.008859357696566999,0.6193188219306165,0.006802896120727931,0.022696231769021264,0.24682612273948346,7.324286616538984,0.0004777811721323836,0.037200835236746346,Green
NIKKEI,Rolling250,4211,0.011392681912828842,1806,15,0.008305647840531562,0.4559762202869133,0.005091022637030978,0.014976304797495676,0.5557536967466916,7.846818317367564,0.0005129389856136497,0.03965757272782874,Green
SP500,Raw,4334,0.010389406925364802,1858,72,0.038751345532831,2.6533500820033763e-21,0.21214416025595606,1.4626087467619615e-20,89.786227047303,1.5567333642190988,0.0006745802351062445,0.020840601471576667,Red
SP500,Static,4334,0.010389406925364802,1858,26,0.013993541442411194,0.10273697352679623,0.05256752951863598,0.040353628809971974,2.662533560399531,3.7576143495550696,0.0005249145696466055,0.03123000839694147,Green
SP500,Rolling250,4334,0.010389406925364802,1858,23,0.012378902045209902,0.3203738482326749,0.03136912022932575,0.06020296663791735,0.987419670983968,4.632647625379917,0.0005611820096047771,0.04137624454865475,Green
STOXX,Raw,3574,0.013490394630660651,1532,47,0.030678851174934726,6.44914025042509e-11,0.6299903394691682,4.807454866792469e-10,42.6792923809772,0.23207385819563342,0.0003948736521267377,0.02000707941758519,Yellow
STOXX,Static,3574,0.013490394630660651,1532,8,0.005221932114882507,0.03856811121316918,0.771888749866742,0.11282497452396799,4.279790082926329,0.08404503521447282,0.00037312425918773596,0.03349747404824584,Green
STOXX,Rolling250,3574,0.013490394630660651,1532,7,0.0045691906005221935,0.01677204934427819,0.7998171980107878,0.055454745136174655,5.720071299554535,0.06430468805220357,0.00039066190714793424,0.032290183413787,Green
TLT,Raw,3883,0.005605369262871406,1665,76,0.04564564564564565,1.14978979573982e-26,0.19330785781010723,6.665956064499607e-26,114.24817254939093,1.6922255085401048,0.00047949698443761844,0.018308675284919022,Red
TLT,Static,3883,0.005605369262871406,1665,29,0.017417417417417418,0.005914635606638887,0.10200249782537246,0.005945981721105173,7.5761279550786575,2.6739513020428944,0.00037910408368672054,0.023914044547790423,Yellow
TLT,Rolling250,3883,0.005605369262871406,1665,13,0.007807807807807808,0.34982439522110076,0.0031565319262901546,0.008275959763990192,0.8740940325978626,8.714706729163765,0.00039483054963022733,0.03195003941474412,Green
UNG,Raw,3052,0.017516730121210897,1309,59,0.04507257448433919,8.439550187052745e-21,0.8309813055657577,9.779414252624524e-20,87.49728654997216,0.045557990022814465,0.001542164837455144,0.07001281384860406,Red
UNG,Static,3052,0.017516730121210897,1309,17,0.012987012987012988,0.29909809991963776,0.5034159229655075,0.46627976417499406,1.0782110559781204,0.4477278893998573,0.001251019016386124,0.08752954396981494,Green
UNG,Rolling250,3052,0.017516730121210897,1309,10,0.007639419404125287,0.3704685459991863,0.6946620121202235,0.6199673229971238,0.8020922851390617,0.15408472921153304,0.0013232371395558997,0.1049329372753109,Green
USDJPY,Raw,4486,0.0051171599652115474,1923,57,0.029641185647425898,2.45178283853188e-12,0.006964171404954267,5.756308641511565e-13,49.084433018604784,7.282186582400357,0.0002537604357332009,0.011432492793596,Yellow
USDJPY,Static,4486,0.0051171599652115474,1923,17,0.008840353614144566,0.6021056341079796,0.5817487158834018,0.7500435984950593,0.2718317849372429,0.3034161006919476,0.0002091346724901761,0.016549652758807546,Green
USDJPY,Rolling250,4486,0.0051171599652115474,1923,21,0.0109204368174727,0.6893563627462121,0.4957717297405483,0.7320698137110828,0.15978302085312324,0.4639757704396459,0.0002266881138374294,0.017525456333171756,Green
USO,Raw,3231,0.032860413171148684,1386,28,0.020202020202020204,0.0007982584707879457,0.2823857532594539,0.0020285685098996014,11.245277746904407,1.1555720575219084,0.0009295698461796793,0.052840345234632664,Yellow
USO,Static,3231,0.032860413171148684,1386,6,0.004329004329004329,0.016792150897527645,0.8192581303875552,0.05584975832147948,5.717968249128768,0.05221191238139511,0.000942654526052654,0.08570075840578134,Green
USO,Rolling250,3231,0.032860413171148684,1386,13,0.00937950937950938,0.8145139228264263,0.6196503027981257,0.8601058089711886,0.05504035567396226,0.24635937155639454,0.0008909838666412045,0.07217827912253902,Green
