model,asset,method,n_cal,qV,positive_threshold_days,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
GJR-GARCH,ASX200,Static,4356,0.0028367806627021524,0,1868,34,0.018201284796573874,0.0013945815131484235,0.024521483499262295,0.0004831630685842266,10.21294696741315,5.057365722936424,0.0003227008903123651,0.022375517304196804,Yellow
GJR-GARCH,ASX200,Rolling250,4356,0.0028367806627021524,0,1868,14,0.007494646680942184,0.25480907962356353,0.0034694277790761757,0.007301780427622081,1.2967426212334736,8.542531511507207,0.00033802205913121424,0.028752211824515934,Green
GJR-GARCH-t,ASX200,Raw,4356,0.0021944984624532697,0,1868,48,0.02569593147751606,1.2374883404081292e-08,0.04008896813933184,1.1052533592864586e-08,32.427097071709234,4.214115229975107,0.0003462396848766717,0.020957271695667523,Yellow
GJR-GARCH-t,ASX200,Static,4356,0.0021944984624532697,0,1868,31,0.016595289079229122,0.008877277959583063,0.014097163207581438,0.0016017746193327613,6.847351420565143,6.025934834017903,0.0003239478475752531,0.02315177015812079,Yellow
GJR-GARCH-t,ASX200,Rolling250,4356,0.0021944984624532697,0,1868,17,0.009100642398286937,0.6915963102427041,0.1446697915925451,0.3190309511498828,0.1573627033453393,2.12757160736615,0.00034007779769433034,0.029205934174784915,Green
GARCH-N,ASX200,Raw,4356,0.0035527055428165224,0,1868,53,0.028372591006423982,6.918869368124776e-11,0.018896098274434458,3.676631576733205e-11,42.54177242175382,5.511105622917455,0.00037698042216345454,0.019666563457181447,Yellow
GARCH-N,ASX200,Static,4356,0.0035527055428165224,0,1868,31,0.016595289079229122,0.008877277959583063,0.014097163207581438,0.0016017746193327613,6.847351420565143,6.025934834017903,0.0003323165988261086,0.023219268999997968,Yellow
GARCH-N,ASX200,Rolling250,4356,0.0035527055428165224,0,1868,17,0.009100642398286937,0.6915963102427041,0.008304752504165689,0.02838326212696874,0.1573627033453393,6.966548635221301,0.00034276372228828094,0.028628392633352734,Green
Hist-Sim,ASX200,Raw,4356,0.0026695887990744287,0,1868,31,0.016595289079229122,0.008877277959583063,0.0013531355625890696,0.00019200772759767548,6.847351420565143,10.268598457118571,0.0004504576422087383,0.02780735277741777,Yellow
Hist-Sim,ASX200,Static,4356,0.0026695887990744287,0,1868,18,0.009635974304068522,0.8735977623260788,1.1582116274926252e-05,6.585053111445557e-05,0.0253097106481186,19.230936417928007,0.0004414907600563472,0.030476941576492205,Green
Hist-Sim,ASX200,Rolling250,4356,0.0026695887990744287,0,1868,27,0.014453961456102784,0.06969483266736515,0.40612830763013097,0.1366749919014859,3.290192925464062,0.6901060614457037,0.0005016926245843967,0.037759889471031156,Green
EWMA,ASX200,Raw,4356,0.003311090851315531,0,1868,54,0.028907922912205567,2.315161836044023e-11,0.022238171411678904,1.451795741504985e-11,44.68421588644415,5.227053694199924,0.000399466642902465,0.020474217713475865,Yellow
EWMA,ASX200,Static,4356,0.003311090851315531,0,1868,34,0.018201284796573874,0.0013945815131484235,0.15267557163121617,0.002178475357736729,10.21294696741315,2.045313080675726,0.000354245901780073,0.023785308564791392,Yellow
EWMA,ASX200,Rolling250,4356,0.003311090851315531,0,1868,18,0.009635974304068522,0.8735977623260788,0.1649788224834826,0.3765710790405323,0.0253097106481186,1.9279872105684888,0.00036686577358633943,0.03075395424440892,Green
PatchTST-FM,AUDUSD,Raw,3335,0.0012603990851615659,0,1430,21,0.014685314685314685,0.09599813272732163,0.42866280358250064,0.18293540470409997,2.7708006552263296,0.6264436811971734,0.00021662881440416947,0.01408979929983616,Green
PatchTST-FM,AUDUSD,Static,3335,0.0012603990851615659,0,1430,13,0.00909090909090909,0.7256656104722246,0.6251437842889755,0.8345051897118649,0.12312871559642469,0.23870391830732274,0.00021475029275245437,0.015350198384997727,Green
PatchTST-FM,AUDUSD,Rolling250,3335,0.0012603990851615659,0,1430,12,0.008391608391608392,0.5295446157667798,0.6521112498380139,0.7413688270574746,0.39526534596971974,0.20324872443205777,0.0002302191831562783,0.017731129046398467,Green
Chronos-2,AUDUSD,Raw,3335,0.0010785903284303375,0,1430,14,0.009790209790209791,0.9362285372925967,0.5986503283750177,0.8678650592483468,0.006401754083720568,0.277036322121603,0.00021315970896906933,0.016256162691600882,Green
Chronos-2,AUDUSD,Static,3335,0.0010785903284303375,0,1430,11,0.007692307692307693,0.36063737269468565,0.6795218156059621,0.6046118673938388,0.835672519434933,0.1706646172148396,0.0002139894337484173,0.017334753020031214,Green
Chronos-2,AUDUSD,Rolling250,3335,0.0010785903284303375,0,1430,14,0.009790209790209791,0.9362285372925967,0.5986503283750177,0.8678650592483468,0.006401754083720568,0.277036322121603,0.00023086844546960328,0.018495159617992814,Green
TS-ICL,AUDUSD,Raw,3335,-6.98581327832834e-05,0,1430,13,0.00909090909090909,0.7256656104722246,0.6251437842889755,0.8345051897118649,0.12312871559642469,0.23870391830732274,0.0002149873970132245,0.01571385398363838,Green
TS-ICL,AUDUSD,Static,3335,-6.98581327832834e-05,0,1430,13,0.00909090909090909,0.7256656104722246,0.6251437842889755,0.8345051897118649,0.12312871559642469,0.23870391830732274,0.00021492388961978518,0.015643995850855092,Green
TS-ICL,AUDUSD,Rolling250,3335,-6.98581327832834e-05,0,1430,15,0.01048951048951049,0.853566305874746,0.14632104928580744,0.34227917664456603,0.03406609067903932,2.110191047196537,0.00023371366092693723,0.01780361636637756,Green
Moirai-1.1,AUDUSD,Raw,3335,0.0008843846966506176,0,1430,11,0.007692307692307693,0.36063737269468565,0.6795218156059621,0.6046118673938388,0.835672519434933,0.1706646172148396,0.00022691243179499972,0.01828055783559835,Green
Moirai-1.1,AUDUSD,Static,3335,0.0008843846966506176,0,1430,7,0.0048951048951048955,0.031295376939228334,0.7929197661759546,0.0951023364050731,4.636686187087145,0.0689172966246332,0.00022927477290406382,0.019164942532248968,Green
Moirai-1.1,AUDUSD,Rolling250,3335,0.0008843846966506176,0,1430,13,0.00909090909090909,0.7256656104722246,0.6251437842889755,0.8345051897118649,0.12312871559642469,0.23870391830732274,0.0002441012033795602,0.019730776472036346,Green
Lag-Llama,AUDUSD,Raw,3335,0.004876360535021048,0,1430,34,0.023776223776223775,8.73300781186755e-06,0.1979396113774661,2.2233816228782936e-05,19.7702805536709,1.657511795351411,0.00023377788604850525,0.01432978661511406,Yellow
Lag-Llama,AUDUSD,Static,3335,0.004876360535021048,0,1430,9,0.006293706293706294,0.13061433271927603,0.7355402029202034,0.3013037080747289,2.2851877811432733,0.11408527086172171,0.00022455631318324057,0.019206147150135106,Green
Lag-Llama,AUDUSD,Rolling250,3335,0.004876360535021048,0,1430,15,0.01048951048951049,0.853566305874746,0.5726599793986771,0.8384845823267943,0.03406609067903932,0.3182520795111259,0.00023206019462999284,0.018861857136313987,Green
GJR-GARCH,AUDUSD,Raw,3335,0.00200182130113892,0,1430,19,0.013286713286713287,0.23432077756547692,0.4742431746537611,0.3816482309406654,1.4144396767888576,0.5120722352926919,0.00020648210740248992,0.0146728525541771,Green
GJR-GARCH,AUDUSD,Static,3335,0.00200182130113892,0,1430,8,0.005594405594405594,0.06782427498118287,0.7640781629107758,0.1804156305286785,3.334906176640688,0.09007788611560841,0.0002080470651137829,0.016674673855316017,Green
GJR-GARCH,AUDUSD,Rolling250,3335,0.00200182130113892,0,1430,10,0.006993006993006993,0.22700036707481575,0.7073428671199954,0.4492157291581639,1.4595585879513298,0.14094549363973385,0.00022622363222341946,0.017657173896436312,Green
GJR-GARCH-t,AUDUSD,Raw,3335,0.0019233486758538244,0,1430,15,0.01048951048951049,0.853566305874746,0.5726599793986771,0.8384845823267943,0.03406609067903932,0.3182520795111259,0.00020479926091486784,0.015138218874095825,Green
GJR-GARCH-t,AUDUSD,Static,3335,0.0019233486758538244,0,1430,7,0.0048951048951048955,0.031295376939228334,0.7929197661759546,0.0951023364050731,4.636686187087145,0.0689172966246332,0.00020893341428657788,0.01706156754994965,Green
GJR-GARCH-t,AUDUSD,Rolling250,3335,0.0019233486758538244,0,1430,12,0.008391608391608392,0.5295446157667798,0.6521112498380139,0.7413688270574746,0.39526534596971974,0.20324872443205777,0.00022844489168183632,0.01760364469873637,Green
GARCH-N,AUDUSD,Raw,3335,0.002009977855002924,0,1430,20,0.013986013986013986,0.1530194106215075,0.45113540747163816,0.271214878408959,2.04189009189521,0.5677976341663111,0.00020404762339589744,0.014638257905761851,Green
GARCH-N,AUDUSD,Static,3335,0.002009977855002924,0,1430,9,0.006293706293706294,0.13061433271927603,0.7355402029202034,0.3013037080747289,2.2851877811432733,0.11408527086172171,0.00020550760678826754,0.016648235760764775,Green
GARCH-N,AUDUSD,Rolling250,3335,0.002009977855002924,0,1430,12,0.008391608391608392,0.5295446157667798,0.6521112498380139,0.7413688270574746,0.39526534596971974,0.20324872443205777,0.00022314584695618065,0.01742563598573173,Green
Hist-Sim,AUDUSD,Raw,3335,0.0028112191742757295,0,1430,18,0.012587412587412588,0.3444716134490873,0.49796944698215206,0.5083984129045818,0.8937185060169073,0.45926121681753784,0.00021613415778610616,0.014727006395685497,Green
Hist-Sim,AUDUSD,Static,3335,0.0028112191742757295,0,1430,10,0.006993006993006993,0.22700036707481575,0.7073428671199954,0.4492157291581639,1.4595585879513298,0.14094549363973385,0.00021788787522691617,0.01753822556996123,Green
Hist-Sim,AUDUSD,Rolling250,3335,0.0028112191742757295,0,1430,18,0.012587412587412588,0.3444716134490873,0.2221932352673473,0.3036334381986621,0.8937185060169073,1.4901496950455737,0.0002297714121389402,0.01733034823829481,Green
EWMA,AUDUSD,Raw,3335,0.002621876015672755,0,1430,29,0.02027972027972028,0.0006047580887940436,0.2730191876127863,0.0015316734067760066,11.761274318024114,1.2015145046671591,0.00021054050831284386,0.0143972316082742,Yellow
EWMA,AUDUSD,Static,3335,0.002621876015672755,0,1430,8,0.005594405594405594,0.06782427498118287,0.7640781629107758,0.1804156305286785,3.334906176640688,0.09007788611560841,0.00020936130339302506,0.017019107623946955,Green
EWMA,AUDUSD,Rolling250,3335,0.002621876015672755,0,1430,12,0.008391608391608392,0.5295446157667798,0.6521112498380139,0.7413688270574746,0.39526534596971974,0.20324872443205777,0.00022116004710830017,0.017640031925967026,Green
PatchTST-FM,BOVESPA,Raw,4265,0.00479542747622233,0,1829,30,0.016402405686167305,0.011761521045074847,0.012278241792429749,0.0018210265977227848,6.34646840014409,6.27024134432645,0.0005058630053171141,0.031706812463603004,Yellow
PatchTST-FM,BOVESPA,Static,4265,0.00479542747622233,0,1829,15,0.008201202843083653,0.42485508664572935,0.0049568946818206935,0.014038211413476522,0.636846364622504,7.895098196781646,0.0004902056168683751,0.03650223993982533,Green
PatchTST-FM,BOVESPA,Rolling250,4265,0.00479542747622233,0,1829,18,0.009841443411700382,0.945522406030632,0.1689212404739216,0.3872905899641123,0.004669081152310572,1.8924908973683046,0.0005269927064579315,0.042066268434689406,Green
Chronos-2,BOVESPA,Raw,4265,0.00293697205566305,0,1829,28,0.01530891197375615,0.034298411909333006,0.4483123604606364,0.07987114086193595,4.479766239463679,0.5749151248746784,0.00047167627549270995,0.03264705759985907,Green
Chronos-2,BOVESPA,Static,4265,0.00293697205566305,0,1829,19,0.01038819026790596,0.8683133196765943,0.5275425903498363,0.807908497833431,0.027490072495524043,0.39912287176332484,0.00046366710166624526,0.035584029655522126,Green
Chronos-2,BOVESPA,Rolling250,4265,0.00293697205566305,0,1829,15,0.008201202843083653,0.42485508664572935,0.6183381434565746,0.6424101645232422,0.636846364622504,0.24821022286238303,0.0004984933909898254,0.04212435076328863,Green
TS-ICL,BOVESPA,Raw,4265,0.0002640179428369249,0,1829,21,0.011481683980317113,0.5338208954401686,0.4847703447868733,0.6455756609958933,0.38711291123061287,0.48811281388447014,0.0005076407569636103,0.03732586837388441,Green
TS-ICL,BOVESPA,Static,4265,0.0002640179428369249,0,1829,19,0.01038819026790596,0.8683133196765943,0.5275425903498363,0.807908497833431,0.027490072495524043,0.39912287176332484,0.0005073972686126492,0.03758988631672134,Green
TS-ICL,BOVESPA,Rolling250,4265,0.0002640179428369249,0,1829,20,0.010934937124111536,0.6921871531783839,0.2146874013880296,0.4282148663548181,0.1567278460427315,1.5395325243149216,0.0005568638301856941,0.04561582492280302,Green
Moirai-1.1,BOVESPA,Raw,4265,0.0034528117841090243,0,1829,26,0.014215418261344996,0.08838943141557837,0.3831261712793538,0.16008420560098274,2.9034637935994194,0.7606468407636839,0.0005968601796506351,0.034621430564088215,Green
Moirai-1.1,BOVESPA,Static,4265,0.0034528117841090243,0,1829,16,0.008747949699289229,0.5823871900016334,0.12878500070452625,0.2712429595848798,0.30239125139103873,2.307089408432489,0.0005921469394419345,0.038074242348197236,Green
Moirai-1.1,BOVESPA,Rolling250,4265,0.0034528117841090243,0,1829,15,0.008201202843083653,0.42485508664572935,0.6183381434565746,0.6424101645232422,0.636846364622504,0.24821022286238303,0.000590308758648967,0.04669766034759292,Green
Lag-Llama,BOVESPA,Raw,4265,0.011544224795620783,0,1829,51,0.027884089666484417,2.8532753774510445e-10,0.08706564520876944,5.342390858438784e-10,39.77254754854148,2.9278077531954523,0.0005765951791170803,0.028970320844445365,Yellow
Lag-Llama,BOVESPA,Static,4265,0.011544224795620783,0,1829,14,0.007654455986878075,0.29298884122381047,0.642028367091741,0.5163514046700102,1.1058362885098543,0.2160991684600333,0.0005128812027508068,0.040514545640066145,Green
Lag-Llama,BOVESPA,Rolling250,4265,0.011544224795620783,0,1829,13,0.007107709130672498,0.18983379764725072,0.6660751714763906,0.38574943649652504,1.718907009439393,0.186227487639826,0.0005158361317220726,0.04383668343548079,Green
GJR-GARCH,BOVESPA,Raw,4265,0.00463888376866866,0,1829,34,0.018589393110989613,0.0009736001933239147,0.6633410745735557,0.0039529210114710705,10.877110532714312,0.18949042085972678,0.0004513325185405354,0.028909845602582772,Yellow
GJR-GARCH,BOVESPA,Static,4265,0.00463888376866866,0,1829,19,0.01038819026790596,0.8683133196765943,0.5275425903498363,0.807908497833431,0.027490072495524043,0.39912287176332484,0.0004331736260356311,0.03354872937125143,Green
GJR-GARCH,BOVESPA,Rolling250,4265,0.00463888376866866,0,1829,16,0.008747949699289229,0.5823871900016334,0.12878500070452625,0.2712429595848798,0.30239125139103873,2.307089408432489,0.00044993910524218487,0.0384946400513666,Green
GJR-GARCH-t,BOVESPA,Raw,4265,0.002973458626881989,0,1829,27,0.014762165117550574,0.05593423440402351,0.4152261928405886,0.11545196252545405,3.65401456831588,0.6637869204939193,0.0004519041345909646,0.030075925218764486,Green
GJR-GARCH-t,BOVESPA,Static,4265,0.002973458626881989,0,1829,22,0.01202843083652269,0.39815931159436,0.4640933672671743,0.5352928252345793,0.7138782923231668,0.5360043975433655,0.0004425894352952586,0.03304938384564648,Green
GJR-GARCH-t,BOVESPA,Rolling250,4265,0.002973458626881989,0,1829,15,0.008201202843083653,0.42485508664572935,0.11086656708556482,0.2040611163290798,0.636846364622504,2.5418251156926317,0.0004749503856301161,0.040370038177399675,Green
GARCH-N,BOVESPA,Raw,4265,0.004678515002263531,0,1829,32,0.017495899398578457,0.0035818854661183656,0.5890468824841475,0.012423584781044916,8.484482026228939,0.29183520258823137,0.00047435877620021746,0.028835557174805317,Yellow
GARCH-N,BOVESPA,Static,4265,0.004678515002263531,0,1829,18,0.009841443411700382,0.945522406030632,0.5496096380388245,0.8341491830132126,0.004669081152310572,0.35801695105817544,0.0004577095111058914,0.03351407217706885,Green
GARCH-N,BOVESPA,Rolling250,4265,0.004678515002263531,0,1829,12,0.0065609622744669215,0.1147847074380556,0.06573067173454983,0.053034661253208895,2.4870772881498304,3.386541898402186,0.0004932008341399924,0.04092457337128906,Green
Hist-Sim,BOVESPA,Raw,4265,0.003487835575226368,0,1829,20,0.010934937124111536,0.6921871531783839,3.2947825523799515e-05,0.00016688330697798862,0.1567278460427315,17.239703654767965,0.0006621636182480106,0.040718548109994576,Green
Hist-Sim,BOVESPA,Static,4265,0.003487835575226368,0,1829,17,0.009294696555494806,0.7590023696208437,0.00031186143668453166,0.001435922799890955,0.09412078980825589,12.997774350837489,0.000660396938249809,0.044206383685220944,Green
Hist-Sim,BOVESPA,Rolling250,4265,0.003487835575226368,0,1829,34,0.018589393110989613,0.0009736001933239147,0.15885221440472935,0.00161065468715729,10.877110532714312,1.9851185565950686,0.0007301443773893264,0.05416997820748714,Yellow
EWMA,BOVESPA,Raw,4265,0.0033029658715502883,0,1829,33,0.018042646254784037,0.001893586129075523,0.27065213762429857,0.004375715082915697,9.649931816816974,1.2134388331931518,0.0004848017143783512,0.02929156605085888,Yellow
EWMA,BOVESPA,Static,4265,0.0033029658715502883,0,1829,18,0.009841443411700382,0.945522406030632,0.5496096380388245,0.8341491830132126,0.004669081152310572,0.35801695105817544,0.000473891065773548,0.03259453192240917,Green
EWMA,BOVESPA,Rolling250,4265,0.0033029658715502883,0,1829,15,0.008201202843083653,0.42485508664572935,0.6183381434565746,0.6424101645232422,0.636846364622504,0.24821022286238303,0.0005035901307708686,0.041859276982688334,Green
PatchTST-FM,BTC,Raw,2697,0.026167715335535024,0,1157,26,0.02247191011235955,0.00024816498192379135,0.274009152474698,0.000667970409187412,13.425967597614779,1.1965657684500854,0.0008954629576454823,0.051570272560946984,Yellow
PatchTST-FM,BTC,Static,2697,0.026167715335535024,0,1157,7,0.006050129645635264,0.14508942817273388,0.7702498571904557,0.33147170833657924,2.1231335492735974,0.08529208549167322,0.0008680553088166369,0.07773798789648202,Green
PatchTST-FM,BTC,Rolling250,2697,0.026167715335535024,0,1157,13,0.011235955056179775,0.6786360818549477,0.5865784939624891,0.791605337124515,0.1716652344664853,0.2957194116889639,0.000889842113524118,0.06973594604818223,Green
Chronos-2,BTC,Raw,2697,0.006047288992794511,0,1157,14,0.012100259291270527,0.48700845832100026,0.5579500403327377,0.6615316345410056,0.48312890676748577,0.34326604150291473,0.0008179785720218439,0.06320419688624561,Green
Chronos-2,BTC,Static,2697,0.006047288992794511,0,1157,7,0.006050129645635264,0.14508942817273388,0.7702498571904557,0.33147170833657924,2.1231335492735974,0.08529208549167322,0.0008324484076209435,0.0692514858790401,Green
Chronos-2,BTC,Rolling250,2697,0.006047288992794511,0,1157,10,0.00864304235090752,0.63484925629788,0.6761235906251064,0.8187044391627816,0.22554199618381032,0.1745222846263914,0.0008716700343725617,0.06925620535942069,Green
TS-ICL,BTC,Raw,2697,-0.0011434784223828681,0,1157,15,0.01296456352636128,0.3324524652903477,0.5299944235069063,0.5133169759981533,0.9393212291810737,0.39440224619679043,0.0008173382487474206,0.06194492726036981,Green
TS-ICL,BTC,Static,2697,-0.0011434784223828681,0,1157,16,0.013828867761452032,0.2160078465987941,0.502744801379747,0.371607404362873,1.530697140071478,0.4491375531571009,0.0008215700482795976,0.060801448837986945,Green
TS-ICL,BTC,Rolling250,2697,-0.0011434784223828681,0,1157,10,0.00864304235090752,0.63484925629788,0.6761235906251064,0.8187044391627816,0.22554199618381032,0.1745222846263914,0.000851800214566034,0.06785255708479877,Green
Moirai-1.1,BTC,Raw,2697,0.022615959169785052,0,1157,26,0.02247191011235955,0.00024816498192379135,0.274009152474698,0.000667970409187412,13.425967597614779,1.1965657684500854,0.0009124074937477611,0.05807224241997355,Yellow
Moirai-1.1,BTC,Static,2697,0.022615959169785052,0,1157,5,0.00432152117545376,0.028661408519726355,0.834897807269137,0.08931029871759874,4.787836317968869,0.043440623160321934,0.0008814007113353803,0.08068820158975859,Green
Moirai-1.1,BTC,Rolling250,2697,0.022615959169785052,0,1157,12,0.010371650821089023,0.8995058623429903,0.6158435243238475,0.8747208610781662,0.01594805027546531,0.2517528685877153,0.0009060913806782742,0.07580945765382573,Green
Lag-Llama,BTC,Raw,2697,0.03686595187484931,0,1157,27,0.023336214347450302,0.00010144890619510667,0.2557659152169789,0.0002745054317033362,15.109547566769475,1.2915314523994539,0.0009857050675677478,0.05734184134503635,Yellow
Lag-Llama,BTC,Static,2697,0.03686595187484931,0,1157,5,0.00432152117545376,0.028661408519726355,0.834897807269137,0.08931029871759874,4.787836317968869,0.043440623160321934,0.0010086504822327572,0.09420779321988565,Green
Lag-Llama,BTC,Rolling250,2697,0.03686595187484931,0,1157,8,0.006914433880726016,0.26402452822969313,0.7384437760962923,0.5068626688018336,1.247531204306437,0.11149916028608686,0.0009973308888734996,0.07884995100580108,Green
GJR-GARCH,BTC,Raw,2697,0.02438574718451586,0,1157,27,0.023336214347450302,0.00010144890619510667,0.2557659152169789,0.0002745054317033362,15.109547566769475,1.2915314523994539,0.0008626158350575132,0.05364889238217529,Yellow
GJR-GARCH,BTC,Static,2697,0.02438574718451586,0,1157,4,0.003457216940363008,0.009679491128237516,0.8676322030151046,0.034722622769126084,6.6929498693206835,0.027777833594527124,0.0008572309975760122,0.07803463956669116,Green
GJR-GARCH,BTC,Rolling250,2697,0.02438574718451586,0,1157,10,0.00864304235090752,0.63484925629788,0.6761235906251064,0.8187044391627816,0.22554199618381032,0.1745222846263914,0.0008539789257297621,0.07063578873366216,Green
GJR-GARCH-t,BTC,Raw,2697,0.01656075204089323,0,1157,12,0.010371650821089023,0.8995058623429903,0.6158435243238475,0.8747208610781662,0.01594805027546531,0.2517528685877153,0.0008350303829916368,0.06758239376303442,Green
GJR-GARCH-t,BTC,Static,2697,0.01656075204089323,0,1157,5,0.00432152117545376,0.028661408519726355,0.834897807269137,0.08931029871759874,4.787836317968869,0.043440623160321934,0.0008983714400893632,0.08414314580392765,Green
GJR-GARCH-t,BTC,Rolling250,2697,0.01656075204089323,0,1157,11,0.00950734658599827,0.8651543269363137,0.6457059030452815,0.8868341169660398,0.028837696937422885,0.21135696303062446,0.0008981774313094952,0.07389756390772756,Green
GARCH-N,BTC,Raw,2697,0.025419725136944446,0,1157,31,0.02679343128781331,2.0189605347657244e-06,0.1911592279552489,5.326650898444465e-06,22.576915016837972,1.7086607162432301,0.0008969576644748199,0.05380034916665657,Yellow
GARCH-N,BTC,Static,2697,0.025419725136944446,0,1157,3,0.0025929127052722557,0.0025489205322070494,0.9005664178750025,0.0104581229644409,9.105141104698653,0.015611466010277297,0.0008717862402342758,0.07922007430360102,Green
GARCH-N,BTC,Rolling250,2697,0.025419725136944446,0,1157,9,0.007778738115816767,0.4294447446885231,0.7070519158401476,0.6819615131208117,0.6243246486683933,0.14123946154204248,0.0008518407661102131,0.07099342232863795,Green
Hist-Sim,BTC,Raw,2697,0.009930128792116966,0,1157,16,0.013828867761452032,0.2160078465987941,0.502744801379747,0.371607404362873,1.530697140071478,0.4491375531571009,0.0008538682252050204,0.06012213037229675,Green
Hist-Sim,BTC,Static,2697,0.009930128792116966,0,1157,8,0.006914433880726016,0.26402452822969313,0.7384437760962923,0.5068626688018336,1.247531204306437,0.11149916028608686,0.0008515219659424733,0.07005225916441371,Green
Hist-Sim,BTC,Rolling250,2697,0.009930128792116966,0,1157,11,0.00950734658599827,0.8651543269363137,0.6457059030452815,0.8868341169660398,0.028837696937422885,0.21135696303062446,0.0008971907371497502,0.06971943111451213,Green
EWMA,BTC,Raw,2697,0.031255280070011465,0,1157,25,0.021607605877268798,0.0005856331345080367,0.29310446073880203,0.0015597927248243001,11.821098028696625,1.1053066418051571,0.0008813432809558013,0.05401370526347577,Yellow
EWMA,BTC,Static,2697,0.031255280070011465,0,1157,3,0.0025929127052722557,0.0025489205322070494,0.9005664178750025,0.0104581229644409,9.105141104698653,0.015611466010277297,0.0009270572560290267,0.08526898533348723,Green
EWMA,BTC,Rolling250,2697,0.031255280070011465,0,1157,12,0.010371650821089023,0.8995058623429903,0.6158435243238475,0.8747208610781662,0.01594805027546531,0.2517528685877153,0.0008511151388099032,0.07071035063883334,Green
PatchTST-FM,CBU0,Raw,2356,0.0015772079990480099,0,1010,15,0.01485148514851485,0.14831508625276413,0.5010397177503192,0.28051887643311585,2.0894950394600578,0.4527334817837527,0.00013783933997676138,0.010470638916099279,Green
