model,asset,n_cal,qV,indicated,cal_observations,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
Lag-Llama,GLD,3476,0.008594590549568966,True,3476,114,0.03279631760644419,1.2011629005826075e-26,0.08435245402494684,3.6582117537047233e-26,114.16149669229199,2.978979271139565,0.0004941757273598311,0.024708525896186523,Yellow
GJR-GARCH,GLD,3476,0.004357036505982983,True,3476,73,0.02100115074798619,1.3366107730337673e-08,0.6992016060325097,9.09154195080416e-08,32.277368683536864,0.1493037536574775,0.0003956886936449519,0.024024811014379942,Yellow
GJR-GARCH-t,GLD,3476,0.0030563348672879957,True,3476,51,0.014672036823935558,0.00964501741208334,0.21407016950984245,0.016220200191193596,6.699311024496737,1.5436847517578371,0.00038925010359910407,0.026530261253748733,Green
GARCH-N,GLD,3476,0.0047088183763510615,True,3476,67,0.019275028768699656,1.0928647501311548e-06,0.5555231694620472,5.830828465921481e-06,23.75718785570446,0.34751507182761543,0.00040588348210992116,0.02423501166227095,Yellow
Hist-Sim,GLD,3476,0.0034097358759497993,True,3476,53,0.01524741081703107,0.003899008066881117,0.0011707072654718942,8.002782401129512e-05,8.330259831496967,10.536012535738337,0.0004504194770190816,0.029673476810311364,Green
EWMA,GLD,3476,0.0038254793609328874,True,3476,71,0.020425776754890677,6.132178768625105e-08,0.6862607048954878,3.9587343012728625e-07,29.321179316438375,0.16316327890615412,0.0003985867117218835,0.02437628657200624,Yellow
PatchTST-FM,HSI,4238,0.005508255156592309,True,4238,97,0.022888154789995282,5.240099966288456e-13,0.6106992525724889,4.241933218267535e-12,52.11284606623376,0.2591579395515282,0.0004681451352746308,0.030261083158394986,Yellow
Chronos-2,HSI,4238,0.0012870838537360069,False,4238,50,0.011798017932987258,0.25266769919064996,0.274483835408157,0.28611916950089766,1.3084929341731666,1.194200822569428,0.00042289427171688797,0.03336341263627024,Green
TS-ICL,HSI,4238,0.0007215532245426898,False,4238,49,0.011562057574327513,0.3186358178826035,0.28425456181339787,0.34280734530910983,0.994537808368543,1.1466355218286708,0.0004334411154043155,0.033586977572506005,Green
Moirai-1.1,HSI,4238,0.004164222877199926,True,4238,69,0.016281264747522416,0.00016484395771848172,0.903843588879138,0.0008213254103645621,14.194587909158706,0.014594427835731949,0.00046241183001706574,0.033695968035472285,Yellow
Lag-Llama,HSI,4238,0.009144033120657815,True,4238,141,0.03327041057102407,3.405868258639454e-33,0.1491512563636185,1.8226169886443462e-32,144.08398942973776,2.0809097736000695,0.0005816696595804979,0.030114602907494837,Yellow
GJR-GARCH,HSI,4238,0.004796309990335874,True,4238,95,0.02241623407267579,2.847750418548493e-12,0.03683162801904723,2.8764007518232626e-12,48.79078236910544,4.358180315506388,0.00041649320731851493,0.02837875329457455,Yellow
GJR-GARCH-t,HSI,4238,0.0024478045441099494,True,4238,66,0.01557338367154318,0.0007478693046561976,0.14838307676726434,0.0011974396949304897,11.366344262145972,2.0887949160274957,0.0003980728887590024,0.030184543274016835,Green
GARCH-N,HSI,4238,0.005592825233431398,True,4238,92,0.021708352996696555,3.334857385363537e-11,0.4260276762350981,2.062974154339148e-10,43.96977650841741,0.6336279398269653,0.00042850675212004403,0.028903638184317664,Yellow
Hist-Sim,HSI,4238,0.00345447585696345,True,4238,75,0.017697026899480887,5.554163370440581e-06,0.20255494454450937,1.4666690338178467e-05,20.636007082078976,1.623856115418448,0.0004819075955279608,0.0328719743031274,Yellow
EWMA,HSI,4238,0.004881750755762939,True,4238,83,0.019584709768758847,2.9596872215282594e-08,0.5906125693009182,1.8340292830410118e-07,30.733771978805223,0.28938864217434457,0.00042584402962288816,0.029032992778835972,Yellow
PatchTST-FM,IBGL,2939,0.0037302718447067146,True,2939,56,0.01905410003402518,1.1586608584735184e-05,0.9464309179481116,6.656342824605238e-05,19.230196096922775,0.004514416431561585,0.00032130924232812955,0.017694702723379464,Yellow
Chronos-2,IBGL,2939,0.0006662522391893272,False,2939,32,0.010888057162300102,0.6333442278062587,0.3616230479259811,0.5886632884896453,0.22755297358624027,0.8322488768044991,0.00030202884085873423,0.021627665934979654,Green
TS-ICL,IBGL,2939,0.00013083520408584126,False,2939,30,0.010207553589656346,0.9102660116208284,0.4314217031866934,0.7291706155716347,0.012701969373164035,0.6189930982109217,0.0002918890601204913,0.020890030677817882,Green
Moirai-1.1,IBGL,2939,0.0018867539764772755,True,2939,43,0.014630826811840763,0.01826360097967137,0.2583789669125059,0.032580086217547835,5.5706863021819295,1.2774217567744017,0.00031263856544687147,0.0214128530655131,Green
Lag-Llama,IBGL,2939,0.005161581977397935,True,2939,80,0.027220142905750255,1.0056456085501435e-14,0.3606660570055048,6.526696026844675e-14,59.88500820481961,0.8355727051751956,0.0003457544321003941,0.017659580633102863,Yellow
GJR-GARCH,IBGL,2939,0.003626101655059888,True,2939,62,0.02109561075195645,1.4090578646199236e-07,0.5655469389627317,8.1483741457468e-07,27.71036397437291,0.3301904954790871,0.0003115162480771472,0.017606827072810194,Yellow
GJR-GARCH-t,IBGL,2939,0.0023516663294611655,True,2939,46,0.015651582170806397,0.004451511815329519,0.7514328225430762,0.016654670489281743,8.089798217781563,0.10033096626733595,0.0002997214952881797,0.019527525779493567,Green
GARCH-N,IBGL,2939,0.0033518347475687306,True,2939,65,0.022116366110922082,1.2530104973804982e-08,0.6502284247687077,8.301513298112018e-08,32.40287358121586,0.20561226017468925,0.0003130767712963138,0.017769148658790437,Yellow
Hist-Sim,IBGL,2939,0.0016117231782461112,True,2939,42,0.014290575025518884,0.028066119398440358,0.14630215506981809,0.031204436030995753,4.824001359210186,2.1103886683753217,0.0003132745303139139,0.02027049499252268,Green
EWMA,IBGL,2939,0.0030553535460027953,True,2939,58,0.019734603606668934,2.8459438802573393e-06,0.45951339745595055,1.3238278943771435e-05,21.917716332535853,0.5470796775558711,0.00029085447310788826,0.017742085587475788,Yellow
PatchTST-FM,ICLN,2842,0.005792907178922925,True,2842,58,0.02040816326530612,1.0143666901791772e-06,0.4845250185201243,5.057371605096167e-06,23.900665881249864,0.48866142926351586,0.0005767749135732835,0.03767334744183479,Yellow
Chronos-2,ICLN,2842,0.00322799286988161,True,2842,42,0.014778325123152709,0.0168294154201814,0.6531273515451619,0.05192119266977144,5.714076446215113,0.2019800248899628,0.0005351307299154534,0.03905648846483352,Green
TS-ICL,ICLN,2842,0.0013188218766463713,False,2842,31,0.010907811400422239,0.6316724562457102,0.35003652119333684,0.5760492177651027,0.2297996075990678,0.8733247412565674,0.0005626007911122363,0.0441157110585955,Green
Moirai-1.1,ICLN,2842,0.005968859020210323,True,2842,43,0.015130190007037298,0.010613641155442787,0.68324605081928,0.035165481062289665,6.528885953382975,0.16649470495900687,0.0006695716961147381,0.04174399687699517,Green
Lag-Llama,ICLN,2842,0.010417942441513776,True,2842,82,0.028852920478536243,1.956922687645829e-16,0.8011264012846827,1.9823220074012246e-15,67.64556664386343,0.06344836874734483,0.0007110457501843774,0.036096312580797305,Yellow
GJR-GARCH,ICLN,2842,0.005827330095895582,True,2842,62,0.021815622800844477,4.3934942795916796e-08,0.7452999920299681,2.949352771736347e-07,29.967496913769594,0.1055228944095461,0.000548592749323214,0.03456418485610702,Yellow
GJR-GARCH-t,ICLN,2842,0.0035464842887102978,True,2842,50,0.017593244194229415,0.00023869946608348665,0.8985120888022504,0.001162016286183432,13.498930459483802,0.01626675052068549,0.0005450347702901826,0.037102839110559165,Yellow
GARCH-N,ICLN,2842,0.0060822008125969405,True,2842,64,0.022519352568613652,8.310942274448186e-09,0.6524947527306483,5.577916274955582e-08,33.200961606108166,0.20276932334752473,0.0005540734955695075,0.0346563190792324,Yellow
Hist-Sim,ICLN,2842,0.0009335435543442253,False,2842,32,0.011259676284306826,0.508237057445343,0.004968430088814945,0.015540674779499358,0.43769505463748626,7.890893971124797,0.0006596195450006121,0.04533077468119709,Green
EWMA,ICLN,2842,0.0059736721367458015,True,2842,60,0.0211118930330753,2.1806553223699816e-07,0.538483032989729,1.2133061738188851e-06,26.865964565028342,0.37835853387059615,0.000562107059110767,0.035142204414316196,Yellow
PatchTST-FM,NIFTY,2895,0.003386870240242229,True,2895,57,0.019689119170984457,3.711674795092694e-06,0.44511323819349513,1.6774244425428677e-05,21.408266317823355,0.5830655178249344,0.0003751259848463665,0.024515567442308952,Yellow
Chronos-2,NIFTY,2895,0.0026889521149741948,True,2895,45,0.015544041450777202,0.005557827384790469,0.7315435963381008,0.0201807351122473,7.6883546394998845,0.11769903441540919,0.0003612352430412223,0.025694504610241902,Green
TS-ICL,NIFTY,2895,0.001793289799181818,False,2895,40,0.013816925734024179,0.05102666288775259,0.12471284099374629,0.04585572582177678,3.8073979251035936,2.357112487831671,0.00037399803037149303,0.027548218056533826,Green
Moirai-1.1,NIFTY,2895,0.0017611793690417502,False,2895,34,0.011744386873920553,0.3586413461476924,0.41798759265372887,0.47269460122034956,0.8426451664720016,0.6559663583329893,0.000438692689657446,0.02818629000115567,Green
Lag-Llama,NIFTY,2895,0.006083985553782142,True,2895,81,0.027979274611398965,1.5798805573094128e-15,0.030775975067550723,1.5548035288135722e-15,63.52943886058223,4.665415550001626,0.0004777009736937973,0.024920307360365924,Yellow
GJR-GARCH,NIFTY,2895,0.003846507683862431,True,2895,57,0.019689119170984457,3.711674795092694e-06,0.1336129736019118,7.289020132518266e-06,21.408266317823355,2.2500165492302813,0.0003506696051511874,0.023111166450370525,Yellow
GJR-GARCH-t,NIFTY,2895,0.002686733892654874,True,2895,46,0.015889464594127805,0.0033539213617323955,0.22283505870635084,0.006440813736036076,8.604181109150502,1.4860196714911922,0.0003402087808986142,0.024510992814390106,Green
GARCH-N,NIFTY,2895,0.004244829939790078,True,2895,64,0.022107081174438686,1.644666535698332e-08,0.6353546601633637,1.07083418724571e-07,31.87444624153052,0.2248691424244953,0.0003684255858886846,0.0230227915795737,Yellow
Hist-Sim,NIFTY,2895,0.002781913944728657,True,2895,44,0.015198618307426597,0.009025984706401712,0.031989390370985846,0.0033180709134426356,6.8176780273964255,4.599065402796953,0.0004569929178121413,0.028412022328745533,Green
EWMA,NIFTY,2895,0.0035307230418004966,True,2895,56,0.01934369602763385,7.5379118556402915e-06,0.4202365896658684,3.197220933786531e-05,20.051633481631036,0.649653499738065,0.0003797045085696931,0.02348936778932709,Yellow
PatchTST-FM,NIKKEI,4211,0.005963697450319584,True,4211,84,0.019947755877463787,1.1024640101406386e-08,0.032782813132804366,8.32200675820972e-09,32.65163918453179,4.557085644060976,0.0005460455922775036,0.03329226341230361,Yellow
Chronos-2,NIKKEI,4211,0.0036316340032276004,True,4211,64,0.01519829019235336,0.0016387788309624928,0.018442754700970707,0.0004374138019758595,9.915665349185105,5.553596442082039,0.0005159267300838097,0.035758522914634536,Green
TS-ICL,NIKKEI,4211,0.0013063083393469836,False,4211,45,0.010686297791498456,0.6580048918871201,0.0012053775751382067,0.004800574157587469,0.19595618175884066,10.482083322356516,0.0005217320148635866,0.037636031554155965,Green
Moirai-1.1,NIKKEI,4211,0.0060781385505903444,True,4211,79,0.018760389456186178,3.494519868589276e-07,0.07961858254018024,4.973943898666883e-07,25.95509468895665,3.072670480158763,0.0005846598683374699,0.03724919468073766,Yellow
Lag-Llama,NIKKEI,4211,0.011060343771721867,True,4211,132,0.031346473521728806,9.333253147881496e-29,0.05805800806714156,2.1771712150066983e-28,123.79670312940937,3.5920092254893916,0.0006833140411723191,0.032374992075046016,Yellow
GJR-GARCH,NIKKEI,4211,0.005677188179265644,True,4211,86,0.020422702445974827,2.5473957030922687e-09,0.1364214698294381,6.443966773868185e-09,35.50237659963214,2.217866455927151,0.0004982035533160498,0.031602839707039844,Yellow
GJR-GARCH-t,NIKKEI,4211,0.0033571114358577,True,4211,74,0.017573023034908573,8.143039066825507e-06,0.5621581287569386,4.0266794092342836e-05,19.903985494288555,0.33598129889492157,0.0004826843532069212,0.03337033649712173,Yellow
GARCH-N,NIKKEI,4211,0.0062368341801094865,True,4211,87,0.020660175730230348,1.2036181401963772e-09,0.146404331066768,3.2767718976563296e-09,36.96349383649242,2.1093203169373282,0.0005147120715708105,0.03159564878921858,Yellow
Hist-Sim,NIKKEI,4211,0.005297441133602986,True,4211,70,0.016623129897886488,8.007999828818054e-05,0.0001421908248205685,3.0145372243636865e-07,15.556402408574264,14.47289623872598,0.0005906317645968547,0.037818812924215045,Yellow
EWMA,NIKKEI,4211,0.004879809921279229,True,4211,86,0.020422702445974827,2.5473957030922687e-09,0.009683540320919316,6.879600035630691e-10,35.50237659963214,6.692204228450009,0.0005139171491684101,0.03141862003965516,Yellow
PatchTST-FM,SP500,4334,0.004015869971863494,True,4334,81,0.01868943239501615,2.8898218965485937e-07,0.0854384622020827,4.384020961239596e-07,26.321972573529195,2.9582860665095723,0.0003837012828335896,0.026017675157889972,Yellow
Chronos-2,SP500,4334,0.002528464332008082,True,4334,64,0.014766958929395477,0.0032261416730210465,0.01663912949407364,0.0007432371730921049,8.674947396253899,5.734043311945356,0.00036150954266811936,0.02652835808277481,Green
TS-ICL,SP500,4334,0.0016009519890889164,True,4334,57,0.013151822796492848,0.046684696944567824,0.04543332830044638,0.01869313917529524,3.9567159888430083,4.002481434083961,0.00036933431801820365,0.02816488288246683,Green
Moirai-1.1,SP500,4334,0.0024530336436822658,True,4334,68,0.015689893862482696,0.0005094606074090535,0.9467909511687613,0.002375412109965104,12.080714824656376,0.004453848469779587,0.0004140154287644964,0.02771115782908987,Green
Lag-Llama,SP500,4334,0.008755692629862243,True,4334,149,0.03437932625749884,1.6132537546176916e-36,0.022354045478629663,1.890038797504627e-36,159.29491634956716,5.218015632721972,0.0005384618253981637,0.024316886455882394,Yellow
GJR-GARCH,SP500,4334,0.004248152537237981,True,4334,112,0.025842178126442086,2.2524944706912583e-18,0.9497694854435503,2.4950051497499178e-17,76.4553430470313,0.003968528307495944,0.0003544899235758654,0.022905089292452264,Yellow
GJR-GARCH-t,SP500,4334,0.002524392593538956,True,4334,82,0.018920166128287955,1.4895672726766388e-07,0.29170916605332065,5.817071383397231e-07,27.602881124269345,1.1117163049125338,0.000336207707523718,0.024672624984979706,Yellow
GARCH-N,SP500,4334,0.005611336700447361,True,4334,120,0.02768804799261652,6.808864048798002e-22,0.7110291555644566,7.743278539994703e-21,92.47767236830171,0.1372511736603883,0.00037685880592873395,0.02278481805821485,Yellow
Hist-Sim,SP500,4334,0.003023452003537293,True,4334,72,0.01661282879556991,6.452979028640902e-05,0.007649939830595199,9.74024507015315e-06,15.964843426663158,7.113645132176202,0.0004239476199318712,0.0286902502758535,Yellow
EWMA,SP500,4334,0.004425509939703653,True,4334,93,0.021458237194277804,4.762628191273468e-11,0.19992586655757819,1.7651059868022977e-10,43.27236450240241,1.6429158819541954,0.0003626456270071963,0.023338638653382253,Yellow
PatchTST-FM,STOXX,3574,0.006856402572260688,True,3574,69,0.019306099608282036,7.147304721270032e-07,0.5821885043644544,3.961632307294482e-06,24.574998907262867,0.3027099303706109,0.00045022416811168423,0.02751871111120551,Yellow
Chronos-2,STOXX,3574,0.004569453743471327,True,3574,60,0.016787912702853944,0.0002016542840954832,0.10041777833412839,0.0002593710734825732,13.815605915764813,2.6988956951838645,0.0004224287523720414,0.0292380954289812,Yellow
TS-ICL,STOXX,3574,0.0044462300063776335,True,3574,52,0.014549524342473419,0.010476333012371277,0.04609647877887594,0.005169092418715265,6.552050936745012,3.9780653702737254,0.0004553531392271689,0.03077630925283595,Green
Moirai-1.1,STOXX,3574,0.0056021270230105155,True,3574,69,0.019306099608282036,7.147304721270032e-07,0.09924456647155401,1.1843456194800371e-06,24.574998907262867,2.717641404246706,0.0004767388389305738,0.02910456323775603,Yellow
Lag-Llama,STOXX,3574,0.014183848451985729,True,3574,142,0.039731393396754335,1.3807002796030467e-41,0.067840468480874,4.436654228673036e-41,182.4976630880311,3.3345134569199217,0.0006400964284954705,0.02586431440981845,Red
GJR-GARCH,STOXX,3574,0.004083164776143549,True,3574,78,0.02182428651371013,8.103160651725164e-10,0.062045934289988426,1.121624825992055e-09,37.73514079709929,3.48183413379968,0.0003876444436864411,0.02508354379119723,Yellow
GJR-GARCH-t,STOXX,3574,0.0024913824899650203,True,3574,60,0.016787912702853944,0.0002016542840954832,0.1522431876489907,0.000358845744286552,13.815605915764813,2.0496299711725214,0.0003787544819313007,0.02670561935074812,Yellow
GARCH-N,STOXX,3574,0.006122950817406943,True,3574,93,0.026021264689423614,1.074507817781761e-15,0.3386610328860966,6.935078902040501e-15,64.28887447352493,0.9154934541581952,0.00042294483260710085,0.024878776126256653,Yellow
Hist-Sim,STOXX,3574,0.006359586079224634,True,3574,69,0.019306099608282036,7.147304721270032e-07,0.0003329327933253811,7.3748493440301406e-09,24.574998907262867,12.875381818451729,0.0004974345329932608,0.029832870212575857,Yellow
EWMA,STOXX,3574,0.006014925890212724,True,3574,88,0.024622271964185788,1.3052789194524692e-13,0.006857736727185166,3.188575108992385e-14,54.84337688012465,7.309857438286599,0.00043228832977671805,0.025405146040386618,Yellow
PatchTST-FM,TLT,3883,0.0022893280816097886,True,3883,61,0.015709502961627608,0.000965204040942714,0.9659069797026656,0.00430710290223115,10.893152660596535,0.0018269020791876756,0.0002578667647621652,0.01822648470357402,Green
Chronos-2,TLT,3883,-4.368670369502871e-05,False,3883,37,0.009528714911151173,0.7660877923877931,0.398746013742599,0.6701161180249242,0.08850392378966188,0.7121046184677198,0.0002406817205179305,0.019705269065021916,Green
TS-ICL,TLT,3883,0.00021852664204444552,False,3883,39,0.010043780582024209,0.9781415118224625,0.41064177616146014,0.7125919781535518,0.0007507041025767158,0.6769418619487624,0.0002454812191278243,0.019876805022589147,Green
Moirai-1.1,TLT,3883,0.000742595560915247,False,3883,43,0.011073911923770281,0.508513528851485,0.3263588952529145,0.49648190078282983,0.4371246713986068,0.9632918281433263,0.0002852781426369539,0.02311637760530831,Green
Lag-Llama,TLT,3883,0.004687452096150154,True,3883,111,0.028586144733453514,2.1544740048267804e-21,0.1447982234792915,8.953391007976042e-21,90.19829743863886,2.126211778908555,0.0003060537239716785,0.017706401020791185,Yellow
GJR-GARCH,TLT,3883,0.0011354798100596947,True,3883,53,0.013649240278135463,0.030360444459155676,0.22577681409784991,0.046050423843029445,4.688765951094055,1.4672706736031387,0.00023836770415241304,0.018483021471506288,Green
GJR-GARCH-t,TLT,3883,0.0006352174539701865,False,3883,44,0.0113314447592068,0.41422293934026255,0.31517109465128296,0.43267685715920046,0.6666473549400784,1.0088808808745853,0.00023736362665365183,0.018957801421018907,Green
GARCH-N,TLT,3883,0.0009837969467220709,False,3883,49,0.01261910893638939,0.11498089972539607,0.2630109895575733,0.15433734855113126,2.4843902778573757,1.2528387168874815,0.0002380637848554403,0.01858607304509511,Green
Hist-Sim,TLT,3883,0.0016605345467812227,True,3883,61,0.015709502961627608,0.000965204040942714,0.34393634331746115,0.0027547512061965166,10.893152660596535,0.895703632875211,0.00025418374750225926,0.018616584394347494,Green
EWMA,TLT,3883,0.0005352500668327174,False,3883,47,0.012104043265516354,0.2021053175516277,0.28312048620778324,0.2491818402387389,1.6270950330993479,1.152049700821351,0.0002341431418184897,0.018544859865579338,Green
PatchTST-FM,UNG,3052,0.006790883988840819,True,3052,45,0.01474442988204456,0.013869096711285429,0.6962660627786693,0.044889216344237676,6.054729898090432,0.15238546908244643,0.0008411957083230981,0.05883747957607787,Green
Chronos-2,UNG,3052,0.0031200453280230828,False,3052,41,0.013433813892529489,0.0700452104070015,0.5812802442120499,0.16644921858245032,3.28196051142557,0.30416950773525286,0.0007832021315093182,0.06307683984515883,Green
TS-ICL,UNG,3052,0.004392272488288079,False,3052,37,0.012123197903014417,0.2539303831627201,0.47212214596128177,0.4028152901230445,1.3015495018206522,0.5170048167147456,0.000787565999981444,0.06287024090576765,Green
Moirai-1.1,UNG,3052,0.0016206832874487848,False,3052,36,0.011795543905635648,0.33233193353021523,0.3538165214921253,0.40666895351477284,0.9397896913368928,0.8597219217466545,0.0008568649038341729,0.06838917882743183,Green
Lag-Llama,UNG,3052,0.014635340049233156,True,3052,74,0.024246395806028834,2.2389204343694723e-11,0.5083393865882742,1.54067207893042e-10,44.74978050876341,0.4374838788892248,0.0009251180711912189,0.05850995295144604,Yellow
GJR-GARCH,UNG,3052,0.0047366492580896286,True,3052,45,0.01474442988204456,0.013869096711285429,0.6962660627786693,0.044889216344237676,6.054729898090432,0.15238546908244643,0.0007532755546853358,0.0603414972482869,Green
GJR-GARCH-t,UNG,3052,0.003468949979262087,False,3052,40,0.01310615989515072,0.09974882522544763,0.5533501783038152,0.21643777739086306,2.709554806297273,0.3513495441011969,0.00075317696248811,0.06242883245403013,Green
GARCH-N,UNG,3052,0.004025201578792562,False,3052,40,0.01310615989515072,0.09974882522544763,0.5533501783038152,0.21643777739086306,2.709554806297273,0.3513495441011969,0.0007482806564402645,0.06095999810596834,Green
Hist-Sim,UNG,3052,0.008913031969005385,True,3052,49,0.016055045871559634,0.001999285419200524,0.24234651485309025,0.004259761650185742,9.550191649548218,1.3668924923053396,0.0008836693990670389,0.062456351395444844,Yellow
EWMA,UNG,3052,0.005541683205380517,True,3052,46,0.01507208387942333,0.008798439260059528,0.2353264272298571,0.01598935086321108,6.863290224287237,1.4083744744775686,0.000753341855175193,0.05827188416080485,Green
PatchTST-FM,USDJPY,4486,0.0031048335199835297,True,4486,87,0.01939366919304503,2.1302721334843426e-08,0.8115251470399399,1.4972750574001159e-07,31.3720349738293,0.05686267281180335,0.0002745441714529716,0.014791227383659492,Yellow
Chronos-2,USDJPY,4486,0.0012833243727423949,False,4486,56,0.012483281319661168,0.10753051270800831,0.7319611410999389,0.25827467900571394,2.5901446830340866,0.11731854313904932,0.000263536604232089,0.01704462265711638,Green
TS-ICL,USDJPY,4486,0.001086761864039238,False,4486,53,0.011814534106107891,0.23506645694371778,0.6597585993645578,0.44848583958847654,1.4099393789127355,0.19381696269852,0.00022682888688794556,0.0172953049536434,Green
Moirai-1.1,USDJPY,4486,0.0011652407662152038,False,4486,57,0.01270619705751226,0.08040206160224488,0.7562755874035617,0.2066881387746791,3.056755578647703,0.0963328167747477,0.00029161888049605687,0.01776851901107327,Green
Lag-Llama,USDJPY,4486,0.004731854104055334,True,4486,125,0.027864467231386535,5.760675644580707e-23,0.1086523275515067,1.987077685815135e-22,97.36669936230768,2.573714609742865,0.00027499852714516713,0.014382582216396326,Yellow
GJR-GARCH,USDJPY,4486,0.002473162451243958,True,4486,76,0.016941596076683014,2.127900949011779e-05,0.18850169092382416,5.016110079889107e-05,18.07125217112138,1.7292892611366142,0.00025272934672461645,0.015491308242433858,Yellow
GJR-GARCH-t,USDJPY,4486,0.001361526804458238,False,4486,53,0.011814534106107891,0.23506645694371778,0.1604502400819386,0.1845271840606389,1.4099393789127355,1.9699775956329404,0.00023458455444508628,0.01668000139450065,Green
GARCH-N,USDJPY,4486,0.002573297592277427,True,4486,75,0.01671868033883192,3.706130477094906e-05,0.045617741163603086,2.737305801693485e-05,17.01624845488979,3.9956541698394403,0.000252228352241369,0.0155147309624402,Yellow
Hist-Sim,USDJPY,4486,0.0019057896929830995,True,4486,66,0.014712438698172091,0.003033728904419787,0.09205166994096875,0.0029896548823546035,8.787071377946596,2.8381232664595473,0.00028322332537057964,0.016543484316910755,Green
EWMA,USDJPY,4486,0.0028510593598368578,True,4486,81,0.018056174765938474,1.1020280631070013e-06,0.2550653947746914,3.6593286700053607e-06,23.741117399380954,1.2953443023609452,0.00025547568643679045,0.014904532641267508,Yellow
PatchTST-FM,USO,3231,0.00991072883594582,True,3231,62,0.01918910554008047,3.1641054123019135e-06,0.855156687538712,1.8947265052704628e-05,21.714380010754716,0.03332191173956289,0.0008470471517964296,0.052421564981687256,Yellow
Chronos-2,USO,3231,0.006738186932574615,True,3231,56,0.017332095326524296,0.00014834672554095787,0.9761363590872761,0.0007488396283515053,14.39307662995877,0.0008947934877596708,0.0008273327802000209,0.05595021409073949,Yellow
TS-ICL,USO,3231,0.004274662442956122,False,3231,42,0.012999071494893221,0.10148930073872196,0.5763962134998715,0.2237916394388702,2.681982664674724,0.3120970175061757,0.0008297744977902185,0.059574011082007806,Green
Moirai-1.1,USO,3231,0.009135935861219253,True,3231,54,0.016713091922005572,0.0004685119468910624,0.309388125176501,0.0013133934560604552,12.236996119402129,1.0332860139218383,0.000876213831672943,0.058158961044291815,Yellow
Lag-Llama,USO,3231,0.01637182415665444,True,3231,122,0.03775920767564222,6.586826928369401e-34,0.036269387167985064,1.1265440168571638e-33,147.34791322050427,4.384393808855975,0.0010257108704063045,0.0503153048932964,Red
GJR-GARCH,USO,3231,0.009119718727964243,True,3231,60,0.018570102135561744,1.216931751828181e-05,0.4405308711724438,5.1924726882790517e-05,19.13653173241992,0.5948991636926166,0.0008149220973347835,0.05083892859032156,Yellow
GJR-GARCH-t,USO,3231,0.008185894766183761,True,3231,51,0.015784586815227482,0.0023076032186073116,0.831593209684635,0.009407829550725546,9.287202303083845,0.04522370786094143,0.0007992225201697235,0.054026208170104006,Green
GARCH-N,USO,3231,0.00871136603447998,True,3231,63,0.019498607242339833,1.5760424803191198e-06,0.16622800347379982,3.7838442169848117e-06,23.05290436153888,1.9166357914511991,0.0008335458864757716,0.05034803915684828,Yellow
Hist-Sim,USO,3231,0.007735041834238433,True,3231,57,0.017641597028783658,8.137992109280176e-05,0.995231778252618,0.0004251798963731638,15.525960672077979,3.571395404833311e-05,0.001022057049978162,0.06208657455621251,Yellow
EWMA,USO,3231,0.009776701466038977,True,3231,68,0.021046115753636643,3.854105835865361e-08,0.06986392659188133,5.2952855215410723e-08,30.221513281207677,3.2862144057788782,0.0008368382810965389,0.04984665406948182,Yellow
