model,symbol,z2_raw,z2_corr,raw_pass,corr_pass,q_hat_E,n_test
Chronos-Small,SP500,155.01757597961284,16.916373429281283,True,True,0.0015415666101804434,1824
Chronos-Small,STOXX,167.94485533358224,6.616015994484351,True,True,0.0016196704989043485,1498
Chronos-Small,GDAXI,146.3653254725623,8.375451617407293,True,True,0.0017507620773269568,1843
Chronos-Small,CACT,163.8892037408213,13.692132032931173,True,True,0.001863004360371295,1856
Chronos-Small,FTSE100,135.75472138329062,13.918039362886477,True,True,0.0016583986243864793,1833
Chronos-Small,ICLN,82.97166326766222,4.347022597694746,True,True,0.0024900919934298243,1185
Chronos-Small,NIKKEI,139.02957122741148,10.23360484779856,True,True,0.0017288509747758066,1772
Chronos-Small,HSI,104.34838099938524,6.786558708249972,True,True,0.0021269058999700344,1784
Chronos-Small,BOVESPA,117.27769921910476,10.590193842197028,True,True,0.0024120943801885604,1794
Chronos-Small,NIFTY,177.27017231254757,8.74065973665089,True,True,0.0014226654908510977,1208
Chronos-Small,ASX200,211.9072023578491,14.958947754208822,True,True,0.001908238162788959,1833
Chronos-Small,CBU0,80.0924118391059,5.7454914651742754,True,True,0.005593870963391677,976
Chronos-Small,TLT,93.6875283408847,10.613108830358318,True,True,0.0011423498961338698,1631
Chronos-Small,IBGL,89.81733903282242,5.834432291343587,True,True,0.0009977353528076607,1226
Chronos-Small,DJCI,147.8661114047514,27.348816172499365,True,True,0.00100915274647007,693
Chronos-Small,GOLD,172.76436148089726,11.674902008223523,True,True,0.0016037088781369747,1770
Chronos-Small,WTI,163.06623888625347,28.706871387101582,True,True,0.0027838406412205386,1772
Chronos-Small,NATGAS,101.76537080528101,17.826989731039248,True,True,0.004321013822592885,1771
Chronos-Small,BTC,97.64387452266938,2.07783843477598,True,True,0.004765742836169459,1107
Chronos-Small,ETH,135.29137263539513,5.226782360009796,True,True,0.004559008594850226,762
Chronos-Small,EURUSD,110.08395757055678,3.2376246571060308,True,True,0.0007590985399757045,1582
Chronos-Small,GBPUSD,109.52514650611965,6.579155842091867,True,True,0.0006311424270706379,1585
Chronos-Small,USDJPY,143.73707450676554,9.917227674976866,True,True,0.0006983912761223572,1888
Chronos-Small,AUDUSD,104.6452533998916,2.216331943289725,True,True,0.0009493818302600942,1395
Chronos-Mini,SP500,130.98184382129386,13.018362064904865,True,True,0.0013038054549396568,1824
Chronos-Mini,STOXX,179.5566552599543,7.236765437170184,True,True,0.0013912524865254054,1498
Chronos-Mini,GDAXI,171.74650318798095,8.472430099427008,True,True,0.00170511913893033,1843
Chronos-Mini,CACT,172.91372595996376,13.292011005756947,True,True,0.001607172623769808,1856
Chronos-Mini,FTSE100,166.58381212710972,17.96842475488065,True,True,0.0011121664265186398,1833
Chronos-Mini,ICLN,117.85488772955524,6.169204898850847,True,True,0.0016908096286197818,1185
Chronos-Mini,NIKKEI,186.98971907446932,12.910368193686871,True,True,0.0016073004700489012,1772
Chronos-Mini,HSI,154.7745236741241,9.608004165967955,True,True,0.001636021865801346,1784
Chronos-Mini,BOVESPA,126.01913209566258,7.338050103863775,True,True,0.002141139663783047,1794
Chronos-Mini,NIFTY,175.93085882069923,7.20346371721059,True,True,0.0010786183559126717,1208
Chronos-Mini,ASX200,188.66483728732328,16.46876915495026,True,True,0.0012751278989169927,1833
